GeneName	Expression	enhancer_count	ATAC_count	H3K27ac_count	H3K4me3_count	RE_count	GeneName_MeanExpression
A1CF	5.166666666666667	34.0	0.0	0.0	0.0	0.0	A1CF 5.166666666666667
A2ML1	68.83333333333333	65.0	1.0	0.0	0.0	1.0	A2ML1 68.83333333333333
AAAS	1057.5	332.0	11.0	2.0	5.0	12.0	AAAS 1057.5
AADAT	3.6666666666666665	1.0	0.0	0.0	0.0	0.0	AADAT 3.6666666666666665
AAGAB	1824.1666666666667	109.0	8.0	0.0	3.0	8.0	AAGAB 1824.1666666666667
AAK1	6442.166666666667	34.0	3.0	1.0	0.0	3.0	AAK1 6442.166666666667
AAMDC	541.8333333333334	42.0	5.0	1.0	5.0	6.0	AAMDC 541.8333333333334
AANAT	9.0	21.0	4.0	0.0	0.0	4.0	AANAT 9.0
AARD	81.83333333333333	1.0	0.0	0.0	0.0	0.0	AARD 81.83333333333333
AARS2	349.1666666666667	10.0	5.0	0.0	0.0	5.0	AARS2 349.1666666666667
AARSD1	1201.6666666666667	1.0	0.0	0.0	0.0	0.0	AARSD1 1201.6666666666667
AASDH	755.6666666666666	41.0	2.0	1.0	3.0	3.0	AASDH 755.6666666666666
AASS	312.6666666666667	1.0	0.0	0.0	0.0	0.0	AASS 312.6666666666667
ABCA1	4002.1666666666665	277.0	18.0	1.0	1.0	17.0	ABCA1 4002.1666666666665
ABCA10	16.333333333333332	135.0	4.0	0.0	0.0	4.0	ABCA10 16.333333333333332
ABCA12	0.3333333333333333	5.0	0.0	0.0	0.0	0.0	ABCA12 0.3333333333333333
ABCA13	57.16666666666666	40.0	0.0	0.0	0.0	0.0	ABCA13 57.16666666666666
ABCA2	268.6666666666667	18.0	0.0	0.0	0.0	0.0	ABCA2 268.6666666666667
ABCA3	45.16666666666666	66.0	2.0	0.0	0.0	2.0	ABCA3 45.16666666666666
ABCA5	1006.1666666666666	1.0	0.0	0.0	0.0	0.0	ABCA5 1006.1666666666666
ABCA8	38.333333333333336	20.0	0.0	0.0	0.0	0.0	ABCA8 38.333333333333336
ABCB1	3188.5	2.0	0.0	0.0	0.0	0.0	ABCB1 3188.5
ABCB11	34.0	123.0	1.0	0.0	0.0	1.0	ABCB11 34.0
ABCB5	415.8333333333333	44.0	2.0	0.0	0.0	2.0	ABCB5 415.8333333333333
ABCB8	449.8333333333333	12.0	1.0	0.0	0.0	1.0	ABCB8 449.8333333333333
ABCC1	2099.6666666666665	285.0	14.0	5.0	0.0	18.0	ABCC1 2099.6666666666665
ABCC10	1402.5	23.0	3.0	0.0	0.0	3.0	ABCC10 1402.5
ABCC11	28.0	12.0	1.0	0.0	3.0	1.0	ABCC11 28.0
ABCC2	59.5	23.0	0.0	0.0	0.0	0.0	ABCC2 59.5
ABCC5	647.5	25.0	1.0	0.0	0.0	1.0	ABCC5 647.5
ABCC9	185.33333333333331	15.0	0.0	0.0	0.0	0.0	ABCC9 185.33333333333331
ABCD2	106.0	135.0	5.0	0.0	0.0	5.0	ABCD2 106.0
ABCD3	434.0	48.0	4.0	0.0	0.0	4.0	ABCD3 434.0
ABCF1	2799.0	36.0	6.0	0.0	0.0	6.0	ABCF1 2799.0
ABCF2	3702.3333333333335	1.0	1.0	0.0	0.0	1.0	ABCF2 3702.3333333333335
ABCG1	213.66666666666663	406.0	24.0	6.0	0.0	24.0	ABCG1 213.66666666666663
ABCG2	291.0	1.0	0.0	0.0	0.0	0.0	ABCG2 291.0
ABCG4	0.3333333333333333	2.0	0.0	0.0	0.0	0.0	ABCG4 0.3333333333333333
ABHD10	612.3333333333334	193.0	11.0	18.0	7.0	25.0	ABHD10 612.3333333333334
ABHD12	68.83333333333333	43.0	2.0	0.0	0.0	2.0	ABHD12 68.83333333333333
ABHD12B	66.5	15.0	0.0	0.0	0.0	0.0	ABHD12B 66.5
ABHD16A	1019.3333333333334	23.0	0.0	0.0	0.0	0.0	ABHD16A 1019.3333333333334
ABHD2	2051.1666666666665	749.0	49.0	14.0	8.0	59.0	ABHD2 2051.1666666666665
ABHD4	1327.3333333333333	55.0	4.0	4.0	5.0	5.0	ABHD4 1327.3333333333333
ABI3BP	43.333333333333336	21.0	0.0	0.0	0.0	0.0	ABI3BP 43.333333333333336
ABL1	268.0	13.0	1.0	0.0	0.0	1.0	ABL1 268.0
ABL2	582.1666666666666	48.0	1.0	1.0	2.0	1.0	ABL2 582.1666666666666
ABLIM1	6103.666666666667	421.0	17.0	3.0	2.0	19.0	ABLIM1 6103.666666666667
ABLIM3	19.5	34.0	2.0	0.0	0.0	2.0	ABLIM3 19.5
ABR	620.5	16.0	0.0	0.0	0.0	0.0	ABR 620.5
ABRA	41.0	1.0	0.0	0.0	0.0	0.0	ABRA 41.0
ABT1	2059.833333333333	144.0	27.0	1.0	7.0	27.0	ABT1 2059.833333333333
ACAA1	529.5	23.0	2.0	1.0	3.0	3.0	ACAA1 529.5
ACAA2	1383.8333333333333	62.0	12.0	0.0	0.0	12.0	ACAA2 1383.8333333333333
ACACA	327.6666666666667	17.0	0.0	0.0	0.0	0.0	ACACA 327.6666666666667
ACACB	520.3333333333334	5.0	0.0	0.0	0.0	0.0	ACACB 520.3333333333334
ACAD11	344.0	1.0	0.0	0.0	0.0	0.0	ACAD11 344.0
ACAD9	891.6666666666666	1.0	0.0	0.0	0.0	0.0	ACAD9 891.6666666666666
ACADM	1380.3333333333333	69.0	6.0	0.0	3.0	6.0	ACADM 1380.3333333333333
ACADVL	560.6666666666666	37.0	4.0	0.0	3.0	4.0	ACADVL 560.6666666666666
ACAP1	4487.666666666667	73.0	9.0	0.0	1.0	9.0	ACAP1 4487.666666666667
ACAP2	885.8333333333334	56.0	2.0	0.0	1.0	2.0	ACAP2 885.8333333333334
ACAT1	516.6666666666666	2.0	0.0	0.0	0.0	0.0	ACAT1 516.6666666666666
ACAT2	1855.8333333333333	66.0	2.0	3.0	3.0	3.0	ACAT2 1855.8333333333333
ACBD4	147.33333333333334	37.0	3.0	0.0	0.0	3.0	ACBD4 147.33333333333334
ACBD5	648.5	50.0	7.0	0.0	5.0	7.0	ACBD5 648.5
ACCS	583.6666666666666	16.0	0.0	0.0	0.0	0.0	ACCS 583.6666666666666
ACD	683.3333333333334	60.0	2.0	0.0	1.0	2.0	ACD 683.3333333333334
ACER2	1.5	122.0	5.0	2.0	4.0	7.0	ACER2 1.5
ACKR2	208.0	50.0	5.0	0.0	2.0	5.0	ACKR2 208.0
ACKR3	97.0	222.0	8.0	6.0	2.0	14.0	ACKR3 97.0
ACOT2	273.5	94.0	7.0	0.0	4.0	7.0	ACOT2 273.5
ACOT7	2524.6666666666665	330.0	29.0	5.0	2.0	34.0	ACOT7 2524.6666666666665
ACOT9	1456.3333333333333	32.0	0.0	0.0	0.0	0.0	ACOT9 1456.3333333333333
ACOX1	1926.5	57.0	0.0	0.0	0.0	0.0	ACOX1 1926.5
ACOX3	342.5	29.0	3.0	0.0	0.0	3.0	ACOX3 342.5
ACP6	1218.3333333333333	37.0	1.0	1.0	0.0	2.0	ACP6 1218.3333333333333
ACRV1	1.8333333333333333	1.0	0.0	0.0	0.0	0.0	ACRV1 1.8333333333333333
ACSBG1	126.66666666666669	73.0	4.0	0.0	0.0	4.0	ACSBG1 126.66666666666669
ACSL1	251.5	19.0	2.0	0.0	0.0	2.0	ACSL1 251.5
ACSL5	1288.8333333333333	70.0	3.0	7.0	7.0	7.0	ACSL5 1288.8333333333333
ACSL6	57.333333333333336	169.0	7.0	3.0	2.0	7.0	ACSL6 57.333333333333336
ACSM1	8.333333333333334	2.0	0.0	0.0	0.0	0.0	ACSM1 8.333333333333334
ACSM2B	85.66666666666667	17.0	0.0	0.0	0.0	0.0	ACSM2B 85.66666666666667
ACSM3	89.16666666666667	216.0	3.0	5.0	6.0	6.0	ACSM3 89.16666666666667
ACSM6	3.333333333333333	67.0	2.0	1.0	1.0	2.0	ACSM6 3.333333333333333
ACSS3	4.333333333333333	1.0	0.0	0.0	0.0	0.0	ACSS3 4.333333333333333
ACTA2	136.5	28.0	0.0	0.0	0.0	0.0	ACTA2 136.5
ACTB	41120.333333333336	46.0	0.0	2.0	0.0	2.0	ACTB 41120.333333333336
ACTL6A	988.5	115.0	5.0	2.0	3.0	6.0	ACTL6A 988.5
ACTN4	938.5	37.0	3.0	5.0	0.0	7.0	ACTN4 938.5
ACTR1B	654.6666666666666	30.0	0.0	0.0	0.0	0.0	ACTR1B 654.6666666666666
ACTR6	786.0	123.0	9.0	4.0	5.0	9.0	ACTR6 786.0
ACTR8	1189.5	151.0	6.0	2.0	1.0	6.0	ACTR8 1189.5
ACVR1	348.3333333333333	3.0	0.0	0.0	0.0	0.0	ACVR1 348.3333333333333
ACVR1B	193.33333333333331	59.0	13.0	3.0	2.0	15.0	ACVR1B 193.33333333333331
ACVR1C	3.6666666666666665	85.0	4.0	2.0	2.0	6.0	ACVR1C 3.6666666666666665
ACVR2A	1576.0	34.0	0.0	0.0	0.0	0.0	ACVR2A 1576.0
ADAM12	525.1666666666666	11.0	0.0	0.0	0.0	0.0	ADAM12 525.1666666666666
ADAM17	724.1666666666666	80.0	1.0	0.0	1.0	1.0	ADAM17 724.1666666666666
ADAM22	71.66666666666667	26.0	0.0	0.0	0.0	0.0	ADAM22 71.66666666666667
ADAM28	2734.0	348.0	18.0	8.0	0.0	18.0	ADAM28 2734.0
ADAM32	293.8333333333333	4.0	0.0	0.0	0.0	0.0	ADAM32 293.8333333333333
ADAMTS6	6.833333333333333	146.0	8.0	2.0	4.0	8.0	ADAMTS6 6.833333333333333
ADAMTS8	7.333333333333333	160.0	0.0	0.0	0.0	0.0	ADAMTS8 7.333333333333333
ADAMTS9	3.0	2.0	0.0	0.0	0.0	0.0	ADAMTS9 3.0
ADAMTSL2	39.333333333333336	74.0	4.0	0.0	0.0	4.0	ADAMTSL2 39.333333333333336
ADAR	2773.1666666666665	45.0	1.0	0.0	0.0	1.0	ADAR 2773.1666666666665
ADARB1	79.16666666666667	32.0	3.0	0.0	0.0	3.0	ADARB1 79.16666666666667
ADAT1	1161.8333333333333	233.0	20.0	3.0	17.0	21.0	ADAT1 1161.8333333333333
ADCY2	98.16666666666669	1.0	0.0	0.0	0.0	0.0	ADCY2 98.16666666666669
ADCY7	1013.3333333333334	77.0	5.0	3.0	0.0	8.0	ADCY7 1013.3333333333334
ADCY9	61.16666666666666	51.0	8.0	0.0	8.0	8.0	ADCY9 61.16666666666666
ADCYAP1R1	0.8333333333333334	17.0	0.0	0.0	0.0	0.0	ADCYAP1R1 0.8333333333333334
ADD1	2059.1666666666665	173.0	4.0	0.0	0.0	4.0	ADD1 2059.1666666666665
ADD3	2157.6666666666665	159.0	8.0	3.0	0.0	11.0	ADD3 2157.6666666666665
ADGRA3	69.66666666666667	50.0	0.0	0.0	0.0	0.0	ADGRA3 69.66666666666667
ADGRB1	0.1666666666666666	13.0	0.0	0.0	0.0	0.0	ADGRB1 0.1666666666666666
ADGRD1	1069.8333333333333	180.0	12.0	4.0	0.0	12.0	ADGRD1 1069.8333333333333
ADGRE3	4.5	40.0	1.0	0.0	0.0	1.0	ADGRE3 4.5
ADGRF1	142.33333333333334	1.0	0.0	0.0	0.0	0.0	ADGRF1 142.33333333333334
ADGRF3	154.66666666666666	1.0	0.0	0.0	0.0	0.0	ADGRF3 154.66666666666666
ADGRG1	133.33333333333334	64.0	4.0	0.0	0.0	4.0	ADGRG1 133.33333333333334
ADGRG2	190.66666666666663	1.0	0.0	0.0	0.0	0.0	ADGRG2 190.66666666666663
ADGRL2	6.833333333333333	17.0	0.0	0.0	0.0	0.0	ADGRL2 6.833333333333333
ADGRV1	320.5	23.0	0.0	0.0	0.0	0.0	ADGRV1 320.5
ADH1B	54.5	1.0	0.0	0.0	0.0	0.0	ADH1B 54.5
ADH4	16.833333333333332	1.0	0.0	0.0	0.0	0.0	ADH4 16.833333333333332
ADH5	1217.5	29.0	3.0	1.0	0.0	3.0	ADH5 1217.5
ADH7	0.5	1.0	0.0	0.0	0.0	0.0	ADH7 0.5
ADHFE1	286.6666666666667	8.0	1.0	0.0	0.0	1.0	ADHFE1 286.6666666666667
ADIPOQ	82.83333333333333	109.0	0.0	0.0	0.0	0.0	ADIPOQ 82.83333333333333
ADIPOR2	381.3333333333333	30.0	2.0	0.0	0.0	2.0	ADIPOR2 381.3333333333333
ADM	16.5	32.0	1.0	0.0	0.0	1.0	ADM 16.5
ADNP	5364.0	444.0	8.0	16.0	0.0	16.0	ADNP 5364.0
ADNP2	283.0	71.0	9.0	0.0	2.0	9.0	ADNP2 283.0
ADORA2A	88.0	31.0	0.0	0.0	0.0	0.0	ADORA2A 88.0
ADPGK	831.6666666666666	68.0	6.0	1.0	1.0	7.0	ADPGK 831.6666666666666
ADPRM	818.0	69.0	0.0	0.0	0.0	0.0	ADPRM 818.0
ADRB2	62.0	462.0	19.0	2.0	4.0	19.0	ADRB2 62.0
ADRM1	1164.3333333333333	34.0	0.0	0.0	0.0	0.0	ADRM1 1164.3333333333333
ADTRP	47.333333333333336	2.0	0.0	0.0	0.0	0.0	ADTRP 47.333333333333336
AFAP1	58.5	33.0	3.0	0.0	0.0	3.0	AFAP1 58.5
AFAP1L1	819.3333333333334	10.0	1.0	0.0	0.0	1.0	AFAP1L1 819.3333333333334
AFF1	1082.3333333333333	68.0	13.0	3.0	4.0	15.0	AFF1 1082.3333333333333
AFF3	2125.0	359.0	24.0	23.0	8.0	47.0	AFF3 2125.0
AFF4	1140.1666666666667	151.0	5.0	5.0	6.0	6.0	AFF4 1140.1666666666667
AFG3L2	450.8333333333333	1.0	0.0	0.0	0.0	0.0	AFG3L2 450.8333333333333
AFTPH	1129.3333333333333	377.0	36.0	14.0	18.0	38.0	AFTPH 1129.3333333333333
AGA	874.5	169.0	7.0	1.0	1.0	7.0	AGA 874.5
AGAP1	6.5	1.0	0.0	0.0	0.0	0.0	AGAP1 6.5
AGAP2	907.0	20.0	0.0	0.0	0.0	0.0	AGAP2 907.0
AGAP3	218.83333333333331	14.0	3.0	1.0	1.0	2.0	AGAP3 218.83333333333331
AGBL2	112.0	18.0	0.0	0.0	0.0	0.0	AGBL2 112.0
AGBL3	113.5	124.0	3.0	6.0	3.0	6.0	AGBL3 113.5
AGBL5	185.0	56.0	4.0	1.0	0.0	4.0	AGBL5 185.0
AGFG1	1350.0	23.0	0.0	2.0	0.0	2.0	AGFG1 1350.0
AGFG2	225.83333333333331	283.0	11.0	1.0	3.0	12.0	AGFG2 225.83333333333331
AGMO	23.5	3.0	0.0	0.0	0.0	0.0	AGMO 23.5
AGO3	2378.1666666666665	24.0	0.0	0.0	0.0	0.0	AGO3 2378.1666666666665
AGPAT1	576.6666666666666	1.0	0.0	0.0	0.0	0.0	AGPAT1 576.6666666666666
AGPAT3	123.66666666666669	21.0	0.0	0.0	0.0	0.0	AGPAT3 123.66666666666669
AGPAT4	249.83333333333331	54.0	1.0	0.0	0.0	1.0	AGPAT4 249.83333333333331
AGPAT5	1306.0	290.0	18.0	6.0	8.0	20.0	AGPAT5 1306.0
AHCYL1	750.3333333333334	95.0	4.0	1.0	0.0	4.0	AHCYL1 750.3333333333334
AHCYL2	166.83333333333334	237.0	9.0	0.0	3.0	9.0	AHCYL2 166.83333333333334
AHI1	2139.6666666666665	57.0	7.0	1.0	3.0	7.0	AHI1 2139.6666666666665
AHNAK	1320.5	76.0	7.0	16.0	0.0	19.0	AHNAK 1320.5
AHR	4801.0	248.0	23.0	18.0	0.0	34.0	AHR 4801.0
AHSA1	4313.333333333333	624.0	17.0	10.0	9.0	25.0	AHSA1 4313.333333333333
AHSP	2.0	14.0	0.0	0.0	0.0	0.0	AHSP 2.0
AICDA	64.33333333333333	38.0	2.0	0.0	0.0	2.0	AICDA 64.33333333333333
AIF1	53.833333333333336	48.0	2.0	0.0	0.0	2.0	AIF1 53.833333333333336
AIFM1	764.5	50.0	3.0	0.0	0.0	3.0	AIFM1 764.5
AIG1	1079.1666666666667	16.0	3.0	0.0	2.0	3.0	AIG1 1079.1666666666667
AIM2	15.333333333333334	50.0	1.0	0.0	0.0	1.0	AIM2 15.333333333333334
AIMP1	1419.6666666666667	28.0	2.0	2.0	2.0	2.0	AIMP1 1419.6666666666667
AIP	1861.1666666666667	94.0	4.0	0.0	2.0	4.0	AIP 1861.1666666666667
AIPL1	60.16666666666666	55.0	1.0	0.0	0.0	1.0	AIPL1 60.16666666666666
AJUBA	31.0	145.0	7.0	9.0	5.0	16.0	AJUBA 31.0
AK5	47.66666666666666	1.0	0.0	0.0	0.0	0.0	AK5 47.66666666666666
AK9	657.8333333333334	326.0	27.0	3.0	2.0	29.0	AK9 657.8333333333334
AKAP1	240.5	34.0	6.0	0.0	0.0	6.0	AKAP1 240.5
AKAP10	775.6666666666666	217.0	4.0	2.0	4.0	6.0	AKAP10 775.6666666666666
AKAP13	10378.0	126.0	12.0	18.0	14.0	21.0	AKAP13 10378.0
AKAP17A	384.8333333333333	182.0	8.0	0.0	0.0	8.0	AKAP17A 384.8333333333333
AKAP5	371.5	1010.0	16.0	9.0	12.0	20.0	AKAP5 371.5
AKAP7	458.5	77.0	7.0	5.0	0.0	10.0	AKAP7 458.5
AKAP8	501.6666666666667	56.0	8.0	0.0	1.0	8.0	AKAP8 501.6666666666667
AKAP8L	332.0	155.0	16.0	4.0	4.0	17.0	AKAP8L 332.0
AKIRIN1	937.8333333333334	25.0	1.0	3.0	2.0	4.0	AKIRIN1 937.8333333333334
AKIRIN2	203.16666666666663	301.0	17.0	10.0	9.0	22.0	AKIRIN2 203.16666666666663
AKR1C3	127.5	14.0	3.0	0.0	0.0	3.0	AKR1C3 127.5
AKT1S1	324.5	81.0	30.0	12.0	11.0	27.0	AKT1S1 324.5
AKT2	835.8333333333334	11.0	4.0	0.0	1.0	4.0	AKT2 835.8333333333334
AKT3	845.8333333333334	276.0	7.0	3.0	1.0	6.0	AKT3 845.8333333333334
AKTIP	985.8333333333334	995.0	58.0	16.0	41.0	59.0	AKTIP 985.8333333333334
ALAD	888.5	168.0	20.0	12.0	17.0	26.0	ALAD 888.5
ALAS1	3330.0	24.0	1.0	0.0	1.0	1.0	ALAS1 3330.0
ALCAM	33.666666666666664	2.0	0.0	0.0	0.0	0.0	ALCAM 33.666666666666664
ALDH16A1	269.1666666666667	42.0	8.0	0.0	1.0	8.0	ALDH16A1 269.1666666666667
ALDH18A1	1406.0	33.0	2.0	0.0	0.0	2.0	ALDH18A1 1406.0
ALDH1A2	17.5	70.0	8.0	5.0	2.0	8.0	ALDH1A2 17.5
ALDH1A3	7.166666666666667	19.0	1.0	0.0	0.0	1.0	ALDH1A3 7.166666666666667
ALDH1L2	49.833333333333336	1.0	0.0	0.0	0.0	0.0	ALDH1L2 49.833333333333336
ALDH3A1	0.1666666666666666	25.0	5.0	0.0	3.0	5.0	ALDH3A1 0.1666666666666666
ALDH3A2	707.8333333333334	205.0	8.0	0.0	3.0	8.0	ALDH3A2 707.8333333333334
ALDH4A1	42.833333333333336	238.0	9.0	9.0	2.0	15.0	ALDH4A1 42.833333333333336
ALDH7A1	476.0	1.0	0.0	0.0	0.0	0.0	ALDH7A1 476.0
ALDH8A1	55.5	199.0	9.0	0.0	0.0	9.0	ALDH8A1 55.5
ALDH9A1	2347.833333333333	16.0	3.0	0.0	0.0	3.0	ALDH9A1 2347.833333333333
ALDOB	4.166666666666667	17.0	0.0	0.0	0.0	0.0	ALDOB 4.166666666666667
ALDOC	4188.666666666667	20.0	0.0	1.0	1.0	1.0	ALDOC 4188.666666666667
ALG1	240.83333333333331	25.0	3.0	0.0	0.0	3.0	ALG1 240.83333333333331
ALG10	81.83333333333333	175.0	6.0	0.0	5.0	6.0	ALG10 81.83333333333333
ALG10B	396.8333333333333	84.0	10.0	0.0	5.0	10.0	ALG10B 396.8333333333333
ALG11	1456.8333333333333	96.0	4.0	2.0	5.0	4.0	ALG11 1456.8333333333333
ALG14	1309.3333333333333	212.0	3.0	0.0	4.0	3.0	ALG14 1309.3333333333333
ALG5	1014.8333333333334	47.0	0.0	0.0	1.0	0.0	ALG5 1014.8333333333334
ALG6	460.5	111.0	9.0	6.0	7.0	7.0	ALG6 460.5
ALG8	913.5	250.0	10.0	6.0	0.0	13.0	ALG8 913.5
ALG9	368.5	124.0	20.0	7.0	5.0	21.0	ALG9 368.5
ALKBH1	354.0	39.0	5.0	3.0	4.0	5.0	ALKBH1 354.0
ALKBH2	287.3333333333333	162.0	15.0	1.0	1.0	14.0	ALKBH2 287.3333333333333
ALKBH3	621.8333333333334	211.0	6.0	1.0	4.0	7.0	ALKBH3 621.8333333333334
ALKBH6	96.33333333333331	68.0	3.0	0.0	1.0	3.0	ALKBH6 96.33333333333331
ALKBH7	224.33333333333331	24.0	0.0	0.0	2.0	0.0	ALKBH7 224.33333333333331
ALKBH8	263.6666666666667	4.0	0.0	0.0	1.0	0.0	ALKBH8 263.6666666666667
ALOX15B	17.5	20.0	1.0	0.0	1.0	1.0	ALOX15B 17.5
ALOXE3	0.5	286.0	40.0	5.0	14.0	44.0	ALOXE3 0.5
ALPK1	384.0	14.0	0.0	0.0	0.0	0.0	ALPK1 384.0
ALPK2	4.666666666666667	101.0	2.0	0.0	0.0	2.0	ALPK2 4.666666666666667
ALS2	634.6666666666666	28.0	2.0	0.0	1.0	2.0	ALS2 634.6666666666666
AMBRA1	369.0	58.0	4.0	3.0	5.0	7.0	AMBRA1 369.0
AMD1	1094.1666666666667	31.0	7.0	0.0	4.0	7.0	AMD1 1094.1666666666667
AMER2	14.833333333333334	20.0	0.0	0.0	0.0	0.0	AMER2 14.833333333333334
AMFR	461.6666666666667	1.0	0.0	0.0	0.0	0.0	AMFR 461.6666666666667
AMMECR1	374.3333333333333	43.0	0.0	0.0	0.0	0.0	AMMECR1 374.3333333333333
AMOT	6.333333333333333	1.0	0.0	0.0	0.0	0.0	AMOT 6.333333333333333
AMPD2	516.8333333333334	218.0	19.0	12.0	14.0	27.0	AMPD2 516.8333333333334
AMPD3	206.33333333333331	15.0	0.0	0.0	0.0	0.0	AMPD3 206.33333333333331
AMY2A	1.5	21.0	0.0	0.0	0.0	0.0	AMY2A 1.5
AMY2B	148.83333333333334	27.0	0.0	0.0	0.0	0.0	AMY2B 148.83333333333334
AMZ2	1727.6666666666667	791.0	50.0	16.0	7.0	62.0	AMZ2 1727.6666666666667
ANAPC1	615.8333333333334	111.0	2.0	0.0	1.0	2.0	ANAPC1 615.8333333333334
ANAPC10	565.0	60.0	0.0	0.0	0.0	0.0	ANAPC10 565.0
ANAPC11	1945.5	51.0	0.0	1.0	1.0	1.0	ANAPC11 1945.5
ANAPC15	1016.1666666666666	648.0	36.0	8.0	8.0	40.0	ANAPC15 1016.1666666666666
ANAPC5	5652.5	3.0	1.0	1.0	1.0	1.0	ANAPC5 5652.5
ANAPC7	798.0	132.0	11.0	3.0	4.0	11.0	ANAPC7 798.0
ANGEL2	992.0	41.0	4.0	0.0	3.0	4.0	ANGEL2 992.0
ANGPT1	60.833333333333336	107.0	6.0	0.0	0.0	6.0	ANGPT1 60.833333333333336
ANGPTL1	3.1666666666666665	40.0	0.0	0.0	0.0	0.0	ANGPTL1 3.1666666666666665
ANGPTL3	0.6666666666666666	60.0	0.0	0.0	0.0	0.0	ANGPTL3 0.6666666666666666
ANGPTL4	41.16666666666666	1.0	0.0	0.0	0.0	0.0	ANGPTL4 41.16666666666666
ANGPTL5	1.5	66.0	0.0	0.0	0.0	0.0	ANGPTL5 1.5
ANK2	71.16666666666667	143.0	6.0	0.0	0.0	6.0	ANK2 71.16666666666667
ANK3	815.0	175.0	0.0	0.0	0.0	0.0	ANK3 815.0
ANKAR	330.6666666666667	62.0	4.0	4.0	3.0	5.0	ANKAR 330.6666666666667
ANKDD1A	168.33333333333334	104.0	5.0	0.0	0.0	5.0	ANKDD1A 168.33333333333334
ANKEF1	106.5	35.0	0.0	0.0	0.0	0.0	ANKEF1 106.5
ANKFN1	0.3333333333333333	18.0	0.0	0.0	0.0	0.0	ANKFN1 0.3333333333333333
ANKFY1	649.5	98.0	6.0	0.0	0.0	6.0	ANKFY1 649.5
ANKH	452.1666666666667	16.0	5.0	1.0	0.0	5.0	ANKH 452.1666666666667
ANKHD1	2501.6666666666665	407.0	4.0	0.0	0.0	4.0	ANKHD1 2501.6666666666665
ANKIB1	731.8333333333334	17.0	0.0	0.0	0.0	0.0	ANKIB1 731.8333333333334
ANKMY1	406.0	4.0	2.0	0.0	1.0	2.0	ANKMY1 406.0
ANKRD10	6745.5	1.0	0.0	0.0	0.0	0.0	ANKRD10 6745.5
ANKRD11	1700.0	12.0	5.0	1.0	0.0	6.0	ANKRD11 1700.0
ANKRD12	6619.0	323.0	18.0	20.0	7.0	36.0	ANKRD12 6619.0
ANKRD13D	718.5	28.0	5.0	5.0	3.0	10.0	ANKRD13D 718.5
ANKRD23	91.66666666666669	15.0	1.0	0.0	0.0	1.0	ANKRD23 91.66666666666669
ANKRD24	0.1666666666666666	26.0	0.0	0.0	0.0	0.0	ANKRD24 0.1666666666666666
ANKRD26	668.1666666666666	43.0	0.0	0.0	1.0	0.0	ANKRD26 668.1666666666666
ANKRD36B	1488.0	53.0	2.0	1.0	1.0	2.0	ANKRD36B 1488.0
ANKRD39	744.0	31.0	3.0	0.0	0.0	3.0	ANKRD39 744.0
ANKRD40	2377.6666666666665	36.0	1.0	0.0	0.0	1.0	ANKRD40 2377.6666666666665
ANKRD42	429.1666666666667	431.0	15.0	11.0	14.0	22.0	ANKRD42 429.1666666666667
ANKRD44	5555.5	32.0	2.0	7.0	7.0	9.0	ANKRD44 5555.5
ANKRD46	308.3333333333333	435.0	24.0	22.0	4.0	40.0	ANKRD46 308.3333333333333
ANKRD49	680.5	78.0	7.0	2.0	5.0	6.0	ANKRD49 680.5
ANKRD54	1253.3333333333333	76.0	5.0	0.0	1.0	5.0	ANKRD54 1253.3333333333333
ANKRD55	4.166666666666667	1.0	0.0	0.0	0.0	0.0	ANKRD55 4.166666666666667
ANKRD6	255.0	68.0	3.0	2.0	3.0	5.0	ANKRD6 255.0
ANKRD61	1.6666666666666667	144.0	2.0	0.0	1.0	2.0	ANKRD61 1.6666666666666667
ANKS1A	50.833333333333336	111.0	17.0	5.0	9.0	19.0	ANKS1A 50.833333333333336
ANKS1B	37.833333333333336	18.0	0.0	0.0	0.0	0.0	ANKS1B 37.833333333333336
ANKS4B	217.83333333333331	20.0	0.0	0.0	0.0	0.0	ANKS4B 217.83333333333331
ANKUB1	18.5	1.0	0.0	0.0	0.0	0.0	ANKUB1 18.5
ANLN	51.0	17.0	0.0	0.0	0.0	0.0	ANLN 51.0
ANO10	426.3333333333333	64.0	2.0	3.0	4.0	5.0	ANO10 426.3333333333333
ANO7	150.33333333333334	1.0	0.0	0.0	0.0	0.0	ANO7 150.33333333333334
ANP32A	1666.8333333333333	68.0	7.0	1.0	0.0	7.0	ANP32A 1666.8333333333333
ANP32E	13229.833333333334	505.0	35.0	18.0	23.0	48.0	ANP32E 13229.833333333334
ANTXR1	1.0	15.0	0.0	0.0	0.0	0.0	ANTXR1 1.0
ANTXR2	51.66666666666666	89.0	3.0	0.0	0.0	3.0	ANTXR2 51.66666666666666
ANXA1	5977.833333333333	156.0	6.0	4.0	2.0	8.0	ANXA1 5977.833333333333
ANXA11	848.6666666666666	43.0	0.0	0.0	1.0	0.0	ANXA11 848.6666666666666
ANXA2	397.1666666666667	5.0	0.0	0.0	0.0	0.0	ANXA2 397.1666666666667
ANXA2R	615.5	93.0	24.0	24.0	29.0	32.0	ANXA2R 615.5
ANXA7	6103.0	20.0	5.0	2.0	3.0	5.0	ANXA7 6103.0
AOAH	385.5	63.0	6.0	5.0	0.0	7.0	AOAH 385.5
