GeneName	Expression	enhancer_count	ATAC_count	H3K27ac_count	H3K4me3_count	RE_count	GeneName_MeanExpression
DESI2	307.1666666666667	44.0	5.0	4.0	4.0	3.0	DESI2 307.1666666666667
DEXI	223.83333333333331	3.0	0.0	1.0	0.0	1.0	DEXI 223.83333333333331
DFFA	3941.5	22.0	2.0	0.0	0.0	2.0	DFFA 3941.5
DGCR8	257.0	27.0	0.0	0.0	0.0	0.0	DGCR8 257.0
DGKA	3672.6666666666665	1101.0	76.0	18.0	44.0	81.0	DGKA 3672.6666666666665
DGKB	61.833333333333336	92.0	0.0	0.0	0.0	0.0	DGKB 61.833333333333336
DGKE	309.0	20.0	0.0	0.0	0.0	0.0	DGKE 309.0
DGKZ	1125.3333333333333	42.0	5.0	1.0	4.0	6.0	DGKZ 1125.3333333333333
DHDDS	1479.8333333333333	2.0	0.0	0.0	0.0	0.0	DHDDS 1479.8333333333333
DHPS	1527.5	45.0	5.0	0.0	4.0	5.0	DHPS 1527.5
DHRS1	586.6666666666666	66.0	2.0	0.0	1.0	2.0	DHRS1 586.6666666666666
DHRS12	146.0	16.0	0.0	0.0	0.0	0.0	DHRS12 146.0
DHRS4	409.3333333333333	22.0	0.0	0.0	0.0	0.0	DHRS4 409.3333333333333
DHRS7	5159.833333333333	242.0	14.0	2.0	6.0	16.0	DHRS7 5159.833333333333
DHTKD1	835.5	93.0	6.0	2.0	5.0	8.0	DHTKD1 835.5
DHX15	2609.833333333333	30.0	0.0	0.0	0.0	0.0	DHX15 2609.833333333333
DHX16	336.0	235.0	7.0	0.0	4.0	7.0	DHX16 336.0
DHX30	1309.1666666666667	209.0	11.0	0.0	8.0	11.0	DHX30 1309.1666666666667
DHX32	136.16666666666666	1.0	0.0	0.0	0.0	0.0	DHX32 136.16666666666666
DHX33	293.8333333333333	28.0	2.0	2.0	3.0	3.0	DHX33 293.8333333333333
DHX35	604.3333333333334	17.0	0.0	0.0	0.0	0.0	DHX35 604.3333333333334
DHX36	1209.3333333333333	103.0	0.0	0.0	0.0	0.0	DHX36 1209.3333333333333
DHX40	486.8333333333333	1.0	0.0	0.0	0.0	0.0	DHX40 486.8333333333333
DHX57	618.6666666666666	7.0	0.0	0.0	0.0	0.0	DHX57 618.6666666666666
DHX58	461.0	164.0	11.0	0.0	5.0	11.0	DHX58 461.0
DHX8	2426.1666666666665	165.0	13.0	12.0	7.0	21.0	DHX8 2426.1666666666665
DIABLO	1635.0	63.0	6.0	0.0	3.0	6.0	DIABLO 1635.0
DIAPH1	2336.833333333333	182.0	12.0	1.0	0.0	13.0	DIAPH1 2336.833333333333
DIAPH3	28.166666666666668	58.0	5.0	1.0	2.0	6.0	DIAPH3 28.166666666666668
DICER1	750.0	80.0	0.0	0.0	0.0	0.0	DICER1 750.0
DIO1	9.0	1.0	0.0	0.0	0.0	0.0	DIO1 9.0
DIP2A	1826.1666666666667	101.0	2.0	0.0	2.0	2.0	DIP2A 1826.1666666666667
DIP2B	346.3333333333333	188.0	1.0	0.0	0.0	1.0	DIP2B 346.3333333333333
DIS3L	790.3333333333334	2.0	0.0	0.0	0.0	0.0	DIS3L 790.3333333333334
DIS3L2	808.6666666666666	294.0	4.0	0.0	0.0	4.0	DIS3L2 808.6666666666666
DISP2	456.8333333333333	43.0	3.0	0.0	0.0	3.0	DISP2 456.8333333333333
DKC1	1487.5	33.0	0.0	0.0	0.0	0.0	DKC1 1487.5
DKK4	1.0	79.0	4.0	0.0	0.0	4.0	DKK4 1.0
DLC1	5.666666666666667	28.0	0.0	0.0	0.0	0.0	DLC1 5.666666666666667
DLD	2956.833333333333	30.0	2.0	2.0	2.0	2.0	DLD 2956.833333333333
DLG1	684.1666666666666	18.0	2.0	0.0	0.0	2.0	DLG1 684.1666666666666
DLG2	37.5	400.0	14.0	4.0	4.0	16.0	DLG2 37.5
DLG4	186.33333333333331	15.0	3.0	0.0	3.0	3.0	DLG4 186.33333333333331
DLGAP1	21.0	73.0	0.0	0.0	0.0	0.0	DLGAP1 21.0
DLGAP5	72.33333333333333	518.0	29.0	18.0	17.0	42.0	DLGAP5 72.33333333333333
DMAP1	1295.8333333333333	1.0	0.0	0.0	0.0	0.0	DMAP1 1295.8333333333333
DMC1	142.0	170.0	11.0	0.0	14.0	11.0	DMC1 142.0
DMKN	257.8333333333333	39.0	1.0	0.0	0.0	1.0	DMKN 257.8333333333333
DMTF1	1846.8333333333333	439.0	16.0	12.0	5.0	24.0	DMTF1 1846.8333333333333
DMWD	477.6666666666667	21.0	7.0	0.0	0.0	7.0	DMWD 477.6666666666667
DMXL2	63.16666666666666	62.0	0.0	0.0	0.0	0.0	DMXL2 63.16666666666666
DNA2	41.0	1.0	0.0	0.0	0.0	0.0	DNA2 41.0
DNAAF1	190.83333333333331	45.0	1.0	0.0	0.0	1.0	DNAAF1 190.83333333333331
DNAAF2	237.33333333333331	19.0	3.0	0.0	1.0	3.0	DNAAF2 237.33333333333331
DNAAF3	10.0	1.0	0.0	0.0	0.0	0.0	DNAAF3 10.0
DNAH11	20.83333333333333	1.0	0.0	0.0	0.0	0.0	DNAH11 20.83333333333333
DNAH12	19.0	2.0	0.0	0.0	0.0	0.0	DNAH12 19.0
DNAH14	357.5	1.0	0.0	0.0	0.0	0.0	DNAH14 357.5
DNAH3	28.0	20.0	0.0	0.0	0.0	0.0	DNAH3 28.0
DNAH5	1.8333333333333333	32.0	0.0	0.0	0.0	0.0	DNAH5 1.8333333333333333
DNAH6	8.0	505.0	24.0	11.0	4.0	27.0	DNAH6 8.0
DNAH7	53.5	90.0	6.0	4.0	10.0	10.0	DNAH7 53.5
DNAJA2	1802.6666666666667	2.0	0.0	0.0	0.0	0.0	DNAJA2 1802.6666666666667
DNAJA4	332.3333333333333	39.0	0.0	1.0	0.0	1.0	DNAJA4 332.3333333333333
DNAJB1	14807.833333333334	26.0	0.0	0.0	0.0	0.0	DNAJB1 14807.833333333334
DNAJB12	1428.8333333333333	34.0	0.0	0.0	0.0	0.0	DNAJB12 1428.8333333333333
DNAJB13	35.666666666666664	58.0	0.0	0.0	0.0	0.0	DNAJB13 35.666666666666664
DNAJB4	1033.5	296.0	11.0	16.0	11.0	25.0	DNAJB4 1033.5
DNAJB5	13.833333333333334	22.0	2.0	0.0	1.0	2.0	DNAJB5 13.833333333333334
DNAJB6	4688.833333333333	452.0	21.0	6.0	0.0	25.0	DNAJB6 4688.833333333333
DNAJC10	2117.333333333333	19.0	0.0	0.0	0.0	0.0	DNAJC10 2117.333333333333
DNAJC11	472.0	66.0	0.0	0.0	0.0	0.0	DNAJC11 472.0
DNAJC12	36.5	98.0	0.0	0.0	0.0	0.0	DNAJC12 36.5
DNAJC13	379.0	1.0	1.0	0.0	0.0	1.0	DNAJC13 379.0
DNAJC14	1563.3333333333333	76.0	10.0	1.0	2.0	10.0	DNAJC14 1563.3333333333333
DNAJC15	1645.0	16.0	4.0	1.0	1.0	4.0	DNAJC15 1645.0
DNAJC16	936.5	138.0	21.0	1.0	7.0	19.0	DNAJC16 936.5
DNAJC18	454.8333333333333	85.0	2.0	0.0	1.0	2.0	DNAJC18 454.8333333333333
DNAJC19	905.1666666666666	122.0	1.0	2.0	2.0	2.0	DNAJC19 905.1666666666666
DNAJC21	362.6666666666667	36.0	2.0	0.0	2.0	2.0	DNAJC21 362.6666666666667
DNAJC27	309.1666666666667	61.0	6.0	0.0	0.0	6.0	DNAJC27 309.1666666666667
DNAJC28	45.5	87.0	1.0	0.0	4.0	1.0	DNAJC28 45.5
DNAJC3	5602.166666666667	1.0	0.0	0.0	0.0	0.0	DNAJC3 5602.166666666667
DNAJC5B	34.333333333333336	25.0	1.0	3.0	0.0	4.0	DNAJC5B 34.333333333333336
DNAJC6	4.333333333333333	21.0	0.0	0.0	0.0	0.0	DNAJC6 4.333333333333333
DNAJC7	2877.0	378.0	21.0	6.0	2.0	24.0	DNAJC7 2877.0
DNAJC9	946.0	25.0	6.0	4.0	5.0	7.0	DNAJC9 946.0
DNAL1	785.6666666666666	22.0	0.0	0.0	0.0	0.0	DNAL1 785.6666666666666
DNALI1	6.5	16.0	1.0	0.0	0.0	1.0	DNALI1 6.5
DNHD1	251.33333333333331	42.0	0.0	0.0	0.0	0.0	DNHD1 251.33333333333331
DNM1L	1378.8333333333333	73.0	1.0	0.0	0.0	1.0	DNM1L 1378.8333333333333
DNM2	1342.3333333333333	441.0	12.0	4.0	0.0	14.0	DNM2 1342.3333333333333
DNMBP	184.83333333333331	34.0	1.0	0.0	0.0	1.0	DNMBP 184.83333333333331
DNMT3A	2043.1666666666667	17.0	0.0	0.0	0.0	0.0	DNMT3A 2043.1666666666667
DOCK10	2414.1666666666665	585.0	20.0	13.0	0.0	31.0	DOCK10 2414.1666666666665
DOCK11	1083.1666666666667	1.0	0.0	0.0	0.0	0.0	DOCK11 1083.1666666666667
DOCK2	433.5	11.0	2.0	8.0	0.0	8.0	DOCK2 433.5
DOCK5	3003.0	100.0	3.0	0.0	0.0	3.0	DOCK5 3003.0
DOCK7	541.1666666666666	19.0	0.0	0.0	0.0	0.0	DOCK7 541.1666666666666
DOCK8	4252.0	48.0	1.0	7.0	0.0	8.0	DOCK8 4252.0
DOK3	101.66666666666669	17.0	2.0	0.0	0.0	2.0	DOK3 101.66666666666669
DOK4	106.16666666666669	83.0	0.0	0.0	0.0	0.0	DOK4 106.16666666666669
DONSON	165.33333333333334	182.0	3.0	0.0	7.0	3.0	DONSON 165.33333333333334
DOT1L	396.0	138.0	3.0	3.0	0.0	5.0	DOT1L 396.0
DPAGT1	1242.5	605.0	34.0	0.0	40.0	34.0	DPAGT1 1242.5
DPEP2	83.83333333333333	103.0	6.0	0.0	2.0	6.0	DPEP2 83.83333333333333
DPF3	1326.5	157.0	5.0	2.0	0.0	6.0	DPF3 1326.5
DPH1	602.6666666666666	82.0	2.0	0.0	2.0	2.0	DPH1 602.6666666666666
DPH2	1544.1666666666667	23.0	1.0	0.0	0.0	1.0	DPH2 1544.1666666666667
DPH5	656.0	175.0	7.0	0.0	1.0	7.0	DPH5 656.0
DPM1	925.0	105.0	5.0	6.0	0.0	9.0	DPM1 925.0
DPM3	570.0	1.0	1.0	1.0	1.0	1.0	DPM3 570.0
DPP10	20.83333333333333	37.0	0.0	0.0	0.0	0.0	DPP10 20.83333333333333
DPP4	1420.1666666666667	26.0	2.0	0.0	0.0	2.0	DPP4 1420.1666666666667
DPP6	13.5	1.0	0.0	0.0	0.0	0.0	DPP6 13.5
DPP8	978.0	60.0	0.0	1.0	0.0	1.0	DPP8 978.0
DPP9	539.0	309.0	21.0	9.0	9.0	24.0	DPP9 539.0
DPY19L1	693.0	3.0	0.0	0.0	0.0	0.0	DPY19L1 693.0
DPY19L2	151.66666666666666	15.0	0.0	0.0	0.0	0.0	DPY19L2 151.66666666666666
DPY30	1663.8333333333333	157.0	2.0	0.0	2.0	2.0	DPY30 1663.8333333333333
DPYD	736.6666666666666	19.0	0.0	0.0	0.0	0.0	DPYD 736.6666666666666
DPYSL2	1185.6666666666667	42.0	2.0	0.0	0.0	2.0	DPYSL2 1185.6666666666667
DQX1	2.833333333333333	153.0	6.0	0.0	1.0	6.0	DQX1 2.833333333333333
DRAM1	147.33333333333334	100.0	6.0	0.0	0.0	6.0	DRAM1 147.33333333333334
DRG1	1759.0	2.0	0.0	0.0	0.0	0.0	DRG1 1759.0
DSC1	13.5	15.0	0.0	0.0	0.0	0.0	DSC1 13.5
DSCAML1	5.0	16.0	0.0	0.0	0.0	0.0	DSCAML1 5.0
DSE	357.1666666666667	830.0	34.0	7.0	13.0	38.0	DSE 357.1666666666667
DSEL	72.5	116.0	13.0	0.0	1.0	13.0	DSEL 72.5
DSG3	141.33333333333334	31.0	0.0	0.0	0.0	0.0	DSG3 141.33333333333334
DST	1607.0	247.0	7.0	0.0	3.0	7.0	DST 1607.0
DSTN	1084.5	160.0	9.0	2.0	2.0	11.0	DSTN 1084.5
DTD2	322.5	43.0	0.0	0.0	1.0	0.0	DTD2 322.5
DTHD1	2.1666666666666665	471.0	8.0	4.0	0.0	11.0	DTHD1 2.1666666666666665
DTNA	56.833333333333336	50.0	0.0	0.0	0.0	0.0	DTNA 56.833333333333336
DTNB	94.5	4.0	0.0	0.0	0.0	0.0	DTNB 94.5
DTNBP1	524.8333333333334	1.0	0.0	0.0	0.0	0.0	DTNBP1 524.8333333333334
DTWD2	198.66666666666663	200.0	3.0	2.0	3.0	4.0	DTWD2 198.66666666666663
DTX1	489.3333333333333	22.0	3.0	0.0	0.0	3.0	DTX1 489.3333333333333
DTX2	210.0	23.0	0.0	0.0	0.0	0.0	DTX2 210.0
DTX3	232.33333333333331	18.0	0.0	0.0	0.0	0.0	DTX3 232.33333333333331
DTX4	35.5	271.0	12.0	0.0	0.0	12.0	DTX4 35.5
DTYMK	250.0	59.0	8.0	0.0	1.0	8.0	DTYMK 250.0
DUS2	326.8333333333333	239.0	7.0	6.0	2.0	11.0	DUS2 326.8333333333333
DUS3L	108.33333333333331	1.0	0.0	0.0	0.0	0.0	DUS3L 108.33333333333331
DUSP10	3596.0	310.0	20.0	18.0	0.0	35.0	DUSP10 3596.0
DUSP11	1706.3333333333333	62.0	0.0	0.0	0.0	0.0	DUSP11 1706.3333333333333
DUSP14	279.1666666666667	117.0	6.0	0.0	3.0	6.0	DUSP14 279.1666666666667
DUSP16	709.0	1536.0	78.0	64.0	37.0	116.0	DUSP16 709.0
DUSP19	87.5	269.0	7.0	4.0	3.0	6.0	DUSP19 87.5
DUSP22	1669.5	88.0	1.0	3.0	0.0	4.0	DUSP22 1669.5
DUSP23	68.0	224.0	16.0	14.0	2.0	26.0	DUSP23 68.0
DUSP4	151.0	19.0	1.0	0.0	0.0	1.0	DUSP4 151.0
DVL2	116.33333333333331	1.0	0.0	0.0	1.0	0.0	DVL2 116.33333333333331
DYM	468.8333333333333	17.0	1.0	0.0	0.0	1.0	DYM 468.8333333333333
DYNAP	25.5	1.0	0.0	0.0	0.0	0.0	DYNAP 25.5
DYNC1H1	3348.333333333333	68.0	1.0	0.0	0.0	1.0	DYNC1H1 3348.333333333333
DYNC1I1	13.5	3.0	0.0	0.0	0.0	0.0	DYNC1I1 13.5
DYNC1I2	1473.3333333333333	186.0	13.0	4.0	5.0	14.0	DYNC1I2 1473.3333333333333
DYNC1LI2	1155.5	217.0	6.0	2.0	14.0	8.0	DYNC1LI2 1155.5
DYNC2LI1	537.1666666666666	33.0	1.0	0.0	0.0	1.0	DYNC2LI1 537.1666666666666
DYNLRB2	5.666666666666667	13.0	3.0	0.0	0.0	3.0	DYNLRB2 5.666666666666667
DYNLT1	1240.8333333333333	277.0	26.0	28.0	8.0	42.0	DYNLT1 1240.8333333333333
DYRK1A	857.0	882.0	28.0	4.0	14.0	30.0	DYRK1A 857.0
DYRK1B	112.16666666666669	81.0	5.0	4.0	5.0	7.0	DYRK1B 112.16666666666669
DYRK2	1357.1666666666667	287.0	14.0	6.0	0.0	18.0	DYRK2 1357.1666666666667
DZIP3	1517.8333333333333	60.0	4.0	4.0	0.0	8.0	DZIP3 1517.8333333333333
E2F1	21.5	16.0	2.0	0.0	1.0	2.0	E2F1 21.5
E2F4	393.0	74.0	4.0	1.0	2.0	4.0	E2F4 393.0
E2F5	163.16666666666666	246.0	1.0	0.0	1.0	1.0	E2F5 163.16666666666666
E2F8	14.166666666666666	43.0	0.0	0.0	1.0	0.0	E2F8 14.166666666666666
EAF2	140.66666666666666	69.0	4.0	5.0	9.0	9.0	EAF2 140.66666666666666
EBAG9	417.0	39.0	1.0	1.0	2.0	2.0	EBAG9 417.0
EBLN2	143.0	85.0	1.0	0.0	0.0	1.0	EBLN2 143.0
EBP	2051.333333333333	13.0	1.0	0.0	0.0	1.0	EBP 2051.333333333333
EBPL	394.5	42.0	2.0	0.0	1.0	2.0	EBPL 394.5
ECH1	12122.666666666666	329.0	22.0	18.0	13.0	33.0	ECH1 12122.666666666666
ECHDC1	1193.0	63.0	1.0	3.0	3.0	3.0	ECHDC1 1193.0
ECHDC3	22.83333333333333	212.0	3.0	1.0	2.0	4.0	ECHDC3 22.83333333333333
ECI2	1183.8333333333333	33.0	1.0	0.0	0.0	1.0	ECI2 1183.8333333333333
ECSIT	226.33333333333331	20.0	3.0	1.0	4.0	3.0	ECSIT 226.33333333333331
ECT2	305.5	83.0	3.0	1.0	3.0	4.0	ECT2 305.5
EDARADD	35.666666666666664	1.0	3.0	1.0	0.0	3.0	EDARADD 35.666666666666664
EDC3	1591.8333333333333	237.0	10.0	0.0	0.0	10.0	EDC3 1591.8333333333333
EDC4	326.3333333333333	57.0	4.0	0.0	1.0	4.0	EDC4 326.3333333333333
EDEM1	1890.0	63.0	3.0	6.0	3.0	8.0	EDEM1 1890.0
EDEM2	2252.5	13.0	0.0	0.0	0.0	0.0	EDEM2 2252.5
EDEM3	415.0	82.0	9.0	10.0	8.0	15.0	EDEM3 415.0
EDN1	8.833333333333334	23.0	2.0	0.0	0.0	2.0	EDN1 8.833333333333334
EEA1	528.5	125.0	8.0	3.0	3.0	11.0	EEA1 528.5
EED	579.1666666666666	531.0	19.0	13.0	8.0	27.0	EED 579.1666666666666
EEF1A1	301777.3333333333	416.0	38.0	19.0	10.0	40.0	EEF1A1 301777.3333333333
EEF1E1	885.1666666666666	29.0	2.0	0.0	0.0	2.0	EEF1E1 885.1666666666666
EEF1G	56139.333333333336	613.0	27.0	19.0	16.0	40.0	EEF1G 56139.333333333336
EEF2	26660.5	2.0	0.0	0.0	0.0	0.0	EEF2 26660.5
EEF2K	414.6666666666667	137.0	12.0	3.0	5.0	14.0	EEF2K 414.6666666666667
EFCAB1	0.3333333333333333	1.0	0.0	0.0	0.0	0.0	EFCAB1 0.3333333333333333
EFCAB11	658.5	14.0	2.0	1.0	3.0	2.0	EFCAB11 658.5
EFCAB12	152.66666666666666	27.0	4.0	0.0	3.0	4.0	EFCAB12 152.66666666666666
EFCAB2	248.66666666666663	19.0	0.0	0.0	1.0	0.0	EFCAB2 248.66666666666663
EFCAB3	97.5	21.0	0.0	0.0	0.0	0.0	EFCAB3 97.5
EFCAB5	41.16666666666666	546.0	11.0	1.0	1.0	12.0	EFCAB5 41.16666666666666
EFCAB7	133.0	1.0	2.0	1.0	1.0	1.0	EFCAB7 133.0
EFCAB8	595.1666666666666	2.0	0.0	0.0	0.0	0.0	EFCAB8 595.1666666666666
EFEMP1	2.333333333333333	11.0	0.0	0.0	0.0	0.0	EFEMP1 2.333333333333333
EFHC1	563.1666666666666	219.0	14.0	0.0	8.0	14.0	EFHC1 563.1666666666666
EFHD2	355.8333333333333	124.0	4.0	0.0	0.0	4.0	EFHD2 355.8333333333333
EFNA1	4.166666666666667	17.0	4.0	0.0	0.0	4.0	EFNA1 4.166666666666667
EFNA4	57.833333333333336	10.0	0.0	0.0	0.0	0.0	EFNA4 57.833333333333336
EFR3A	528.1666666666666	146.0	0.0	0.0	0.0	0.0	EFR3A 528.1666666666666
EFR3B	246.5	24.0	0.0	0.0	0.0	0.0	EFR3B 246.5
EGLN1	325.6666666666667	521.0	24.0	5.0	9.0	27.0	EGLN1 325.6666666666667
EGLN2	467.5	43.0	8.0	3.0	5.0	8.0	EGLN2 467.5
EGR1	21266.33333333333	36.0	2.0	0.0	0.0	2.0	EGR1 21266.33333333333
EGR2	75.5	72.0	7.0	7.0	4.0	8.0	EGR2 75.5
EHBP1	451.6666666666667	8.0	2.0	0.0	2.0	2.0	EHBP1 451.6666666666667
EHD1	854.3333333333334	63.0	14.0	1.0	0.0	14.0	EHD1 854.3333333333334
EHF	37.16666666666666	2.0	0.0	0.0	0.0	0.0	EHF 37.16666666666666
EHMT1	1241.3333333333333	115.0	2.0	0.0	0.0	2.0	EHMT1 1241.3333333333333
EHMT2	571.1666666666666	19.0	5.0	2.0	2.0	7.0	EHMT2 571.1666666666666
EID1	2369.5	146.0	15.0	8.0	9.0	16.0	EID1 2369.5
EID2	47.16666666666666	121.0	3.0	1.0	2.0	4.0	EID2 47.16666666666666
EID2B	214.33333333333331	120.0	3.0	1.0	3.0	4.0	EID2B 214.33333333333331
EID3	372.6666666666667	17.0	6.0	1.0	1.0	5.0	EID3 372.6666666666667
EIF1B	1394.6666666666667	120.0	17.0	2.0	7.0	18.0	EIF1B 1394.6666666666667
EIF2A	1884.5	169.0	13.0	11.0	9.0	14.0	EIF2A 1884.5
EIF2AK1	704.6666666666666	22.0	1.0	0.0	0.0	1.0	EIF2AK1 704.6666666666666
EIF2AK2	3246.1666666666665	16.0	0.0	0.0	0.0	0.0	EIF2AK2 3246.1666666666665
EIF2AK3	68.83333333333333	412.0	19.0	7.0	0.0	23.0	EIF2AK3 68.83333333333333
EIF2AK4	510.0	30.0	1.0	0.0	1.0	1.0	EIF2AK4 510.0
EIF2B3	869.6666666666666	138.0	23.0	5.0	12.0	25.0	EIF2B3 869.6666666666666
EIF2D	1214.5	74.0	8.0	9.0	0.0	15.0	EIF2D 1214.5
EIF2S1	5900.0	84.0	5.0	2.0	3.0	5.0	EIF2S1 5900.0
EIF2S3	14894.166666666666	22.0	0.0	0.0	0.0	0.0	EIF2S3 14894.166666666666
EIF3A	4810.666666666667	1.0	0.0	0.0	0.0	0.0	EIF3A 4810.666666666667
EIF3B	862.5	16.0	0.0	0.0	0.0	0.0	EIF3B 862.5
EIF3D	4349.166666666667	2.0	0.0	0.0	0.0	0.0	EIF3D 4349.166666666667
EIF3H	6305.5	90.0	5.0	0.0	3.0	5.0	EIF3H 6305.5
EIF3K	3826.5	168.0	9.0	6.0	5.0	15.0	EIF3K 3826.5
EIF3L	11193.833333333334	89.0	7.0	1.0	0.0	6.0	EIF3L 11193.833333333334
EIF4A1	5275.166666666667	237.0	16.0	5.0	15.0	18.0	EIF4A1 5275.166666666667
EIF4A2	17680.333333333332	88.0	5.0	1.0	12.0	4.0	EIF4A2 17680.333333333332
EIF4E	4466.833333333333	377.0	38.0	19.0	14.0	44.0	EIF4E 4466.833333333333
EIF4E3	454.0	33.0	0.0	0.0	0.0	0.0	EIF4E3 454.0
EIF4EBP2	2010.5	40.0	7.0	0.0	3.0	7.0	EIF4EBP2 2010.5
EIF4EBP3	109.66666666666669	343.0	27.0	11.0	23.0	32.0	EIF4EBP3 109.66666666666669
EIF4ENIF1	543.8333333333334	156.0	8.0	6.0	7.0	10.0	EIF4ENIF1 543.8333333333334
EIF4G1	1449.8333333333333	2.0	0.0	0.0	0.0	0.0	EIF4G1 1449.8333333333333
EIF4G2	16553.5	442.0	31.0	38.0	42.0	43.0	EIF4G2 16553.5
EIF4G3	806.3333333333334	67.0	3.0	0.0	2.0	3.0	EIF4G3 806.3333333333334
EIF5	8456.333333333334	85.0	1.0	0.0	3.0	1.0	EIF5 8456.333333333334
EIF5A	1542.1666666666667	523.0	69.0	8.0	30.0	71.0	EIF5A 1542.1666666666667
EIF5A2	994.0	18.0	0.0	0.0	0.0	0.0	EIF5A2 994.0
EIF5B	2194.5	171.0	8.0	3.0	11.0	10.0	EIF5B 2194.5
ELAC2	395.6666666666667	142.0	18.0	0.0	6.0	18.0	ELAC2 395.6666666666667
ELAVL1	1038.6666666666667	61.0	6.0	0.0	2.0	6.0	ELAVL1 1038.6666666666667
ELF1	7146.166666666667	850.0	50.0	39.0	23.0	85.0	ELF1 7146.166666666667
ELF2	959.6666666666666	408.0	13.0	8.0	6.0	16.0	ELF2 959.6666666666666
ELK4	1307.8333333333333	53.0	3.0	1.0	1.0	2.0	ELK4 1307.8333333333333
ELL	1196.0	16.0	2.0	2.0	0.0	3.0	ELL 1196.0
ELL2	852.0	51.0	5.0	0.0	0.0	5.0	ELL2 852.0
ELL3	60.66666666666666	151.0	8.0	2.0	6.0	8.0	ELL3 60.66666666666666
ELMO1	1223.0	266.0	16.0	1.0	4.0	17.0	ELMO1 1223.0
ELMO2	2088.0	195.0	6.0	8.0	0.0	14.0	ELMO2 2088.0
ELMOD1	127.0	16.0	0.0	0.0	0.0	0.0	ELMOD1 127.0
ELMOD3	1113.0	260.0	13.0	6.0	7.0	14.0	ELMOD3 1113.0
ELOF1	1687.6666666666667	162.0	10.0	0.0	1.0	10.0	ELOF1 1687.6666666666667
ELOVL3	5.5	20.0	1.0	0.0	0.0	1.0	ELOVL3 5.5
ELOVL5	5684.333333333333	18.0	1.0	0.0	0.0	1.0	ELOVL5 5684.333333333333
ELOVL6	8064.333333333333	59.0	1.0	2.0	0.0	2.0	ELOVL6 8064.333333333333
ELOVL7	32.5	3.0	0.0	0.0	0.0	0.0	ELOVL7 32.5
ELP2	1768.1666666666667	141.0	6.0	5.0	1.0	6.0	ELP2 1768.1666666666667
ELP3	1080.6666666666667	136.0	12.0	1.0	2.0	13.0	ELP3 1080.6666666666667
ELP4	700.6666666666666	1.0	0.0	0.0	0.0	0.0	ELP4 700.6666666666666
EMB	784.6666666666666	47.0	1.0	0.0	0.0	1.0	EMB 784.6666666666666
EMC2	544.8333333333334	51.0	5.0	3.0	4.0	5.0	EMC2 544.8333333333334
EMC3	3011.333333333333	257.0	24.0	18.0	17.0	29.0	EMC3 3011.333333333333
EMC4	2069.0	599.0	18.0	2.0	10.0	20.0	EMC4 2069.0
EMC7	1285.0	161.0	2.0	1.0	6.0	3.0	EMC7 1285.0
EMC9	397.0	128.0	5.0	1.0	7.0	6.0	EMC9 397.0
EMCN	22.33333333333333	1.0	0.0	0.0	0.0	0.0	EMCN 22.33333333333333
EME1	12.333333333333334	37.0	0.0	1.0	1.0	1.0	EME1 12.333333333333334
EMG1	1585.6666666666667	102.0	5.0	0.0	4.0	5.0	EMG1 1585.6666666666667
EML1	124.5	14.0	0.0	0.0	0.0	0.0	EML1 124.5
EML2	1185.0	445.0	11.0	2.0	9.0	13.0	EML2 1185.0
EML3	44.5	226.0	4.0	0.0	1.0	4.0	EML3 44.5
EML4	4788.333333333333	182.0	26.0	17.0	2.0	33.0	EML4 4788.333333333333
EML6	145.16666666666666	36.0	6.0	3.0	8.0	7.0	EML6 145.16666666666666
EMP1	683.1666666666666	293.0	8.0	5.0	2.0	12.0	EMP1 683.1666666666666
EMP3	2142.6666666666665	34.0	10.0	1.0	10.0	10.0	EMP3 2142.6666666666665
EMSY	559.5	88.0	2.0	0.0	2.0	2.0	EMSY 559.5
ENC1	5.666666666666667	48.0	0.0	0.0	0.0	0.0	ENC1 5.666666666666667
ENDOG	51.333333333333336	55.0	2.0	1.0	2.0	2.0	ENDOG 51.333333333333336
ENG	601.1666666666666	1.0	0.0	0.0	0.0	0.0	ENG 601.1666666666666
ENKUR	3.8333333333333335	214.0	16.0	7.0	2.0	18.0	ENKUR 3.8333333333333335
ENO3	25.666666666666668	188.0	2.0	0.0	3.0	2.0	ENO3 25.666666666666668
ENPP2	10.333333333333334	53.0	0.0	0.0	0.0	0.0	ENPP2 10.333333333333334
ENPP4	364.6666666666667	20.0	6.0	4.0	2.0	9.0	ENPP4 364.6666666666667
ENPP5	56.333333333333336	1.0	0.0	0.0	0.0	0.0	ENPP5 56.333333333333336
ENPP6	169.16666666666666	3.0	0.0	0.0	0.0	0.0	ENPP6 169.16666666666666
ENSA	4835.833333333333	278.0	18.0	19.0	10.0	30.0	ENSA 4835.833333333333
ENTPD1	6200.0	70.0	5.0	9.0	0.0	12.0	ENTPD1 6200.0
ENTPD3	10.166666666666666	1.0	0.0	0.0	0.0	0.0	ENTPD3 10.166666666666666
ENTPD4	976.8333333333334	1.0	0.0	0.0	0.0	0.0	ENTPD4 976.8333333333334
ENTPD7	111.16666666666669	10.0	0.0	0.0	5.0	0.0	ENTPD7 111.16666666666669
EOMES	18.0	45.0	1.0	0.0	0.0	1.0	EOMES 18.0
EP300	2595.0	191.0	4.0	0.0	0.0	4.0	EP300 2595.0
