GeneName	Expression	enhancer_count	ATAC_count	H3K27ac_count	H3K4me3_count	RE_count	GeneName_MeanExpression
ELMO2	1308.0	270.0	35.0	0.0	2.0	35.0	ELMO2 1308.0
ELMOD2	103.5	14.0	0.0	0.0	0.0	0.0	ELMOD2 103.5
ELMOD3	968.75	109.0	5.0	0.0	5.0	5.0	ELMOD3 968.75
ELOF1	2768.0	48.0	3.0	0.0	0.0	3.0	ELOF1 2768.0
ELOVL4	63.25	53.0	4.0	0.0	0.0	4.0	ELOVL4 63.25
ELOVL5	1845.0	15.0	3.0	0.0	0.0	3.0	ELOVL5 1845.0
ELOVL6	487.75	85.0	7.0	0.0	0.0	7.0	ELOVL6 487.75
ELOVL7	172.25	3.0	0.0	0.0	0.0	0.0	ELOVL7 172.25
ELP2	1189.75	77.0	0.0	0.0	1.0	0.0	ELP2 1189.75
ELP3	1207.25	122.0	26.0	0.0	4.0	26.0	ELP3 1207.25
EMB	3511.5	197.0	20.0	1.0	1.0	20.0	EMB 3511.5
EMC2	181.75	158.0	7.0	0.0	1.0	7.0	EMC2 181.75
EMC3	479.75	580.0	57.0	0.0	7.0	57.0	EMC3 479.75
EMC4	2506.25	794.0	32.0	1.0	11.0	33.0	EMC4 2506.25
EMC7	1035.25	120.0	9.0	0.0	2.0	9.0	EMC7 1035.25
EMC8	576.0	18.0	5.0	0.0	0.0	5.0	EMC8 576.0
EMC9	119.75	204.0	12.0	0.0	6.0	12.0	EMC9 119.75
EMCN	87.75	1.0	0.0	0.0	0.0	0.0	EMCN 87.75
EME1	288.5	80.0	3.0	0.0	1.0	3.0	EME1 288.5
EMG1	1206.5	82.0	4.0	0.0	0.0	4.0	EMG1 1206.5
EML1	279.25	23.0	5.0	0.0	0.0	5.0	EML1 279.25
EML2	1054.75	822.0	50.0	2.0	10.0	50.0	EML2 1054.75
EML3	894.5	668.0	52.0	0.0	14.0	52.0	EML3 894.5
EML4	2960.75	226.0	39.0	17.0	0.0	46.0	EML4 2960.75
EML5	186.0	5.0	0.0	0.0	0.0	0.0	EML5 186.0
EML6	202.5	10.0	2.0	0.0	0.0	2.0	EML6 202.5
EMP1	276.5	98.0	3.0	0.0	2.0	3.0	EMP1 276.5
EMP3	925.75	71.0	9.0	8.0	13.0	16.0	EMP3 925.75
EMSY	2366.25	61.0	1.0	0.0	1.0	1.0	EMSY 2366.25
ENAH	663.0	21.0	0.0	0.0	0.0	0.0	ENAH 663.0
ENC1	76.25	81.0	2.0	0.0	0.0	2.0	ENC1 76.25
ENKUR	4.75	116.0	9.0	0.0	1.0	9.0	ENKUR 4.75
ENO1	6789.75	2.0	0.0	0.0	0.0	0.0	ENO1 6789.75
ENO2	1245.5	8.0	1.0	0.0	0.0	1.0	ENO2 1245.5
ENO3	316.0	96.0	3.0	0.0	2.0	3.0	ENO3 316.0
ENPP2	42.5	109.0	5.0	0.0	2.0	5.0	ENPP2 42.5
ENPP4	258.25	21.0	8.0	0.0	0.0	8.0	ENPP4 258.25
ENPP5	27.0	1.0	0.0	0.0	0.0	0.0	ENPP5 27.0
ENPP6	95.75	3.0	0.0	0.0	0.0	0.0	ENPP6 95.75
ENSA	3307.0	107.0	27.0	6.0	8.0	27.0	ENSA 3307.0
ENTHD1	6.5	204.0	13.0	0.0	0.0	13.0	ENTHD1 6.5
ENTPD3	10.5	1.0	0.0	0.0	0.0	0.0	ENTPD3 10.5
ENTPD4	5006.25	14.0	1.0	0.0	0.0	1.0	ENTPD4 5006.25
ENTPD7	248.75	31.0	1.0	0.0	2.0	1.0	ENTPD7 248.75
EOMES	228.0	119.0	12.0	0.0	0.0	12.0	EOMES 228.0
EP300	6554.25	281.0	20.0	0.0	8.0	20.0	EP300 6554.25
EP400	2622.0	21.0	0.0	0.0	0.0	0.0	EP400 2622.0
EPAS1	289.5	24.0	7.0	0.0	0.0	7.0	EPAS1 289.5
EPB41	18583.25	267.0	20.0	0.0	0.0	20.0	EPB41 18583.25
EPB41L1	5.25	166.0	18.0	0.0	0.0	18.0	EPB41L1 5.25
EPB41L2	639.0	1388.0	61.0	0.0	0.0	61.0	EPB41L2 639.0
EPB41L3	154.25	71.0	11.0	0.0	2.0	11.0	EPB41L3 154.25
EPB41L4B	4.0	14.0	2.0	0.0	0.0	2.0	EPB41L4B 4.0
EPB41L5	101.5	130.0	9.0	0.0	0.0	9.0	EPB41L5 101.5
EPB42	36.0	20.0	2.0	0.0	0.0	2.0	EPB42 36.0
EPC1	2018.25	213.0	34.0	0.0	15.0	34.0	EPC1 2018.25
EPC2	1556.5	99.0	7.0	0.0	0.0	7.0	EPC2 1556.5
EPG5	1168.5	304.0	22.0	0.0	0.0	22.0	EPG5 1168.5
EPGN	2.0	99.0	4.0	0.0	0.0	4.0	EPGN 2.0
EPHA1	148.0	31.0	4.0	0.0	0.0	4.0	EPHA1 148.0
EPHA4	423.5	145.0	4.0	0.0	0.0	4.0	EPHA4 423.5
EPHB6	213.0	28.0	4.0	0.0	0.0	4.0	EPHB6 213.0
EPM2AIP1	604.25	145.0	17.0	1.0	7.0	17.0	EPM2AIP1 604.25
EPN1	2854.75	27.0	0.0	0.0	0.0	0.0	EPN1 2854.75
EPN2	311.75	109.0	7.0	0.0	0.0	7.0	EPN2 311.75
EPPIN	134.5	18.0	2.0	0.0	0.0	2.0	EPPIN 134.5
EPS15L1	1155.5	94.0	16.0	0.0	0.0	16.0	EPS15L1 1155.5
EPS8	305.75	80.0	10.0	0.0	0.0	10.0	EPS8 305.75
EPSTI1	1069.25	62.0	11.0	1.0	1.0	11.0	EPSTI1 1069.25
ERAL1	496.75	354.0	33.0	4.0	13.0	35.0	ERAL1 496.75
ERAP1	3026.0	147.0	15.0	0.0	0.0	15.0	ERAP1 3026.0
ERAP2	3543.25	1365.0	134.0	4.0	3.0	136.0	ERAP2 3543.25
ERBB3	88.75	65.0	11.0	0.0	1.0	11.0	ERBB3 88.75
ERBIN	1729.5	873.0	56.0	1.0	8.0	57.0	ERBIN 1729.5
ERC2	4.25	4.0	0.0	0.0	0.0	0.0	ERC2 4.25
ERCC1	713.0	1039.0	92.0	1.0	18.0	92.0	ERCC1 713.0
ERCC3	750.75	15.0	2.0	0.0	0.0	2.0	ERCC3 750.75
ERCC5	522.5	49.0	7.0	0.0	2.0	7.0	ERCC5 522.5
ERCC6L2	701.0	17.0	6.0	0.0	0.0	6.0	ERCC6L2 701.0
EREG	563.25	261.0	9.0	0.0	0.0	9.0	EREG 563.25
ERG	8.5	22.0	0.0	0.0	0.0	0.0	ERG 8.5
ERGIC2	375.5	214.0	23.0	0.0	0.0	23.0	ERGIC2 375.5
ERGIC3	2330.25	21.0	0.0	0.0	0.0	0.0	ERGIC3 2330.25
ERI3	313.0	102.0	9.0	0.0	3.0	9.0	ERI3 313.0
ERICH4	5.0	119.0	22.0	0.0	0.0	22.0	ERICH4 5.0
ERICH6	15.75	12.0	1.0	1.0	2.0	1.0	ERICH6 15.75
ERLIN1	1205.5	148.0	0.0	0.0	1.0	0.0	ERLIN1 1205.5
ERMAP	629.75	2.0	0.0	0.0	0.0	0.0	ERMAP 629.75
ERMN	135.25	1113.0	153.0	61.0	38.0	192.0	ERMN 135.25
ERO1A	4817.0	21.0	12.0	0.0	0.0	12.0	ERO1A 4817.0
ERO1B	176.0	178.0	18.0	0.0	2.0	18.0	ERO1B 176.0
ERP27	651.25	363.0	34.0	0.0	4.0	34.0	ERP27 651.25
ERRFI1	135.75	176.0	10.0	0.0	2.0	10.0	ERRFI1 135.75
ERV3-1	202.0	99.0	4.0	0.0	2.0	4.0	ERV3-1 202.0
ESAM	38.25	213.0	18.0	0.0	4.0	18.0	ESAM 38.25
ESM1	5.25	170.0	8.0	0.0	0.0	8.0	ESM1 5.25
ESPL1	434.25	23.0	6.0	0.0	0.0	6.0	ESPL1 434.25
ESR1	228.75	186.0	8.0	0.0	0.0	8.0	ESR1 228.75
ESR2	561.0	147.0	0.0	0.0	0.0	0.0	ESR2 561.0
ESRP1	43.5	2.0	0.0	0.0	0.0	0.0	ESRP1 43.5
ESRP2	407.75	21.0	0.0	0.0	0.0	0.0	ESRP2 407.75
ESRRA	467.75	118.0	10.0	0.0	7.0	10.0	ESRRA 467.75
ESRRG	47.0	10.0	0.0	0.0	0.0	0.0	ESRRG 47.0
ESYT1	6408.75	403.0	51.0	1.0	13.0	51.0	ESYT1 6408.75
ETAA1	368.75	3.0	0.0	0.0	0.0	0.0	ETAA1 368.75
ETFB	1063.25	22.0	0.0	0.0	0.0	0.0	ETFB 1063.25
ETHE1	174.25	111.0	8.0	3.0	0.0	11.0	ETHE1 174.25
ETNK1	4012.25	254.0	28.0	2.0	11.0	29.0	ETNK1 4012.25
ETS1	28484.0	155.0	28.0	9.0	0.0	33.0	ETS1 28484.0
ETS2	868.25	22.0	2.0	0.0	2.0	2.0	ETS2 868.25
ETV1	0.5	29.0	0.0	0.0	0.0	0.0	ETV1 0.5
ETV4	40.25	16.0	3.0	0.0	0.0	3.0	ETV4 40.25
ETV5	31.75	163.0	14.0	0.0	0.0	14.0	ETV5 31.75
EVI2A	817.25	386.0	55.0	9.0	5.0	61.0	EVI2A 817.25
EVI2B	4519.25	97.0	17.0	3.0	2.0	19.0	EVI2B 4519.25
EVI5	1032.0	6.0	0.0	0.0	0.0	0.0	EVI5 1032.0
EVI5L	130.25	13.0	3.0	1.0	1.0	3.0	EVI5L 130.25
EVL	4709.25	655.0	93.0	4.0	5.0	94.0	EVL 4709.25
EXO1	588.0	610.0	35.0	0.0	0.0	35.0	EXO1 588.0
EXOC1	430.5	15.0	1.0	1.0	4.0	1.0	EXOC1 430.5
EXOC3L1	2.0	119.0	22.0	0.0	9.0	22.0	EXOC3L1 2.0
EXOC6	579.0	19.0	0.0	0.0	0.0	0.0	EXOC6 579.0
EXOC7	1959.5	172.0	13.0	4.0	3.0	16.0	EXOC7 1959.5
EXOG	477.5	144.0	4.0	0.0	1.0	4.0	EXOG 477.5
EXOSC2	1761.5	2.0	2.0	0.0	0.0	2.0	EXOSC2 1761.5
EXOSC3	1300.25	137.0	7.0	1.0	3.0	7.0	EXOSC3 1300.25
EXOSC8	954.75	200.0	15.0	1.0	10.0	14.0	EXOSC8 954.75
EXOSC9	686.25	51.0	8.0	0.0	0.0	8.0	EXOSC9 686.25
EXPH5	808.25	158.0	2.0	2.0	1.0	3.0	EXPH5 808.25
EXT2	562.25	20.0	0.0	0.0	0.0	0.0	EXT2 562.25
EXTL2	48.25	424.0	65.0	7.0	9.0	64.0	EXTL2 48.25
EYA1	170.5	7.0	0.0	0.0	0.0	0.0	EYA1 170.5
EYA3	2407.5	141.0	10.0	0.0	1.0	10.0	EYA3 2407.5
EYS	939.25	24.0	0.0	0.0	0.0	0.0	EYS 939.25
EZH1	1446.75	16.0	3.0	0.0	1.0	3.0	EZH1 1446.75
EZH2	1717.25	233.0	29.0	0.0	8.0	29.0	EZH2 1717.25
EZR	6588.75	604.0	52.0	12.0	6.0	57.0	EZR 6588.75
F12	8.5	172.0	24.0	0.0	10.0	24.0	F12 8.5
F3	252.0	2.0	0.0	0.0	0.0	0.0	F3 252.0
F5	6849.0	289.0	18.0	2.0	8.0	20.0	F5 6849.0
F8	31.5	89.0	7.0	0.0	1.0	7.0	F8 31.5
FAAH2	384.75	114.0	9.0	0.0	1.0	9.0	FAAH2 384.75
FAAP100	311.5	47.0	4.0	0.0	2.0	4.0	FAAP100 311.5
FABP2	113.0	139.0	8.0	0.0	0.0	8.0	FABP2 113.0
FABP5	487.25	67.0	10.0	0.0	0.0	10.0	FABP5 487.25
FABP7	37.25	7.0	0.0	0.0	0.0	0.0	FABP7 37.25
FADD	359.25	14.0	0.0	0.0	0.0	0.0	FADD 359.25
FADS3	218.0	104.0	9.0	0.0	1.0	9.0	FADS3 218.0
FAH	298.75	64.0	0.0	0.0	0.0	0.0	FAH 298.75
FAIM	384.25	198.0	24.0	0.0	2.0	24.0	FAIM 384.25
FAM102A	12412.75	382.0	49.0	18.0	9.0	61.0	FAM102A 12412.75
FAM102B	723.5	143.0	34.0	2.0	7.0	33.0	FAM102B 723.5
FAM107A	1.0	17.0	4.0	0.0	0.0	4.0	FAM107A 1.0
FAM107B	2848.75	2685.0	244.0	17.0	12.0	254.0	FAM107B 2848.75
FAM110D	132.75	151.0	15.0	0.0	7.0	15.0	FAM110D 132.75
FAM111A	1194.0	579.0	63.0	3.0	12.0	61.0	FAM111A 1194.0
FAM114A1	113.25	18.0	4.0	0.0	0.0	4.0	FAM114A1 113.25
FAM117A	2267.0	18.0	1.0	0.0	0.0	1.0	FAM117A 2267.0
FAM117B	2409.25	59.0	17.0	0.0	0.0	17.0	FAM117B 2409.25
FAM118A	765.0	231.0	31.0	0.0	0.0	31.0	FAM118A 765.0
FAM118B	627.75	94.0	2.0	2.0	2.0	4.0	FAM118B 627.75
FAM120AOS	2137.0	13.0	2.0	1.0	2.0	2.0	FAM120AOS 2137.0
FAM120C	1468.5	13.0	0.0	0.0	0.0	0.0	FAM120C 1468.5
FAM122A	366.75	30.0	0.0	0.0	0.0	0.0	FAM122A 366.75
FAM122C	1704.0	22.0	4.0	0.0	0.0	4.0	FAM122C 1704.0
FAM124B	38.5	68.0	7.0	0.0	0.0	7.0	FAM124B 38.5
FAM126A	1448.5	32.0	12.0	0.0	6.0	12.0	FAM126A 1448.5
FAM131A	299.75	121.0	7.0	0.0	2.0	7.0	FAM131A 299.75
FAM135A	561.5	99.0	8.0	0.0	0.0	8.0	FAM135A 561.5
FAM135B	16.0	7.0	0.0	0.0	0.0	0.0	FAM135B 16.0
FAM13A	10735.25	156.0	15.0	0.0	0.0	15.0	FAM13A 10735.25
FAM13B	1112.0	1005.0	48.0	6.0	12.0	44.0	FAM13B 1112.0
FAM13C	4.25	1.0	0.0	0.0	0.0	0.0	FAM13C 4.25
FAM155A	46.25	1.0	0.0	0.0	0.0	0.0	FAM155A 46.25
FAM156A	269.75	82.0	3.0	2.0	2.0	5.0	FAM156A 269.75
FAM160A1	7.5	1.0	0.0	0.0	0.0	0.0	FAM160A1 7.5
FAM160B1	701.5	120.0	9.0	0.0	1.0	9.0	FAM160B1 701.5
FAM162A	274.5	139.0	11.0	2.0	9.0	11.0	FAM162A 274.5
FAM166A	132.75	18.0	2.0	0.0	0.0	2.0	FAM166A 132.75
FAM166B	4.75	36.0	0.0	0.0	0.0	0.0	FAM166B 4.75
FAM167A	16.25	31.0	2.0	0.0	0.0	2.0	FAM167A 16.25
FAM167B	0.75	401.0	27.0	2.0	7.0	27.0	FAM167B 0.75
FAM168A	2021.0	19.0	5.0	0.0	0.0	5.0	FAM168A 2021.0
FAM168B	3408.0	210.0	12.0	0.0	3.0	12.0	FAM168B 3408.0
FAM169A	277.5	45.0	2.0	0.0	0.0	2.0	FAM169A 277.5
FAM172A	451.0	9.0	0.0	0.0	1.0	0.0	FAM172A 451.0
FAM177A1	1701.5	101.0	17.0	0.0	6.0	17.0	FAM177A1 1701.5
FAM177B	6.0	126.0	13.0	0.0	0.0	13.0	FAM177B 6.0
FAM180B	203.0	3.0	0.0	0.0	0.0	0.0	FAM180B 203.0
FAM184A	363.75	661.0	49.0	3.0	7.0	48.0	FAM184A 363.75
FAM185A	165.75	115.0	5.0	1.0	1.0	6.0	FAM185A 165.75
FAM186B	117.0	3.0	0.0	0.0	0.0	0.0	FAM186B 117.0
FAM189A2	2.25	6.0	0.0	0.0	0.0	0.0	FAM189A2 2.25
FAM204A	1121.5	141.0	19.0	0.0	4.0	19.0	FAM204A 1121.5
FAM209B	11.25	1.0	0.0	0.0	0.0	0.0	FAM209B 11.25
FAM20B	991.25	118.0	3.0	0.0	2.0	3.0	FAM20B 991.25
FAM214B	59.75	188.0	25.0	0.0	8.0	25.0	FAM214B 59.75
FAM217B	728.75	13.0	1.0	0.0	0.0	1.0	FAM217B 728.75
FAM218A	12.75	2.0	0.0	0.0	0.0	0.0	FAM218A 12.75
FAM220A	112.0	19.0	3.0	0.0	0.0	3.0	FAM220A 112.0
FAM221B	140.75	91.0	3.0	0.0	1.0	3.0	FAM221B 140.75
FAM228A	6.75	1.0	0.0	0.0	0.0	0.0	FAM228A 6.75
FAM234A	276.25	299.0	27.0	0.0	0.0	27.0	FAM234A 276.25
FAM234B	411.75	13.0	4.0	0.0	0.0	4.0	FAM234B 411.75
FAM24B	57.25	34.0	5.0	0.0	0.0	5.0	FAM24B 57.25
FAM32A	533.5	281.0	40.0	10.0	9.0	47.0	FAM32A 533.5
FAM3B	18.5	63.0	1.0	0.0	0.0	1.0	FAM3B 18.5
FAM3C	848.75	188.0	12.0	0.0	0.0	12.0	FAM3C 848.75
FAM47E-STBD1	55.5	2.0	0.0	0.0	0.0	0.0	FAM47E-STBD1 55.5
FAM50A	847.75	18.0	3.0	0.0	0.0	3.0	FAM50A 847.75
FAM53A	14.5	15.0	0.0	0.0	0.0	0.0	FAM53A 14.5
FAM53B	1163.5	48.0	5.0	0.0	0.0	5.0	FAM53B 1163.5
FAM53C	1779.25	58.0	2.0	0.0	1.0	2.0	FAM53C 1779.25
FAM71B	3.0	430.0	81.0	4.0	2.0	83.0	FAM71B 3.0
FAM76B	520.5	337.0	39.0	0.0	14.0	39.0	FAM76B 520.5
FAM78A	1670.5	365.0	60.0	3.0	3.0	62.0	FAM78A 1670.5
FAM78B	7.25	1.0	0.0	0.0	0.0	0.0	FAM78B 7.25
FAM81A	8.0	4.0	0.0	0.0	0.0	0.0	FAM81A 8.0
FAM81B	3.25	1.0	0.0	0.0	0.0	0.0	FAM81B 3.25
FAM83A	16.25	89.0	0.0	0.0	0.0	0.0	FAM83A 16.25
FAM8A1	306.5	19.0	5.0	2.0	2.0	3.0	FAM8A1 306.5
FAM91A1	2348.5	13.0	1.0	0.0	0.0	1.0	FAM91A1 2348.5
FAM98A	1608.0	25.0	0.0	0.0	0.0	0.0	FAM98A 1608.0
FAM98B	1208.25	93.0	14.0	0.0	0.0	14.0	FAM98B 1208.25
FANCA	1160.75	21.0	2.0	0.0	0.0	2.0	FANCA 1160.75
FANCB	29.0	1.0	0.0	0.0	0.0	0.0	FANCB 29.0
FANCC	812.0	29.0	6.0	3.0	6.0	6.0	FANCC 812.0
FANCD2	2178.5	416.0	45.0	5.0	6.0	47.0	FANCD2 2178.5
FANCE	130.25	28.0	9.0	0.0	4.0	9.0	FANCE 130.25
FANCF	315.5	162.0	13.0	0.0	0.0	13.0	FANCF 315.5
FANCG	426.5	12.0	0.0	0.0	0.0	0.0	FANCG 426.5
FANCL	115.0	12.0	0.0	0.0	0.0	0.0	FANCL 115.0
FANCM	416.75	118.0	1.0	0.0	0.0	1.0	FANCM 416.75
FANK1	57.0	63.0	0.0	0.0	0.0	0.0	FANK1 57.0
FAR2	229.75	22.0	1.0	0.0	1.0	1.0	FAR2 229.75
FARP1	869.25	122.0	5.0	0.0	0.0	5.0	FARP1 869.25
FARP2	1271.75	26.0	0.0	0.0	0.0	0.0	FARP2 1271.75
FARS2	156.0	98.0	9.0	0.0	0.0	9.0	FARS2 156.0
FASLG	244.25	48.0	8.0	0.0	0.0	8.0	FASLG 244.25
FASTKD1	367.0	241.0	17.0	0.0	5.0	17.0	FASTKD1 367.0
FASTKD2	518.25	179.0	16.0	1.0	6.0	15.0	FASTKD2 518.25
FAT1	18.0	1.0	0.0	0.0	0.0	0.0	FAT1 18.0
FAT4	0.75	1.0	0.0	0.0	0.0	0.0	FAT4 0.75
FAU	4831.25	2.0	0.0	0.0	0.0	0.0	FAU 4831.25
FAXC	396.25	2.0	0.0	0.0	0.0	0.0	FAXC 396.25
FAXDC2	444.5	794.0	58.0	2.0	10.0	58.0	FAXDC2 444.5
FBF1	140.5	21.0	5.0	0.0	0.0	5.0	FBF1 140.5
FBL	5156.5	56.0	7.0	0.0	1.0	7.0	FBL 5156.5
FBLIM1	1021.0	17.0	4.0	0.0	0.0	4.0	FBLIM1 1021.0
FBLN7	838.75	245.0	12.0	0.0	1.0	12.0	FBLN7 838.75
FBP1	6.0	27.0	5.0	0.0	0.0	5.0	FBP1 6.0
FBRS	2530.0	69.0	11.0	8.0	12.0	14.0	FBRS 2530.0
FBXL12	427.75	32.0	4.0	0.0	0.0	4.0	FBXL12 427.75
FBXL14	582.5	150.0	24.0	0.0	1.0	24.0	FBXL14 582.5
FBXL15	163.75	117.0	16.0	3.0	7.0	17.0	FBXL15 163.75
FBXL18	1598.5	17.0	4.0	0.0	0.0	4.0	FBXL18 1598.5
FBXL19	310.0	75.0	10.0	0.0	0.0	10.0	FBXL19 310.0
FBXL20	3640.5	4.0	0.0	0.0	0.0	0.0	FBXL20 3640.5
FBXL22	74.25	305.0	41.0	2.0	5.0	43.0	FBXL22 74.25
FBXL4	495.75	25.0	0.0	0.0	0.0	0.0	FBXL4 495.75
FBXL5	562.5	377.0	52.0	3.0	14.0	50.0	FBXL5 562.5
FBXL8	121.25	373.0	49.0	1.0	11.0	48.0	FBXL8 121.25
FBXO11	1389.0	229.0	21.0	0.0	3.0	21.0	FBXO11 1389.0
FBXO15	363.5	186.0	14.0	1.0	3.0	14.0	FBXO15 363.5
FBXO24	145.75	84.0	1.0	0.0	0.0	1.0	FBXO24 145.75
FBXO28	768.25	39.0	3.0	0.0	0.0	3.0	FBXO28 768.25
FBXO30	617.75	43.0	2.0	0.0	3.0	2.0	FBXO30 617.75
FBXO31	1000.5	18.0	1.0	0.0	1.0	1.0	FBXO31 1000.5
FBXO34	726.5	396.0	36.0	1.0	2.0	36.0	FBXO34 726.5
FBXO4	117.75	77.0	10.0	2.0	3.0	9.0	FBXO4 117.75
FBXO42	461.0	187.0	9.0	0.0	0.0	9.0	FBXO42 461.0
FBXO43	191.0	139.0	11.0	0.0	0.0	11.0	FBXO43 191.0
FBXO44	287.0	18.0	5.0	0.0	2.0	5.0	FBXO44 287.0
FBXO46	395.25	60.0	7.0	0.0	1.0	7.0	FBXO46 395.25
FBXO47	1.25	148.0	15.0	0.0	4.0	15.0	FBXO47 1.25
FBXO5	383.0	100.0	7.0	1.0	2.0	7.0	FBXO5 383.0
FBXO7	1825.75	218.0	28.0	0.0	2.0	28.0	FBXO7 1825.75
FBXO8	330.0	52.0	3.0	0.0	0.0	3.0	FBXO8 330.0
FBXO9	994.5	304.0	41.0	4.0	0.0	42.0	FBXO9 994.5
FBXW2	4111.0	525.0	48.0	7.0	3.0	51.0	FBXW2 4111.0
FBXW7	2298.25	306.0	23.0	0.0	0.0	23.0	FBXW7 2298.25
FBXW9	39.5	13.0	3.0	0.0	1.0	3.0	FBXW9 39.5
FCAR	1568.0	11.0	1.0	0.0	0.0	1.0	FCAR 1568.0
FCER1A	36.5	51.0	0.0	0.0	0.0	0.0	FCER1A 36.5
FCER2	113.75	1.0	0.0	0.0	0.0	0.0	FCER2 113.75
FCGR2A	58.0	144.0	6.0	0.0	0.0	6.0	FCGR2A 58.0
FCGR3A	13.75	33.0	4.0	0.0	0.0	4.0	FCGR3A 13.75
FCGRT	202.5	345.0	53.0	6.0	15.0	59.0	FCGRT 202.5
FCHSD1	650.0	40.0	10.0	0.0	2.0	10.0	FCHSD1 650.0
FCHSD2	2165.75	109.0	7.0	0.0	2.0	7.0	FCHSD2 2165.75
FCMR	7757.0	664.0	103.0	5.0	8.0	105.0	FCMR 7757.0
FCRL1	142.75	23.0	0.0	0.0	0.0	0.0	FCRL1 142.75
FCRL2	121.25	249.0	2.0	0.0	0.0	2.0	FCRL2 121.25
FCRL3	450.0	3.0	0.0	0.0	0.0	0.0	FCRL3 450.0
FCRL5	61.5	1.0	0.0	0.0	0.0	0.0	FCRL5 61.5
FCRL6	7.25	662.0	46.0	0.0	0.0	46.0	FCRL6 7.25
FCRLA	3.0	46.0	2.0	0.0	0.0	2.0	FCRLA 3.0
FCRLB	2.25	68.0	5.0	0.0	0.0	5.0	FCRLB 2.25
FDPS	1369.5	2.0	0.0	0.0	0.0	0.0	FDPS 1369.5
FDX1	478.0	99.0	8.0	0.0	0.0	8.0	FDX1 478.0
FEM1A	1865.5	110.0	13.0	0.0	2.0	13.0	FEM1A 1865.5
FEM1B	1945.0	37.0	9.0	0.0	7.0	9.0	FEM1B 1945.0
FER	400.25	174.0	26.0	8.0	13.0	24.0	FER 400.25
FERMT1	5.5	60.0	0.0	0.0	0.0	0.0	FERMT1 5.5
FERMT2	178.0	123.0	6.0	0.0	0.0	6.0	FERMT2 178.0
FERMT3	2170.0	40.0	2.0	0.0	1.0	2.0	FERMT3 2170.0
FES	34.75	167.0	21.0	0.0	0.0	21.0	FES 34.75
FEZ2	522.5	1.0	0.0	0.0	0.0	0.0	FEZ2 522.5
FFAR2	210.25	15.0	1.0	0.0	0.0	1.0	FFAR2 210.25
FFAR4	82.0	1.0	0.0	0.0	0.0	0.0	FFAR4 82.0
FGD2	232.5	47.0	13.0	0.0	1.0	13.0	FGD2 232.5
FGD3	1522.0	38.0	4.0	0.0	0.0	4.0	FGD3 1522.0
FGF1	10.25	104.0	13.0	0.0	0.0	13.0	FGF1 10.25
FGF11	52.75	457.0	36.0	3.0	20.0	36.0	FGF11 52.75
FGF14	1.25	19.0	0.0	0.0	0.0	0.0	FGF14 1.25
FGF18	8.25	16.0	2.0	0.0	0.0	2.0	FGF18 8.25
FGF7	14.75	134.0	6.0	0.0	0.0	6.0	FGF7 14.75
FGF9	90.0	147.0	14.0	0.0	0.0	14.0	FGF9 90.0
FGFBP2	5.5	77.0	12.0	0.0	0.0	12.0	FGFBP2 5.5
FGFBP3	60.25	206.0	19.0	2.0	2.0	19.0	FGFBP3 60.25
FGFR1	337.25	41.0	10.0	0.0	2.0	10.0	FGFR1 337.25
FGFR2	64.75	3.0	0.0	0.0	0.0	0.0	FGFR2 64.75
FGFR4	25.5	24.0	0.0	0.0	0.0	0.0	FGFR4 25.5
FGGY	125.0	11.0	2.0	0.0	2.0	2.0	FGGY 125.0
FGL2	268.5	21.0	0.0	0.0	0.0	0.0	FGL2 268.5
FGR	33.5	44.0	10.0	0.0	0.0	10.0	FGR 33.5
FH	588.5	650.0	21.0	0.0	1.0	21.0	FH 588.5
FHDC1	59.25	1.0	0.0	0.0	0.0	0.0	FHDC1 59.25
FHIT	898.25	32.0	6.0	0.0	0.0	6.0	FHIT 898.25
FHL1	250.0	643.0	14.0	0.0	0.0	14.0	FHL1 250.0
FHL2	554.0	46.0	15.0	4.0	1.0	12.0	FHL2 554.0
FHL3	194.75	14.0	2.0	0.0	0.0	2.0	FHL3 194.75
FHOD3	15.75	2.0	0.0	0.0	0.0	0.0	FHOD3 15.75
FIG4	151.25	165.0	10.0	0.0	0.0	10.0	FIG4 151.25
FILIP1	104.0	89.0	6.0	0.0	0.0	6.0	FILIP1 104.0
FILIP1L	576.25	17.0	1.0	0.0	0.0	1.0	FILIP1L 576.25
FITM1	23.25	345.0	15.0	0.0	8.0	15.0	FITM1 23.25
FITM2	701.0	17.0	3.0	2.0	2.0	3.0	FITM2 701.0
FJX1	20.0	27.0	3.0	0.0	0.0	3.0	FJX1 20.0
FKBP11	1210.25	39.0	1.0	0.0	0.0	1.0	FKBP11 1210.25
FKBP14	671.75	153.0	23.0	1.0	7.0	23.0	FKBP14 671.75
FKBP4	10760.0	39.0	3.0	1.0	1.0	3.0	FKBP4 10760.0
FKBP8	531.0	46.0	3.0	0.0	2.0	3.0	FKBP8 531.0
FKBPL	15.25	1.0	0.0	0.0	0.0	0.0	FKBPL 15.25
FKRP	350.5	151.0	19.0	1.0	10.0	19.0	FKRP 350.5
FKTN	518.0	14.0	0.0	0.0	0.0	0.0	FKTN 518.0
FLAD1	722.5	199.0	35.0	1.0	13.0	36.0	FLAD1 722.5
FLCN	1565.25	18.0	4.0	0.0	0.0	4.0	FLCN 1565.25
FLG2	35.5	180.0	17.0	0.0	0.0	17.0	FLG2 35.5
