GeneName	Expression	enhancer_count	ATAC_count	H3K27ac_count	H3K4me3_count	RE_count	ATAC_ABC_count	ATAC_CHiCAGO_count	H3K27ac_ABC_count	H3K27ac_CHiCAGO_count	H3K4me3_ABC_count	H3K4me3_CHiCAGO_count	RE_ABC_count	RE_CHiCAGO_count
C1orf116	3.25	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1orf122	184.0													
C1orf127	33.5													
C1orf131	1022.0													
C1orf141	17.0	3.0	8.0	0.0	0.0	8.0	8.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
C1orf146	8.5	2.0	6.0	2.0	0.0	5.0	6.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0
C1orf158	110.75													
C1orf159	185.25	3.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
C1orf162	322.25	14.0	18.0	0.0	3.0	18.0	5.0	13.0	0.0	0.0	2.0	1.0	5.0	13.0
C1orf167	127.0	3.0	11.0	0.0	2.0	11.0	11.0	0.0	0.0	0.0	2.0	0.0	11.0	0.0
C1orf174	1514.5	18.0	40.0	0.0	0.0	40.0	4.0	36.0	0.0	0.0	0.0	0.0	4.0	36.0
C1orf194	3.5	7.0	11.0	2.0	3.0	9.0								
C1orf198	127.5	5.0	5.0	0.0	2.0	5.0	0.0	5.0	0.0	0.0	0.0	2.0	0.0	5.0
C1orf21	66.75	1.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
C1orf210	166.5	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
C1orf216	276.75	3.0	5.0	0.0	0.0	5.0	3.0	2.0	0.0	0.0	0.0	0.0	3.0	2.0
C1orf35	557.75	1.0	3.0	0.0	2.0	3.0	3.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0
C1orf43	1658.75													
C1orf50	641.25													
C1orf52	521.0	2.0	3.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0
C1orf53	1.75													
C1orf54	32.25	6.0	5.0	1.0	1.0	5.0	2.0	3.0	1.0	0.0	1.0	0.0	2.0	3.0
C1orf56	193.0	1.0	4.0	1.0	2.0	4.0	4.0	0.0	1.0	0.0	2.0	0.0	4.0	0.0
C1orf61	335.25	13.0	28.0	4.0	7.0	27.0	11.0	17.0	4.0	0.0	3.0	4.0	10.0	17.0
C1orf74	116.75	15.0	14.0	0.0	3.0	14.0								
C1orf87	1.25	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
C1QB	0.0													
C1QBP	1542.75	1.0	4.0	3.0	3.0	3.0	4.0	0.0	3.0	0.0	3.0	0.0	3.0	0.0
C1QBPP2	9.0													
C1QC	0.0	1.0	2.0	0.0	0.0	2.0								
C1QL3	40.75													
C1QTNF1	6.25	5.0	11.0	0.0	0.0	11.0	1.0	10.0	0.0	0.0	0.0	0.0	1.0	10.0
C1QTNF12	5.75	2.0	6.0	0.0	0.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
C1QTNF2	45.0	2.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
C1QTNF3	114.25	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
C1QTNF3-AMACR	47.25	4.0	8.0	4.0	0.0	6.0	8.0	0.0	4.0	0.0	0.0	0.0	6.0	0.0
C1QTNF6	438.0	6.0	8.0	1.0	1.0	8.0	4.0	4.0	0.0	1.0	1.0	0.0	4.0	4.0
C1QTNF7	18.0	10.0	12.0	0.0	0.0	12.0	11.0	1.0	0.0	0.0	0.0	0.0	11.0	1.0
C1QTNF9	30.5	4.0	9.0	0.0	1.0	9.0	9.0	0.0	0.0	0.0	1.0	0.0	9.0	0.0
C1QTNF9B	1.25	5.0	3.0	0.0	1.0	3.0								
C1R	124.25	2.0	2.0	0.0	0.0	2.0								
C1RL	452.25	10.0	10.0	0.0	2.0	10.0								
C1S	67.25	6.0	4.0	0.0	1.0	4.0	4.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0
C2	282.0													
C20orf144	144.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C20orf173	5.25	1.0	5.0	1.0	2.0	5.0	5.0	0.0	1.0	0.0	2.0	0.0	5.0	0.0
C20orf194	250.0	1.0	4.0	0.0	2.0	4.0	4.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0
C20orf202	8.5	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
C20orf203	58.5	3.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
C20orf204	82.5													
C20orf27	285.75													
C20orf96	30.75	3.0	3.0	1.0	1.0	4.0	3.0	0.0	1.0	0.0	1.0	0.0	4.0	0.0
C21orf58	82.25													
C21orf62	4.5	5.0	4.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0
C21orf91	862.25	41.0	28.0	0.0	3.0	28.0								
C22orf15	48.25	1.0	2.0	2.0	0.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0
C22orf23	79.5													
C22orf39	1687.5	10.0	19.0	1.0	3.0	18.0	0.0	19.0	0.0	1.0	0.0	3.0	0.0	18.0
C22orf42	4.0	2.0	4.0	3.0	1.0	4.0	4.0	0.0	3.0	0.0	1.0	0.0	4.0	0.0
C22orf46	61.0	6.0	12.0	0.0	0.0	12.0	1.0	11.0	0.0	0.0	0.0	0.0	1.0	11.0
C2CD2	424.5													
C2CD2L	1075.5													
C2CD3	5829.0													
C2CD4A	209.0	6.0	8.0	0.0	3.0	8.0	2.0	6.0	0.0	0.0	2.0	1.0	2.0	6.0
C2CD4B	0.25													
C2CD4D	29.25	2.0	6.0	0.0	0.0	6.0	2.0	4.0	0.0	0.0	0.0	0.0	2.0	4.0
C2CD5	1483.25	46.0	42.0	0.0	7.0	42.0								
C2CD6	5.75													
C2orf15	184.5													
C2orf16	15.75													
C2orf27A	8.75	2.0	9.0	5.0	1.0	10.0	9.0	0.0	5.0	0.0	1.0	0.0	10.0	0.0
C2orf27AP3	0.25													
C2orf42	357.5	28.0	11.0	0.0	0.0	11.0								
C2orf49	432.0													
C2orf50	76.5													
C2orf66	15.75	3.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
C2orf68	1951.25													
C2orf69	337.5	11.0	18.0	0.0	3.0	18.0								
C2orf74	198.5													
C2orf76	18.75													
C2orf80	35.25	1.0	2.0	1.0	1.0	1.0	2.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
C2orf81	48.25													
C2orf83	430.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2orf88	65.0	13.0	10.0	0.0	1.0	10.0	0.0	10.0	0.0	0.0	0.0	1.0	0.0	10.0
C2orf91	115.25	6.0	15.0	7.0	2.0	9.0	15.0	0.0	7.0	0.0	2.0	0.0	9.0	0.0
C2orf92	755.25													
C3	928.25	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
C3AR1	59.5	9.0	17.0	3.0	3.0	16.0								
C3orf14	25.5													
C3orf18	257.75	15.0	31.0	2.0	8.0	31.0								
C3orf20	9.5	9.0	5.0	0.0	0.0	5.0								
C3orf33	610.75													
C3orf38	193.5													
C3orf49	35.5	13.0	6.0	2.0	4.0	8.0	6.0	0.0	2.0	0.0	4.0	0.0	8.0	0.0
C3orf52	80.25	2.0	8.0	0.0	0.0	8.0	8.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
C3orf62	815.25	4.0	2.0	0.0	0.0	2.0								
C3orf67	119.25													
C3orf70	117.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C3orf86	2.25													
C4A	29.0													
C4B	66.5													
C4B_2	0.0													
C4BPA	10.5	42.0	26.0	0.0	1.0	26.0								
C4BPB	804.25	42.0	39.0	0.0	1.0	39.0	3.0	36.0	0.0	0.0	0.0	1.0	3.0	36.0
C4orf17	8.0	2.0	7.0	0.0	0.0	7.0	3.0	4.0	0.0	0.0	0.0	0.0	3.0	4.0
C4orf19	138.75	4.0	4.0	0.0	0.0	4.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0
C4orf3	774.75	30.0	19.0	0.0	3.0	19.0	0.0	19.0	0.0	0.0	1.0	2.0	0.0	19.0
C4orf33	47.0	6.0	1.0	0.0	1.0	1.0								
C4orf36	79.75	20.0	19.0	0.0	1.0	19.0	2.0	17.0	0.0	0.0	0.0	1.0	2.0	17.0
C4orf45	1.25	14.0	26.0	0.0	3.0	26.0	21.0	5.0	0.0	0.0	3.0	0.0	21.0	5.0
C4orf46	378.5													
C4orf47	0.5	1.0	0.0	0.0	0.0	0.0								
C4orf48	41.5	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
C4orf50	17.25													
C5	84.75	33.0	26.0	11.0	2.0	27.0	17.0	9.0	10.0	1.0	1.0	1.0	17.0	10.0
C5AR1	287.75	1.0	3.0	1.0	1.0	2.0	3.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0
C5AR2	1162.25													
C5orf15	1161.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C5orf22	1424.5													
C5orf24	1311.75													
C5orf34	36.0	18.0	19.0	0.0	5.0	19.0								
C5orf51	1618.0													
C5orf52	0.0													
C5orf58	70.25	58.0	87.0	0.0	0.0	87.0	13.0	74.0	0.0	0.0	0.0	0.0	13.0	74.0
C5orf60	28.5	2.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0
C5orf63	135.0	7.0	30.0	0.0	0.0	30.0	1.0	29.0	0.0	0.0	0.0	0.0	1.0	29.0
C6orf120	355.0													
C6orf132	226.5													
C6orf136	248.75	12.0	24.0	3.0	8.0	23.0	8.0	16.0	2.0	1.0	3.0	5.0	8.0	15.0
C6orf141	271.25	3.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
C6orf163	296.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C6orf201	38.0													
C6orf223	2.25	1.0	3.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0
C6orf226	13.75	14.0	24.0	3.0	1.0	23.0	2.0	22.0	2.0	1.0	0.0	1.0	1.0	22.0
C6orf47	423.0	1.0	5.0	0.0	2.0	5.0								
C6orf52	1.75													
C6orf62	2045.5	1.0	2.0	1.0	1.0	1.0	2.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
C6orf89	1327.5	13.0	31.0	2.0	5.0	29.0								
C7	92.75	3.0	7.0	2.0	1.0	7.0	7.0	0.0	2.0	0.0	1.0	0.0	7.0	0.0
C7orf25	86.0	24.0	33.0	2.0	7.0	32.0	4.0	29.0	0.0	2.0	1.0	6.0	4.0	28.0
C7orf26	818.0	2.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
C7orf31	100.25	3.0	0.0	0.0	0.0	0.0								
C7orf50	257.25	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
C7orf57	12.75	15.0	12.0	0.0	1.0	12.0								
C7orf61	21.0	15.0	36.0	0.0	0.0	36.0	3.0	33.0	0.0	0.0	0.0	0.0	3.0	33.0
C8G	15.75	2.0	9.0	2.0	1.0	9.0	9.0	0.0	2.0	0.0	1.0	0.0	9.0	0.0
C8orf33	865.25	2.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
C8orf34	632.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C8orf37	201.25	14.0	4.0	0.0	4.0	4.0								
C8orf44	287.5													
C8orf44-SGK3	6.0	100.0	252.0	24.0	22.0	268.0								
C8orf49	12.75	3.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
C8orf58	59.75	2.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
C8orf74	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C8orf76	306.75	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
C8orf82	110.75													
C8orf86	242.0													
C8orf88	2.0	3.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
C9orf116	4.0													
C9orf131	142.0	4.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
C9orf135	0.0													
C9orf152	2.25	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
C9orf153	36.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C9orf16	283.0													
C9orf24	34.5	2.0	7.0	0.0	4.0	7.0	5.0	2.0	0.0	0.0	3.0	1.0	5.0	2.0
C9orf40	114.5													
C9orf43	18.5													
C9orf64	856.75	19.0	13.0	0.0	0.0	13.0								
C9orf72	736.0	1.0	2.0	1.0	1.0	2.0	2.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0
C9orf78	3656.25													
C9orf85	546.25													
CA1	43.75	1.0	0.0	0.0	0.0	0.0								
CA11	106.5	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CA12	25.75	2.0	4.0	1.0	0.0	5.0	4.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0
CA13	192.75	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CA14	625.5	2.0	5.0	1.0	1.0	5.0	5.0	0.0	1.0	0.0	1.0	0.0	5.0	0.0
CA15P1	23.25													
CA2	6.25	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
CA3	0.25	1.0	0.0	0.0	0.0	0.0								
CA5A	0.5													
CA5B	2275.0	4.0	10.0	1.0	2.0	8.0	2.0	8.0	0.0	1.0	0.0	2.0	2.0	6.0
CA5BP1	277.5													
CA6	455.25	4.0	8.0	1.0	2.0	8.0	8.0	0.0	1.0	0.0	2.0	0.0	8.0	0.0
CA7	0.75													
CA8	15.25	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAAP1	496.75	8.0	3.0	0.0	1.0	3.0								
CAB39	4209.5	3.0	9.0	0.0	1.0	9.0	7.0	2.0	0.0	0.0	1.0	0.0	7.0	2.0
CAB39L	48.5	8.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CABIN1	1982.25	2.0	9.0	0.0	2.0	9.0								
CABLES1	103.75	8.0	10.0	0.0	0.0	10.0	9.0	1.0	0.0	0.0	0.0	0.0	9.0	1.0
CABLES2	294.25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CABP1	19.0	4.0	12.0	1.0	2.0	11.0	9.0	3.0	1.0	0.0	1.0	1.0	8.0	3.0
CABP4	241.75	4.0	14.0	2.0	2.0	12.0	14.0	0.0	2.0	0.0	2.0	0.0	12.0	0.0
CABP7	35.75	3.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CABYR	159.0	7.0	4.0	0.0	1.0	4.0								
CACFD1	82.75	11.0	4.0	0.0	0.0	4.0								
CACHD1	129.25													
CACNA1A	1999.75	3.0	6.0	3.0	1.0	2.0	6.0	0.0	3.0	0.0	1.0	0.0	2.0	0.0
CACNA1B	4.25	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
CACNA1C	87.0	2.0	7.0	0.0	2.0	7.0	7.0	0.0	0.0	0.0	2.0	0.0	7.0	0.0
CACNA1D	326.0	10.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
CACNA1E	0.0	3.0	2.0	0.0	0.0	2.0								
CACNA1F	41.75	3.0	14.0	0.0	0.0	14.0	14.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0
CACNA1G	19.5	3.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CACNA1H	52.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
CACNA1I	187.75	2.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
CACNA2D2	80.5													
CACNA2D4	94.5	3.0	5.0	0.0	2.0	5.0	5.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0
CACNB1	585.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CACNB2	419.75	1.0	0.0	0.0	0.0	0.0								
CACNB3	290.0	2.0	6.0	0.0	1.0	6.0	6.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0
CACNB4	321.75	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CACNG1	0.5													
CACNG2	0.0													
CACNG4	4.5													
CACNG8	333.75	1.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0
CACTIN	534.25													
CACUL1	1843.5													
CACYBP	1830.0	45.0	37.0	6.0	7.0	39.0	1.0	36.0	1.0	5.0	0.0	7.0	2.0	37.0
CACYBPP1	25.0													
CACYBPP2	0.0													
CAD	3433.0													
CADM1	110.25													
CADM2	0.0	6.0	0.0	0.0	0.0	0.0								
CADM4	16.25	1.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0
CADPS	319.0	3.0	3.0	1.0	2.0	4.0	3.0	0.0	1.0	0.0	2.0	0.0	4.0	0.0
CAGE1	23.5													
CALB1	620.75													
CALCB	11.5	1.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
CALCOCO1	2369.5	8.0	19.0	0.0	3.0	19.0								
CALCOCO2	2639.75	1.0	2.0	0.0	0.0	2.0								
CALCRL	275.0													
CALD1	80.25	37.0	22.0	5.0	1.0	23.0	4.0	18.0	3.0	2.0	0.0	1.0	4.0	19.0
CALHM1	12.25	3.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
CALHM2	153.0	4.0	7.0	0.0	0.0	7.0	7.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
CALHM5	11.0													
CALHM6	1.0													
CALM1	7368.5	21.0	45.0	12.0	8.0	42.0	2.0	43.0	0.0	12.0	0.0	8.0	2.0	40.0
CALM2	3044.5													
CALM2P2	57.75													
CALM2P3	3.25													
CALM2P4	0.0													
CALM3	2783.75													
CALML3	0.0													
CALML4	125.25	2.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
CALN1	79.75	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CALR	7698.75	3.0	15.0	8.0	3.0	8.0	15.0	0.0	8.0	0.0	3.0	0.0	8.0	0.0
CALR4P	32.75													
CALU	1455.0													
CAMK1	774.25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAMK1D	2499.25	1.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0
CAMK1G	3.75	15.0	13.0	0.0	1.0	13.0	7.0	6.0	0.0	0.0	1.0	0.0	7.0	6.0
CAMK2A	91.75													
CAMK2B	4.5	2.0	3.0	0.0	0.0	3.0								
CAMK2D	4417.25	3.0	2.0	0.0	0.0	2.0								
CAMK2G	1531.5	21.0	26.0	0.0	0.0	26.0	5.0	21.0	0.0	0.0	0.0	0.0	5.0	21.0
CAMK2N1	126.0	2.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
CAMK4	7156.25	9.0	20.0	1.0	2.0	21.0	10.0	10.0	1.0	0.0	2.0	0.0	11.0	10.0
CAMKK1	180.5	2.0	7.0	2.0	3.0	5.0	7.0	0.0	2.0	0.0	3.0	0.0	5.0	0.0
CAMKK2	1520.25													
CAMKMT	189.25													
CAMKV	15.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CAMLG	847.25	1.0	3.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0
CAMP	0.5													
CAMSAP1	2815.75	4.0	11.0	0.0	1.0	11.0	4.0	7.0	0.0	0.0	0.0	1.0	4.0	7.0
CAMSAP2	217.0													
CAMSAP3	18.25													
CAMTA1	256.75	1.0	0.0	0.0	0.0	0.0								
CAMTA2	1745.5	12.0	10.0	0.0	2.0	10.0	0.0	10.0	0.0	0.0	0.0	2.0	0.0	10.0
CAND1	3020.5													
CAND2	149.0	2.0	6.0	2.0	1.0	5.0	6.0	0.0	2.0	0.0	1.0	0.0	5.0	0.0
CANT1	425.25	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CANX	38732.0	19.0	9.0	0.0	3.0	9.0								
CAP1	5815.25													
CAP1P2	1.0													
CAP2	2.0													
CAP2P1	120.25													
CAPG	73.75	15.0	16.0	0.0	6.0	16.0	1.0	15.0	0.0	0.0	0.0	6.0	1.0	15.0
CAPN1	1476.25													
CAPN10	272.75													
CAPN12	46.25													
CAPN13	17.0													
CAPN14	15.25	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CAPN15	1420.25	4.0	16.0	0.0	4.0	16.0	16.0	0.0	0.0	0.0	4.0	0.0	16.0	0.0
CAPN2	2451.75	7.0	13.0	0.0	2.0	13.0	7.0	6.0	0.0	0.0	2.0	0.0	7.0	6.0
CAPN3	215.5													
CAPN5	133.25	2.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
CAPN6	0.0													
CAPN7	889.75	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CAPN8	6.0	5.0	0.0	0.0	0.0	0.0								
CAPNS1	4141.0	2.0	9.0	1.0	3.0	9.0	9.0	0.0	1.0	0.0	3.0	0.0	9.0	0.0
CAPRIN1	14751.0													
CAPRIN2	589.5	12.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0
CAPS	744.5	2.0	5.0	1.0	0.0	5.0	3.0	2.0	1.0	0.0	0.0	0.0	3.0	2.0
CAPS2	188.25	7.0	11.0	0.0	1.0	11.0	6.0	5.0	0.0	0.0	1.0	0.0	6.0	5.0
CAPSL	1.5	26.0	20.0	5.0	6.0	18.0	14.0	6.0	5.0	0.0	5.0	1.0	12.0	6.0
CAPZA1	3489.0													
CAPZA2	586.0													
CAPZB	1338.75	58.0	63.0	4.0	3.0	64.0	10.0	53.0	1.0	3.0	1.0	2.0	10.0	54.0
CARD10	0.5													
CARD11	1330.25	10.0	15.0	0.0	0.0	15.0	4.0	11.0	0.0	0.0	0.0	0.0	4.0	11.0
CARD14	573.0	5.0	0.0	0.0	0.0	0.0								
CARD16	85.75	23.0	20.0	0.0	0.0	20.0	5.0	15.0	0.0	0.0	0.0	0.0	5.0	15.0
CARD17	3.25													
CARD18	63.0	4.0	7.0	2.0	0.0	5.0	7.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0
CARD19	490.75	1.0	2.0	1.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0
CARD6	167.0	2.0	3.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0
CARD8	2802.25	4.0	10.0	0.0	3.0	10.0	10.0	0.0	0.0	0.0	3.0	0.0	10.0	0.0
CARD9	27.75													
CARF	554.0													
CARHSP1	1055.25	57.0	34.0	0.0	6.0	34.0	1.0	33.0	0.0	0.0	0.0	6.0	1.0	33.0
CARM1	1769.25													
CARM1P1	8.25													
CARMIL1	158.75													
CARMIL2	762.5													
CARMIL3	34.75													
CARNMT1	720.5	29.0	35.0	0.0	3.0	35.0								
CARNS1	264.25	10.0	38.0	1.0	7.0	36.0	4.0	34.0	0.0	1.0	2.0	5.0	4.0	32.0
CARS1	2690.5													
CARS2	812.25	1.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0
CASC1	26.75													
CASC3	8658.5	1.0	6.0	1.0	0.0	6.0	6.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0
CASC4	3505.25	2.0	4.0	0.0	1.0	4.0	1.0	3.0	0.0	0.0	0.0	1.0	1.0	3.0
CASC4P1	2.75													
CASD1	412.25	1.0	3.0	1.0	1.0	3.0	3.0	0.0	1.0	0.0	1.0	0.0	3.0	0.0
CASK	2992.75													
CASKIN1	5.75	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CASKIN2	80.75													
CASP1	317.0	52.0	29.0	0.0	0.0	29.0	4.0	25.0	0.0	0.0	0.0	0.0	4.0	25.0
CASP10	1189.5	41.0	40.0	2.0	7.0	40.0	2.0	38.0	0.0	2.0	0.0	7.0	2.0	38.0
CASP12	0.0													
CASP14	50.75													
CASP16P	328.5	6.0	24.0	1.0	9.0	23.0	24.0	0.0	1.0	0.0	9.0	0.0	23.0	0.0
CASP17P	72.25													
CASP1P2	6.5													
CASP2	5591.75	21.0	38.0	8.0	1.0	38.0								
CASP3	731.75													
CASP4	860.0	24.0	7.0	0.0	0.0	7.0								
CASP6	374.0	1.0	3.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0
CASP7	286.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0
CASP8	2632.75	33.0	61.0	2.0	13.0	62.0	5.0	56.0	1.0	1.0	3.0	10.0	5.0	57.0
CASP8AP2	781.75	5.0	9.0	0.0	0.0	9.0	1.0	8.0	0.0	0.0	0.0	0.0	1.0	8.0
CASP9	169.75													
CASQ1	28.5													
CASR	193.0													
CASS4	316.25	30.0	39.0	0.0	3.0	39.0	3.0	36.0	0.0	0.0	1.0	2.0	3.0	36.0
CAST	2831.25	18.0	16.0	0.0	1.0	16.0	1.0	15.0	0.0	0.0	1.0	0.0	1.0	15.0
CASTOR1	68.0													
CASTOR2	58.5													
CASTOR3	459.0													
CASZ1	500.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAT	396.0	1.0	1.0	0.0	1.0	1.0								
CATIP	357.25	10.0	23.0	4.0	4.0	21.0	12.0	11.0	4.0	0.0	3.0	1.0	10.0	11.0
CATSPER1	0.25													
CATSPER2	468.25													
CATSPER2P1	219.0													
