GeneName	Expression	enhancer_count	ATAC_count	H3K27ac_count	H3K4me3_count	RE_count	ATAC_ABC_count	ATAC_CHiCAGO_count	H3K27ac_ABC_count	H3K27ac_CHiCAGO_count	H3K4me3_ABC_count	H3K4me3_CHiCAGO_count	RE_ABC_count	RE_CHiCAGO_count	GeneName_MeanExpression
DUT	496.75	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DUT 496.75
DUXA	18.0	2.0	10.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	DUXA 18.0
DVL1	270.75	1.0	1.0	2.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	DVL1 270.75
DVL2	369.5	4.0	8.0	0.0	3.0	8.0	5.0	3.0	0.0	0.0	2.0	1.0	5.0	3.0	DVL2 369.5
DVL3	1144.75	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DVL3 1144.75
DYDC2	63.75	4.0	12.0	0.0	0.0	12.0	12.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	DYDC2 63.75
DYNAP	81.5	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DYNAP 81.5
DYNC1H1	13358.0	6.0	8.0	2.0	2.0	6.0	5.0	3.0	2.0	0.0	2.0	0.0	3.0	3.0	DYNC1H1 13358.0
DYNC1I1	22.75	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DYNC1I1 22.75
DYNC1I2	1718.25	17.0	32.0	0.0	2.0	32.0	6.0	26.0	0.0	0.0	1.0	1.0	6.0	26.0	DYNC1I2 1718.25
DYNC1LI1	1063.75	1.0	3.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	DYNC1LI1 1063.75
DYNLL2	3559.75	4.0	20.0	0.0	4.0	20.0	20.0	0.0	0.0	0.0	4.0	0.0	20.0	0.0	DYNLL2 3559.75
DYNLRB1	546.25	1.0	4.0	0.0	1.0	4.0	4.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	DYNLRB1 546.25
DYNLT1	1252.5	35.0	53.0	9.0	3.0	53.0	3.0	50.0	0.0	9.0	0.0	3.0	3.0	50.0	DYNLT1 1252.5
DYNLT3	554.25	1.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	DYNLT3 554.25
DYRK1B	80.25	4.0	9.0	0.0	3.0	9.0	3.0	6.0	0.0	0.0	1.0	2.0	3.0	6.0	DYRK1B 80.25
DYRK2	7836.5	25.0	39.0	0.0	2.0	39.0	4.0	35.0	0.0	0.0	2.0	0.0	4.0	35.0	DYRK2 7836.5
DYRK4	163.0	2.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	DYRK4 163.0
DZIP1	35.75	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DZIP1 35.75
E2F1	459.25	3.0	8.0	0.0	0.0	8.0	8.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	E2F1 459.25
E2F2	277.25	2.0	12.0	0.0	0.0	12.0	12.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	E2F2 277.25
E2F3	758.25	4.0	8.0	0.0	5.0	8.0	8.0	0.0	0.0	0.0	5.0	0.0	8.0	0.0	E2F3 758.25
E2F4	1767.25	20.0	43.0	0.0	7.0	43.0	2.0	41.0	0.0	0.0	0.0	7.0	2.0	41.0	E2F4 1767.25
E2F5	696.25	25.0	31.0	0.0	12.0	31.0	4.0	27.0	0.0	0.0	4.0	8.0	4.0	27.0	E2F5 696.25
E2F7	53.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	E2F7 53.0
EBF1	1.0	2.0	10.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	EBF1 1.0
EBF2	66.25	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	EBF2 66.25
EBF4	12.5	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	EBF4 12.5
EBLN2	991.25	16.0	18.0	0.0	0.0	18.0	5.0	13.0	0.0	0.0	0.0	0.0	5.0	13.0	EBLN2 991.25
ECE1	2962.75	5.0	5.0	0.0	0.0	5.0	2.0	3.0	0.0	0.0	0.0	0.0	2.0	3.0	ECE1 2962.75
ECHDC2	2270.75	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ECHDC2 2270.75
ECHDC3	11.0	22.0	23.0	0.0	1.0	23.0	4.0	19.0	0.0	0.0	0.0	1.0	4.0	19.0	ECHDC3 11.0
ECI1	113.0	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	ECI1 113.0
ECI2	393.25	5.0	5.0	1.0	1.0	5.0	3.0	2.0	1.0	0.0	1.0	0.0	3.0	2.0	ECI2 393.25
ECM1	14.5	2.0	17.0	4.0	2.0	15.0	17.0	0.0	4.0	0.0	2.0	0.0	15.0	0.0	ECM1 14.5
ECT2	612.25	8.0	8.0	0.0	1.0	8.0	0.0	8.0	0.0	0.0	0.0	1.0	0.0	8.0	ECT2 612.25
ECT2L	12.5	1.0	2.0	4.0	0.0	4.0	2.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	ECT2L 12.5
EDA2R	5.25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	EDA2R 5.25
EDAR	198.75	4.0	8.0	1.0	1.0	7.0	7.0	1.0	1.0	0.0	1.0	0.0	6.0	1.0	EDAR 198.75
EDARADD	108.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	EDARADD 108.0
EDC3	960.5	13.0	15.0	0.0	0.0	15.0	1.0	14.0	0.0	0.0	0.0	0.0	1.0	14.0	EDC3 960.5
EDEM2	198.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	EDEM2 198.0
EDEM3	1530.5	4.0	6.0	0.0	0.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	EDEM3 1530.5
EDF1	1314.5	1.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	EDF1 1314.5
EDN3	11.5	4.0	15.0	4.0	0.0	19.0	15.0	0.0	4.0	0.0	0.0	0.0	19.0	0.0	EDN3 11.5
EDNRB	5.25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	EDNRB 5.25
EEA1	913.5	14.0	15.0	0.0	0.0	15.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	15.0	EEA1 913.5
EED	2945.5	66.0	62.0	2.0	10.0	62.0	0.0	62.0	0.0	2.0	2.0	8.0	0.0	62.0	EED 2945.5
EEF1A2	37.0	2.0	7.0	1.0	0.0	6.0	7.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	EEF1A2 37.0
EEF2	32839.25	4.0	10.0	0.0	3.0	10.0	9.0	1.0	0.0	0.0	3.0	0.0	9.0	1.0	EEF2 32839.25
EEF2K	1276.25	8.0	21.0	6.0	4.0	18.0	9.0	12.0	3.0	3.0	3.0	1.0	6.0	12.0	EEF2K 1276.25
EFCAB1	3.5	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	EFCAB1 3.5
EFCAB10	132.0	3.0	5.0	2.0	4.0	4.0	5.0	0.0	2.0	0.0	4.0	0.0	4.0	0.0	EFCAB10 132.0
EFCAB12	220.25	3.0	5.0	0.0	1.0	5.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	5.0	EFCAB12 220.25
EFCAB13	99.5	4.0	16.0	4.0	8.0	12.0	16.0	0.0	4.0	0.0	8.0	0.0	12.0	0.0	EFCAB13 99.5
EFCAB5	87.75	67.0	58.0	2.0	4.0	57.0	6.0	52.0	1.0	1.0	2.0	2.0	5.0	52.0	EFCAB5 87.75
EFCC1	3.75	4.0	11.0	0.0	1.0	11.0	11.0	0.0	0.0	0.0	1.0	0.0	11.0	0.0	EFCC1 3.75
EFHB	137.25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	EFHB 137.25
EFHC1	276.0	17.0	20.0	0.0	1.0	20.0	12.0	8.0	0.0	0.0	0.0	1.0	12.0	8.0	EFHC1 276.0
EFHC2	18.25	2.0	8.0	0.0	0.0	8.0	8.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	EFHC2 18.25
EFHD1	19.25	2.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	EFHD1 19.25
EFHD2	1247.0	4.0	9.0	0.0	1.0	9.0	7.0	2.0	0.0	0.0	1.0	0.0	7.0	2.0	EFHD2 1247.0
EFNA1	39.5	1.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	EFNA1 39.5
EFNA3	14.5	3.0	11.0	0.0	1.0	11.0	11.0	0.0	0.0	0.0	1.0	0.0	11.0	0.0	EFNA3 14.5
EFNA4	110.5	7.0	21.0	0.0	1.0	21.0	13.0	8.0	0.0	0.0	1.0	0.0	13.0	8.0	EFNA4 110.5
EFNA5	29.75	2.0	9.0	0.0	0.0	9.0	9.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	EFNA5 29.75
EFNB1	211.75	2.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	EFNB1 211.75
EFNB2	4.75	5.0	6.0	0.0	2.0	6.0	5.0	1.0	0.0	0.0	2.0	0.0	5.0	1.0	EFNB2 4.75
EFR3A	1298.0	18.0	12.0	0.0	0.0	12.0	2.0	10.0	0.0	0.0	0.0	0.0	2.0	10.0	EFR3A 1298.0
EGLN1	546.25	47.0	27.0	0.0	6.0	27.0	3.0	24.0	0.0	0.0	2.0	4.0	3.0	24.0	EGLN1 546.25
EGLN2	1441.5	8.0	8.0	0.0	4.0	8.0	7.0	1.0	0.0	0.0	0.0	4.0	7.0	1.0	EGLN2 1441.5
EGLN3	48.5	2.0	3.0	1.0	1.0	2.0	3.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	EGLN3 48.5
EGR2	5327.0	9.0	16.0	0.0	4.0	16.0	8.0	8.0	0.0	0.0	4.0	0.0	8.0	8.0	EGR2 5327.0
EGR3	1978.75	3.0	13.0	0.0	5.0	13.0	13.0	0.0	0.0	0.0	5.0	0.0	13.0	0.0	EGR3 1978.75
EGR4	13.25	2.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	EGR4 13.25
EHD1	1325.5	8.0	27.0	1.0	0.0	28.0	6.0	21.0	0.0	1.0	0.0	0.0	6.0	22.0	EHD1 1325.5
EHMT1	2569.75	4.0	6.0	0.0	0.0	6.0	4.0	2.0	0.0	0.0	0.0	0.0	4.0	2.0	EHMT1 2569.75
EHMT2	1815.75	4.0	4.0	0.0	2.0	4.0	2.0	2.0	0.0	0.0	1.0	1.0	2.0	2.0	EHMT2 1815.75
EID2	90.75	13.0	15.0	1.0	5.0	15.0	6.0	9.0	1.0	0.0	2.0	3.0	6.0	9.0	EID2 90.75
EID2B	92.25	12.0	11.0	2.0	6.0	11.0	4.0	7.0	1.0	1.0	2.0	4.0	4.0	7.0	EID2B 92.25
EIF2AK1	2054.25	1.0	2.0	1.0	2.0	2.0	2.0	0.0	1.0	0.0	2.0	0.0	2.0	0.0	EIF2AK1 2054.25
EIF2AK2	1374.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	EIF2AK2 1374.0
EIF2B3	556.0	9.0	12.0	2.0	3.0	11.0	6.0	6.0	2.0	0.0	1.0	2.0	5.0	6.0	EIF2B3 556.0
EIF2D	1244.0	2.0	4.0	0.0	0.0	4.0	3.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0	EIF2D 1244.0
EIF2S2	1607.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	EIF2S2 1607.0
EIF3A	18364.25	3.0	10.0	0.0	1.0	10.0	8.0	2.0	0.0	0.0	0.0	1.0	8.0	2.0	EIF3A 18364.25
EIF3E	3785.75	3.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	EIF3E 3785.75
EIF3G	3121.0	4.0	14.0	2.0	0.0	13.0	14.0	0.0	2.0	0.0	0.0	0.0	13.0	0.0	EIF3G 3121.0
EIF3H	2957.0	8.0	6.0	0.0	1.0	6.0	0.0	6.0	0.0	0.0	0.0	1.0	0.0	6.0	EIF3H 2957.0
EIF3J	1496.25	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	EIF3J 1496.25
EIF3M	2060.75	1.0	3.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	EIF3M 2060.75
EIF4A1	5939.0	27.0	40.0	1.0	14.0	40.0	2.0	38.0	0.0	1.0	1.0	13.0	2.0	38.0	EIF4A1 5939.0
EIF4E3	1587.5	7.0	16.0	2.0	0.0	17.0	6.0	10.0	2.0	0.0	0.0	0.0	7.0	10.0	EIF4E3 1587.5
EIF4EBP2	3062.25	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	EIF4EBP2 3062.25
EIF4ENIF1	1060.0	21.0	19.0	1.0	3.0	18.0	6.0	13.0	1.0	0.0	2.0	1.0	5.0	13.0	EIF4ENIF1 1060.0
EIF4G3	4249.5	19.0	14.0	0.0	2.0	14.0	4.0	10.0	0.0	0.0	1.0	1.0	4.0	10.0	EIF4G3 4249.5
EIF4H	10533.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	EIF4H 10533.0
EIF5AL1	450.75	2.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	EIF5AL1 450.75
ELANE	2.25	5.0	16.0	2.0	0.0	15.0	16.0	0.0	2.0	0.0	0.0	0.0	15.0	0.0	ELANE 2.25
ELAVL2	51.25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ELAVL2 51.25
ELF1	3459.5	68.0	146.0	1.0	14.0	147.0	3.0	143.0	0.0	1.0	2.0	12.0	3.0	144.0	ELF1 3459.5
ELF4	1517.0	6.0	12.0	0.0	2.0	12.0	12.0	0.0	0.0	0.0	2.0	0.0	12.0	0.0	ELF4 1517.0
ELF5	79.75	4.0	7.0	4.0	0.0	8.0	7.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0	ELF5 79.75
ELFN1	5.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ELFN1 5.5
ELFN2	7.25	3.0	7.0	3.0	1.0	7.0	7.0	0.0	3.0	0.0	1.0	0.0	7.0	0.0	ELFN2 7.25
ELK3	2188.5	4.0	11.0	1.0	2.0	12.0	11.0	0.0	1.0	0.0	2.0	0.0	12.0	0.0	ELK3 2188.5
ELK4	23155.5	7.0	14.0	1.0	2.0	14.0	1.0	13.0	1.0	0.0	2.0	0.0	1.0	13.0	ELK4 23155.5
ELL	225.5	1.0	4.0	0.0	2.0	4.0	4.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	ELL 225.5
ELL3	37.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ELL3 37.0
ELMO1	5598.5	111.0	103.0	4.0	2.0	103.0	4.0	99.0	0.0	4.0	0.0	2.0	4.0	99.0	ELMO1 5598.5
ELMO2	1308.0	16.0	30.0	0.0	1.0	30.0	4.0	26.0	0.0	0.0	0.0	1.0	4.0	26.0	ELMO2 1308.0
ELMO3	34.5	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ELMO3 34.5
ELMOD1	250.75	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	ELMOD1 250.75
ELN	102.0	3.0	6.0	0.0	0.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	ELN 102.0
ELOF1	2768.0	4.0	6.0	0.0	1.0	6.0	2.0	4.0	0.0	0.0	1.0	0.0	2.0	4.0	ELOF1 2768.0
ELOVL4	63.25	8.0	9.0	0.0	1.0	9.0	5.0	4.0	0.0	0.0	1.0	0.0	5.0	4.0	ELOVL4 63.25
ELOVL5	1845.0	2.0	5.0	0.0	1.0	5.0	5.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	ELOVL5 1845.0
ELOVL6	487.75	8.0	22.0	0.0	6.0	22.0	17.0	5.0	0.0	0.0	6.0	0.0	17.0	5.0	ELOVL6 487.75
ELOVL7	172.25	3.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	ELOVL7 172.25
ELP3	1207.25	6.0	20.0	0.0	0.0	20.0	8.0	12.0	0.0	0.0	0.0	0.0	8.0	12.0	ELP3 1207.25
EMC3	479.75	42.0	59.0	0.0	9.0	59.0	12.0	47.0	0.0	0.0	4.0	5.0	12.0	47.0	EMC3 479.75
EMCN	87.75	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	EMCN 87.75
EMD	885.25	1.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	EMD 885.25
EMILIN1	12.75	2.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	EMILIN1 12.75
EML1	279.25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	EML1 279.25
EML6	202.5	3.0	4.0	1.0	3.0	4.0	2.0	2.0	0.0	1.0	2.0	1.0	2.0	2.0	EML6 202.5
EMP1	276.5	10.0	11.0	0.0	4.0	11.0	4.0	7.0	0.0	0.0	0.0	4.0	4.0	7.0	EMP1 276.5
EMP2	922.0	4.0	11.0	0.0	0.0	11.0	11.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	EMP2 922.0
EMP3	925.75	5.0	10.0	4.0	7.0	13.0	3.0	7.0	1.0	3.0	2.0	5.0	3.0	10.0	EMP3 925.75
ENAH	663.0	2.0	7.0	1.0	0.0	6.0	7.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	ENAH 663.0
ENC1	76.25	7.0	7.0	0.0	2.0	7.0	5.0	2.0	0.0	0.0	2.0	0.0	5.0	2.0	ENC1 76.25
ENDOD1	423.75	1.0	6.0	0.0	1.0	6.0	6.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	ENDOD1 423.75
ENDOU	2.75	3.0	7.0	0.0	0.0	7.0	7.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	ENDOU 2.75
ENDOV	240.25	2.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	ENDOV 240.25
ENG	298.0	1.0	5.0	0.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	ENG 298.0
ENHO	1.25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ENHO 1.25
ENO2	1245.5	1.0	4.0	0.0	1.0	4.0	4.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	ENO2 1245.5
ENOSF1	2624.5	1.0	1.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	ENOSF1 2624.5
ENOX1	2.75	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	ENOX1 2.75
ENPP2	42.5	9.0	6.0	0.0	1.0	6.0	2.0	4.0	0.0	0.0	0.0	1.0	2.0	4.0	ENPP2 42.5
ENPP4	258.25	3.0	10.0	0.0	1.0	10.0	2.0	8.0	0.0	0.0	1.0	0.0	2.0	8.0	ENPP4 258.25
ENPP5	27.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	ENPP5 27.0
ENPP6	95.75	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	ENPP6 95.75
ENSA	3307.0	11.0	49.0	9.0	9.0	45.0	2.0	47.0	0.0	9.0	0.0	9.0	2.0	43.0	ENSA 3307.0
ENTHD1	6.5	17.0	29.0	1.0	3.0	30.0	13.0	16.0	1.0	0.0	0.0	3.0	14.0	16.0	ENTHD1 6.5
ENTPD1	780.0	7.0	16.0	0.0	0.0	16.0	7.0	9.0	0.0	0.0	0.0	0.0	7.0	9.0	ENTPD1 780.0
ENTPD2	2.0	1.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	ENTPD2 2.0
ENTPD3	10.5	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	ENTPD3 10.5
ENTPD4	5006.25	1.0	3.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	ENTPD4 5006.25
EOMES	228.0	4.0	12.0	0.0	3.0	12.0	7.0	5.0	0.0	0.0	3.0	0.0	7.0	5.0	EOMES 228.0
EPAS1	289.5	3.0	8.0	0.0	1.0	8.0	1.0	7.0	0.0	0.0	1.0	0.0	1.0	7.0	EPAS1 289.5
EPB41	18583.25	14.0	14.0	0.0	0.0	14.0	1.0	13.0	0.0	0.0	0.0	0.0	1.0	13.0	EPB41 18583.25
EPB41L1	5.25	9.0	12.0	1.0	1.0	11.0	2.0	10.0	1.0	0.0	1.0	0.0	1.0	10.0	EPB41L1 5.25
EPB41L2	639.0	109.0	49.0	0.0	0.0	49.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	49.0	EPB41L2 639.0
EPB41L4A	1018.25	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	EPB41L4A 1018.25
EPB41L4B	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	EPB41L4B 4.0
EPB42	36.0	6.0	5.0	0.0	0.0	5.0	3.0	2.0	0.0	0.0	0.0	0.0	3.0	2.0	EPB42 36.0
EPDR1	12.75	1.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	EPDR1 12.75
EPG5	1168.5	27.0	28.0	0.0	0.0	28.0	2.0	26.0	0.0	0.0	0.0	0.0	2.0	26.0	EPG5 1168.5
EPHA1	148.0	5.0	12.0	4.0	0.0	12.0	8.0	4.0	4.0	0.0	0.0	0.0	8.0	4.0	EPHA1 148.0
EPHA3	1.75	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	EPHA3 1.75
EPHA4	423.5	15.0	15.0	0.0	3.0	15.0	12.0	3.0	0.0	0.0	3.0	0.0	12.0	3.0	EPHA4 423.5
EPHB1	42.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	EPHB1 42.5
EPHB2	29.75	2.0	3.0	2.0	0.0	2.0	3.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	EPHB2 29.75
EPHB4	130.5	1.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	EPHB4 130.5
EPHB6	213.0	4.0	13.0	8.0	4.0	14.0	13.0	0.0	8.0	0.0	4.0	0.0	14.0	0.0	EPHB6 213.0
EPHX1	242.0	2.0	7.0	1.0	0.0	6.0	7.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	EPHX1 242.0
EPHX2	261.25	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	EPHX2 261.25
EPHX3	1.5	3.0	18.0	6.0	6.0	9.0	18.0	0.0	6.0	0.0	6.0	0.0	9.0	0.0	EPHX3 1.5
EPHX4	16.5	3.0	5.0	2.0	2.0	4.0	5.0	0.0	2.0	0.0	2.0	0.0	4.0	0.0	EPHX4 16.5
EPM2A	936.25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	EPM2A 936.25
EPN1	2854.75	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	EPN1 2854.75
EPOP	1473.5	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	EPOP 1473.5
EPOR	37.75	2.0	7.0	0.0	0.0	7.0	7.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	EPOR 37.75
EPS15	2510.75	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	EPS15 2510.75
EPS8L1	26.75	1.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	EPS8L1 26.75
EPS8L2	41.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	EPS8L2 41.5
EPSTI1	1069.25	3.0	7.0	2.0	2.0	7.0	2.0	5.0	1.0	1.0	1.0	1.0	2.0	5.0	EPSTI1 1069.25
EPX	3.75	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	EPX 3.75
ERAL1	496.75	32.0	36.0	2.0	7.0	36.0	3.0	33.0	0.0	2.0	1.0	6.0	3.0	33.0	ERAL1 496.75
ERAP1	3026.0	17.0	20.0	0.0	0.0	20.0	3.0	17.0	0.0	0.0	0.0	0.0	3.0	17.0	ERAP1 3026.0
ERAP2	3543.25	113.0	109.0	6.0	6.0	111.0	3.0	106.0	0.0	6.0	0.0	6.0	3.0	108.0	ERAP2 3543.25
ERBB2	289.75	4.0	10.0	1.0	2.0	9.0	10.0	0.0	1.0	0.0	2.0	0.0	9.0	0.0	ERBB2 289.75
ERBIN	1729.5	64.0	43.0	1.0	5.0	44.0	2.0	41.0	0.0	1.0	2.0	3.0	2.0	42.0	ERBIN 1729.5
ERC1	2492.0	1.0	3.0	1.0	1.0	4.0	3.0	0.0	1.0	0.0	1.0	0.0	4.0	0.0	ERC1 2492.0
ERCC1	713.0	46.0	44.0	2.0	12.0	44.0	7.0	37.0	0.0	2.0	2.0	10.0	7.0	37.0	ERCC1 713.0
ERCC2	487.5	1.0	4.0	0.0	2.0	4.0	4.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	ERCC2 487.5
ERCC6L	130.25	2.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	ERCC6L 130.25
EREG	563.25	19.0	15.0	0.0	0.0	15.0	8.0	7.0	0.0	0.0	0.0	0.0	8.0	7.0	EREG 563.25
ERFE	8.75	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ERFE 8.75
