GeneName	Expression	enhancer_count	ATAC_count	H3K27ac_count	H3K4me3_count	RE_count	ATAC_ABC_count	ATAC_CHiCAGO_count	H3K27ac_ABC_count	H3K27ac_CHiCAGO_count	H3K4me3_ABC_count	H3K4me3_CHiCAGO_count	RE_ABC_count	RE_CHiCAGO_count	GeneName_MeanExpression
A1BG	474.0	2.0	2.0	0.0	3.0	2.0	2.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	A1BG 474.0
A1CF	5.166666666666667	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A1CF 5.166666666666667
A2MP1	4.833333333333333	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A2MP1 4.833333333333333
A4GALT	118.83333333333331	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	A4GALT 118.83333333333331
AACS	948.8333333333334	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	AACS 948.8333333333334
AADAT	3.6666666666666665	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AADAT 3.6666666666666665
AANAT	9.0	3.0	6.0	1.0	0.0	6.0	3.0	3.0	1.0	0.0	0.0	0.0	3.0	3.0	AANAT 9.0
AARD	81.83333333333333	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AARD 81.83333333333333
AARS2	349.1666666666667	2.0	4.0	0.0	1.0	4.0	4.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	AARS2 349.1666666666667
AATK	18.666666666666668	2.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	AATK 18.666666666666668
ABAT	285.0	2.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	ABAT 285.0
ABCA10	16.333333333333332	12.0	9.0	1.0	1.0	8.0	3.0	6.0	1.0	0.0	1.0	0.0	2.0	6.0	ABCA10 16.333333333333332
ABCA13	57.16666666666666	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ABCA13 57.16666666666666
ABCA2	268.6666666666667	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	ABCA2 268.6666666666667
ABCA5	1006.1666666666666	1.0	2.0	1.0	1.0	1.0	2.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	ABCA5 1006.1666666666666
ABCA8	38.333333333333336	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	ABCA8 38.333333333333336
ABCB1	3188.5	1.0	3.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	ABCB1 3188.5
ABCB11	34.0	11.0	3.0	0.0	0.0	3.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0	ABCB11 34.0
ABCB4	3.8333333333333335	1.0	3.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	ABCB4 3.8333333333333335
ABCB5	415.8333333333333	5.0	10.0	2.0	0.0	9.0	9.0	1.0	2.0	0.0	0.0	0.0	8.0	1.0	ABCB5 415.8333333333333
ABCB6	32.166666666666664	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	ABCB6 32.166666666666664
ABCB8	449.8333333333333	4.0	6.0	1.0	0.0	6.0	4.0	2.0	1.0	0.0	0.0	0.0	4.0	2.0	ABCB8 449.8333333333333
ABCB9	250.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ABCB9 250.0
ABCC1	2099.6666666666665	15.0	10.0	4.0	0.0	13.0	1.0	9.0	1.0	3.0	0.0	0.0	2.0	11.0	ABCC1 2099.6666666666665
ABCC11	28.0	2.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	ABCC11 28.0
ABCC13	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ABCC13 7.0
ABCC3	132.5	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ABCC3 132.5
ABCC6	145.83333333333334	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ABCC6 145.83333333333334
ABCC8	31.33333333333333	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ABCC8 31.33333333333333
ABCC9	185.33333333333331	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ABCC9 185.33333333333331
ABCF2	3702.3333333333335	2.0	6.0	2.0	1.0	7.0	6.0	0.0	2.0	0.0	1.0	0.0	7.0	0.0	ABCF2 3702.3333333333335
ABCF3	1657.3333333333333	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ABCF3 1657.3333333333333
ABCG1	213.66666666666663	27.0	20.0	3.0	0.0	20.0	2.0	18.0	0.0	3.0	0.0	0.0	2.0	18.0	ABCG1 213.66666666666663
ABCG2	291.0	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	ABCG2 291.0
ABHD11-AS1	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	ABHD11-AS1 1.0
ABHD12B	66.5	5.0	5.0	0.0	1.0	5.0	5.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	ABHD12B 66.5
ABHD15	4880.333333333333	2.0	2.0	10.0	2.0	8.0	2.0	0.0	10.0	0.0	2.0	0.0	8.0	0.0	ABHD15 4880.333333333333
ABHD16A	1019.3333333333334	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	ABHD16A 1019.3333333333334
ABHD17A	44.16666666666666	2.0	1.0	1.0	3.0	1.0	1.0	0.0	1.0	0.0	3.0	0.0	1.0	0.0	ABHD17A 44.16666666666666
ABHD4	1327.3333333333333	5.0	11.0	9.0	2.0	13.0	8.0	3.0	7.0	2.0	0.0	2.0	10.0	3.0	ABHD4 1327.3333333333333
ABRA	41.0	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	ABRA 41.0
ABT1	2059.833333333333	10.0	24.0	2.0	3.0	24.0	0.0	24.0	0.0	2.0	0.0	3.0	0.0	24.0	ABT1 2059.833333333333
ABTB2	55.5	1.0	2.0	1.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	ABTB2 55.5
ACACB	520.3333333333334	3.0	7.0	0.0	2.0	7.0	7.0	0.0	0.0	0.0	2.0	0.0	7.0	0.0	ACACB 520.3333333333334
ACADL	4.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ACADL 4.5
ACADM	1380.3333333333333	6.0	6.0	0.0	2.0	6.0	1.0	5.0	0.0	0.0	0.0	2.0	1.0	5.0	ACADM 1380.3333333333333
ACADVL	560.6666666666666	5.0	11.0	2.0	2.0	11.0	10.0	1.0	2.0	0.0	2.0	0.0	10.0	1.0	ACADVL 560.6666666666666
ACAN	31.5	1.0	2.0	1.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	ACAN 31.5
ACAP1	4487.666666666667	5.0	7.0	0.0	2.0	7.0	0.0	7.0	0.0	0.0	1.0	1.0	0.0	7.0	ACAP1 4487.666666666667
ACAT1	516.6666666666666	1.0	3.0	2.0	0.0	4.0	3.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	ACAT1 516.6666666666666
ACCS	583.6666666666666	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ACCS 583.6666666666666
ACE	38.16666666666666	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	ACE 38.16666666666666
ACE2	4.666666666666667	3.0	7.0	0.0	0.0	7.0	7.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	ACE2 4.666666666666667
ACER2	1.5	7.0	3.0	1.0	3.0	4.0	0.0	3.0	0.0	1.0	1.0	2.0	0.0	4.0	ACER2 1.5
ACO1	839.1666666666666	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	ACO1 839.1666666666666
ACOT1	53.333333333333336	2.0	1.0	4.0	0.0	3.0	1.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	ACOT1 53.333333333333336
ACOT11	480.3333333333333	3.0	3.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	ACOT11 480.3333333333333
ACOT4	25.83333333333333	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ACOT4 25.83333333333333
ACOT7	2524.6666666666665	18.0	27.0	4.0	2.0	30.0	1.0	26.0	1.0	3.0	0.0	2.0	1.0	29.0	ACOT7 2524.6666666666665
ACOX2	1.5	2.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	ACOX2 1.5
ACOX3	342.5	4.0	3.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	ACOX3 342.5
ACOXL	43.16666666666666	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ACOXL 43.16666666666666
ACP5	137.83333333333334	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	ACP5 137.83333333333334
ACSBG1	126.66666666666669	7.0	9.0	0.0	0.0	9.0	4.0	5.0	0.0	0.0	0.0	0.0	4.0	5.0	ACSBG1 126.66666666666669
ACSBG2	2.1666666666666665	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	ACSBG2 2.1666666666666665
ACSF2	99.33333333333331	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	ACSF2 99.33333333333331
ACSF3	683.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	ACSF3 683.0
ACSL6	57.333333333333336	14.0	7.0	2.0	1.0	7.0	3.0	4.0	0.0	2.0	0.0	1.0	3.0	4.0	ACSL6 57.333333333333336
ACSM1	8.333333333333334	1.0	3.0	2.0	0.0	3.0	3.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	ACSM1 8.333333333333334
ACSS3	4.333333333333333	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ACSS3 4.333333333333333
ACTA1	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ACTA1 4.0
ACTC1	2.1666666666666665	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ACTC1 2.1666666666666665
ACTG1	23252.166666666668	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	ACTG1 23252.166666666668
ACTG2	14.666666666666666	2.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	ACTG2 14.666666666666666
ACTN1	242.83333333333331	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ACTN1 242.83333333333331
ACTN4	938.5	5.0	6.0	6.0	1.0	10.0	0.0	6.0	0.0	6.0	1.0	0.0	0.0	10.0	ACTN4 938.5
ACTR3	5398.166666666667	1.0	1.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	ACTR3 5398.166666666667
ACVR1C	3.6666666666666665	8.0	9.0	3.0	1.0	11.0	3.0	6.0	2.0	1.0	0.0	1.0	4.0	7.0	ACVR1C 3.6666666666666665
ACVRL1	36.333333333333336	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ACVRL1 36.333333333333336
ACY3	6.166666666666667	2.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	ACY3 6.166666666666667
ADA	89.5	1.0	3.0	1.0	0.0	4.0	3.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	ADA 89.5
ADA2	1983.5	2.0	3.0	3.0	1.0	4.0	3.0	0.0	3.0	0.0	1.0	0.0	4.0	0.0	ADA2 1983.5
ADAD1	6.666666666666667	4.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	ADAD1 6.666666666666667
ADAD2	35.666666666666664	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	ADAD2 35.666666666666664
ADAM11	2.333333333333333	3.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	ADAM11 2.333333333333333
ADAM19	7094.333333333333	6.0	7.0	2.0	0.0	7.0	7.0	0.0	2.0	0.0	0.0	0.0	7.0	0.0	ADAM19 7094.333333333333
ADAM20	2.1666666666666665	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	ADAM20 2.1666666666666665
ADAM22	71.66666666666667	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	ADAM22 71.66666666666667
ADAM32	293.8333333333333	1.0	2.0	3.0	0.0	4.0	2.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	ADAM32 293.8333333333333
ADAM33	5.666666666666667	3.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	ADAM33 5.666666666666667
ADAM8	228.33333333333331	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	ADAM8 228.33333333333331
ADAMTS1	43.16666666666666	3.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	ADAMTS1 43.16666666666666
ADAMTS13	15.666666666666666	1.0	3.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	ADAMTS13 15.666666666666666
ADAMTS16	20.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ADAMTS16 20.0
ADAMTS17	30.83333333333333	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ADAMTS17 30.83333333333333
ADAMTS2	25.83333333333333	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ADAMTS2 25.83333333333333
ADAMTS4	322.0	4.0	7.0	5.0	3.0	8.0	7.0	0.0	5.0	0.0	3.0	0.0	8.0	0.0	ADAMTS4 322.0
ADAMTS6	6.833333333333333	12.0	7.0	2.0	3.0	7.0	2.0	5.0	1.0	1.0	1.0	2.0	3.0	4.0	ADAMTS6 6.833333333333333
ADAMTS8	7.333333333333333	17.0	9.0	1.0	2.0	10.0	7.0	2.0	1.0	0.0	2.0	0.0	8.0	2.0	ADAMTS8 7.333333333333333
ADAMTS9	3.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	ADAMTS9 3.0
ADAMTSL2	39.333333333333336	10.0	9.0	0.0	0.0	9.0	3.0	6.0	0.0	0.0	0.0	0.0	3.0	6.0	ADAMTSL2 39.333333333333336
ADAMTSL4	16.166666666666668	2.0	5.0	2.0	1.0	4.0	5.0	0.0	2.0	0.0	1.0	0.0	4.0	0.0	ADAMTSL4 16.166666666666668
ADAMTSL5	20.166666666666668	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	ADAMTSL5 20.166666666666668
ADAP1	93.5	4.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	ADAP1 93.5
ADAR	2773.1666666666665	4.0	2.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	ADAR 2773.1666666666665
ADARB2	218.16666666666663	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ADARB2 218.16666666666663
ADCY1	28.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ADCY1 28.5
ADCY2	98.16666666666669	1.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	ADCY2 98.16666666666669
ADCY4	33.833333333333336	2.0	6.0	0.0	0.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	ADCY4 33.833333333333336
ADCY6	430.1666666666667	2.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	ADCY6 430.1666666666667
ADCY7	1013.3333333333334	11.0	9.0	5.0	0.0	14.0	6.0	3.0	4.0	1.0	0.0	0.0	10.0	4.0	ADCY7 1013.3333333333334
ADGRD1	1069.8333333333333	13.0	8.0	3.0	0.0	8.0	0.0	8.0	0.0	3.0	0.0	0.0	0.0	8.0	ADGRD1 1069.8333333333333
ADGRE1	81.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	ADGRE1 81.0
ADGRE2	322.0	2.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	ADGRE2 322.0
ADGRE3	4.5	3.0	1.0	1.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	ADGRE3 4.5
ADGRE5	6930.5	4.0	9.0	7.0	4.0	13.0	9.0	0.0	7.0	0.0	4.0	0.0	13.0	0.0	ADGRE5 6930.5
ADGRF2	4.833333333333333	4.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	ADGRF2 4.833333333333333
ADGRG3	3121.5	1.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	ADGRG3 3121.5
ADGRG5	171.5	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ADGRG5 171.5
ADH4	16.833333333333332	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ADH4 16.833333333333332
ADHFE1	286.6666666666667	2.0	5.0	0.0	1.0	5.0	4.0	1.0	0.0	0.0	1.0	0.0	4.0	1.0	ADHFE1 286.6666666666667
ADIPOQ	82.83333333333333	8.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	ADIPOQ 82.83333333333333
ADIRF	2.6666666666666665	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	ADIRF 2.6666666666666665
ADM2	32.833333333333336	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	ADM2 32.833333333333336
ADNP	5364.0	48.0	11.0	34.0	0.0	23.0	0.0	11.0	0.0	34.0	0.0	0.0	0.0	23.0	ADNP 5364.0
ADO	102.33333333333331	3.0	8.0	4.0	1.0	8.0	8.0	0.0	4.0	0.0	1.0	0.0	8.0	0.0	ADO 102.33333333333331
ADORA1	9.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ADORA1 9.0
ADORA2A	88.0	4.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	ADORA2A 88.0
ADORA2B	12.166666666666666	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	ADORA2B 12.166666666666666
ADPRH	172.83333333333334	1.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	ADPRH 172.83333333333334
ADPRHL1	51.16666666666666	3.0	12.0	0.0	0.0	12.0	12.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	ADPRHL1 51.16666666666666
ADRA1A	114.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ADRA1A 114.0
ADRB2	62.0	32.0	18.0	3.0	4.0	19.0	2.0	16.0	1.0	2.0	1.0	3.0	3.0	16.0	ADRB2 62.0
ADRB3	4.833333333333333	2.0	3.0	2.0	0.0	4.0	3.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	ADRB3 4.833333333333333
ADTRP	47.333333333333336	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	ADTRP 47.333333333333336
AEBP1	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AEBP1 2.0
AEN	394.5	3.0	8.0	0.0	0.0	8.0	8.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	AEN 394.5
AFAP1L1	819.3333333333334	3.0	3.0	0.0	0.0	3.0	2.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	AFAP1L1 819.3333333333334
AFF2	41.333333333333336	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AFF2 41.333333333333336
AFF3	2125.0	30.0	21.0	15.0	1.0	36.0	1.0	20.0	2.0	13.0	0.0	1.0	3.0	33.0	AFF3 2125.0
AFMID	557.8333333333334	3.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	AFMID 557.8333333333334
AGAP2	907.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	AGAP2 907.0
AGAP5	122.33333333333331	1.0	6.0	0.0	0.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	AGAP5 122.33333333333331
AGAP6	537.3333333333334	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	AGAP6 537.3333333333334
AGBL1	16.166666666666668	1.0	3.0	2.0	2.0	3.0	3.0	0.0	2.0	0.0	2.0	0.0	3.0	0.0	AGBL1 16.166666666666668
AGBL2	112.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AGBL2 112.0
AGBL3	113.5	9.0	4.0	2.0	2.0	3.0	1.0	3.0	0.0	2.0	0.0	2.0	1.0	2.0	AGBL3 113.5
AGFG1	1350.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	AGFG1 1350.0
AGGF1	269.3333333333333	1.0	5.0	1.0	2.0	5.0	5.0	0.0	1.0	0.0	2.0	0.0	5.0	0.0	AGGF1 269.3333333333333
AGK	1755.6666666666667	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	AGK 1755.6666666666667
AGMAT	121.33333333333331	1.0	4.0	0.0	1.0	4.0	4.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	AGMAT 121.33333333333331
AGMO	23.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AGMO 23.5
AGO2	1757.3333333333333	2.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	AGO2 1757.3333333333333
AGO4	576.3333333333334	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	AGO4 576.3333333333334
AGPAT4	249.83333333333331	4.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	AGPAT4 249.83333333333331
AGRN	31.666666666666668	2.0	5.0	0.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	AGRN 31.666666666666668
AGRP	5.833333333333333	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	AGRP 5.833333333333333
AGTRAP	8.333333333333334	3.0	4.0	0.0	2.0	4.0	4.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	AGTRAP 8.333333333333334
AGXT	83.5	4.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	AGXT 83.5
AHCYL2	166.83333333333334	16.0	8.0	0.0	1.0	8.0	1.0	7.0	0.0	0.0	0.0	1.0	1.0	7.0	AHCYL2 166.83333333333334
AHDC1	486.3333333333333	3.0	4.0	0.0	1.0	4.0	4.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	AHDC1 486.3333333333333
AHNAK	1320.5	6.0	8.0	7.0	0.0	12.0	3.0	5.0	1.0	6.0	0.0	0.0	3.0	9.0	AHNAK 1320.5
AHR	4801.0	20.0	18.0	14.0	0.0	24.0	1.0	17.0	3.0	11.0	0.0	0.0	3.0	21.0	AHR 4801.0
AHRR	90.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AHRR 90.0
AHSG	4.833333333333333	2.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	AHSG 4.833333333333333
AHSP	2.0	5.0	6.0	0.0	0.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	AHSP 2.0
AICDA	64.33333333333333	3.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	AICDA 64.33333333333333
AIF1	53.833333333333336	4.0	3.0	0.0	0.0	3.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0	AIF1 53.833333333333336
AIF1L	18.5	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AIF1L 18.5
AIFM1	764.5	4.0	4.0	0.0	0.0	4.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	AIFM1 764.5
AIFM2	380.1666666666667	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	AIFM2 380.1666666666667
AIFM3	2.1666666666666665	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AIFM3 2.1666666666666665
AIM2	15.333333333333334	4.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	AIM2 15.333333333333334
AIP	1861.1666666666667	8.0	8.0	2.0	4.0	10.0	5.0	3.0	2.0	0.0	3.0	1.0	7.0	3.0	AIP 1861.1666666666667
AIPL1	60.16666666666666	4.0	2.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	AIPL1 60.16666666666666
AIRE	7.166666666666667	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	AIRE 7.166666666666667
AJAP1	12.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	AJAP1 12.0
