Spearman_corr	Spearman_pval	Pearson_corr	Pearson_pval	Feature
0.27937861791339996	6.777208971305243e-176	0.036078069706199825	0.00034396168967163653	ATAC
0.1422747597053285	1.145534187170853e-45	0.029814582233817707	0.0030969992318726656	H3K27ac
0.30340845490608254	1.2385893145269133e-208	0.02774897765476241	0.005906464525545333	H3K4me3
0.2823666668036007	8.57249043623812e-180	0.03617477086297157	0.00033153940361371347	RE
