Spearman_corr	Spearman_pval	Pearson_corr	Pearson_pval	Feature
0.33104106712644715	2.8604758712347305e-205	0.14148336119012486	2.7298242103771056e-37	ATAC
0.349560478110699	3.178433497823901e-230	0.1334921205797362	2.386264812751479e-33	H3K27ac
0.34251921183285755	1.5558167402294379e-220	0.13490774225155536	4.972726965438077e-34	H3K4me3
0.35465762025349723	2.1409656353907502e-237	0.1429195863198302	5.044036777477386e-38	RE
