Spearman_corr	Spearman_pval	Pearson_corr	Pearson_pval	Feature
0.2660172646367453	5.186939110211164e-56	0.03135135985253087	0.06797570931214393	ATAC
0.1960458175047135	1.018714538368217e-30	0.029479948366153953	0.08613059880609011	H3K27ac
0.21709177927353004	1.9126922585083957e-37	0.014891159607149193	0.38608075191410574	H3K4me3
0.26599882440314326	5.2809025060432895e-56	0.03124332162960161	0.06893048384256487	RE
