Spearman_corr	Spearman_pval	Pearson_corr	Pearson_pval	Feature
0.3521409637504231	9.439395126677914e-242	0.034206947999590884	0.0017933827530346525	ATAC
0.23852381544934384	4.304932139691066e-108	0.025245260651873908	0.021215520685642066	H3K27ac
0.3045210806444118	2.9266535575470154e-178	0.02077102271312633	0.0580040897463925	H3K4me3
0.35381888031755765	3.356358118825547e-244	0.034210440283231225	0.0017914404317187853	RE
