Spearman_corr	Spearman_pval	Pearson_corr	Pearson_pval	Feature
0.35554546491782474	6.249883069571022e-209	0.13830906068346113	2.010053950004935e-31	ATAC
0.3654338880811965	1.7995289738036032e-221	0.11941737048230511	8.640674576196477e-24	H3K27ac
0.33045225021118246	4.591659908796458e-179	0.12840347478497494	2.8027397445762285e-27	H3K4me3
0.3813915780782307	1.1510830806423735e-242	0.13461827103362073	7.658319662849706e-30	RE
