Spearman_corr	Spearman_pval	Pearson_corr	Pearson_pval	Feature
0.22763765851926396	2.4931710668821832e-67	0.03947247442512428	0.0029996898258082797	ATAC
0.11497460492919678	4.326785138896222e-18	0.02481782547474686	0.06211019034921861	H3K27ac
0.167422939177913	8.403177441701674e-37	0.028969285332167777	0.029429332272593717	H3K4me3
0.2297869674650744	1.318675887662149e-68	0.039183166822763044	0.0032191125232572367	RE
