baitID	oeID	distance	ABC.Score	score	merged_score
243027	243072	174171	0	5.28127333056383	5.28127333056383
243046	243007	-135976	0	5.75007623781518	5.75007623781518
243070	243010	-232552	0.00577	6.90981955190578	6.90981955190578
243070	243018	-196745	0.00585	5.16202170974319	5.16202170974319
243070	243024	-178735	0	6.18179465046389	6.18179465046389
243070	243025	-174814	0	6.11405983337153	6.11405983337153
243070	243027	-173223	0	5.81962631278362	5.81962631278362
243070	243068	-4547	0.008509	7.08272229273204	7.08272229273204
243089	243110	87618	0	7.21531151277432	7.21531151277432
243089	243111	92698	0	5.29839447535878	5.29839447535878
243089	243122	136664	0	5.4876182610479	5.4876182610479
243109	243119	36115	0	6.38932871412195	6.38932871412195
243116	243090	-111610	0	5.01223589355718	5.01223589355718
243116	243110	-26901	0	5.52840237256285	5.52840237256285
243118	243110	-29868	0	7.48202880725148	7.48202880725148
243118	243129	46986	0	5.87093623937859	5.87093623937859
243118	243139	87912	0	5.80458096853731	5.80458096853731
243154	243090	-274992	0	5.28443813637104	5.28443813637104
243265	243279	43879	0	5.29298521499229	5.29298521499229
243265	243280	47519	0	5.02106208209007	5.02106208209007
243265	243305	157130	0	5.11776263797614	5.11776263797614
243281	243305	107873	0	6.23054000987929	6.23054000987929
243290	243280	-41078	0	5.95018250438063	5.95018250438063
243306	243279	-116010	0	5.24120462866662	5.24120462866662
243306	243288	-75375	0	5.31203773141081	5.31203773141081
243306	243291	-68173	0	5.95090641108923	5.95090641108923
243310	243282	-119123	0	5.13488178108766	5.13488178108766
243310	243320	45745	0	6.05920228509351	6.05920228509351
243310	243515	789672	0	5.18793576434991	5.18793576434991
243316	243311	-23727	0	9.70704644631358	9.70704644631358
243316	243352	139946	0	5.98234810832656	5.98234810832656
243316	243380	245381	0	11.6515767994243	11.6515767994243
243316	243515	762777	0	5.10728569639326	5.10728569639326
243316	243551	913606	0	7.89065576728069	7.89065576728069
243321	243380	224534	0	6.14267100407058	6.14267100407058
243321	255617		0	5.21484520445363	5.21484520445363
243327	243352	95095	0	6.60767580407499	6.60767580407499
243327	243365	146742	0	5.17960441180147	5.17960441180147
243327	243371	168602	0	5.78109726893275	5.78109726893275
243327	243375	182325	0	6.94063294819116	6.94063294819116
243327	243380	200530	0	8.48987617526808	8.48987617526808
243327	243408	314446	0	5.10862196968517	5.10862196968517
243359	243345	-56173	0	5.13978897874681	5.13978897874681
243359	243380	76342	0	5.18204532587715	5.18204532587715
24336	24341	27897	0.04253	0	5.1
24336	24342	27897	0.04253	0	5.1
243370	243360	-36774	0	5.71795713573596	5.71795713573596
243370	243380	35951	0	5.81112283321504	5.81112283321504
243374	243380	21239	0	6.01541733845267	6.01541733845267
243379	243316	-242690	0	7.6540639020374	7.6540639020374
243379	243320	-223840	0	6.40224176833172	6.40224176833172
243379	243327	-197839	0	5.57821285777819	5.57821285777819
243379	243340	-147319	0	5.06202476245905	5.06202476245905
243391	243380	-46782	0	5.17615892014974	5.17615892014974
243413	243408	-19955	0	5.13281541961409	5.13281541961409
243413	243424	47948	0.042468	0.445063928213275	5.1
243413	243425	50104	0.042468	1.94166411639801	5.1
243413	243426	52843	0.042468	2.5846627451727	5.1
243423	243424	4767	0.056683	0	5.1
243423	243425	4461	0.056683	0.191754053602061	5.1
243423	243426	7200	0.056683	1.05076857368143	5.1
243425	243414	-47192	0	5.5226484416585	5.5226484416585
243427	243424	7782	0.059414	0	5.1
243427	243425	7782	0.059414	0	5.1
243427	243426	7782	0.059414	0	5.1
243429	243424	-13290	0.059437	0.436202124827207	5.1
243429	243425	-11134	0.059437	0.08715716051152	5.1
243429	243426	-8395	0.059437	0.374686041019652	5.1
243434	243424	30132	0.059337	0	5.1
243434	243425	30132	0.059337	0	5.1
243434	243426	30132	0.059337	0	5.1
243451	243320	-507366	0	6.2248877066663	6.2248877066663
243478	243515	149730	0	5.12203313406253	5.12203313406253
243485	256347		0	6.00278448417011	6.00278448417011
24349	24341	-38504	0.036846	6.13354864346114	6.13354864346114
24349	24344	-22304	0	8.00367097313052	8.00367097313052
24349	24346	-11681	0	5.87078148277901	5.87078148277901
24349	24354	17017	0	5.64920756940582	5.64920756940582
2434	2440	27903.5	0.040838	0	5.1
243514	243482	-129039	0.008709	5.57604319077108	5.57604319077108
243516	243480	-144077	0	8.2930669375922	8.2930669375922
243516	243481	-138831	0	5.69499025927351	5.69499025927351
243516	243482	-133507	0	24.9515190379785	24.9515190379785
243516	243483	-128108	0	5.34749368909459	5.34749368909459
24352	24341	-46545	0	5.41646299399152	5.41646299399152
24352	24346	-19722	0	5.679738598499	5.679738598499
24352	24354	8976	0	7.65646924909187	7.65646924909187
24352	24355	14740	0	6.11491946869277	6.11491946869277
243566	243580	38926	0.044113	0	5.1
243567	243580	36616	0.044367	0.396339238002375	5.1
243576	243580	12523	0.058194	0.405514838990146	5.1
243579	243580	5462	0.044329	0	5.1
243583	243580	7122	0.049766	0	5.1
243616	243610	-19351	0.040571	0.48532393382495	5.1
243618	243636	51706	0	5.63408699625212	5.63408699625212
243618	243638	56131	0	17.5020375664388	17.5020375664388
243618	243639	61503	0	15.9754854262255	15.9754854262255
243625	243619	-21205	0	5.39840347158248	5.39840347158248
243625	243638	31949	0	8.45986986810739	8.45986986810739
243652	243645	35015.5	0.046588	0	5.1
243652	243646	35015.5	0.046588	0	5.1
243652	244255	3176663.5	0.074989	0	5.1
243692	243770	390486	0	5.28629557919516	5.28629557919516
243692	243772	401007	0	5.40264199337665	5.40264199337665
243695	243690	-12789	0	6.74679118915331	6.74679118915331
243695	243700	6326	0	5.72642822625703	5.72642822625703
243695	243732	171530	0	8.66021081991431	8.66021081991431
243695	243737	197998	0	6.71691751238499	6.71691751238499
243695	243775	409407	0	7.38601530243731	7.38601530243731
243695	243780	419661	0	7.34865656185194	7.34865656185194
243698	243733	173998.5	0.04037	0	5.1
243698	244255	2959154.5	0.058153	0	5.1
243699	243733	173657	0.041839	0.867720701834025	5.1
243699	244255	2958383.5	0.060054	0	5.1
243705	243700	-19481	0	5.44336320092443	5.44336320092443
243706	244255	2934943.5	0.04328	0	5.1
24373	24369	-6250	0	6.51728647449953	6.51728647449953
243777	243700	-408728	0	5.05871444992925	5.05871444992925
243779	243690	-429154	0	7.44962507114165	7.44962507114165
243779	243693	-421439	0	8.6821038074435	8.6821038074435
243779	243694	-417714	0	6.01450199094639	6.01450199094639
243779	243696	-415286	0	12.5905009644103	12.5905009644103
243779	243700	-410039	0	36.3279201222565	36.3279201222565
243779	243701	-404672	0	6.16167174360254	6.16167174360254
243779	243732	-244835	0	12.2463242384127	12.2463242384127
243779	243737	-218367	0.016894	8.42947605180454	8.42947605180454
243779	243769	-39105	0.1073	0.942941008027019	5.1
243779	243774	-13042	0.046032	0.597672665089776	5.1
243779	243776	-2523	0.089067	0.0139009705442206	5.1
243779	243777	-1311	0.089067	0.00008867157126069	5.1
243779	244255	2544800	0.041767	0	5.1
243820	243769	268588	0.045165	0	5.1
243820	244255	2317800.5	0.075581	0	5.1
24390	24392	9557	0	6.17589609512709	6.17589609512709
24390	24393	15004	0	6.25718484989519	6.25718484989519
243916	243769	-774594	0.046845	0	5.1
243916	244255	1809791.5	0.090755	0	5.1
243979	244255	1478704.5	0.094267	0	5.1
244091	244149	314087	0.044481	0.855248357445686	5.1
244091	244255	891938.5	0.088509	0	5.1
24421	24442	106910	0.075851	0	5.1
24421	24443	106910	0.075851	0	5.1
24421	24444	106910	0.075851	0	5.1
244237	244250	69833	0.041593	0	5.1
244237	244255	97225.5	0.19845	0	5.1
244237	244258	113403	0.041888	0	5.1
244237	244263	142562	0.045353	0	5.1
244284	244255	-155616	0.096253	7.66529010619823	7.66529010619823
244284	244258	-139053	0.023598	5.76887277821611	5.76887277821611
244284	244287	4338	0	5.58496342574742	5.58496342574742
244284	244320	177555	0	8.11421967886088	8.11421967886088
244284	244328	200806	0	5.11553884772452	5.11553884772452
244286	244252	171272	0.042985	0	5.1
244286	244253	-168346	0.042985	1.0586740673981	5.1
244286	244255	-156904	0.074714	1.03643148315186	5.1
244286	244312	137013	0.06492	0.97237645907341	5.1
244286	244313	139817	0.06492	1.13786467814367	5.1
244313	244255	-296721	0.046707	1.2803327539687	5.1
244313	244312	1015	0.071398	0	5.1
244313	244316	15088	0.078965	0.273836763620745	5.1
244313	244317	20293	0.078965	0.150306544574607	5.1
244320	244255	335119.5	0.043021	0	5.1
244320	244255	335134.5	0.043074	0	5.1
244320	244312	39807	0.055727	0	5.1
244320	244312	39822	0.055786	0	5.1
244320	244313	39807	0.055727	0	5.1
244320	244313	39822	0.055786	0	5.1
244320	244316	21914.5	0.075723	0	5.1
244320	244316	21929.5	0.075805	0	5.1
244320	244317	21914.5	0.075723	0	5.1
244320	244317	21929.5	0.075805	0	5.1
244327	244255	352010.5	0.042597	0	5.1
244327	244312	-58762	0.045656	4.80975993202393	5.1
244327	244313	-55958	0.045656	0.645278752060739	5.1
244327	244316	-40870	0.061029	0.370757872015298	5.1
244327	244317	-35665	0.061029	0.316154284439292	5.1
244327	244320	-19508	0	6.45056671262464	6.45056671262464
244327	244343	76114	0.045446	0.68922814218618	5.1
244332	244255	-372409	0.040025	1.45065501945947	5.1
244332	244316	58374.5	0.045956	0	5.1
244332	244317	58374.5	0.045956	0	5.1
244332	244343	56384	0.05493	0.691796685578667	5.1
2444	2440	-14804	0.047106	0.350592648485396	5.1
244935	244928	-38947	0.013626	5.44270413505626	5.44270413505626
244935	244937	8758	0	8.99625129092085	8.99625129092085
244935	244940	15238	0	6.45624382459006	6.45624382459006
244935	244955	79784	0.019169	5.84010903108605	5.84010903108605
244935	244968	143035	0.022029	9.53175604319595	9.53175604319595
244939	244928	-51081	0.011015	11.5765483584333	11.5765483584333
244939	244929	-45816	0	10.3964062532671	10.3964062532671
244939	244930	-39962	0	6.97767342440519	6.97767342440519
244939	244931	-33038	0	7.62083790976854	7.62083790976854
244939	244934	-15766	0	13.794006390448	13.794006390448
244939	244936	-8394	0	6.4917537643738	6.4917537643738
244939	244937	-3376	0	22.7696240880309	22.7696240880309
244939	244941	8478	0	13.6410038684144	13.6410038684144
244939	244942	13860	0	5.12445669231586	5.12445669231586
244939	244944	24264	0	10.4555848419117	10.4555848419117
244939	244945	30178	0.035261	22.4192246162639	22.4192246162639
244939	244946	36053	0	12.2709796909368	12.2709796909368
244939	244949	43126	0	14.3859088046454	14.3859088046454
244939	244950	48614	0.019167	9.04385597683958	9.04385597683958
244939	244953	57603	0	6.51857870873467	6.51857870873467
244939	244954	62636	0	7.84015919701232	7.84015919701232
244939	244955	67650	0.02056	13.4969851570573	13.4969851570573
244939	244956	72672	0	9.54272194304395	9.54272194304395
244939	244957	77917	0	8.30967415535288	8.30967415535288
244939	244958	83439	0	13.6496866327941	13.6496866327941
244939	244960	93782	0	6.6808902362496	6.6808902362496
244939	244963	103090	0	7.9955582415874	7.9955582415874
244939	244964	108309	0	5.3809402697125	5.3809402697125
244939	244966	119454	0	8.90264982118545	8.90264982118545
244939	244967	125403	0	9.16977852388785	9.16977852388785
244939	244968	130901	0.022905	23.7260389140652	23.7260389140652
244939	244969	136565	0	18.2534519950825	18.2534519950825
244939	244970	141874	0	5.42752618972599	5.42752618972599
244939	244971	147036	0	7.92368374015512	7.92368374015512
244939	244973	157686	0	5.7096356971693	5.7096356971693
244939	244974	162767	0	9.39774512462485	9.39774512462485
244939	244975	167911	0	8.52006987578105	8.52006987578105
244939	244976	173550	0	6.23940664006405	6.23940664006405
244948	244937	-42906	0	6.1981434780111	6.1981434780111
244948	244940	-36426	0	7.35751925581405	7.35751925581405
244948	244941	-31052	0	9.28816202044129	9.28816202044129
244948	244944	-15266	0	9.09594841013715	9.09594841013715
244948	244945	-9352	0.036963	16.4084010875827	16.4084010875827
244948	244946	-3477	0	9.8596293418168	9.8596293418168
244948	244950	9084	0.030147	7.33687877136126	7.33687877136126
244948	244953	18073	0	7.2586015488936	7.2586015488936
244948	244954	23106	0	10.9266459883435	10.9266459883435
244948	244955	28120	0.034367	13.0669076701098	13.0669076701098
244948	244957	38387	0	7.5775506352015	7.5775506352015
244948	244958	43909	0	6.39030749834927	6.39030749834927
244948	244960	54252	0	6.08229473477127	6.08229473477127
244948	244963	63560	0	7.93277972280807	7.93277972280807
244948	244964	68779	0	5.73810409351405	5.73810409351405
244948	244966	79924	0	7.74112372450485	7.74112372450485
244948	244967	85873	0	9.52627467075457	9.52627467075457
244948	244968	91371	0.029937	16.287805815351	16.287805815351
244948	244969	97035	0	15.2325944987178	15.2325944987178
244948	244971	107506	0	9.19612204955754	9.19612204955754
244948	244975	128381	0	9.97016028548315	9.97016028548315
244948	244978	145345	0	5.0865354197533	5.0865354197533
244952	244937	-58287	0	7.27909140304398	7.27909140304398
244952	244940	-51807	0	7.56381675174654	7.56381675174654
244952	244944	-30647	0	5.45930243617846	5.45930243617846
244952	244945	-24733	0	11.2932655571758	11.2932655571758
244952	244946	-18858	0	6.60439389623443	6.60439389623443
244952	244949	-11785	0	7.92477838741659	7.92477838741659
244952	244950	-6297	0	5.51256061315528	5.51256061315528
244952	244954	7725	0	9.12313802159391	9.12313802159391
244952	244955	12739	0	8.18237811259138	8.18237811259138
244952	244957	23006	0	5.90745762443855	5.90745762443855
244952	244958	28528	0	8.93914715104744	8.93914715104744
244952	244960	38871	0	6.62852345169136	6.62852345169136
244952	244966	64543	0	5.7486997004255	5.7486997004255
244952	244967	70492	0	6.12649998139928	6.12649998139928
244952	244968	75990	0	8.73921317352334	8.73921317352334
244952	244969	81654	0	5.80484277237024	5.80484277237024
244962	244940	-97217	0	6.33965017962934	6.33965017962934
244962	244941	-91843	0	5.05168108704067	5.05168108704067
244962	244944	-76057	0	7.64515826513765	7.64515826513765
244962	244945	-70143	0	7.14676237670684	7.14676237670684
244962	244949	-57195	0	9.04039709298447	9.04039709298447
244962	244957	-22404	0	5.65708978518328	5.65708978518328
244962	244958	-16882	0	7.55702896753579	7.55702896753579
244962	244960	-6539	0	5.50837902986868	5.50837902986868
244962	244966	19133	0	6.51878220470057	6.51878220470057
244962	244968	30580	0	6.57587760812191	6.57587760812191
245211	245207	24752	0.040921	0	5.1
245259	245249	57863.5	0.064955	0	5.1
245259	245252	39858.5	0.088225	0	5.1
245278	245242	-189907	0	8.30308863083695	8.30308863083695
245280	245193	-450928	0.008074	6.09653836907101	6.09653836907101
245280	245193	-450928	0.008094	6.09653836907101	6.09653836907101
245280	245202	-403420	0	7.15505231086595	7.15505231086595
245280	245206	-382164	0.004866	8.22262740383032	8.22262740383032
245280	245206	-382164	0.004878	8.22262740383032	8.22262740383032
245280	245207	-376989	0.004866	6.81269959392957	6.81269959392957
245280	245207	-376989	0.016586	6.81269959392957	6.81269959392957
245280	245207	-376989	0.004878	6.81269959392957	6.81269959392957
245280	245207	-376989	0.016627	6.81269959392957	6.81269959392957
245280	245208	-371665	0.005264	9.35691300675374	9.35691300675374
245280	245208	-371665	0.005277	9.35691300675374	9.35691300675374
245280	245209	-366435	0.007612	5.73692960125396	5.73692960125396
245280	245209	-366435	0.007631	5.73692960125396	5.73692960125396
245280	245211	-355726	0	5.53064342918736	5.53064342918736
245280	245212	-350597	0	6.61504871972738	6.61504871972738
245280	245213	-345508	0.006727	6.73379388163006	6.73379388163006
245280	245213	-345508	0.006743	6.73379388163006	6.73379388163006
245280	245220	-309357	0	6.41491134964417	6.41491134964417
245280	245221	-304055	0.025093	10.9069118468709	10.9069118468709
245280	245221	-304055	0.025155	10.9069118468709	10.9069118468709
245280	245222	-298753	0.003001	9.29395999338732	9.29395999338732
245280	245222	-298753	0.003008	9.29395999338732	9.29395999338732
245280	245231	-251096	0	5.7835615344064	5.7835615344064
245280	245235	-230102	0	5.51214150422135	5.51214150422135
245280	245236	-224679	0.032781	7.19174762772726	7.19174762772726
245280	245236	-224679	0.032863	7.19174762772726	7.19174762772726
245280	245238	-214026	0.00836	5.14465011406348	5.14465011406348
245280	245238	-214026	0.008377	5.14465011406348	5.14465011406348
245280	245239	-208825	0	9.78567418333406	9.78567418333406
245280	245240	-203548	0.011575	7.62084449486392	7.62084449486392
245280	245240	-203548	0.006591	7.62084449486392	7.62084449486392
245280	245240	-203548	0.011598	7.62084449486392	7.62084449486392
245280	245240	-203548	0.006605	7.62084449486392	7.62084449486392
245280	245241	-198228	0.006591	9.73733533375552	9.73733533375552
245280	245241	-198228	0.007279	9.73733533375552	9.73733533375552
245280	245241	-198228	0.006605	9.73733533375552	9.73733533375552
245280	245241	-198228	0.007294	9.73733533375552	9.73733533375552
245280	245242	-193054	0.032628	24.7788668859375	24.7788668859375
245280	245242	-193054	0.020726	24.7788668859375	24.7788668859375
245280	245242	-193054	0.03271	24.7788668859375	24.7788668859375
245280	245242	-193054	0.020778	24.7788668859375	24.7788668859375
245280	245244	-182252	0	6.5181375992646	6.5181375992646
245280	245245	-176470	0	5.26686752753402	5.26686752753402
245280	245246	-170681	0	6.2506987319725	6.2506987319725
245280	245247	-165212	0.015522	5.837956666865	5.837956666865
245280	245247	-165212	0.015552	5.837956666865	5.837956666865
245280	245248	-159826	0	16.8440608857851	16.8440608857851
245280	245249	-154631	0.081381	17.9787090026082	17.9787090026082
245280	245249	-154631	0.081585	17.9787090026082	17.9787090026082
245280	245251	-144244	0	8.59516595260455	8.59516595260455
245280	245252	-138650	0.04317	13.5207351074849	13.5207351074849
245280	245252	-138650	0.01427	13.5207351074849	13.5207351074849
245280	245252	-138650	0.043278	13.5207351074849	13.5207351074849
245280	245252	-138650	0.014295	13.5207351074849	13.5207351074849
245280	245254	-127855	0	5.66325062549651	5.66325062549651
245280	245260	-94567	0	6.25610943012994	6.25610943012994
245280	245273	-23393	0.040935	1.25314862532263	5.1
245280	245273	-23393	0.040971	1.25314862532263	5.1
245431	245506	358235	0.065026	1.12258808892896	5.1
245431	245506	358235	0.065609	1.12258808892896	5.1
245461	245471	50559	0.010981	5.04293742109668	5.04293742109668
245461	245472	55807	0	5.59138371933066	5.59138371933066
245461	245473	61022	0	11.6867445877765	11.6867445877765
245461	245474	66872	0	5.79008714552231	5.79008714552231
245461	245475	71944	0	8.61942145077675	8.61942145077675
245461	245479	77623	0	5.54576368533112	5.54576368533112
245520	245506	63155	0.055541	0	5.1
245520	245506	61095	0.042908	0	5.1
245560	245556	13987.5	0.065028	0	5.1
245560	245556	14140.5	0.065641	0	5.1
245560	245557	7081.5	0.045765	0	5.1
245560	245557	4755.5	0.059633	0	5.1
245560	245557	7234.5	0.046497	0	5.1
245560	245557	4908.5	0.060777	0	5.1
245560	245558	4755.5	0.059633	0	5.1
245560	245558	4908.5	0.060777	0	5.1
245576	245547	-139038	0	5.37205973799278	5.37205973799278
245576	245634	288188	0	12.2175049885081	12.2175049885081
245576	245636	298727	0	7.610345212799	7.610345212799
245576	245638	309571	0	7.73953044642433	7.73953044642433
245576	245639	316124	0	12.4152396876629	12.4152396876629
245576	245640	321913	0	9.50628410678551	9.50628410678551
245576	245645	330206	0	9.59343057692236	9.59343057692236
245582	245575	20862.5	0.059421	0	5.1
245613	245607	-24226	0.040509	0.418169461049515	5.1
245613	245620	31563	0.04228	0.636068266496289	5.1
245642	245565	-374530	0	6.55313978919013	6.55313978919013
245642	245575	-327079	0	6.41152750924283	6.41152750924283
245642	245579	-320126	0	7.96692694910807	7.96692694910807
245642	245581	-309220	0	6.17950329619604	6.17950329619604
245715	245714	870	0.045431	0	5.1
245715	245777	316390	0.007717	5.34402354643432	5.34402354643432
245785	245716	-338790	0	6.76078876124313	6.76078876124313
245785	245777	-25596	0.048474	5.90482878601061	5.90482878601061
245785	245780	-18773	0	11.0701903052785	11.0701903052785
245785	245783	-3631	0	6.10210675245783	6.10210675245783
245785	245821	190945	0	5.43554675704465	5.43554675704465
245785	245845	314075	0	13.7886525428045	13.7886525428045
245864	442326		0	5.2383768589166	5.2383768589166
245899	245894	22247	0.062641	0	5.1
245899	245895	22247	0.062641	0	5.1
245899	245904	22406	0.073337	0	5.1
245899	245905	22406	0.073337	0	5.1
245899	245905	25586	0.053657	0	5.1
245899	245905	26310	0.04437	0	5.1
245899	245906	30000	0.045612	0	5.1
245904	245911	34535	0	5.59053625219579	5.59053625219579
245913	245891	-103110	0	6.96964920400606	6.96964920400606
245913	245892	-97737	0	8.77018502183304	8.77018502183304
245913	245893	-92612	0	7.46496667798615	7.46496667798615
245913	246141	1223033	0	11.3922586152208	11.3922586152208
245	227	65268	0.044157	0	5.1
246087	245922	-884833	0.015036	10.0680210412206	10.0680210412206
246087	245922	-884833	0.015469	10.0680210412206	10.0680210412206
246087	245967	-642277	0.011156	6.06179847750686	6.06179847750686
246087	245967	-642277	0.009869	6.06179847750686	6.06179847750686
246087	246031	-297800	0	6.38756125959079	6.38756125959079
246087	246090	13854	0.091464	0.433332332917046	5.1
2463	2487	100167	0.041709	1.04160478207604	5.1
2463	2487	100167	0.041754	1.04160478207604	5.1
2463	2488	105502	0.041709	1.07104132849497	5.1
2463	2488	105502	0.041754	1.07104132849497	5.1
24647	24696	254503	0	7.3604241193606	7.3604241193606
2464	2487	99612	0	6.37541966973294	6.37541966973294
246543	246545	8917	0	5.69528608793766	5.69528608793766
246588	246572	-79203	0	5.53206086026093	5.53206086026093
246588	246596	32083	0	6.85877231219387	6.85877231219387
246617	246620	13628	0.043272	0.960815806210149	5.1
246624	246620	14305	0.043759	0	5.1
246689	246694	25834	0.10567	1.00370146016236	5.1
246689	246794	567998	0.002807	5.00792342665899	5.00792342665899
246689	246795	573318	0	6.84669652071711	6.84669652071711
246690	246694	24137	0.113887	0	5.1
246710	246694	84566	0.057257	0	5.1
246823	246813	56879.5	0.089968	0	5.1
247035	247026	-36692	0	6.34773178330722	6.34773178330722
247191	247183	39933	0.054167	0	5.1
247191	247200	37093	0.082506	0	5.1
247198	247200	8584	0.040951	1.22700614467011	5.1
247441	247192	-1338232	0	9.42040876700466	9.42040876700466
247441	247336	-559753	0	5.1234292638362	5.1234292638362
247441	247337	-554282	0.018712	6.89373785520875	6.89373785520875
247441	247337	-554282	0.029831	6.89373785520875	6.89373785520875
247474	247457	-66577	0	6.28699157700679	6.28699157700679
2474	2487	58447	0.055189	0.598962324995092	5.1
2474	2488	63782	0.055189	0.643665255445566	5.1
247524	247516	-39131	0	5.33400525584953	5.33400525584953
247524	247517	-33644	0	7.23974572261344	7.23974572261344
247534	247540	31539	0.060179	4.59171397149509	5.1
247534	247548	73775	0.044043	2.29886080500321	5.1
247553	247545	-36980	0.013044	5.83679165830034	5.83679165830034
247553	247545	-36980	0.01922	5.83679165830034	5.83679165830034
247553	247548	-21467	0.078853	4.23658336999129	5.1
247553	247564	56757	0.040165	1.45845413476542	5.1
247553	247565	62354	0.040165	2.44093403211491	5.1
247553	247581	148626	0.03951	7.30655228821585	7.30655228821585
247553	247581	148626	0.010744	7.30655228821585	7.30655228821585
247553	247590	195553	0.007555	13.2867073766432	13.2867073766432
247553	247591	200741	0	8.25132154420809	8.25132154420809
247580	247581	3308.5	0.096876	0	5.1
247580	247585	25575	0.040995	0	5.1
247580	247586	25575	0.040995	0	5.1
247593	247535	-295313	0	9.29386284526878	9.29386284526878
247593	247536	-289557	0	6.06373635110717	6.06373635110717
247593	247540	-267906	0.014864	7.37551288361742	7.37551288361742
247593	247544	-246528	0	7.08010275368895	7.08010275368895
247593	247545	-241183	0.004713	10.2935703813319	10.2935703813319
247593	247545	-241183	0.006806	10.2935703813319	10.2935703813319
247593	247546	-236050	0	5.48978217840438	5.48978217840438
247593	247548	-225670	0.016616	9.83845962175663	9.83845962175663
247593	247550	-214456	0	5.20442245336395	5.20442245336395
247593	247551	-209312	0	12.8155111365903	12.8155111365903
247593	247552	-205721	0	9.3612596024538	9.3612596024538
247593	247554	-200941	0	9.54188224945289	9.54188224945289
247593	247581	-55577	0.086536	1.47885443150415	5.1
247598	247581	70806.5	0.072214	0	5.1
247669	247683	76159	0	5.47621389712978	5.47621389712978
248184	248186	8917	0	7.93456231007235	7.93456231007235
248184	248193	46867	0	5.40979627234285	5.40979627234285
248184	248237	243079	0	5.52480668962149	5.52480668962149
248184	248239	253183	0	5.55250128167047	5.55250128167047
248184	248247	267800	0	5.67765020977152	5.67765020977152
248205	248511	1434249	0.041865	0	5.1
248232	248185	-224091	0	8.74479008437146	8.74479008437146
248232	248186	-218238	0	9.89145158408182	9.89145158408182
248232	248197	-158844	0	7.29099677241514	7.29099677241514
248232	248198	-153822	0.009111	8.22465758922942	8.22465758922942
248232	248200	-143459	0	6.86018558571798	6.86018558571798
248232	248202	-132617	0	6.52985094746391	6.52985094746391
248232	248203	-127001	0	6.3490117977637	6.3490117977637
248232	248204	-122778	0	14.2558530944435	14.2558530944435
248232	248206	-117114	0	12.8348387119149	12.8348387119149
248232	248207	-111849	0	5.02838731168264	5.02838731168264
248232	248208	-108259	0	5.78087145670417	5.78087145670417
248232	248210	-104400	0	6.50702259608981	6.50702259608981
248232	248212	-94038	0	5.20965619567153	5.20965619567153
248232	248238	21103	0	6.12446476820636	6.12446476820636
248232	248239	26028	0	14.3414369893872	14.3414369893872
248232	248242	32111	0	20.1613272731003	20.1613272731003
248232	248247	40645	0	5.45475425985258	5.45475425985258
248241	248185	-253240	0	6.59386100270141	6.59386100270141
248241	248204	-151927	0	9.6254412671015	9.6254412671015
248241	248235	-23625	0	6.15633168105181	6.15633168105181
248246	248185	-261635	0	7.3563610123301	7.3563610123301
248246	248186	-255782	0	9.15872922753134	9.15872922753134
248246	248193	-217832	0	5.19329252344585	5.19329252344585
248246	248206	-154658	0	5.95925307003019	5.95925307003019
248255	248185	-300384	0	6.64530043628516	6.64530043628516
248255	248186	-294531	0	5.34998751876433	5.34998751876433
248255	248193	-256581	0	5.02524460590561	5.02524460590561
248255	248231	-78678	0	5.31686508221855	5.31686508221855
248255	248235	-70769	0	5.49160173545936	5.49160173545936
248255	248242	-44182	0	5.77871605758943	5.77871605758943
248430	248462	152042	0	5.16587318679448	5.16587318679448
248430	248463	157331	0.00589	12.8741833941504	12.8741833941504
248430	248463	157331	0.003262	12.8741833941504	12.8741833941504
248430	248463	157331	0.003759	12.8741833941504	12.8741833941504
248430	248463	157331	0.005884	12.8741833941504	12.8741833941504
248430	248463	157331	0.003259	12.8741833941504	12.8741833941504
248430	248463	157331	0.003756	12.8741833941504	12.8741833941504
248430	248480	237434	0.012166	5.02326872899897	5.02326872899897
248430	248480	237434	0.012154	5.02326872899897	5.02326872899897
248460	248433	-130282	0	5.64495610564602	5.64495610564602
248472	248469	-8289	0.048673	0.713966610033348	5.1
248472	248480	40211	0.042249	2.05285820144834	5.1
248479	248480	5885	0.045577	0	5.1
248479	248488	47593.5	0.040934	0	5.1
248479	248489	47593.5	0.040934	0	5.1
248479	248494	72763	0.040473	0	5.1
248507	248494	-64217	0.042537	1.11169374841737	5.1
248507	248511	18924	0.100988	1.94932164112402	5.1
248507	248514	35165	0.060562	0.590997593458924	5.1
248507	248542	183218	0	7.02506320486774	7.02506320486774
248567	193004		0	6.39812535363107	6.39812535363107
248567	52924		0	8.51743126998203	8.51743126998203
248636	248669	167205	0	5.66633808120784	5.66633808120784
248647	248645	-4755	0	5.65968381647956	5.65968381647956
248674	248678	10972	0.042303	0.369282909089475	5.1
248692	248709	82948	0.006407	7.2593669158343	7.2593669158343
248692	248709	82948	0.006403	7.2593669158343	7.2593669158343
248692	248712	98512	0	9.17666520689641	9.17666520689641
248705	101198		0	8.86733793762674	8.86733793762674
248809	248801	-26336	0.025508	6.6822802518489	6.6822802518489
248809	248804	-18605	0.040563	5.69540843434126	5.69540843434126
248857	248844	-52852	0	5.43804952052585	5.43804952052585
248857	248845	-47743	0	5.0099238495077	5.0099238495077
248861	248844	-71216	0.007087	6.62372997674649	6.62372997674649
