baitID	oeID	distance	ABC.Score	score	merged_score
101682	101761	243431	0	11.2731071233079	11.2731071233079
101684	101618	-192147	0	5.28557891712316	5.28557891712316
101684	101687	14272	0.070295	7.97745738177456	7.97745738177456
101684	101688	19578	0.070295	7.87101938809743	7.87101938809743
101684	101714	91256	0.006789	5.39668143331292	5.39668143331292
101686	101687	7259	0.059109	0	5.1
101686	101687	6558	0.057358	0	5.1
101686	101688	7259	0.059109	0	5.1
101686	101688	6558	0.057358	0	5.1
101692	101683	-33636	0	5.8918365926824	5.8918365926824
101692	101685	-27957	0	9.10334795030633	9.10334795030633
101692	101687	-16817	0.071516	4.68141382677696	5.1
101692	101688	-11511	0.071516	11.2275407299825	11.2275407299825
101692	101704	27247	0	6.93983829395753	6.93983829395753
101692	101706	36761	0	5.88580915248575	5.88580915248575
101692	101730	107904	0	5.00482245104287	5.00482245104287
101692	101731	112023	0	5.1325842829832	5.1325842829832
101692	101758	201200	0	5.84984917743139	5.84984917743139
101692	101761	207423	0	5.93682170912571	5.93682170912571
101692	101762	212728	0	8.72753663599555	8.72753663599555
101692	101770	228309	0.007673	6.2077157968645	6.2077157968645
101693	101683	-34227	0	5.30900986562525	5.30900986562525
101693	101685	-28548	0	5.2225019197757	5.2225019197757
101693	101688	-12102	0	5.97571458986713	5.97571458986713
101693	101704	26656	0	8.41562799770966	8.41562799770966
101693	101758	200609	0	5.73325300213914	5.73325300213914
101693	101761	206832	0	7.12418759350264	7.12418759350264
101697	101687	23210	0.065054	0	5.1
101697	101688	23210	0.065054	0	5.1
101701	101704	6797	0	7.78907741415882	7.78907741415882
101701	101714	39717	0	12.5642696488506	12.5642696488506
101701	101722	54660	0	5.10581042460251	5.10581042460251
101701	101733	96526	0	5.18835073117878	5.18835073117878
101701	101753	167267	0	5.88585897302353	5.88585897302353
101701	101755	170218	0	14.9835816496289	14.9835816496289
101701	101756	174902	0	5.71842160628352	5.71842160628352
101701	101758	180750	0	12.0307440227032	12.0307440227032
101701	101760	184077	0	6.51443092872192	6.51443092872192
101701	101761	186973	0	15.5720153329431	15.5720153329431
101701	101762	192278	0	5.90201594062647	5.90201594062647
101702	101687	37077	0.052588	0	5.1
101702	101688	37077	0.052588	0	5.1
101707	101687	-55955	0.04382	2.61090962895696	5.1
101707	101688	-50649	0.04382	1.58876997030856	5.1
101707	101712	10620	0.025805	5.99514773697848	5.99514773697848
101707	101712	10620	0.030686	5.99514773697848	5.99514773697848
101707	101713	15823	0.021199	7.52909444049482	7.52909444049482
101707	101714	21029	0.015736	12.8756870031269	12.8756870031269
101707	101717	25471	0	6.78667203466979	6.78667203466979
101711	101687	-63324	0.04015	0.561991406952893	5.1
101711	101688	-58018	0.04015	0.520224755669726	5.1
101711	101714	13660	0.016558	8.0566025009964	8.0566025009964
101716	101710	-19319	0	6.73148356775386	6.73148356775386
101716	101712	-13404	0	5.0071697515445	5.0071697515445
101720	101612	-310756	0	6.37056424502286	6.37056424502286
101720	101673	-116116	0	5.72689280970591	5.72689280970591
101720	101704	-39359	0	9.97513401386508	9.97513401386508
101720	101730	41298	0	6.36446666868104	6.36446666868104
101720	101755	124062	0	5.92145810548915	5.92145810548915
10172	10218	201701	0	9.71511290220581	9.71511290220581
10172	10221	212902	0.002157	5.95207004454684	5.95207004454684
101741	101739	-7458	0	5.87086423871353	5.87086423871353
101741	101746	5794	0	6.19132732915599	6.19132732915599
101743	101747	10871	0	5.49603822212686	5.49603822212686
101753	101701	-167267	0	7.16196464691493	7.16196464691493
101754	101699	-174501	0	5.92539519722779	5.92539519722779
101754	101700	-170023	0	12.2361281004564	12.2361281004564
101754	101704	-160722	0	11.9453915532236	11.9453915532236
101754	101714	-127802	0	5.07502710730845	5.07502710730845
101754	101733	-70993	0	5.51124341867905	5.51124341867905
101758	101770	23166.5	0.046882	0	5.1
101760	101688	-216038	0.019939	5.2435587320726	5.2435587320726
101760	101694	-200957	0	5.09496453906385	5.09496453906385
101760	101700	-186581	0.005751	8.24602856186482	8.24602856186482
101760	101701	-184077	0.005751	7.16034859418308	7.16034859418308
101760	101704	-177280	0	6.42042889505264	6.42042889505264
101760	101770	23782	0.044831	1.74313859509796	5.1
101765	101704	-196903	0	9.92783107341282	9.92783107341282
101769	101687	-242385	0.056147	1.38116677403279	5.1
101769	101688	-237079	0.056147	1.3748640890102	5.1
101781	101770	-55771	0	5.55590424567102	5.55590424567102
101806	101792	-67041	0	5.84358077194211	5.84358077194211
101806	101797	-40998	0	5.73495958487702	5.73495958487702
101806	101838	153836	0	5.81029088453868	5.81029088453868
101806	101839	159290	0	5.91814439491627	5.91814439491627
101806	101851	210212	0	5.33780590828074	5.33780590828074
101827	101789	-183649	0	6.13559963746984	6.13559963746984
101827	101790	-178634	0	7.30389979210135	7.30389979210135
101827	101791	-173339	0	7.28525248647749	7.28525248647749
101827	101792	-168008	0	9.89152762178848	9.89152762178848
101827	101793	-162957	0	8.38832660281059	8.38832660281059
101827	101794	-157642	0	5.67261501555803	5.67261501555803
101827	101798	-136923	0	7.65507548385293	7.65507548385293
101827	101799	-131675	0	6.14846104126561	6.14846104126561
101827	101800	-126338	0	6.13834813256989	6.13834813256989
101827	101804	-104476	0	5.32298999251271	5.32298999251271
101827	101808	-92214	0	5.8604105579047	5.8604105579047
101827	101814	-59117	0	5.7499012683937	5.7499012683937
101827	101815	-53124	0	5.25001240455188	5.25001240455188
101827	101821	-27313	0	5.42205557198138	5.42205557198138
101827	101822	-22017	0	5.86813267415798	5.86813267415798
101827	101823	-16760	0	5.37073187554724	5.37073187554724
101827	101830	14323	0	7.77131856959366	7.77131856959366
101827	101838	52869	0	8.43317621532091	8.43317621532091
101827	101852	114767	0	5.7913449062697	5.7913449062697
101827	101870	210804	0	5.15866007895375	5.15866007895375
101835	101787	-233125	0	9.7252038346115	9.7252038346115
101835	101789	-222932	0	8.14596314107988	8.14596314107988
101835	101790	-217917	0	9.45320290770249	9.45320290770249
101835	101792	-207291	0	6.46944120675404	6.46944120675404
10183	10162	-86860	0	6.72508032791465	6.72508032791465
10183	10164	-75910	0	5.21843705622422	5.21843705622422
10183	10175	-35484	0	6.68373234447167	6.68373234447167
10183	10179	-13723	0	8.37462126062775	8.37462126062775
10183	10181	-3582	0	9.21070924832882	9.21070924832882
10183	10185	8130	0	15.8936977835871	15.8936977835871
10183	10186	13576	0	9.0513471225643	9.0513471225643
10183	10187	18991	0	6.0442439270613	6.0442439270613
10183	10201	71691	0	5.77853727303092	5.77853727303092
101844	101786	-277957	0	8.83495950717943	8.83495950717943
101844	101787	-272670	0	6.98087184184687	6.98087184184687
101844	101789	-262477	0	6.9652293885482	6.9652293885482
101844	101791	-252167	0	5.16628531500923	5.16628531500923
101844	101792	-246836	0	12.2169141641479	12.2169141641479
101844	101793	-241785	0	10.298073924858	10.298073924858
101844	101815	-131952	0	5.09243970176161	5.09243970176161
101844	101840	-14590	0	5.1270424179491	5.1270424179491
101880	101789	-445018	0	5.07424357200891	5.07424357200891
101880	101791	-434708	0	6.49052960075456	6.49052960075456
101880	101877	-12855	0	5.65427820569229	5.65427820569229
101900	101894	-22786	0	5.16117630287583	5.16117630287583
101900	101896	-12672	0	5.69986624334183	5.69986624334183
101900	101897	-7574	0	5.44925045658421	5.44925045658421
101901	101896	-13248	0	5.55600218308637	5.55600218308637
101901	101907	10934	0	5.19219206394217	5.19219206394217
101901	101911	25505	0	7.2191674450897	7.2191674450897
101901	101912	30657	0	5.43768040848841	5.43768040848841
101901	101919	60287	0	5.70146823428788	5.70146823428788
101903	239079		0	8.14152663600978	8.14152663600978
10190	10185	-23627	0	10.2972991588826	10.2972991588826
10190	10186	-18181	0	7.32760024615926	7.32760024615926
10190	10193	4312	0	6.76134466138953	6.76134466138953
10190	10194	9461	0	5.41421456699056	5.41421456699056
10190	10195	14645	0	7.58491487799423	7.58491487799423
10190	10198	24363	0	9.39019588252094	9.39019588252094
10192	10185	-25017	0	6.72103438087305	6.72103438087305
10192	10198	22973	0	11.8235521734657	11.8235521734657
101949	101929	-75006	0	10.2403002518799	10.2403002518799
101949	101947	-6622	0	5.19601259716371	5.19601259716371
101949	101955	18643	0	5.50213192566977	5.50213192566977
101949	101956	23813	0	35.6378677045973	35.6378677045973
101949	101957	28949	0	34.6568277723	34.6568277723
101949	101958	34027	0	23.6702599095943	23.6702599095943
101949	101959	39349	0	31.4524219560362	31.4524219560362
101949	101960	44695	0	15.3935572501401	15.3935572501401
101949	101961	49859	0	11.6139933163922	11.6139933163922
101949	101962	54987	0	36.7340106845336	36.7340106845336
101949	101963	60075	0	65.3307386818799	65.3307386818799
101949	101964	65172	0	15.1465066442301	15.1465066442301
101949	101965	70269	0	7.13310612939178	7.13310612939178
101949	101966	75357	0	7.64236664729926	7.64236664729926
101949	101967	80510	0	6.27153127383567	6.27153127383567
101949	101968	85642	0	17.9620237637831	17.9620237637831
101949	101970	94971	0	7.90952069428739	7.90952069428739
101949	101972	100432	0	7.23454334868541	7.23454334868541
101949	101973	105860	0	7.49287950011762	7.49287950011762
101949	101981	138621	0	5.51144689471893	5.51144689471893
101949	101983	143829	0	12.6120472195868	12.6120472195868
101949	101985	149740	0	9.22882787982726	9.22882787982726
101950	101956	24460	0.041965	0	5.1
101950	101969	90285	0.041628	0	5.1
101971	101969	6181	0.075731	0	5.1
101971	101981	41515	0	6.0987439752573	6.0987439752573
101971	101983	46723	0	6.61924489232576	6.61924489232576
101979	101969	39890	0.065789	0	5.1
101979	101972	-30189	0	5.2482036353847	5.2482036353847
101979	101974	-19441	0.008687	5.12152152404577	5.12152152404577
101979	101981	8000	0	7.04346114718966	7.04346114718966
101979	101983	13208	0	10.3788186041549	10.3788186041549
101982	101929	-216205	0	6.00267836979937	6.00267836979937
101982	101968	-55557	0	6.05645429188353	6.05645429188353
101982	101972	-40767	0	10.918729736832	10.918729736832
101982	101973	-35339	0	11.8108665734366	11.8108665734366
101982	101974	-30019	0	13.1493630995521	13.1493630995521
101982	101975	-24759	0	7.26152314190827	7.26152314190827
101982	101976	-19513	0	5.10584720478636	5.10584720478636
101984	101968	-60869	0.007897	10.2194631143655	10.2194631143655
101984	101969	55629	0.058723	0	5.1
101984	101970	-51540	0	13.0880935075401	13.0880935075401
101984	101972	-46079	0	20.0223457527516	20.0223457527516
101984	101973	-40651	0	11.5135339136247	11.5135339136247
101984	101974	-35331	0.007682	16.1875528352645	16.1875528352645
101984	101975	-30071	0	7.59651159088579	7.59651159088579
101984	101976	-24825	0.004713	6.18825330631544	6.18825330631544
101984	101980	-12465	0	5.58566094805978	5.58566094805978
101984	101981	-7890	0	7.35134630212543	7.35134630212543
101984	101986	8506	0	6.45284643314006	6.45284643314006
101984	102018	158182	0	5.63730900192852	5.63730900192852
101999	101992	-33843	0	5.11577021411719	5.11577021411719
101999	101993	-27963	0	6.36454531750536	6.36454531750536
