ATAC_count	Gene_Name	Mean_Gene_Expression
0	HOXA2	12.5
0	HOXB9	12.0
0	HP1BP3	6935.75
0	HPGD	131.25
0	HPS6	73.75
0	HRH4	163.0
0	HSBP1	424.5
0	HSD17B11	377.25
0	HSD17B13	1061.25
0	HSD17B2	241.5
0	HSD3B7	140.0
0	HSPH1	2324.0
0	HTN1	338.25
0	HTN3	506.5
0	HTR1F	2.5
0	HTR2A	16.0
0	HTR2B	179.25
0	HUNK	222.0
0	HYAL4	141.75
0	HYDIN	40.5
0	HYI	197.25
0	IAPP	2149.0
0	ICE2	4137.5
0	IDI2	33.75
0	IDO1	21.0
0	IDO2	333.75
0	IER3IP1	474.0
0	IER5L	7.0
0	IFIT5	258.5
0	IFNW1	3.5
0	IFT140	90.75
0	IFT172	515.0
0	IFT81	477.5
0	IGDCC3	59.75
0	IGFBP2	103.75
0	IGFBP3	21.5
0	IGFBP7	8.5
0	IGFL2	40.0
0	IGFLR1	326.5
0	IGLL5	314.5
0	IGSF3	164.0
0	IL15	567.25
0	IL17RD	214.0
0	IL18	73.25
0	IL1RAP	641.0
0	IL1RN	66.0
0	IL31RA	1.5
0	IL36A	1.25
0	IL3RA	159.5
0	IL4	62.0
0	IL7	15.25
0	ILDR1	19.0
0	IMMP2L	235.5
0	IMPG2	138.25
0	INHBA	32.0
0	INHBC	9.25
0	INHBE	75.0
0	INIP	843.75
0	INMT	234.75
0	INPP5D	2483.25
0	INSC	16.25
0	INTS7	691.75
0	INTS9	550.0
0	INTU	1613.25
0	IP6K2	1027.25
0	IPO13	479.5
0	IQCH	65.5
0	IRAK1	1180.5
0	ISG15	77.75
0	ISL1	2.25
0	ISOC1	429.0
0	ITGA3	544.25
0	ITGA7	6.0
0	ITGAM	206.5
0	ITGAX	201.5
0	ITGB1BP1	442.75
0	ITGB1BP2	80.5
0	ITGBL1	9.25
0	ITIH1	24.75
0	ITIH4	163.25
0	ITPR3	1954.0
0	IWS1	1568.0
0	IYD	426.75
0	JADE2	1986.5
0	JAK3	4314.0
0	JDP2	40.25
0	JPH1	0.5
0	KANSL2	1026.25
0	KATNAL2	170.25
0	KATNB1	176.75
0	KAZN	130.5
0	KBTBD6	419.5
0	KCNA1	4.5
0	KCNAB1	101.5
0	KCNE1	138.5
0	KCNE4	188.0
0	KCNG4	130.25
0	KCNH5	9.5
0	KCNH8	2.5
0	KCNIP4	54.0
0	KCNJ14	105.25
0	KCNJ16	316.5
0	KCNJ6	174.0
0	KCNMA1	35.25
0	KCNMB2	3.0
0	KCNN1	124.0
0	KCNQ3	66.0
0	KCNQ4	24.25
0	KCNV2	10.0
0	KCP	150.75
0	KCTD1	121.5
0	KCTD12	723.5
0	KCTD15	365.75
0	KDM1A	1257.5
0	KDM4C	1742.5
0	KIAA0586	759.0
0	KIAA0895	137.75
0	KIAA1217	97.0
0	KIAA1328	16559.5
0	KIAA1549	104.0
0	KIAA1958	695.75
0	KIAA2012	382.75
0	KIAA2026	1448.0
0	KIDINS220	2484.5
0	KIF11	299.25
0	KIF16B	608.0
0	KIF1B	1902.25
0	KIF24	175.25
0	KIF6	377.75
0	KIFC3	106.25
0	KIR2DL3	1.0
0	KIR3DL1	1.5
0	KIR3DL2	42.0
0	KIR3DX1	807.75
0	KIT	25.5
0	KLB	270.25
0	KLC3	195.0
0	KLF4	7.75
0	KLHL13	2.0
0	KLHL2	786.5
0	KLHL21	2300.75
0	KLHL23	150.75
0	KLHL4	2.75
0	KLK4	5.25
0	KLKB1	39.75
0	KLRC1	64.5
0	KLRC4	4.5
0	KMT2C	7443.75
0	KMT5B	3435.5
0	KNG1	1.0
0	KPNA1	1435.25
0	KRBOX1	2.25
0	KRCC1	369.25
0	KSR2	170.75
0	KTI12	104.5
0	KTN1	2801.75
0	KY	12.25
0	KYNU	1285.25
0	L1CAM	8.5
0	L3MBTL4	105.75
0	LAIR2	100.25
0	LAMA4	71.5
0	LAMC1	11.5
0	LAMC2	62.25
0	LAMP1	2324.5
0	LARP1B	917.0
0	LARP4	3060.75
0	LARP4B	4177.5
0	LAS1L	2726.0
0	LATS1	3162.5
0	LCA5	3.5
0	LCORL	925.0
0	LDB2	1.75
0	LDHAL6A	166.0
0	LDHD	9.25
0	LGALS12	1.0
0	LGALS3BP	350.5
0	LGSN	135.25
0	LIFR	16.75
0	LILRB2	46.5
0	LILRB3	92.75
0	LILRB5	121.5
0	LIMA1	1104.0
0	LIMCH1	1.5
0	LIPH	112.0
0	LMAN1	2289.0
0	LMCD1	71.0
0	LMO3	1.5
0	LNX1	4.75
0	LONRF2	71.5
0	LPA	0.5
0	LPAR3	60.25
0	LPAR5	322.5
0	LPP	4482.75
0	LRCH3	3533.75
0	LRIT3	20.25
0	LRP12	389.75
0	LRP5	166.25
0	LRRC10	32.0
0	LRRC17	2.0
0	LRRC18	9.5
0	LRRC2	546.5
0	LRRC20	75.75
0	LRRC36	471.5
0	LRRC37B	1024.0
0	LRRC39	36.5
0	LRRC59	958.25
0	LRRC6	22.25
0	LRRC7	11.75
0	LRRCC1	97.0
0	LRRIQ1	126.25
0	LRRIQ3	8.0
0	LRRK1	5410.5
0	LRRK2	12.75
0	LRRTM2	43.25
0	LRRTM3	5.0
0	LRSAM1	307.0
0	LSAMP	58.0
0	LSM10	174.75
0	LSMEM1	23.5
0	LSMEM2	87.75
0	LTA	14565.5
0	LTBP1	1.25
0	LTK	4.5
0	LYG2	53.5
0	LYSMD1	92.5
0	LYST	2486.5
0	M1AP	41.0
0	MAB21L3	141.5
0	MACC1	421.75
0	MACROD2	343.5
0	MAGED2	371.75
0	MAGI1	24.0
0	MAGI2	550.75
0	MAGOH	318.25
0	MAGT1	1444.75
0	MANEA	330.75
0	MANEAL	61.75
0	MANF	799.5
0	MAOA	20.25
0	MAP1LC3A	16.75
0	MAP2	6.25
0	MAP3K13	1023.75
0	MAP4	3179.25
0	MAP6D1	29.75
0	MAPK10	1251.25
0	MAPK1IP1L	7945.75
0	MAPK8	1067.75
0	MAPKAPK5	7220.25
0	MARCKS	8.75
0	MARVELD2	605.5
0	MAST2	510.0
0	MATN2	132.0
0	MCAM	76.75
0	MCC	178.75
0	MCF2	5.25
0	MCRS1	609.0
0	MCTP1	107.5
0	MDN1	6823.0
0	MECOM	193.75
0	MED13	20846.5
0	MEF2C	86.0
0	MEGF6	212.5
0	MEI4	1.5
0	MEIOC	376.5
0	MEIS1	2.25
0	MEIS2	21.75
0	MEMO1	1034.5
0	MEP1B	1.75
0	MET	49.0
0	METAP1D	109.25
0	METAP2	2673.75
0	METTL21C	1.5
0	METTL24	4.25
0	METTL2B	2637.25
0	MFN2	8619.25
0	MFSD1	435.5
0	MFSD2B	132.0
0	MGA	3861.25
0	MGAT4C	897.0
0	MGLL	132.0
0	MGST1	343.25
0	MIA	0.75
0	MIB1	1397.25
0	MIB2	221.75
0	MICAL1	917.75
0	MICU1	471.75
0	MICU3	96.75
0	MID1	10.25
0	MID1IP1	1118.25
0	MINPP1	256.25
0	MIPEP	107.25
0	MIPOL1	6040.75
0	MITF	50.5
0	MLF1	42.25
0	MLIP	42.0
0	MME	55.0
0	MMP13	7.5
0	MMP21	7.0
0	MMS22L	2272.75
