RE_count	Gene_Name	Mean_Gene_Expression
0	STAB2	0.6666666666666666
0	STAG3	250.0
0	STBD1	1.6666666666666667
0	STXBP5	368.1666666666667
0	STXBP6	4.166666666666667
0	SUCLA2	303.0
0	SUCLG2	1574.6666666666667
0	SULT1B1	494.0
0	SUMO1	4738.833333333333
0	SUPT16H	3816.8333333333335
0	SUPT20H	1192.5
0	SUPT3H	267.1666666666667
0	SYT1	0.8333333333333334
0	SYT14	26.666666666666668
0	SYT16	10.0
0	TACC2	163.0
0	TAF1	621.1666666666666
0	TAF1A	266.3333333333333
0	TAF5L	176.66666666666666
0	TAF7L	6.5
0	TARDBP	2252.1666666666665
0	TAS1R1	5.0
0	TAS2R30	2.1666666666666665
0	TAS2R42	1.8333333333333333
0	TAT	64.16666666666667
0	TBR1	0.1666666666666666
0	TCEA1	1395.8333333333333
0	TCF3	125.66666666666669
0	TCHH	0.3333333333333333
0	TCN1	0.1666666666666666
0	TCOF1	648.3333333333334
0	TCP11L2	142.0
0	TCTEX1D2	126.16666666666669
0	TDP1	1113.5
0	TDRD7	134.0
