ATAC_count	Gene_Name	Mean_Gene_Expression
0	A1CF	5.166666666666667
0	AADAT	3.6666666666666665
0	AARD	81.83333333333333
0	AARSD1	1201.6666666666667
0	AASS	312.6666666666667
0	ABCA12	0.3333333333333333
0	ABCA13	57.16666666666666
0	ABCA2	268.6666666666667
0	ABCA5	1006.1666666666666
0	ABCA8	38.333333333333336
0	ABCB1	3188.5
0	ABCC2	59.5
0	ABCC9	185.33333333333331
0	ABCG2	291.0
0	ABCG4	0.3333333333333333
0	ABHD12B	66.5
0	ABHD16A	1019.3333333333334
0	ABI3BP	43.333333333333336
0	ABR	620.5
0	ABRA	41.0
0	ACACA	327.6666666666667
0	ACACB	520.3333333333334
0	ACAD11	344.0
0	ACAD9	891.6666666666666
0	ACAT1	516.6666666666666
0	ACCS	583.6666666666666
0	ACOT9	1456.3333333333333
0	ACOX1	1926.5
0	ACRV1	1.8333333333333333
0	ACSM1	8.333333333333334
0	ACSM2B	85.66666666666667
0	ACSS3	4.333333333333333
0	ACTA2	136.5
0	ACTB	41120.333333333336
0	ACTR1B	654.6666666666666
0	ACVR1	348.3333333333333
0	ACVR2A	1576.0
0	ADAM12	525.1666666666666
0	ADAM22	71.66666666666667
0	ADAM32	293.8333333333333
0	ADAMTS8	7.333333333333333
0	ADAMTS9	3.0
0	ADCY2	98.16666666666669
0	ADCYAP1R1	0.8333333333333334
0	ADGRA3	69.66666666666667
0	ADGRB1	0.1666666666666666
0	ADGRF1	142.33333333333334
0	ADGRF3	154.66666666666666
0	ADGRG2	190.66666666666663
0	ADGRL2	6.833333333333333
0	ADGRV1	320.5
0	ADH1B	54.5
0	ADH4	16.833333333333332
0	ADH7	0.5
0	ADIPOQ	82.83333333333333
0	ADORA2A	88.0
0	ADPRM	818.0
0	ADRM1	1164.3333333333333
0	ADTRP	47.333333333333336
0	AFG3L2	450.8333333333333
0	AGAP1	6.5
0	AGAP2	907.0
0	AGBL2	112.0
0	AGFG1	1350.0
0	AGMO	23.5
0	AGO3	2378.1666666666665
0	AGPAT1	576.6666666666666
0	AGPAT3	123.66666666666669
0	AHSP	2.0
0	AK5	47.66666666666666
0	ALCAM	33.666666666666664
0	ALDH1L2	49.833333333333336
0	ALDH7A1	476.0
0	ALDOB	4.166666666666667
0	ALDOC	4188.666666666667
0	ALG5	1014.8333333333334
0	ALKBH7	224.33333333333331
0	ALKBH8	263.6666666666667
0	ALPK1	384.0
0	AMER2	14.833333333333334
0	AMFR	461.6666666666667
0	AMMECR1	374.3333333333333
0	AMOT	6.333333333333333
0	AMPD3	206.33333333333331
0	AMY2A	1.5
0	AMY2B	148.83333333333334
0	ANAPC10	565.0
0	ANAPC11	1945.5
0	ANGPTL1	3.1666666666666665
0	ANGPTL3	0.6666666666666666
0	ANGPTL4	41.16666666666666
0	ANGPTL5	1.5
0	ANK3	815.0
0	ANKEF1	106.5
0	ANKFN1	0.3333333333333333
0	ANKIB1	731.8333333333334
0	ANKRD10	6745.5
0	ANKRD24	0.1666666666666666
0	ANKRD26	668.1666666666666
0	ANKRD55	4.166666666666667
0	ANKS1B	37.833333333333336
0	ANKS4B	217.83333333333331
0	ANKUB1	18.5
0	ANLN	51.0
0	ANO7	150.33333333333334
0	ANTXR1	1.0
0	ANXA11	848.6666666666666
0	ANXA2	397.1666666666667
0	AOC1	3.6666666666666665
0	AP1B1	483.8333333333333
0	AP1G2	5732.5
0	AP4S1	931.8333333333334
0	AP5Z1	87.16666666666667
0	APBB2	48.0
0	APC	1161.5
0	APELA	27.166666666666668
0	API5	2603.1666666666665
0	APOB	5.666666666666667
0	APOBEC3D	1810.5
0	APOD	4.666666666666667
0	APOL3	1954.5
0	APOL4	1677.3333333333333
0	APOOL	1799.8333333333333
0	APP	405.0
0	APPL1	1190.8333333333333
0	AQP11	49.5
0	AREL1	609.0
0	ARFGAP3	1998.0
0	ARHGAP12	294.1666666666667
0	ARHGAP24	348.1666666666667
0	ARHGAP28	101.16666666666669
0	ARHGAP32	510.1666666666667
0	ARHGAP35	938.6666666666666
0	ARHGAP6	58.5
0	ARHGDIA	1495.5
0	ARHGEF10	65.0
0	ARHGEF26	29.0
0	ARHGEF38	55.16666666666666
0	ARHGEF4	69.83333333333333
0	ARHGEF6	2279.833333333333
0	ARID2	2779.0
0	ARL1	947.0
0	ARL10	577.1666666666666
0	ARL4A	1496.1666666666667
0	ARL5A	328.0
0	ARL6IP4	274.3333333333333
0	ARMC10	372.3333333333333
0	ARMC4	2.1666666666666665
0	ARMC9	1390.1666666666667
0	ARNTL2	133.0
0	ARPC4	5755.666666666667
0	ASAH2	29.166666666666668
0	ASAH2B	82.16666666666667
0	ASB1	468.8333333333333
0	ASB15	5.166666666666667
0	ASCC3	779.3333333333334
0	ASGR2	45.66666666666666
0	ASIP	0.1666666666666666
0	ASPA	113.33333333333331
0	ASXL3	0.1666666666666666
0	ASZ1	22.33333333333333
0	ATAD2B	623.8333333333334
0	ATF6	2033.3333333333333
0	ATF6B	2655.0
0	ATG4A	386.1666666666667
0	ATIC	1215.5
0	ATL2	241.66666666666663
0	ATP10A	803.8333333333334
0	ATP10B	145.0
0	ATP13A3	1147.1666666666667
0	ATP13A4	86.33333333333333
0	ATP13A5	1.3333333333333333
0	ATP1A1	1542.1666666666667
0	ATP1A4	367.8333333333333
0	ATP2B1	1207.1666666666667
0	ATP6V0D2	56.0
0	ATP6V0E2	1143.1666666666667
0	ATP6V1H	798.8333333333334
0	ATP9A	12.666666666666666
0	ATR	805.6666666666666
0	ATRX	6297.0
0	ATXN7L3B	2051.0
0	AURKC	21.83333333333333
0	B3GALT1	177.33333333333334
0	B3GALT4	63.0
0	B4GALNT1	449.1666666666667
0	BAAT	0.8333333333333334
0	BAIAP2L1	41.0
0	BAMBI	2.333333333333333
0	BARD1	845.5
0	BAZ2A	2294.1666666666665
0	BBS12	137.16666666666666
0	BBS4	1389.0
0	BBS7	228.83333333333331
0	BCKDHB	559.0
0	BCL11B	2.0
0	BCO2	98.66666666666669
0	BCOR	1101.0
0	BDH1	428.8333333333333
0	BDNF	9.333333333333334
0	BEND4	13.666666666666666
0	BEND5	99.66666666666669
0	BEND7	30.83333333333333
0	BEST3	6.0
0	BET1	1058.3333333333333
0	BEX2	1197.5
0	BIRC2	1622.0
0	BLNK	5.333333333333333
0	BLOC1S2	1815.1666666666667
0	BMP4	0.1666666666666666
0	BMPER	16.666666666666668
0	BMPR1B	2.1666666666666665
0	BNC2	2.6666666666666665
0	BNIPL	83.83333333333333
0	BOD1L1	2825.6666666666665
0	BRCA1	285.1666666666667
0	BRDT	52.833333333333336
0	BRI3	345.1666666666667
0	BRPF1	232.0
0	BTBD11	190.83333333333331
0	BTBD7	1126.1666666666667
