ATAC_count	Gene_Name	Mean_Gene_Expression
0	PTPRZ1	15.75
0	PUF60	873.75
0	PXDNL	3.75
0	QRFP	9.75
0	RAB11A	345.0
0	RAB11FIP2	761.25
0	RAET1E	72.5
0	RAET1K	14.75
0	RARB	25.5
0	RARRES2	3.5
0	RASEF	6524.5
0	RASGRF1	14.0
0	RASL11B	103.0
0	RBFOX3	213.5
0	RBM24	4.5
0	RBM28	4755.0
0	RBMS3	255.5
0	RBP1	109.75
0	RCAN2	22.0
0	RECQL4	425.0
0	RGS22	5.75
0	RHAG	86.25
0	RHBDL1	8.0
0	RHNO1	368.75
0	RIMS1	203.5
0	RIT2	2.25
0	RLBP1	14.25
0	RND1	304.75
0	RNF180	29.25
0	ROBO1	107.0
0	ROCK1P1	14.75
0	ROCK2	1529.5
0	RP1L1	369.0
0	RPH3A	40.75
0	RPL23P8	1.0
0	RPL31	15758.25
0	RPS15	16677.0
0	RPS2P32	10.75
0	RPS6KA6	143.75
0	RRP1	1353.0
0	SATL1	834.5
0	SCAMP5	54.0
0	SCARB1	1159.25
0	SCD5	1899.0
0	SCGB3A1	12.25
0	SCIN	503.5
0	SCN9A	196.5
0	SCP2	1081.0
0	SCRIB	187.25
0	SCRN1	112.75
0	SCUBE3	260.5
0	SDK1	33.75
0	SDR16C6P	10.75
0	SDR42E1	367.0
0	SDS	99.5
0	SELENBP1	14.25
0	SEMA3C	42.5
0	SEMA3D	45.5
0	SEMA3E	28.0
0	SERPINH1	290.25
0	SESTD1	110.5
0	SH3D19	216.0
0	SHOX	2011.75
0	SIM1	66.75
0	SIN3B	855.25
0	SIRPA	9.25
0	SLC10A1	101.75
0	SLC10A3	411.5
0	SLC10A5	16.25
0	SLC12A1	17.75
0	SLC13A1	3.5
0	SLC15A4	1091.25
0	SLC18A1	7.5
0	SLC24A2	116.5
0	SLC24A4	403.25
0	SLC25A10	148.75
0	SLC25A14	154.0
0	SLC25A48	20.5
0	SLC2A5	215.25
0	SLC30A10	3.25
0	SLC30A8	29.0
0	SLC35B4	1501.75
0	SLC35F4	18.5
0	SLC35G1	110.5
0	SLC4A1	721.75
0	SLC4A10	79.25
0	SLC5A12	50.75
0	SLC6A14	94.0
0	SLC6A17	8.75
0	SLC6A2	4.5
0	SLC7A13	28.25
0	SLC7A2	14.75
0	SLC9A3	268.75
0	SLC9B1	87.25
0	SLCO2A1	94.75
0	SLCO5A1	151.75
0	SLITRK3	5.0
0	SLITRK4	57.5
0	SMIM22	11.0
0	SMOC1	80.0
0	SMPDL3A	2.5
0	SNTG1	96.0
0	SNX29P2	379.75
0	SNX32	72.0
0	SOS2	837.75
0	SOSTDC1	2.0
0	SOX6	99.75
0	SPIDR	1144.0
0	SPIN3	1244.0
0	SPRY3	55.0
0	SRD5A2	3.0
0	SRL	44.5
0	SRPK3	93.25
0	ST18	105.0
0	STARD8	198.5
0	STEAP4	1417.5
0	STMN4	3.75
0	STMND1	285.75
0	SULF1	45.0
0	SULT1C2	143.75
0	SULT1C2P1	45.75
0	SVEP1	10.25
0	SYN2	1.0
0	SYNGAP1	17793.0
0	SYT10	1.75
0	SYT15	118.0
0	SYTL4	139.5
0	TAGLN	167.75
0	TAS2R13	6.75
0	TAS2R31	17.75
0	TAS2R46	22.75
0	TBC1D8	294.75
0	TBCEL	223.5
0	TBX1	61.5
0	TBX20	4.25
0	TCEAL4	650.25
0	TEAD4	4.75
0	TECRL	23.5
0	TEFM	560.75
0	TEKT2	10.5
0	TEKT4P2	48.25
0	TEX261	1162.75
0	TEX29	5.25
0	TEX35	21.75
0	TFAP2A	4.25
0	TFPI	1230.25
0	TGFBRAP1	1389.25
0	TGM5	8.5
0	THBS2	5.0
0	THSD7A	6.25
0	THY1	5.25
0	TINAGL1	123.25
0	TLR4	12.75
0	TMED3	815.0
0	TMEM108	55.0
0	TMEM144	36.25
0	TMEM191C	198.25
0	TMEM236	483.25
0	TMEM25	489.75
0	TMEM260	524.0
0	TMEM269	118.0
0	TMEM81	49.75
0	TMEM9B	1329.0
0	TMOD1	83.75
0	TMPRSS11D	6.75
0	TMPRSS5	16.0
0	TNC	95.0
0	TNFAIP8L1	769.75
0	TNIP2	2157.5
0	TNNI1	43.0
0	TNR	25.75
0	TNS1	15.0
0	TNS3	167.5
0	TNXB	493.5
0	TOP3B	592.25
0	TPBG	2.25
0	TRIM29	1.5
0	TRIM60	2.75
0	TRIM7	195.25
0	TRIQK	206.25
0	TRMT44	563.25
0	TRMT61A	331.0
0	TSPAN13	17.5
0	TSPYL5	20.0
0	TTLL3	1313.5
0	TTPA	58.5
0	TUBA3E	8.5
0	TUNAR	35.5
0	TUSC3	12.75
0	TVP23A	255.75
0	TVP23C	799.0
0	TWIST1	18.0
0	TXN	1217.5
0	TXNDC5	591.0
0	TXNRD3	20.5
0	UBC	8681.75
0	UBE2J2	349.5
0	UBE2M	275.0
0	UBE2Q2P1	567.5
0	UBL4A	230.75
0	UCHL1	8.0
0	UNC13C	191.5
0	USP17L2	4.0
0	VAMP3	914.75
0	VANGL2	9.5
0	VASN	9.75
0	VAV2	23.75
0	VEGFB	193.75
0	VGLL3	189.5
0	VLDLR	201.25
0	VSIG10	205.0
0	VWA5A	113.25
0	VWC2	78.25
0	WASH3P	483.5
0	WDFY3	40.25
0	WDR43	3494.25
0	WDR45B	605.75
0	WDR72	135.0
0	WIPF3	53.75
0	WIPI2	778.25
0	WNT16	8.0
0	WWC1	128.25
0	WWTR1	152.75
0	XDH	150.5
0	XG	2.0
0	XKR8	124.75
0	XRCC2	849.0
0	ZBED1	481.0
0	ZBED9	83.25
0	ZC2HC1A	34.0
0	ZC3H12C	106.75
0	ZCCHC12	5.25
0	ZDHHC15	127.0
0	ZDHHC4	252.25
0	ZFHX4	3.5
0	ZFP42	560.25
0	ZFP69	142.5
0	ZFP92	134.0
0	ZFR	2109.75
0	ZFYVE27	893.5
0	ZNF212	262.0
0	ZNF22	284.5
0	ZNF239	154.75
0	ZNF274	584.5
0	ZNF282	782.5
0	ZNF331	2506.25
0	ZNF343	336.5
0	ZNF398	1559.0
0	ZNF425	70.0
0	ZNF454	32.0
0	ZNF492	315.0
0	ZNF583	262.0
0	ZNF595	286.25
0	ZNF596	152.75
0	ZNF623	1581.75
0	ZNF71	297.5
0	ZNF716	450.5
0	ZNF746	1933.0
0	ZNF814	2455.75
0	ZNF883	84.5
0	ZNF98	2.0
1	AACS	1231.25
1	AASS	800.5
1	ABAT	605.5
1	ABCC6	301.0
1	ABTB1	351.5
1	ACER3	440.0
1	ACOXL	213.25
1	ACSL1	851.5
1	ACVR2A	391.75
1	ADAM23	92.0
1	ADAMTSL5	273.5
1	ADARB2	112.5
1	ADCY2	380.25
1	ADCY3	947.25
1	ADGRB1	15.0
1	ADGRF2	18.75
1	AGO4	352.25
1	AGPAT2	45.0
1	AKAP14	2.25
1	AKAP17A	606.0
1	AKT2	4485.25
1	ALX3	8.75
1	AMN	36.5
1	ANKRD17	4611.5
1	ANKRD18DP	8.25
1	ANKRD40	2902.75
1	ANKRD65	24.0
1	ANXA10	2.75
1	APH1B	206.5
1	APOOL	1100.75
1	ARC	10.0
1	ARF1	8407.5
1	ARGFXP2	49.5
1	ARHGAP39	36.0
1	ARHGEF18	2909.25
1	ARL13A	16.25
1	ARR3	40.0
1	ASB16	196.75
1	ASIC3	90.75
1	ASIC4	21.5
1	ASMTL	585.5
1	ASXL2	4234.5
1	ATAD3C	213.0
1	ATP11C	682.25
1	ATP2C2	98.5
1	ATP4B	2.5
1	ATP6V1H	636.25
1	BAHCC1	7.5
1	BARX2	83.0
1	BCAS1	119.5
1	BCAT2	516.5
1	BCL2L11	1945.0
1	BCO2	170.0
1	BEND2	912.75
1	BEND3	345.75
1	BEND7	70.0
1	BIK	25.0
1	BLVRA	132.75
1	BMP4	4.5
1	BMPER	54.0
1	BRD3	961.0
1	C14orf132	97.75
1	C1orf87	1.25
1	C1QTNF3	114.25
1	C7orf26	818.0
1	C8orf33	865.25
1	CA11	106.5
1	CA13	192.75
1	CAB39L	48.5
