GeneName	SRX5797708	SRX5797709	SRX5797712	SRX5797713	SRX5797716	SRX5797717	SRR4290846	SRR4290852	SRR4290853	SRR4290854
TOX2	1524	1640	1180	929	1206	950	39	26	43	27
TOX3	0	1	0	0	0	0	2	4	0	3
TOX4	4572	6988	2668	3986	1668	3804	1761	1585	2781	2728
TOX4P1	0	0	1	0	0	6	52	7	2	16
TP53	2324	2636	1381	1377	476	1323	2131	2358	5632	5315
TP53AIP1	26	8	33	24	11	13	17	12	11	29
TP53BP1	1145	3140	1309	2040	583	2056	1123	2191	7854	3913
TP53BP2	753	537	196	282	974	378	2372	1119	4080	4993
TP53I11	18	109	0	51	0	55	456	486	396	505
TP53I13	44	77	11	40	37	83	82	78	58	42
TP53I3	437	55	8	37	0	34	138	102	155	36
TP53INP1	2048	4192	1583	2077	156	3085	842	1664	176	271
TP53INP2	121	231	173	46	428	114	578	271	209	176
TP53RK	54	132	83	95	8	120	211	381	813	793
TP53TG3D	0	9	0	2	0	0	0	0	14	0
TP53TG5	32	175	158	107	0	240	98	57	45	30
TP63	9	57	31	25	28	29	102	96	70	99
TP73	0	0	0	0	0	0	1	37	0	0
TP73-AS1	254	419	268	444	96	329	1594	1221	1625	1351
TPBG	0	0	0	0	0	1	2	4	3	0
TPBGL	0	0	0	0	0	0	16	11	19	11
TPCN1	280	562	610	537	7	631	2256	1831	1201	1097
TPCN2	37	179	52	121	24	134	292	309	226	377
TPD52	1032	1260	1514	869	1588	1309	680	959	1390	1329
TPD52L1	115	334	50	104	27	97	146	137	153	187
TPD52L2	3425	3038	1934	1798	1131	2201	452	626	3042	2164
TPGS1	35	101	37	16	0	55	77	60	64	185
TPGS2	1377	1872	1500	1171	1036	1174	791	1241	1353	1135
TPH1	111	304	436	252	112	186	351	324	340	324
TPH2	36	92	24	79	137	70	266	308	459	582
TPI1	45411	61666	21876	30082	14389	32962	554	631	8100	5459
TPI1P1	11	16	13	2	0	2	0	0	1	2
TPI1P2	8	24	1	21	0	28	26	6	6	15
TPI1P3	13	5	0	0	0	5	1	0	1	0
TPI1P4	2	3	1	4	3	6	0	0	0	0
TPK1	486	849	169	345	358	415	327	324	245	300
TPM1	76	316	298	227	47	291	1520	1747	1591	1284
TPM2	3	95	0	5	0	36	1243	987	44	14
TPM3	27356	21356	7533	11322	2255	12999	12951	12887	40388	32642
TPM3P1	3	4	37	0	0	1	50	20	100	91
TPM3P6	42	45	16	17	0	50	50	12	54	28
TPM3P7	5	2	0	0	0	4	16	5	52	47
TPM3P8	0	2	0	0	0	2	5	2	14	9
TPM3P9	378	1002	552	1027	44	380	698	578	1289	884
TPM4	2190	3604	547	1314	814	1756	7427	9426	33679	27179
TPM4P1	0	9	0	5	0	0	5	5	8	5
TPMT	2356	2647	1090	1584	305	1447	1063	952	998	1333
TPMTP1	30	24	14	8	0	6	0	0	0	0
TPMTP2	0	0	0	1	0	0	0	4	7	14
TPO	1	10	10	5	9	5	8	608	2	12
TPP1	1794	3349	2039	2009	2206	3028	5215	6663	2910	3718
TPP2	1817	2016	766	1029	587	1367	4445	4247	3584	3089
TPPP	0	0	0	5	0	1	93	193	148	197
TPPP2	0	0	0	0	0	0	0	0	0	11
TPPP3	0	10	15	1	0	0	0	0	0	0
TPR	3576	4750	3620	2087	5692	4001	4088	4254	5548	4700
TPRA1	120	318	45	111	580	183	125	171	294	203
TPRG1	3	33	55	1	4	26	37	100	156	82
TPRG1L	616	403	234	183	41	255	699	631	477	465
TPRKB	742	1082	402	771	671	772	286	242	307	382
TPRKBP2	23	15	19	5	64	16	5	4	3	20
TPRN	172	33	11	5	0	15	170	153	738	167
TPRXL	27	73	68	48	51	84	34	28	40	41
TPSAB1	0	3	0	0	0	0	0	18	0	1
TPSB2	26	64	34	39	8	41	13	37	22	40
TPST1	1	899	0	10	1	232	49	33	22	15
TPST2	1575	1392	1113	737	20	997	619	1180	1633	834
TPT1	43760	55826	20726	31829	13399	35235	161333	148668	71663	98617
TPT1P10	1	1	0	11	0	1	13	12	23	29
TPT1P12	1	0	0	0	2	0	24	9	3	2
TPT1P13	4	1	0	0	0	0	3	1	1	0
TPT1P14	3	0	1	1	0	4	3	0	2	2
TPT1P2	0	4	0	0	2	2	2	2	1	2
TPT1P3	7	1	4	1	7	0	3	5	1	4
TPT1P4	9	3	3	6	1	4	14	13	10	6
TPT1P5	3	3	0	7	0	1	12	4	5	1
TPT1P6	0	6	5	2	0	0	23	26	6	13
TPT1P7	1	0	0	1	1	0	4	1	1	2
TPT1P9	11	4	4	1	6	2	44	24	14	28
TPTE2	0	1	2	12	0	3	2	5	0	7
TPTE2P1	166	99	53	73	32	50	113	121	74	101
TPTE2P2	63	202	73	112	57	97	315	277	413	778
TPTE2P5	0	33	79	25	0	18	7	16	6	19
TPTE2P6	17	14	18	29	14	20	12	14	18	17
TPTEP1	82	645	493	335	281	243	233	349	155	225
TPTEP2	361	787	336	377	518	278	130	156	143	193
TPTEP2-CSNK1E	0	3	0	0	0	1	3	23	2	0
TPX2	22	275	18	69	19	48	35	36	536	222
TRA2A	4078	11368	7695	7639	3593	8487	2745	1866	1517	1313
TRA2B	6481	32746	8568	11696	7090	14297	4224	2550	5042	3939
TRABD	45	110	276	61	56	67	2359	1805	943	1136
TRABD2A	37	180	387	94	54	164	5987	4817	1220	1417
TRAC	45335	39366	19561	23946	15399	27483	3516	3548	9752	9901
TRADD	298	218	100	116	83	114	494	702	140	280
TRAF1	4207	2632	928	718	233	1084	2025	2614	11899	9752
TRAF2	1697	1176	1007	680	174	683	134	288	1644	1104
TRAF3	141	850	582	414	90	824	1324	1964	5395	5853
TRAF3IP1	60	498	227	336	213	288	656	617	3785	2209
TRAF3IP2	967	2515	1405	1110	477	1895	625	1070	1366	1569
TRAF3IP3	2579	7664	2431	4378	1767	5267	4207	4884	1777	1701
TRAF4	54	1168	36	152	5	376	302	200	1501	1562
TRAF5	2438	4080	1863	2164	422	2860	4235	3367	2240	2153
TRAF6	833	1211	652	728	842	1321	788	605	270	353
TRAF7	1603	256	506	96	3	479	400	293	1124	1065
TRAFD1	2549	5828	2056	3082	528	4121	600	800	1539	1980
TRAIP	2	240	211	54	1	111	28	12	159	81
TRAJ1	0	8	0	3	0	6	8	5	10	16
TRAJ10	8	3	0	2	0	2	8	20	14	15
TRAJ11	0	0	0	0	0	0	6	12	14	10
TRAJ12	5	5	9	1	0	0	20	11	24	19
TRAJ13	0	1	1	2	0	4	0	3	6	2
TRAJ14	0	1	2	2	0	3	1	2	0	1
TRAJ16	0	13	1	4	21	7	22	11	32	23
TRAJ17	0	1	0	0	0	0	5	12	6	16
TRAJ18	11	1	0	2	0	1	7	7	21	30
TRAJ2	0	2	0	3	0	6	7	16	6	22
TRAJ20	0	1	2	3	7	4	7	9	19	22
TRAJ21	0	2	2	2	0	3	1	5	2	5
TRAJ22	3	4	8	2	0	0	15	20	22	38
TRAJ23	0	0	4	1	0	3	7	7	16	16
TRAJ24	0	0	1	0	0	0	7	5	10	4
TRAJ25	4	4	1	2	0	9	4	13	10	18
TRAJ26	8	4	8	2	0	10	1	10	9	22
TRAJ27	10	10	20	11	0	15	11	17	5	19
TRAJ28	1	9	23	13	0	9	7	7	6	16
TRAJ29	0	1	0	0	0	0	3	3	7	11
TRAJ3	17	13	4	9	0	8	8	9	7	3
TRAJ30	0	0	0	1	0	1	12	10	9	14
TRAJ31	0	0	2	2	0	0	8	13	17	22
TRAJ32	23	16	16	16	17	15	17	47	44	39
TRAJ33	11	7	9	5	0	9	6	7	5	10
TRAJ34	2	0	2	4	0	6	5	3	17	12
TRAJ35	5	11	5	10	10	10	22	19	13	10
TRAJ36	0	1	1	2	1	0	5	8	10	12
TRAJ37	21	7	9	13	0	10	5	3	3	5
TRAJ38	23	7	5	13	16	15	1	5	6	9
TRAJ39	4	7	12	13	0	13	2	2	7	9
TRAJ4	0	5	5	4	0	7	15	30	28	66
TRAJ40	0	1	2	1	0	0	2	3	6	11
TRAJ41	16	15	17	29	24	15	3	3	6	6
TRAJ42	17	23	16	25	16	15	5	5	3	14
TRAJ43	46	12	23	21	11	20	0	3	0	9
TRAJ44	132	85	119	64	43	83	3	2	15	16
TRAJ45	402	184	158	110	110	140	21	13	19	36
TRAJ46	10	8	4	4	0	7	3	4	5	2
TRAJ47	0	9	1	0	0	4	1	0	8	5
TRAJ48	7	17	4	4	0	6	3	5	16	10
TRAJ49	77	32	24	22	5	17	5	3	0	7
TRAJ5	2	8	3	4	3	4	36	44	44	58
TRAJ50	0	4	6	1	3	8	9	12	6	19
TRAJ51	0	0	1	0	0	2	4	7	2	5
TRAJ52	8	8	0	5	0	2	5	10	8	27
TRAJ53	10	1	1	1	0	1	3	0	6	12
TRAJ54	11	22	6	12	4	28	6	7	13	18
TRAJ55	9	8	1	13	0	14	1	0	1	5
TRAJ56	10	4	3	3	3	7	1	3	0	2
TRAJ57	0	2	0	4	5	8	1	2	1	2
TRAJ58	17	1	1	1	0	0	1	1	6	9
TRAJ59	4	1	0	5	3	1	0	0	4	0
TRAJ6	1	9	3	2	0	7	5	16	27	26
TRAJ60	9	3	4	1	5	2	0	0	2	0
TRAJ61	0	7	1	3	6	3	0	0	1	0
TRAJ7	0	1	2	0	0	1	3	6	9	12
TRAJ8	0	3	1	1	0	2	1	3	5	8
TRAJ9	0	2	0	1	0	1	5	5	8	5
TRAK1	38	1415	904	702	520	885	673	639	1518	1886
TRAK2	1561	1529	413	926	587	1351	1794	1266	921	920
TRAM1	2200	1492	1589	859	506	2143	1769	2504	2542	3551
TRAM1L1	0	0	0	0	0	10	0	0	0	0
TRAM2	665	1331	444	528	1481	1060	623	495	360	257
TRANK1	451	1318	337	1146	666	2277	7145	1739	43	192
TRAP1	99	1027	761	394	567	500	849	596	3382	2932
TRAPPC1	5396	6833	3862	3819	1503	3532	570	760	1213	960
TRAPPC10	223	582	314	493	175	520	4089	4254	5038	4568
TRAPPC11	361	382	198	418	804	275	1229	1492	1431	1464
TRAPPC12	202	540	498	306	1025	305	576	627	715	626
TRAPPC13	231	949	553	620	161	769	909	413	1196	1124
TRAPPC2	2752	5856	2567	3314	1739	3825	2116	2490	1748	2572
TRAPPC2B	308	914	437	717	289	533	118	174	60	80
TRAPPC2L	2158	2481	656	1243	950	1319	216	111	738	419
TRAPPC3	4357	2884	2187	1315	1233	2153	114	153	409	359
TRAPPC3L	29	69	55	51	23	45	93	115	60	107
TRAPPC4	1138	3217	987	1455	1028	1294	1694	1307	1277	1350
TRAPPC5	533	809	315	354	2994	290	2438	2773	6357	4039
TRAPPC6A	370	1338	772	781	5	691	298	334	81	84
TRAPPC6B	1025	1723	330	756	1067	1147	138	229	300	231
TRAPPC8	139	1020	546	559	112	651	644	620	722	910
TRAPPC9	215	322	416	196	47	297	1793	827	1143	695
TRARG1	0	6	0	0	0	16	0	0	0	0
TRAT1	2755	1423	306	154	853	780	6541	6588	474	829
TRAV1-1	0	0	0	0	0	0	19	19	23	27
TRAV1-2	0	0	0	0	0	0	19	11	40	26
TRAV10	0	0	0	0	0	0	22	24	25	21
TRAV12-1	0	0	0	0	0	0	64	58	121	158
TRAV12-2	0	0	0	0	0	0	79	64	86	110
TRAV12-3	0	3	0	0	0	0	99	97	152	109
TRAV13-1	0	0	0	0	0	0	155	171	276	311
TRAV13-2	0	1	0	5	0	0	49	47	85	83
TRAV14DV4	0	0	0	1	0	0	23	22	17	19
TRAV16	0	0	0	0	0	0	20	39	47	55
TRAV17	0	0	0	0	0	0	81	61	125	120
TRAV18	0	0	0	0	0	1	1	9	6	10
TRAV19	0	0	0	0	0	0	67	101	152	220
TRAV2	0	0	0	0	0	0	18	19	73	39
TRAV20	0	0	0	0	0	0	42	156	116	90
TRAV21	0	0	0	1	0	0	28	42	31	25
TRAV22	0	28	49	30	0	14	19	26	28	64
TRAV23DV6	0	0	0	0	0	0	14	12	26	8
TRAV24	0	0	0	0	0	3	5	5	53	26
TRAV25	0	0	0	0	0	0	20	20	62	37
TRAV26-1	0	0	0	0	0	0	52	102	153	277
TRAV26-2	0	0	0	0	0	0	20	30	24	48
TRAV27	0	0	0	0	0	0	9	22	24	53
TRAV29DV5	0	0	0	0	0	0	48	75	133	92
TRAV3	0	0	0	0	0	0	18	18	32	55
TRAV30	29	3	0	10	0	12	13	16	13	16
TRAV35	0	0	0	0	0	0	9	16	18	25
TRAV36DV7	0	0	0	1	0	3	6	16	51	42
TRAV37	0	0	0	0	0	0	2	1	8	5
TRAV38-1	0	2	0	0	0	1	13	24	10	41
TRAV38-2DV8	0	3	0	0	0	0	39	48	44	89
TRAV39	0	7	0	7	0	2	34	20	21	30
TRAV4	0	0	0	0	0	0	144	80	214	160
TRAV40	0	0	0	0	0	0	3	1	4	5
TRAV41	0	0	0	0	0	0	18	25	28	68
TRAV5	0	0	0	0	0	0	43	63	45	23
TRAV6	0	0	0	0	0	0	42	46	38	73
TRAV8-1	0	0	0	0	0	0	28	33	12	11
TRAV8-2	0	0	0	0	0	0	115	107	96	120
TRAV8-3	0	0	0	0	0	0	46	60	31	34
TRAV8-4	0	4	0	0	0	0	40	35	161	58
TRAV8-5	0	1	0	4	0	0	3	4	4	7
TRAV8-6	0	0	0	0	0	0	83	49	57	116
TRAV9-2	0	0	0	3	0	0	58	46	136	126
TRBC1	34898	66446	22862	36829	13440	35302	6276	6632	6457	6226
TRBC2	16266	23799	8476	11312	5907	12270	10632	11621	10763	10504
TRBJ1-1	48	67	29	21	3	33	9	7	6	9
TRBJ1-2	12	16	5	1	0	9	4	5	2	2
TRBJ1-3	52	139	37	55	30	73	4	0	2	2
TRBJ1-4	84	167	83	79	47	75	1	0	1	2
TRBJ1-5	204	409	151	278	65	173	10	5	11	11
TRBJ1-6	63	91	32	44	0	87	13	9	3	14
TRBJ2-1	74	135	38	56	12	61	22	7	13	17
TRBJ2-2	20	17	9	5	0	10	24	7	8	5
TRBJ2-2P	7	5	5	4	4	1	1	7	4	2
TRBJ2-3	124	108	86	69	71	74	16	18	9	13
TRBJ2-4	4	9	3	1	0	1	1	3	6	0
TRBJ2-5	1	1	2	0	0	2	5	9	7	5
TRBJ2-6	0	1	1	0	0	1	4	1	3	4
TRBJ2-7	0	5	1	0	0	2	16	7	14	12
TRBV1	0	0	0	0	0	0	12	4	2	1
TRBV10-3	0	0	0	0	0	0	15	40	25	27
TRBV11-1	0	1	0	0	0	0	3	14	3	4
TRBV11-3	0	0	0	0	0	0	15	5	13	11
TRBV12-3	0	0	0	0	0	0	31	33	46	32
TRBV12-4	30	3	0	0	0	2	9	21	5	16
TRBV12-5	0	14	0	0	0	0	3	2	7	2
TRBV13	0	0	0	0	0	0	7	5	2	1
TRBV14	0	0	0	0	0	1	24	26	8	0
TRBV15	0	2	0	0	0	0	17	7	14	8
TRBV16	0	3	23	4	0	0	0	0	0	0
TRBV18	0	0	0	0	0	0	29	38	16	27
TRBV19	0	0	0	0	0	0	46	50	7	11
TRBV2	0	0	0	0	0	0	33	13	20	19
TRBV20-1	0	5	0	1	0	0	66	76	103	84
TRBV21-1	0	0	0	0	0	0	4	5	2	0
TRBV23-1	0	0	0	0	0	0	20	9	0	2
TRBV24-1	0	0	9	0	0	0	9	8	4	5
TRBV25-1	0	8	0	0	0	0	37	23	84	15
TRBV26	0	0	0	0	0	0	7	2	2	2
TRBV27	0	0	0	2	0	0	30	33	21	4
TRBV28	263	70	112	26	0	0	65	21	66	2
TRBV29-1	0	4	5	0	0	1	153	219	19	76
TRBV3-1	0	0	0	3	0	0	102	69	53	40
TRBV30	0	0	0	0	0	0	166	98	28	26
TRBV4-1	0	0	0	0	0	0	47	68	52	60
TRBV4-2	0	0	0	0	0	0	24	49	19	67
TRBV5-1	0	5	0	4	0	0	74	113	67	67
TRBV5-4	2	24	0	2	0	2	81	85	87	86
TRBV5-5	6	0	0	0	0	0	35	23	6	12
TRBV5-6	0	8	0	0	0	0	60	42	35	24
TRBV5-7	3	4	0	0	0	0	11	3	0	0
TRBV6-1	0	0	0	0	0	0	49	35	56	20
TRBV6-2	0	0	0	0	0	0	42	55	24	31
TRBV6-4	0	0	0	0	0	0	9	6	14	7
TRBV6-5	0	0	0	0	0	0	252	257	304	244
TRBV6-6	0	0	0	0	0	0	64	125	29	71
TRBV6-7	0	0	0	0	0	0	3	2	5	0
TRBV6-8	0	0	0	0	0	0	19	8	2	0
TRBV7-1	0	0	0	0	0	0	4	24	1	4
TRBV7-2	0	13	0	3	0	0	115	164	108	208
TRBV7-3	0	3	13	0	0	1	53	55	50	54
TRBV7-4	0	1	0	0	0	0	46	16	6	2
TRBV7-5	0	3	0	3	0	0	34	10	0	2
TRBV7-6	0	6	0	3	0	6	68	35	18	12
TRBV7-7	0	9	0	5	0	1	41	64	6	1
TRBV7-9	0	2	0	0	0	0	111	75	64	55
TRBV9	0	1	47	0	0	0	166	96	212	209
TRBVA	11	0	0	0	0	0	5	1	6	0
TRBVB	0	10	0	12	0	4	22	1	0	8
TRDC	30816	43386	16410	17673	9013	20730	366	33	615	64
TRDJ1	279	421	161	115	99	129	9	1	17	2
TRDJ2	269	362	121	183	77	213	4	0	3	1
TRDJ3	122	111	105	67	29	52	5	0	6	1
TRDJ4	22	20	3	10	1	7	0	1	1	0
TRDMT1	12	1172	461	520	684	707	1237	1365	865	772
TRDV1	0	0	0	1	0	0	50	6	165	36
TRDV2	0	0	0	0	0	0	167	1	310	11
TRDV3	10	18	14	13	0	23	3	0	5	5
TREH	0	5	21	0	0	0	2	0	0	4
TREML1	0	0	0	0	0	0	5	6	1	24
TREML2	2	10	0	36	87	31	148	247	162	204
TRERF1	97	432	477	276	133	366	2333	2344	1050	916
TREX1	692	1053	745	555	982	697	48	63	152	208
TREX2	2	8	7	4	0	11	71	24	148	176
TRGC1	3691	7275	1522	2739	1071	6482	369	62	80	29
TRGC2	2781	6108	1629	3919	1694	6164	173	48	42	20
TRGJ2	3	28	1	8	1	12	0	1	1	0
TRGJP	13	24	16	8	0	9	4	0	0	0
TRGJP1	119	264	58	136	55	254	0	1	0	1
TRGJP2	37	83	17	68	16	85	3	0	2	0
TRGV1	12	26	21	12	0	7	18	61	16	6
TRGV10	110	1455	397	869	183	579	46	45	2	12
TRGV2	13	39	5	6	10	22	25	49	16	21
TRGV3	310	748	437	452	133	382	73	110	11	23
TRGV4	80	244	205	149	22	98	63	74	41	43
TRGV5	167	216	101	262	15	83	22	16	40	9
TRGV5P	95	67	133	125	92	4	31	12	37	5
TRGV7	126	214	111	138	134	149	11	9	15	18
TRGV8	39	119	64	41	14	53	9	9	11	3
TRGV9	1775	2931	1572	1878	448	1927	97	20	32	3
TRGVA	0	9	0	8	0	2	0	0	0	0
TRGVB	31	5	3	12	1	1	2	0	0	0
TRH	0	0	0	0	0	7	0	0	0	3
TRHDE	22	17	10	11	0	12	74	44	103	71
TRHR	0	0	0	0	0	0	0	11	1	2
TRIAP1	1955	3568	1375	1510	640	1549	118	57	761	400
TRIB1	0	1	56	6	17	0	205	416	1089	1075
TRIB2	2256	3283	1409	1293	1229	3142	1946	2089	95	362
TRIB3	75	60	41	41	265	39	121	139	840	561
TRIM11	348	600	852	370	38	322	402	384	638	410
TRIM13	2534	3071	1690	1760	461	1602	998	1091	749	1174
TRIM14	1042	876	160	646	293	562	4935	5543	2113	2671
TRIM16	185	278	51	144	67	111	279	443	448	650
TRIM16L	135	384	186	367	710	235	263	254	367	485
TRIM17	29	42	0	14	1	23	44	38	7	12
TRIM2	11	32	30	24	36	16	298	172	210	219
TRIM21	998	1588	1236	979	1336	848	384	438	449	971
TRIM22	3773	4603	3513	3278	975	3439	3656	4027	1078	1744
TRIM23	115	444	43	258	316	396	964	906	454	1132
TRIM24	196	233	78	272	16	262	4248	2576	4561	1862
TRIM25	790	717	392	451	99	459	1474	1443	4310	6110
TRIM26	1147	1461	695	1100	1363	863	803	960	2386	1668
TRIM27	206	543	541	338	176	317	6678	505	17591	3458
TRIM28	1626	1308	379	643	417	805	1466	1490	6331	3696
TRIM29	0	0	6	0	1	0	1	2	2	1
TRIM3	0	233	170	79	1	118	207	357	20	88
TRIM31	0	12	4	3	5	11	16	29	4	5
TRIM32	666	667	284	495	5	466	346	274	347	391
TRIM33	885	1966	956	1203	675	1299	1955	1843	2108	1787
TRIM34	1119	854	311	556	19	479	214	259	100	110
TRIM35	1430	754	338	662	2348	660	438	401	1260	985
TRIM36	0	7	4	4	0	6	21	23	17	22
TRIM37	23	448	116	253	2	231	513	625	1404	2238
TRIM38	1616	3595	2595	2103	405	2249	1873	2305	1812	2443
TRIM39	1057	1077	1500	956	1358	965	341	390	761	497
TRIM4	613	421	167	331	9	360	2835	3138	2312	3829
TRIM41	282	1260	438	451	367	643	1420	992	1764	1881
TRIM44	1489	2379	1211	1432	277	2021	3148	1576	2375	4454
TRIM45	16	145	92	114	11	80	89	85	117	97
TRIM46	17	47	18	30	19	18	157	172	74	116
TRIM47	0	258	45	115	11	146	26	38	115	161
TRIM5	761	1268	607	722	593	699	476	498	365	391
TRIM51BP	0	0	0	0	0	0	0	27	0	3
TRIM52	1116	1309	571	957	439	851	1225	1290	852	1069
TRIM54	168	63	46	45	0	49	22	5	7	8
TRIM56	1385	4002	1326	2454	1099	2824	5845	7013	6495	7877
TRIM58	386	490	99	314	59	281	321	250	231	285
TRIM59	2090	2383	1319	1732	490	1870	1207	1078	1767	1491
TRIM6	16	51	147	33	8	30	114	131	108	143
TRIM60	4	6	5	0	0	9	0	7	4	0
TRIM60P14	5	7	8	11	0	12	10	3	8	77
TRIM60P18	0	48	91	11	0	18	10	8	5	10
TRIM60P19	3	89	0	0	0	0	0	0	0	0
TRIM61	50	201	32	178	3	95	78	164	161	162
TRIM62	0	86	87	111	3	90	336	617	104	95
TRIM65	341	552	537	421	155	346	360	570	1116	560
TRIM66	156	968	378	537	136	354	1429	1032	949	800
TRIM67	0	6	0	3	0	1	4	7	12	16
TRIM68	561	1355	401	739	33	848	147	248	275	397
TRIM69	994	2351	602	1036	581	1028	791	921	2471	2657
TRIM7	330	172	58	90	74	91	153	225	191	212
TRIM71	0	4	5	2	0	7	5	8	66	25
TRIM72	321	770	485	580	306	521	944	902	966	1449
TRIM73	208	512	662	361	1172	408	901	501	402	307
TRIM74	0	5	0	5	0	14	55	119	0	16
TRIM8	618	926	282	532	816	776	1282	948	1718	1164
TRIM80P	0	3	0	0	0	6	10	0	0	0
TRIM9	0	0	2	10	0	3	0	8	15	12
TRIML2	37	69	45	65	23	38	56	86	81	108
TRIO	704	508	251	319	795	609	149	154	72	269
TRIOBP	379	274	128	184	800	242	1240	1780	1736	890
TRIP10	471	623	148	200	1	295	56	54	421	305
TRIP11	4912	11102	4994	6056	6231	5491	547	603	1154	1428
TRIP12	2385	3016	1451	1334	1985	2229	10786	9952	21413	21826
TRIP13	20	40	46	24	21	46	328	353	936	467
TRIP4	797	1447	692	777	708	905	550	687	581	830
TRIP6	0	28	0	10	4	20	77	145	683	584
TRIQK	362	312	122	296	141	301	196	213	193	223
TRIR	235	652	216	342	78	388	883	662	1773	1153
TRIT1	313	647	386	383	10	405	141	252	847	866
TRMO	467	675	341	631	404	458	1281	1313	497	690
TRMT1	526	1065	1272	561	17	854	555	368	1735	1361
TRMT10A	232	338	106	154	0	176	105	104	234	136
TRMT10B	992	1855	967	1104	893	1183	973	1014	761	781
TRMT10C	712	1184	354	673	381	800	262	189	1538	1002
TRMT11	117	772	276	414	4	464	521	631	1126	1149
TRMT112	3149	6964	2239	4041	966	4159	401	396	3046	2437
TRMT12	341	377	230	260	26	240	201	108	253	259
TRMT13	442	998	489	621	407	545	307	301	562	479
TRMT1L	464	668	404	247	33	192	251	126	378	243
TRMT2A	51	216	147	215	0	246	472	199	880	683
TRMT2B	845	1271	1110	926	455	887	1036	1080	1047	675
TRMT44	176	161	34	167	15	122	363	376	839	675
TRMT5	1	289	569	435	5	59	116	235	704	714
TRMT6	1825	674	524	507	544	474	292	194	1504	1777
TRMT61A	15	43	3	48	0	48	156	61	612	495
TRMT61B	398	880	433	491	40	568	150	153	128	132
TRMT9B	167	748	443	267	1955	403	628	606	377	624
TRMU	1110	257	366	190	491	355	525	1024	883	999
TRNAU1AP	886	2397	1290	1678	1206	1393	347	473	412	546
TRNP1	0	0	0	3	0	1	0	0	0	9
TRNT1	997	841	445	457	95	554	865	713	866	952
TRO	1	68	19	22	0	42	111	7	81	8
TROAP	23	203	29	56	18	80	89	76	731	174
TRPA1	0	0	0	0	0	0	7	14	0	14
TRPC1	0	6	4	5	0	8	126	81	29	4
TRPC3	0	5	0	0	7	3	2	1	2	32
TRPC4AP	739	1112	240	562	675	626	481	544	793	648
TRPC5	0	0	0	0	0	0	16	34	16	12
TRPC5OS	0	12	0	0	0	0	0	2	0	0
TRPC6	6	8	8	7	1	6	3	21	5	4
TRPM1	16	14	8	11	6	10	18	36	31	35
TRPM2	15	128	4	5	2	25	15	7	10	49
TRPM3	1069	78	35	81	28	104	43	62	46	55
TRPM4	63	160	84	123	79	117	531	494	336	327
TRPM5	0	0	0	0	0	0	4	1	38	2
TRPM6	97	227	135	142	93	114	363	374	264	306
TRPM7	426	817	490	419	451	695	1114	1056	1734	2001
TRPM8	77	179	964	1730	113	245	85	93	108	106
TRPS1	365	384	64	405	2734	579	1794	1108	602	798
TRPT1	602	625	408	298	324	632	151	73	195	165
TRPV1	480	583	543	282	127	410	308	258	241	404
TRPV2	3853	2998	816	1745	972	1894	757	622	519	366
TRPV3	71	195	313	164	49	92	86	80	88	110
TRPV6	0	0	0	0	0	9	24	123	2	10
TRRAP	236	2447	1496	1644	863	1818	4630	4293	4354	4279
TRUB1	420	428	283	274	24	567	321	201	819	911
TRUB2	2768	4476	1822	2076	3213	2285	888	621	1967	1988
TSACC	57	91	56	46	2	47	15	4	35	72
TSC1	732	3581	1753	1492	1313	2027	4922	3750	3184	4001
TSC2	1567	1809	821	937	345	1101	2545	1991	2466	1963
TSC22D1	2371	2537	823	1091	8	1868	524	808	319	71
TSC22D2	1508	2074	588	1060	700	1914	1077	889	1669	1335
TSC22D3	24454	18854	33698	12533	22498	44974	7917	3508	48	49
TSC22D4	173	129	89	60	25	108	466	601	310	381
TSEN15	1129	518	357	313	526	515	1034	1166	2116	2475
TSEN15P2	0	0	0	0	0	0	4	5	12	27
TSEN2	498	886	381	827	196	522	350	323	812	796
TSEN34	112	175	30	90	1	98	126	197	396	279
TSEN54	199	515	485	338	742	341	176	185	365	380
TSFM	328	634	243	467	684	581	126	105	247	99
TSG101	889	1978	551	894	218	1121	811	895	3041	2234
TSGA10	958	707	386	537	1	487	206	165	92	38
TSGA13	92	174	131	76	99	101	532	683	252	438
TSHR	85	201	397	147	89	232	264	469	236	286
TSHZ1	407	658	130	554	128	666	716	842	706	403
TSHZ2	18	16	20	22	7	43	1868	1865	2705	3686
TSHZ3	0	14	0	0	0	0	16	22	28	101
TSKS	0	0	0	0	0	3	4	2	1	0
TSKU	37	94	53	59	19	54	109	102	81	117
TSN	1936	2601	1180	2168	918	2067	502	584	1480	1436
TSNARE1	0	46	2	22	0	71	103	74	189	99
TSNAX	4414	7172	3378	4459	1280	3941	721	697	1156	970
TSNAX-DISC1	0	20	0	3	0	4	16	9	2	2
TSNAXIP1	0	10	3	26	0	8	4	6	15	6
TSPAN1	0	0	0	0	0	0	1	0	23	2
TSPAN10	166	481	230	355	154	362	2414	1909	968	1308
TSPAN13	121	97	0	51	1	52	0	16	31	23
TSPAN14	9494	2478	5257	2323	4439	2478	5290	4675	2047	1974
TSPAN15	0	22	0	14	0	1	11	13	9	0
TSPAN16	0	0	0	0	0	0	0	13	0	0
TSPAN17	2	298	3	104	0	143	316	451	341	660
TSPAN18	1	4	0	11	0	1	1431	1591	157	103
TSPAN19	39	40	21	28	11	26	242	261	184	183
