CD4_enhancer_counts_bins	Gene_Name	Mean_Gene_Expression
2	C4orf19	138.75
2	C4orf47	0.5
2	CABIN1	1982.25
2	CABP1	19.0
2	CACNA1A	1999.75
2	CADPS	319.0
2	CAMK2B	4.5
2	CBFB	8301.0
2	CBX8	13.75
2	CCDC114	148.25
2	CCDC124	230.5
2	CCDC150	458.25
2	CCDC171	284.5
2	CCDC183	86.0
2	CCDC83	12.0
2	CCDC97	1144.75
2	CCL16	479.5
2	CCL3L3	380.75
2	CCNH	884.25
2	CCR3	47.75
2	CD300LF	7.5
2	CD34	166.25
2	CD79B	32.5
2	CDC37	4620.25
2	CDC42BPG	176.5
2	CDC7	564.25
2	CDH10	23.75
2	CDH13	71.75
2	CDH18	207.25
2	CDH24	22.75
2	CDK1	104.75
2	CDK12	3888.5
2	CDKN2D	781.25
2	CEACAM21	254.0
2	CENPF	327.5
2	CEP250	1690.25
2	CGRRF1	102.25
2	CHAF1B	1388.25
2	CHID1	1086.5
2	CHST11	2341.0
2	CIAPIN1	661.0
2	CITED2	2163.25
2	CKAP5	1426.0
2	CKS1B	334.0
2	CLEC4C	26.25
2	CLK4	1296.25
2	CLPB	3399.25
2	CLPX	1959.0
2	CLRN1	3.75
2	CLSPN	648.75
2	CLYBL	62.0
2	CMTR2	282.5
2	CNOT10	811.25
2	CNOT4	2659.5
2	CNPY2	1104.5
2	COL6A6	11.0
2	COMMD2	793.0
2	COMMD6	86.75
2	CPA4	182.25
2	CPT1A	440.5
2	CPT1C	195.25
2	CPVL	3.75
2	CRB2	78.75
2	CREG1	528.25
2	CRY1	424.25
2	CTNNA1	452.75
2	CTPS1	4540.0
2	CTR9	2049.5
2	CTSS	1591.25
2	CTSW	551.75
2	CUL4B	1957.5
2	CYB561	253.25
2	CYB5D1	646.75
2	CYB5R4	848.5
2	CYB5RL	1107.75
2	CYP11A1	29.0
2	CYP2E1	46.75
2	CYP4V2	2084.0
2	CYP7B1	1.25
2	DACT1	217.5
2	DAG1	897.0
2	DAND5	675.75
2	DBT	2254.25
2	DCBLD1	245.75
2	DCBLD2	120.75
2	DCXR	609.75
2	DDHD1	1893.75
2	DDR2	53.75
2	DDX17	45476.5
2	DDX39A	2540.75
2	DDX50	703.25
2	DDX60	195.25
2	DENND2C	312.5
2	DENND4C	823.0
2	DENND5A	937.5
2	DEPDC4	322.0
2	DGCR2	451.5
2	DGKH	1825.0
2	DGKQ	173.5
2	DHH	28.0
2	DHX33	3381.25
2	DHX57	915.5
2	DIABLO	1424.25
2	DIAPH3	656.0
2	DMTN	382.0
2	DNAAF3	6.0
2	DNAH5	1.0
2	DNAH8	9.75
2	DNAJA2	3502.75
2	DNAJC10	3276.25
2	DNAJC11	1574.5
2	DNAJC21	1596.25
2	DNAJC27	103.25
2	DNM1L	2107.5
2	DNPEP	1176.75
2	DPH2	838.25
2	DPM2	834.5
2	DPP8	1535.0
2	DTX3	284.75
2	DTYMK	701.75
2	DVL2	369.5
2	DZANK1	450.75
2	EBPL	1684.5
2	ECSCR	8.75
2	EDEM3	1530.5
2	EFCAB12	220.25
2	EFHD2	1247.0
2	EFNB2	4.75
2	EFR3B	116.75
2	EFTUD2	2768.25
2	EHMT1	2569.75
2	EID3	165.25
2	EIF2S1	3288.75
2	ELL3	37.0
2	EML6	202.5
2	ENPP4	258.25
2	ENTPD7	248.75
2	EPAS1	289.5
2	EPHA1	148.0
2	EPSTI1	1069.25
2	ERBB3	88.75
2	ETV1	0.5
2	FABP7	37.25
2	FAM114A1	113.25
2	FAM118B	627.75
2	FAM135A	561.5
2	FAM135B	16.0
2	FAM156A	269.75
2	FAM53A	14.5
2	FANCE	130.25
2	FAT1	18.0
2	FBXO31	1000.5
2	FCHSD1	650.0
2	FCRL1	142.75
2	FCRLA	3.0
2	FHL3	194.75
2	FKBP11	1210.25
2	FKBP4	10760.0
2	FKBPL	15.25
2	FNBP4	2907.0
2	FOXJ2	2013.5
2	FOXP2	33.5
2	FRK	2703.25
2	FUS	11045.25
2	FXYD6	1.0
2	GABRB3	341.25
2	GALE	196.25
2	GALR2	73.75
2	GATM	19.5
2	GCSAML	96.75
2	GDF5	1.75
2	GEMIN2	325.75
2	GEMIN5	1209.25
2	GFM1	3781.25
2	GINS4	512.5
2	GLB1L	215.75
2	GLI1	123.5
2	GLYATL2	19.25
2	GNAI2	5953.0
2	GNAI3	2582.5
2	GNAS	12148.0
2	GNL2	2881.75
2	GNRH1	22.0
2	GOLGA5	348.0
2	GPER1	63.0
2	GPR137	252.25
2	GPR162	2.5
2	GPX7	198.75
2	GREM2	55.0
2	GRID1	11.0
2	GRWD1	767.0
2	GSDMB	1321.5
2	GSK3A	2026.75
2	GSTM4	204.5
2	GSTO1	239.25
2	HCLS1	3377.25
2	HEATR3	1137.75
2	HELB	5086.75
2	HEPHL1	1.5
2	HERC5	291.5
2	HHLA1	1012.0
2	HIBCH	370.0
2	HLA-DOB	211.5
2	HLA-DRB1	408.5
2	HNRNPA1L2	585.75
2	HNRNPH3	12903.75
2	HOXB9	12.0
2	HPCAL1	1525.5
2	HPGDS	17.25
2	HSBP1	424.5
2	ICAM4	134.25
2	IDH3B	1330.75
2	IFNAR1	1078.5
2	IFT20	832.5
2	IFT52	127.0
2	IL1RAP	641.0
2	IL1RN	66.0
2	IL22	81.0
2	ILDR2	613.0
2	INTS9	550.0
2	INTU	1613.25
2	IPO13	479.5
2	IRF4	37983.0
2	ISOC2	112.25
2	ITGA2B	47.5
2	ITGAE	172.25
2	ITGAL	9171.0
2	ITGAV	184.5
2	ITIH1	24.75
2	ITSN2	5048.0
2	KALRN	330.5
2	KAT2B	1057.5
2	KCNMA1	35.25
2	KCNRG	248.5
2	KCTD14	4.25
2	KIAA0232	858.25
2	KIAA0556	470.25
2	KIAA0586	759.0
2	KIAA1549L	8.75
2	KIF24	175.25
2	KLHL2	786.5
2	KLHL26	343.5
2	KPNA4	6467.75
2	KXD1	2011.75
2	KYNU	1285.25
2	L1CAM	8.5
2	L1TD1	58.75
2	LANCL1	609.75
2	LCORL	925.0
2	LDLR	1873.0
2	LGALS12	1.0
2	LGR6	13.5
2	LGSN	135.25
2	LHFPL1	4.25
2	LINGO4	17.75
2	LMAN2	937.25
2	LPAR5	322.5
2	LRP10	3291.75
2	LRRC39	36.5
2	LRRIQ1	126.25
2	LRRK1	5410.5
2	LSM14A	6732.0
2	LSM14B	355.25
2	LSP1	742.5
2	LTBP2	59.25
2	MAB21L1	3.75
2	MAGEH1	321.5
2	MAGI1	24.0
2	MAP2K3	963.5
2	MAPK13	2397.75
2	MAPK1IP1L	7945.75
2	MARK3	2303.25
2	MAST2	510.0
2	MAST3	1923.5
2	MATN3	3.25
2	MCAM	76.75
2	MDM2	8630.25
2	MECOM	193.75
2	MED14	2382.0
2	MEGF8	278.5
2	MEX3A	21.0
2	MGARP	1.25
2	MIB1	1397.25
2	MLANA	643.0
2	MMP13	7.5
2	MMP19	6.5
2	MMP21	7.0
2	MOB4	421.25
2	MPND	97.75
2	MPP2	24.0
2	MPV17L2	1189.75
2	MRPL19	286.5
2	MRPL36	353.75
2	MRPS30	2283.5
2	MRPS31	943.0
2	MRPS5	2184.25
2	MSANTD3	332.25
2	MTFR1L	537.75
2	MUC1	114.0
2	MUS81	609.75
2	MXRA7	708.25
2	MYEF2	807.25
2	MYO1C	393.0
2	MYOM2	31.0
2	MYOT	22.0
2	MYPN	89.25
2	N6AMT1	347.25
2	NAA15	3482.75
2	NAA40	1164.5
2	NAAA	940.5
2	NACA2	1.25
2	NADK2	1376.5
2	NANOS3	1.25
2	NARF	1335.25
2	NAT9	349.75
2	NCKAP1L	5968.75
2	NDST3	93.5
2	NDUFA4	838.75
2	NDUFA4L2	77.25
2	NDUFA6	491.75
2	NDUFB8	1521.0
2	NEIL1	301.0
2	NEIL3	207.25
2	NEO1	665.75
2	NEURL1	89.0
2	NFAM1	94.25
2	NFKBIE	166.75
2	NFX1	1753.0
2	NIF3L1	674.75
2	NKAP	3954.0
2	NOL12	735.75
2	NOSTRIN	79.75
2	NPAS2	1788.25
2	NQO1	278.0
2	NR4A1	873.25
2	NRBF2	568.25
2	NRDC	5267.75
2	NRG1	3.5
2	NRP1	187.5
2	NRXN2	5.75
2	NTMT1	238.5
2	NUDT16	222.0
2	NUF2	82.25
2	OLFML1	130.5
2	OLFML3	8.75
2	OR10G2	5.75
2	OR10H1	496.5
2	OR14J1	1588.0
2	OR2A25	114.5
2	OR2A5	253.25
2	OR2D2	4.5
2	OR2M4	164.5
2	OR52I2	6.25
2	OR56A4	969.5
2	OR5AU1	363.0
2	OR5K2	1.5
2	OR8D1	42.25
2	OSBPL11	395.0
2	OTUB1	1287.0
2	OXT	1.5
2	PACRG	59.25
2	PAFAH1B3	424.5
2	PALMD	50.75
2	PANK2	1431.75
2	PAQR3	300.5
2	PAQR7	333.5
2	PARD3	13.25
2	PARP11	517.75
2	PARVG	805.25
2	PDE1A	31.0
2	PDE1B	318.25
2	PDIA6	2020.0
2	PDK3	984.25
2	PDLIM7	159.5
2	PDSS1	286.75
2	PERP	42.75
2	PES1	1687.25
2	PHF10	1418.25
2	PHLDB1	742.25
2	PHLDB3	283.5
2	PI4KA	3872.0
2	PIGH	577.25
2	PIGZ	29.25
2	PIP5K1A	4006.5
2	PITRM1	3140.75
2	PKHD1	3.5
2	PKHD1L1	1.75
2	PKIG	71.5
2	PLA2G12A	372.0
2	PLEKHF2	98.25
2	PLOD2	41.5
2	PMP22	2.0
2	PNPLA1	112.5
2	POLE4	346.75
2	POLI	211.75
2	POLR2C	979.5
2	POP5	616.5
2	POU2F3	55.5
2	PPA2	654.0
2	PPP1CA	1508.5
2	PPP1R15B	2711.75
2	PPP1R26	26.75
2	PRDX1	2000.75
2	PRKACA	594.25
2	PRMT8	22.5
2	PRPS1	2977.75
2	PSAP	3745.25
2	PSMA4	1570.75
2	PTCH1	1567.25
2	PTOV1	1298.5
2	PTPN7	4570.25
2	PTPRJ	839.5
2	PTTG2	22.75
2	PUDP	425.25
2	RAB1A	3453.5
2	RAB27B	8.5
2	RAB37	596.75
2	RAD54L2	3191.5
2	RAD9B	140.75
2	RBM26	3915.25
2	RBM3	3140.25
2	RECQL5	398.75
2	REEP4	210.25
2	REST	3126.5
2	RGMA	157.25
2	RHBDF2	484.0
2	RIMS1	203.5
2	RIPK1	2545.0
2	RNASEH2A	563.25
2	RNASEH2C	1430.25
2	RNF113A	497.0
2	RNF13	477.75
2	RNF168	2069.5
2	RNGTT	1112.25
2	RP1L1	369.0
2	RPGR	645.25
2	RPL10	24664.75
2	RPL13	6315.5
2	RPS4Y1	948.75
2	RPS6KL1	340.25
2	RRAGA	992.75
2	RRAS2	328.5
2	RRBP1	466.5
2	RUSC1	538.0
2	S1PR3	334.0
2	SAMD7	9.5
2	SAT1	465.0
2	SAXO1	72.0
2	SBNO2	1196.25
2	SCAMP3	1742.25
2	SCG5	3.25
2	SEC61A1	3488.25
2	SEMA4G	65.0
2	SENP1	1561.0
2	SENP7	2538.0
2	SERPINB2	11.75
2	SERTAD3	56.0
2	SFI1	2531.25
2	SH2D3C	623.5
2	SH3BGR	7.0
2	SHANK2	25.0
2	SHOC2	1181.75
2	SIRT7	398.0
2	SIX5	21.25
2	SKAP1	1497.5
2	SKOR1	17.0
2	SLC10A5	16.25
2	SLC15A3	78.75
2	SLC1A3	3.75
2	SLC28A2	580.75
2	SLC30A9	1485.0
2	SLC35D1	1281.5
2	SLC35E1	2777.25
2	SLC40A1	212.75
2	SLC44A2	4434.0
2	SLC7A2	14.75
2	SLC8A1	36.5
2	SLC9A8	606.75
2	SLF2	1332.75
2	SMAD5	781.75
2	SMPDL3B	15.25
2	SMTN	181.75
2	SMYD3	219.0
2	SMYD5	468.0
2	SNIP1	1235.25
2	SNRPA1	1636.25
2	SNRPE	556.0
2	SNTA1	30.0
2	SNTB2	2435.0
2	SNU13	232.25
2	SNUPN	1656.75
2	SNX31	54.25
2	SOAT2	0.75
2	SORCS3	32.25
2	SP4	5094.25
2	SPATA24	13.75
2	SPDYE4	7.5
2	SPEG	104.5
2	SPTBN2	16.75
2	ST3GAL1	2175.5
2	ST3GAL2	1569.75
2	ST7L	615.25
2	STAMBPL1	950.5
2	STIP1	6397.0
2	STK11IP	313.75
2	STK38	2193.25
2	STON2	34.0
2	STRN3	2151.5
2	STX4	1429.0
2	STXBP1	508.75
2	STXBP3	1084.75
2	SUMO1	3651.75
2	SUPT3H	570.0
2	SUPT4H1	1384.75
2	TAB2	6527.5
2	TACO1	753.25
2	TAF1L	80.0
2	TAMM41	468.75
2	TAPBP	25211.25
2	TAS2R19	17.5
2	TCAIM	361.5
2	TCEA1	2947.0
2	TDRD12	140.75
2	TDRD7	232.75
2	TESK1	1426.75
2	TFDP1	5091.0
2	TGM4	14.0
2	THSD4	36.75
2	THUMPD2	146.25
2	TIFA	268.0
2	TLR3	148.5
2	TMEM116	1006.5
2	TMEM120A	188.25
2	TMEM156	516.25
2	TMEM159	204.25
2	TMEM181	1804.25
2	TMEM211	2.75
2	TMEM248	2780.25
2	TMEM41B	3570.5
2	TMPRSS9	80.5
2	TNNC2	4.5
2	TNPO3	2102.5
2	TOMM7	439.0
2	TP63	91.75
2	TPD52L1	155.75
2	TPH2	403.75
2	TPRG1	93.75
2	TRAIP	70.0
2	TRIP10	209.0
2	TRMT61B	140.75
2	TRPM1	30.0
2	TRPM3	51.5
2	TSPAN4	43.5
2	TSSK2	4.5
2	TTC27	2547.25
2	TTC30B	31.75
2	TTC5	298.25
2	TTLL4	1069.75
2	TULP4	3492.75
2	TYK2	975.25
2	UBA2	2091.25
2	UBXN10	5.5
2	UBXN2B	592.0
2	UCHL1	8.0
2	UNC13B	64.5
2	UNC50	216.5
2	USP2	29.75
2	USP43	2.0
2	USP9Y	680.25
2	UTP20	2293.75
2	VAPA	2586.75
2	VAPB	1732.25
2	VEPH1	18.25
2	WDR19	905.25
2	WDR46	1653.25
2	WDR61	519.75
2	WIZ	629.75
2	WSB1	3352.0
2	WWC2	196.0
2	XYLB	898.0
2	YES1	823.0
2	YWHAE	10855.0
2	ZBTB16	193.25
2	ZBTB41	279.5
2	ZBTB42	47.0
2	ZFAND1	334.0
2	ZMPSTE24	728.25
2	ZMYM4	1533.25
2	ZMYND11	1986.5
2	ZNF142	2151.0
2	ZNF169	1002.0
2	ZNF205	9.25
2	ZNF213	424.75
2	ZNF223	16.0
2	ZNF3	471.75
2	ZNF446	60.75
2	ZNF449	52.75
2	ZNF45	357.0
2	ZNF461	223.0
2	ZNF502	39.75
2	ZNF532	550.25
2	ZNF557	1139.75
2	ZNF570	786.0
2	ZNF586	602.0
2	ZNF595	286.25
2	ZNF615	391.25
2	ZNF625	42.5
2	ZNF649	502.75
2	ZNF652	1349.5
2	ZNF687	1057.5
2	ZNF700	544.0
2	ZNF716	450.5
2	ZNF770	618.25
2	ZNF776	433.5
2	ZNF784	110.0
2	ZNF79	182.25
2	ZNF81	447.25
2	ZNF84	655.25
2	ZNRF2	142.5
2	ZPBP2	8.0
2	ZYG11B	1918.5
3	A1CF	43.0
3	ABCC2	151.25
3	ABCF1	7776.0
3	ABHD16A	590.0
3	ABHD4	281.25
3	ACAT1	582.75
3	ACKR2	150.75
3	ACOX1	777.75
3	ACOX2	1.75
3	ACSM6	12.25
3	ACTR1B	2087.25
3	ADPGK	2523.25
3	AFF3	1211.75
3	AGBL5	388.25
3	AK5	665.25
3	AKAP1	1117.75
3	AKAP17A	606.0
3	AKT1	1115.25
3	AKT1S1	217.0
3	ALDH3A1	5.75
3	ALDH7A1	1767.75
3	ANGPTL5	1.0
3	ANKFN1	2.75
3	ANKRD24	30.5
3	ANKRD26	285.0
3	ANKRD39	464.0
3	ANKRD49	360.5
3	AP3B1	1940.5
3	APBB2	221.75
3	APOM	39.5
3	ARAF	1435.25
3	ARF6	3211.25
3	ARFIP1	324.5
3	ARHGAP10	275.75
3	ARL13B	204.0
3	ARMC6	281.25
3	ASF1A	1142.5
3	ASGR1	92.25
3	ASXL3	3.25
3	ATIC	2925.75
3	B3GNT9	172.25
3	BCAS3	588.5
3	BCL2L10	5.5
3	BCL6B	8.5
3	BCOR	3628.75
3	BEX2	548.0
3	BMF	227.5
3	BRMS1L	62.0
3	BRPF1	1060.25
3	C12orf50	525.5
3	C12orf65	2381.75
3	C14orf119	410.0
3	C7orf31	100.25
3	C9orf131	142.0
3	CA5B	2275.0
3	CAMK2D	4417.25
3	CAMSAP1	2815.75
3	CCDC172	3.25
3	CCDC65	81.5
3	CCDC73	1.25
3	CCM2	1055.5
3	CCND1	275.0
3	CCT8	2689.5
3	CD163	303.25
3	CDC6	3505.25
3	CDKN2A	46.0
3	CEP192	1089.25
3	CEP76	608.0
3	CFAP157	107.5
3	CFH	35.75
3	CHD4	8100.0
3	CHST2	110.0
3	CLDN14	3.0
3	CLDN15	170.25
3	CLK3	1712.5
3	CNBP	3555.25
3	CNOT3	2894.0
3	COL6A3	1158.25
3	COMMD8	57.5
3	COMMD9	410.5
3	COPS8	480.75
3	COX16	334.5
3	COX5B	375.5
3	COX6B1	77.5
3	COX7C	2935.75
3	CPS1	201.75
3	CRBN	1267.75
3	CREB1	3594.25
3	CRNKL1	1102.75
3	CRTC2	4050.25
3	CRY2	518.75
3	CTBP1	1229.25
3	CTNNA2	33.0
3	CUX1	2072.25
3	CWC25	1277.0
3	CYB5R2	153.75
3	CYP2C9	42.5
3	CYP8B1	71.75
3	DBNL	1613.5
3	DCAF17	682.5
3	DCTPP1	767.0
3	DDX47	1801.25
3	DENND2A	342.75
3	DGKE	1844.75
3	DHTKD1	570.75
3	DIS3L	1116.25
3	DLG4	574.5
3	DNAH12	53.75
3	DNAH14	361.0
3	DNALI1	34.0
3	DOT1L	1136.25
3	DPYSL2	1706.5
3	DRAM1	288.5
3	DRICH1	20.25
3	DSC1	64.0
3	DSEL	143.25
3	DTNA	168.75
3	DYRK1B	80.25
3	EAF2	54.25
3	EFNA4	110.5
3	EHMT2	1815.75
3	EIF3K	1306.25
3	EIF3L	3780.0
3	EIF5	2677.0
3	ELOF1	2768.0
3	EME1	288.5
3	EMSY	2366.25
3	ENTPD1	780.0
3	EOMES	228.0
3	EPB42	36.0
3	EPS15L1	1155.5
3	ERCC5	522.5
3	ERCC6L2	701.0
3	EYA1	170.5
3	FAM117B	2409.25
3	FAM120A	5831.0
3	FAM169A	277.5
3	FAM185A	165.75
3	FAM189A2	2.25
3	FANCC	812.0
3	FBRS	2530.0
3	FBXO28	768.25
3	FBXW9	39.5
3	FERMT3	2170.0
3	FGD2	232.5
3	FMNL2	140.75
3	FOXM1	200.5
3	FPGS	309.0
3	FPR2	49.75
3	FRA10AC1	611.5
3	FRMD5	223.75
3	FRMPD2	30.5
3	GABRR2	2.75
3	GADD45GIP1	746.5
3	GAN	39.25
3	GCNT4	301.25
3	GGCX	709.5
3	GIPR	266.25
3	GLDN	11.75
3	GMDS	288.0
3	GNAI1	394.75
3	GNGT2	56.0
3	GPR150	25.75
3	GPR68	276.25
3	GPSM2	719.25
3	GRAMD1C	71.0
3	GRIP1	523.75
3	GRPEL2	812.0
3	GSTM3	531.5
3	GSTZ1	106.25
3	GTDC1	1083.25
3	GXYLT2	191.75
3	HAUS5	864.5
3	HDAC6	844.75
3	HDAC8	863.0
3	HELZ	3678.5
3	HIGD1A	1363.25
3	HMGN1	2618.75
3	HMGN5	57.25
3	HNMT	86.25
3	HOOK2	600.75
3	HS1BP3	136.25
3	HSD17B11	377.25
3	HSD17B6	44.25
3	HSPA4	4190.5
3	HSPA9	9816.75
3	IDI2	33.75
3	IFI35	305.25
3	IFT27	250.75
3	IFT46	320.5
3	IGSF3	164.0
3	IKBKG	248.25
3	IKZF2	1921.5
3	IL10	3311.25
3	IL23R	329.5
3	IL4I1	341.75
3	IMPDH1	446.5
3	IQCG	243.75
3	IRF3	1797.0
3	ISG20	802.5
3	ITGB2	2657.0
3	JUNB	11853.75
3	KCNAB2	1447.5
3	KCNH5	9.5
3	KCNN1	124.0
3	KCNQ3	66.0
3	KIAA1671	448.5
3	KIAA1958	695.75
3	KIF3A	549.75
3	KLHDC8A	5.0
3	KLRF1	3.0
3	KMT2C	7443.75
3	KPNB1	6644.0
3	KRAS	1088.0
3	KRTAP16-1	26.75
3	LAMB3	17.5
3	LAT2	386.25
3	LCN12	32.25
3	LDHAL6A	166.0
3	LDHB	8066.25
3	LGALS3BP	350.5
3	LHPP	227.0
3	LIFR	16.75
3	LILRB1	94.0
3	LMAN1	2289.0
3	LMAN2L	123.75
3	LMO3	1.5
3	LRIT3	20.25
3	LRRC2	546.5
3	LRRC63	6.5
3	LRRTM3	5.0
3	LTC4S	2.25
3	LY9	1414.5
3	MAP1LC3C	34.75
3	MAP3K13	1023.75
3	MAP3K4	3630.0
3	MAPK10	1251.25
3	MATN4	2.5
3	MC2R	145.75
3	MCTS1	123.5
3	MED16	473.0
3	MED30	289.25
3	MEF2C	86.0
3	MEFV	383.25
3	METAP2	2673.75
3	MFSD11	374.5
3	MGA	3861.25
3	MIA	0.75
3	MICA	1371.75
3	MIEN1	318.25
3	MINK1	715.25
3	MLXIP	6910.25
3	MMS19	1507.0
3	MPRIP	2047.0
3	MRPL11	167.75
3	MRPL16	320.0
3	MS4A5	14.25
3	MSRA	143.0
3	MT1H	2.25
3	MTMR6	876.0
3	MUC15	27.5
3	MYLK4	47.0
3	N4BP2	895.5
3	NAV3	500.0
3	NCALD	329.75
3	NCF2	171.0
3	NCOR2	4988.0
3	NDUFB4	599.0
3	NDUFS5	523.75
3	NEBL	19.0
3	NEDD1	443.25
3	NEFL	64.25
3	NELFCD	1442.75
3	NEUROD2	39.0
3	NICN1	473.5
3	NKG7	744.5
3	NLRP12	247.0
3	NME2	1506.25
3	NOSIP	618.0
3	NR1D1	822.5
3	NR2C1	365.25
3	NRM	278.0
3	NSMCE3	559.25
3	NTPCR	344.5
3	NUAK2	313.75
3	NUDT13	230.5
3	NUDT17	90.75
3	NXPH3	32.5
3	NXT2	178.5
3	OCIAD1	1443.75
3	ODF2	1807.75
3	OLFML2B	14.75
3	OMG	67.0
3	OPA1	2834.75
3	OR1C1	8.5
3	OR4P4	63.25
3	OR6C4	109.75
3	ORC6	18576.25
3	PARP16	260.75
3	PARVB	733.75
3	PAX6	286.25
3	PAXIP1	1378.5
3	PCDHGC4	28.5
3	PCSK7	13160.5
3	PDE4C	293.0
3	PDHA1	1508.25
3	PGAP2	481.25
3	PHACTR4	4063.0
3	PHTF1	251.5
3	PINK1	1322.0
3	PLEKHA3	3026.0
3	PLXNA2	5.25
3	PM20D2	1167.0
3	PMFBP1	55.25
3	POLD4	590.5
3	POLL	478.0
3	POLR1E	711.75
3	PPIE	820.75
3	PPM1A	1360.75
3	PPOX	227.25
3	PPP2R3C	249.0
3	PRCD	11.0
3	PRDM11	183.0
3	PRDM4	1533.75
3	PRKAB2	619.0
3	PRKCSH	2635.5
3	PRMT1	1890.5
3	PROX1	8.75
3	PRPF18	591.75
3	PRPF3	2770.0
3	PRPF40B	200.5
3	PSMB2	3422.0
3	PSMB3	595.5
3	PSMD3	2677.75
3	PTBP1	12198.0
3	PTCH2	22.75
3	PTPN12	783.5
3	PTPRB	58.0
3	PWP1	894.0
3	PZP	570.75
3	RAB11FIP4	1935.0
3	RAB3GAP1	1370.0
3	RACGAP1	405.5
3	RAE1	499.25
3	RASGRP1	3582.0
3	RBL1	3238.5
3	RBM19	1745.25
3	RBM33	5748.25
3	RBM42	619.5
3	RCN2	2423.25
3	RCSD1	2425.5
3	RERG	113.25
3	RGS5	30.75
3	RIC1	825.75
3	RNF103	1368.0
3	RNF181	212.25
3	RNF24	785.5
3	RNPEP	230.0
3	ROBO1	107.0
3	RPH3AL	120.25
3	RPP38	550.0
3	RPS13	13908.0
3	RPS21	1684.25
3	RPS27	7741.75
3	RPS9	8577.0
3	RPSA	9454.5
3	RPUSD2	271.25
3	RRP15	5829.75
3	RTN3	1455.5
3	S100A5	13.5
3	SALL2	74.75
3	SBK1	828.25
3	SCAF11	3835.25
3	SCAMP2	2938.5
3	SCFD1	969.0
3	SCNN1A	107.75
3	SEC16B	1.5
3	SEC24C	1889.0
3	SERTAD1	329.0
3	SEZ6	23.25
3	SF3A1	16333.25
3	SH2D1B	12.5
3	SHF	185.75
3	SIPA1	497.75
3	SLC16A10	1597.5
3	SLC16A11	15.25
3	SLC22A18	230.75
3	SLC23A1	82.25
3	SLC26A10	9.25
3	SLC2A12	16.5
3	SLC34A1	0.5
3	SLC38A10	768.5
3	SLC39A13	428.0
3	SLC39A9	1924.75
3	SLC4A2	568.0
3	SLC6A1	211.75
3	SLC6A16	78.25
3	SLC8B1	1117.0
3	SLC9A5	53.5
3	SLCO2B1	34.0
3	SNRPB2	704.0
3	SOX12	134.5
3	SP2	2298.75
3	SPIN1	724.5
3	SPRYD4	1711.75
3	SSBP1	2797.75
3	STARD9	904.0
3	STEAP2	312.75
3	STRBP	1619.25
3	SUPT5H	3324.0
3	SUV39H1	613.0
3	SYVN1	1751.25
3	TAGLN	167.75
3	TAS1R1	9.0
3	TAS2R14	113.0
3	TBKBP1	750.0
3	TCF12	3340.0
3	TCF7L2	112.5
3	TCFL5	194.25
3	TCP10L2	1.25
3	TEKT3	4.0
3	TERF1	815.5
3	TEX30	71.0
3	TFB1M	305.5
3	TGFB1I1	69.75
3	TLR9	66.0
3	TM4SF18	31.5
3	TMC4	425.0
3	TMCC2	81.25
3	TMEM106C	220.75
3	TMEM108	55.0
3	TMEM117	42.75
3	TMEM165	1608.5
3	TMEM176B	1.5
3	TMEM254	349.25
3	TMEM87B	275.75
3	TMEM97	875.75
3	TMIE	6.25
3	TMPRSS7	13.0
3	TNNT1	12.75
3	TOX3	2.25
3	TP53BP1	3770.25
3	TPBGL	14.25
3	TRA2A	1860.25
3	TRIM21	560.5
3	TRIM45	97.0
3	TRIM56	6807.5
3	TRIP12	15994.25
3	TRNT1	849.0
3	TRPM8	98.0
3	TRRAP	4389.0
3	TSPYL1	1927.75
3	TTC30A	39.0
3	TTC31	421.75
3	TTLL11	64.25
3	TWISTNB	348.5
3	UBE2O	735.75
3	UCK2	2032.0
3	UHMK1	5780.75
3	URB2	1412.25
3	VAV3	448.25
3	VBP1	435.5
3	VPS37B	917.75
3	VWA3B	19.5
3	WBP4	531.25
3	WDHD1	1429.25
3	WDR1	3943.25
3	WDR17	451.0
3	WDR27	522.75
3	WDR38	12.5
3	WDR44	784.75
3	WDR83	275.5
3	WNT1	12.5
3	YIPF3	1003.75
3	ZBED6CL	148.75
3	ZBTB24	1053.25
3	ZBTB33	1681.25
3	ZBTB43	565.0
3	ZBTB7B	1764.25
3	ZFP2	110.25
3	ZFP92	134.0
3	ZIC5	1.25
3	ZNF20	62.75
3	ZNF229	6.5
3	ZNF254	408.5
3	ZNF260	491.5
3	ZNF343	336.5
3	ZNF362	880.5
3	ZNF385C	277.5
3	ZNF414	514.0
3	ZNF487	107.0
3	ZNF491	33.5
3	ZNF527	604.75
3	ZNF546	406.0
3	ZNF548	1303.75
3	ZNF675	609.25
3	ZNF69	211.75
3	ZNF746	1933.0
3	ZNF827	1562.25
3	ZNF879	125.0
3	ZRSR2	408.0
3	ZSCAN2	326.5
3	ZWINT	187.0
4	AAMDC	628.75
4	ABCA13	165.75
4	ABCF3	919.0
4	ABI1	3629.25
4	ACACB	1657.5
4	ACAP2	3820.25
4	ACBD4	230.0
4	ACD	778.25
4	ACMSD	9.75
4	ACVR1B	589.5
4	AGAP3	384.0
4	AGPAT3	3333.5
4	AHCY	743.75
4	AIP	489.25
4	AMBRA1	1016.0
4	ANGPTL1	22.75
4	ANKAR	83.0
4	ANKS1B	100.25
4	ANP32A	15270.5
4	AP001258.1	4.0
