CD4_ABC_H3K27ac_count_bins	Gene_Name	Mean_Gene_Expression
0	FAM131A	299.75
0	FAM133B	794.5
0	FAM133DP	3.5
0	FAM135A	561.5
0	FAM135B	16.0
0	FAM13A	10735.25
0	FAM13C	4.25
0	FAM149A	61.5
0	FAM151A	1.5
0	FAM155A	46.25
0	FAM155B	10.0
0	FAM157A	320.75
0	FAM163A	4.25
0	FAM166A	132.75
0	FAM166B	4.75
0	FAM167A	16.25
0	FAM168B	3408.0
0	FAM169A	277.5
0	FAM169B	36.5
0	FAM171B	8.0
0	FAM177A1	1701.5
0	FAM180A	5.75
0	FAM183BP	19.5
0	FAM184A	363.75
0	FAM184B	38.25
0	FAM185A	165.75
0	FAM189A2	2.25
0	FAM189B	1272.5
0	FAM204A	1121.5
0	FAM207A	109.5
0	FAM209A	10.75
0	FAM20B	991.25
0	FAM214B	59.75
0	FAM219B	2622.0
0	FAM220A	112.0
0	FAM221A	1710.25
0	FAM234A	276.25
0	FAM238A	47.75
0	FAM238B	3.25
0	FAM238C	47.0
0	FAM3C	848.75
0	FAM43A	183.25
0	FAM50A	847.75
0	FAM53A	14.5
0	FAM53B	1163.5
0	FAM71A	6.0
0	FAM76B	520.5
0	FAM78B	7.25
0	FAM81A	8.0
0	FAM81B	3.25
0	FAM83C	3.5
0	FAM83D	50.25
0	FAM83E	52.0
0	FAM83F	663.75
0	FAM83G	377.25
0	FAM89A	226.0
0	FAM8A1	306.5
0	FAM91A1	2348.5
0	FAM92A1P2	231.5
0	FAM92B	5.25
0	FAM95C	81.25
0	FAM98A	1608.0
0	FAM98B	1208.25
0	FAM9A	3.75
0	FAM9B	279.5
0	FANCA	1160.75
0	FANCD2	2178.5
0	FANCE	130.25
0	FANCF	315.5
0	FANCM	416.75
0	FANK1	57.0
0	FAR2P2	12.25
0	FARS2	156.0
0	FASLG	244.25
0	FASTK	418.5
0	FASTKD1	367.0
0	FASTKD2	518.25
0	FAT1	18.0
0	FAT2	56.0
0	FAXC	396.25
0	FBF1	140.5
0	FBL	5156.5
0	FBP1	6.0
0	FBRS	2530.0
0	FBXL14	582.5
0	FBXL16	256.75
0	FBXL18	1598.5
0	FBXL4	495.75
0	FBXL5	562.5
0	FBXO10	139.75
0	FBXO21	1064.25
0	FBXO25	453.75
0	FBXO28	768.25
0	FBXO3	730.75
0	FBXO30	617.75
0	FBXO32	537.25
0	FBXO39	5.75
0	FBXO40	102.5
0	FBXO42	461.0
0	FBXO43	191.0
0	FBXO46	395.25
0	FBXO47	1.25
0	FBXO6	520.75
0	FBXO7	1825.75
0	FBXO9	994.5
0	FBXW10	69.0
0	FBXW4P1	45.5
0	FBXW5	663.25
0	FBXW7	2298.25
0	FBXW8	328.5
0	FCER1A	36.5
0	FCGR2B	51.0
0	FCGR2C	7.5
0	FCGR3A	13.75
0	FCHO1	450.75
0	FCHSD1	650.0
0	FCHSD2	2165.75
0	FCN1	135.5
0	FCRL1	142.75
0	FCRL2	121.25
0	FCRL3	450.0
0	FCRL5	61.5
0	FCRL6	7.25
0	FCRLA	3.0
0	FCRLB	2.25
0	FDFT1	1927.0
0	FDPSP2	3.75
0	FDX1	478.0
0	FEM1A	1865.5
0	FEM1B	1945.0
0	FEM1C	592.75
0	FER1L4	227.25
0	FERMT1	5.5
0	FERMT2	178.0
0	FERMT3	2170.0
0	FES	34.75
0	FEZ1	437.25
0	FFAR2	210.25
0	FFAR4	82.0
0	FGD2	232.5
0	FGF1	10.25
0	FGF14	1.25
0	FGF18	8.25
0	FGF19	2.5
0	FGF2	47.5
0	FGF7	14.75
0	FGF7P6	55.25
0	FGF9	90.0
0	FGFBP2	5.5
0	FGFR1	337.25
0	FGFR2	64.75
0	FGFR4	25.5
0	FGFRL1	1366.0
0	FGL2	268.5
0	FGR	33.5
0	FH	588.5
0	FHL1	250.0
0	FHL2	554.0
0	FHL3	194.75
0	FHOD1	513.5
0	FHOD3	15.75
0	FIBP	710.0
0	FICD	266.25
0	FIG4	151.25
0	FIGNL2	18.75
0	FILIP1	104.0
0	FILIP1L	576.25
0	FIS1	205.5
0	FITM1	23.25
0	FKBP11	1210.25
0	FKBP1A	7295.5
0	FKBP2	2220.75
0	FKBP6	206.25
0	FKBP8	531.0
0	FKBP9	222.0
0	FKBPL	15.25
0	FKRP	350.5
0	FKTN	518.0
0	FLG	13.5
0	FLG2	35.5
0	FLNA	5738.25
0	FLNB	1351.0
0	FLOT2	3299.5
0	FLT1	1212.5
0	FLT4	81.25
0	FLVCR2	121.75
0	FLYWCH1	1067.0
0	FMN1	1795.0
0	FMNL2	140.75
0	FMO1	1.75
0	FMO3	38.75
0	FMO5	239.75
0	FN1	494.75
0	FNBP1	5838.5
0	FNBP4	2907.0
0	FNDC10	77.75
0	FNDC3B	3419.75
0	FNDC5	11.0
0	FNDC7	2.0
0	FNDC9	189.25
0	FNIP2	544.0
0	FNTB	422.5
0	FOPNL	1253.5
0	FOS	1650.25
0	FOSB	868.25
0	FOSL2	3375.25
0	FOXB1	7.75
0	FOXC1	1.25
0	FOXD2	18.5
0	FOXD4	3.25
0	FOXD4L1	5.75
0	FOXD4L5	18.5
0	FOXE1	6.75
0	FOXH1	176.75
0	FOXJ3	8306.75
0	FOXK1	4920.5
0	FOXN4	3.25
0	FOXO1	2312.75
0	FOXP2	33.5
0	FOXP3	1620.25
0	FOXP4	1092.75
0	FOXRED2	1168.0
0	FPGS	309.0
0	FPR2	49.75
0	FRA10AC1	611.5
0	FRAT1	90.5
0	FRAT2	226.5
0	FREM2	57.75
0	FRG1JP	30.0
0	FRG2	39.5
0	FRG2C	78.75
0	FRK	2703.25
0	FRMD1	48.0
0	FRMD3	67.25
0	FRMD4B	593.25
0	FRMD5	223.75
0	FRMD7	2.0
0	FRMPD1	95.5
0	FRMPD2	30.5
0	FRMPD3	150.25
0	FRRS1	41.5
0	FRRS1L	838.75
0	FRS3	108.0
0	FRY	951.25
0	FSBP	20.5
0	FSCN1	132.0
0	FSCN2	8.25
0	FSCN3	15.25
0	FSD1L	185.0
0	FSIP1	1.75
0	FST	11.75
0	FSTL3	52.75
0	FTH1	3313.5
0	FUCA2	184.0
0	FUOM	86.5
0	FURIN	3485.25
0	FUS	11045.25
0	FUT10	250.5
0	FUT11	748.0
0	FUT2	275.25
0	FUT7	13.75
0	FUT9	94.75
0	FUZ	71.5
0	FXN	1066.5
0	FXR1	2808.25
0	FXYD2	42.25
0	FXYD6	1.0
0	FYCO1	940.25
0	FZD1	13.25
0	FZD4	125.75
0	FZD6	224.0
0	FZR1	490.5
0	G0S2	178.0
0	G2E3	457.25
0	G3BP1	7862.5
0	G3BP2	4188.75
0	G6PC2	7.5
0	G6PC3	928.5
0	GAB1	445.75
0	GAB3	453.25
0	GABARAP	478.5
0	GABBR1	2399.75
0	GABPA	670.0
0	GABRA2	2.0
0	GABRA4	9.25
0	GABRB3	341.25
0	GABRE	692.75
0	GABRG3	213.75
0	GABRR1	7.25
0	GABRR2	2.75
0	GABRR3	1.5
0	GAD1	18.5
0	GADD45A	321.25
0	GADD45B	424.0
0	GADD45G	5.75
0	GADD45GIP1	746.5
0	GAGE10	2.75
0	GAL	5.0
0	GAL3ST4	762.75
0	GALC	1207.0
0	GALE	196.25
0	GALK1	82.75
0	GALM	798.5
0	GALNT1	643.0
0	GALNT10	2010.0
0	GALNT11	761.25
0	GALNT12	62.5
0	GALNT15	280.5
0	GALNT16	144.25
0	GALNT18	14.0
0	GALNT2	1043.25
0	GALNT3	66.0
0	GALNT4	752.25
0	GALNT6	412.0
0	GALNT7	909.75
0	GALNTL5	2.25
0	GALR2	73.75
0	GALT	923.25
0	GAMT	156.25
0	GAN	39.25
0	GANC	809.5
0	GAPDH	37518.0
0	GAPT	7.5
0	GAREM1	24.25
0	GAREM2	3152.5
0	GARNL3	139.5
0	GART	1595.25
0	GAS2	7.75
0	GAS2L1	8.5
0	GAS7	107.25
0	GAS8	153.25
0	GATA2	207.5
0	GATA3	2155.0
0	GATM	19.5
0	GBA	661.25
0	GBE1	292.0
0	GCAT	92.25
0	GCC2	2089.25
0	GCFC2	545.0
0	GCK	26.5
0	GCLC	1525.75
0	GCLM	1457.5
0	GCM1	45.75
0	GCNT1	407.75
0	GCNT2	405.25
0	GCNT4	301.25
0	GCNT7	128.0
0	GCSAM	194.5
0	GCSH	235.0
0	GDA	491.25
0	GDAP1	605.0
0	GDF11	753.25
0	GDF15	4.0
0	GDF5	1.75
0	GDF6	4.25
0	GDF7	109.25
0	GDI1	2147.5
0	GDNF	27.5
0	GDPD2	38.0
0	GDPD3	103.5
0	GDPD4	26.25
0	GDPD5	622.75
0	GEM	97.25
0	GEMIN7	359.0
0	GEMIN8	124.0
0	GET4	723.5
0	GFAP	245.75
0	GFER	86.75
0	GFI1	1135.5
0	GFM1	3781.25
0	GFOD1	1154.25
0	GFPT1	1642.75
0	GFRA1	23.25
0	GFRA2	4.25
0	GFRAL	78.0
0	GGA1	1269.5
0	GGA2	7505.0
0	GGA3	3826.25
0	GGACT	85.75
0	GGCX	709.5
0	GGH	67.5
0	GGN	10.0
0	GGNBP2	2462.75
0	GGT1	304.25
0	GGT5	215.75
0	GGT6	152.25
0	GGTA1P	6.0
0	GGTLC2	2.5
0	GHDC	239.0
0	GHITM	1735.0
0	GHRL	180.75
0	GIGYF1	1369.75
0	GINM1	806.5
0	GIPC3	49.5
0	GIPR	266.25
0	GIT2	2461.25
0	GJA1	12.0
0	GJA10	8.75
0	GJB2	55.75
0	GJB6	31.5
0	GJB7	95.5
0	GJC1	584.25
0	GJC2	3.5
0	GJD4	26.0
0	GK	1045.75
0	GLA	434.25
0	GLB1L	215.75
0	GLB1L2	283.25
0	GLB1L3	405.0
0	GLCE	217.25
0	GLDN	11.75
0	GLG1	11445.75
0	GLI1	123.5
0	GLI3	1.5
0	GLIPR1	292.25
0	GLIPR1L1	1.5
0	GLIPR1L2	316.5
0	GLIS2	19.25
0	GLIS3	90.75
0	GLMN	157.75
0	GLOD4	1901.25
0	GLP1R	6.75
0	GLRA3	194.0
0	GLRX	1059.75
0	GLRX2	413.5
0	GLRX3	960.75
0	GLRX5	206.75
0	GLT1D1	3.5
0	GLT8D1	548.25
0	GLUD2	26.0
0	GLUL	545.25
0	GLYAT	8.0
0	GLYATL2	19.25
0	GLYCTK	186.0
0	GMDS	288.0
0	GMFB	1263.75
0	GMIP	1107.25
0	GMPPA	777.0
0	GMPR	59.5
0	GMPS	2914.75
0	GNA11	248.75
0	GNA12	576.75
0	GNA15	94.0
0	GNAI1	394.75
0	GNAI2	5953.0
0	GNAI3	2582.5
0	GNAL	163.0
0	GNAO1	219.5
0	GNAQ	1342.5
0	GNAZ	27.75
0	GNB1	4864.25
0	GNB1L	174.75
0	GNB2	547.0
0	GNB3	6.0
0	GNG10	1038.0
0	GNG4	650.75
0	GNG8	10.5
0	GNGT1	49.25
0	GNL2	2881.75
0	GNPTAB	3141.25
0	GNRH1	22.0
0	GOLGA2P11	24.25
0	GOLGA2P5	772.5
0	GOLGA2P9	1.5
0	GOLGA5	348.0
0	GOLGA6D	2.25
0	GOLGA6L3	27.25
0	GOLGA6L5P	318.5
0	GOLGA6L9	1858.5
0	GOLGA8A	8125.25
0	GOLGA8B	3143.5
0	GOLGA8J	255.75
0	GOLGA8M	32.0
0	GOLGA8T	7.75
0	GOLGB1	2132.25
0	GOLIM4	206.25
0	GOLM1	374.25
0	GON4L	2735.75
0	GOPC	1125.0
0	GORAB	305.75
0	GORASP2	4868.75
0	GOT1	323.0
0	GP1BB	2.75
0	GP5	57.25
0	GP6	466.75
0	GPATCH2L	2857.25
0	GPATCH8	3026.0
0	GPBAR1	17.25
0	GPBP1	2687.0
0	GPC1	41.0
0	GPC3	10.25
0	GPC5	1.5
0	GPCPD1	1034.0
0	GPD1	12.75
0	GPD1L	426.25
0	GPER1	63.0
0	GPHN	635.25
0	GPI	2802.0
0	GPNMB	539.0
0	GPR108	588.25
0	GPR119	2.75
0	GPR132	289.75
0	GPR137	252.25
0	GPR137B	136.5
0	GPR141	13.75
0	GPR143	6.75
0	GPR146	110.5
0	GPR15	133.5
0	GPR150	25.75
0	GPR151	13.0
0	GPR153	10.25
0	GPR155	1297.5
0	GPR156	4.0
0	GPR157	548.0
0	GPR160	160.5
0	GPR161	208.5
0	GPR162	2.5
0	GPR171	696.5
0	GPR173	126.75
0	GPR179	70.25
0	GPR182	25.75
0	GPR25	23.5
0	GPR3	207.5
0	GPR34	109.0
0	GPR35	86.5
0	GPR37L1	146.0
0	GPR45	3.25
0	GPR55	252.25
0	GPR63	99.0
0	GPR65	373.25
0	GPR68	276.25
0	GPR84	4.0
0	GPR85	376.5
0	GPR87	23.25
0	GPR88	3.5
0	GPRASP1	945.75
0	GPRASP2	25.75
0	GPRC5B	39.25
0	GPRC5C	52.5
0	GPRIN1	25.25
0	GPRIN3	4467.5
0	GPX2	63.0
0	GPX4	334.75
0	GPX8	65.25
0	GRAMD1B	1056.5
0	GRAMD4	192.75
0	GRAP	134.0
0	GRASP	340.75
0	GRB10	159.0
0	GREB1	235.75
0	GREB1L	116.5
0	GREM2	55.0
0	GRHL2	20.0
0	GRHL3	2.75
0	GRHPR	549.25
0	GRIA1	0.75
0	GRIA3	4.0
0	GRID1	11.0
0	GRID2IP	4.5
0	GRIK1	24.0
0	GRIK2	416.0
0	GRIN2B	13.0
0	GRIN2C	136.0
0	GRIN2D	6.0
0	GRIP1	523.75
0	GRK6	2016.5
0	GRK6P1	8.5
0	GRK7	33.0
0	GRM2	117.25
0	GRM4	14.5
0	GRN	487.0
0	GRPEL2	812.0
0	GRWD1	767.0
0	GSAP	246.0
0	GSDMB	1321.5
0	GSDMC	68.5
0	GSE1	2469.5
0	GSK3A	2026.75
0	GSKIP	345.25
0	GSR	2806.0
0	GSS	1056.25
0	GSTM5	7.0
0	GSTO1	239.25
0	GSTP1	627.25
0	GSTZ1	106.25
0	GTDC1	1083.25
0	GTF2E2	473.5
0	GTF2F1	1849.0
0	GTF2F2	964.75
0	GTF2H2	3078.5
0	GTF2H2B	20.5
0	GTF2H4	90.0
0	GTF2I	4957.0
0	GTF2IRD1	171.0
0	GTF3C1	1416.25
0	GTF3C2	3151.75
0	GTF3C6	465.25
0	GTPBP10	1027.75
0	GTPBP3	618.0
0	GTPBP8	537.75
0	GUCD1	692.25
0	GUCY1B2	5.5
0	GUK1	1044.5
0	GUSB	625.0
0	GUSBP3	520.25
0	GUSBP9	32.25
0	GVINP1	1895.5
0	GXYLT1	376.25
0	GYG1	755.75
0	GYG2	1.5
0	GYPE	15.75
0	GYS2	0.5
0	GZMA	347.0
0	GZMB	2700.75
0	GZMH	103.75
0	GZMK	495.5
0	H6PD	1287.5
0	HACD2	1811.5
0	HACD4	755.25
0	HADH	638.75
0	HAL	14.25
0	HAP1	383.75
0	HAPLN3	1469.75
0	HAPLN4	5.0
0	HAS2	6.5
0	HAUS1	353.25
0	HAUS2	751.5
0	HAUS5	864.5
0	HAUS6	1069.75
0	HAVCR1	84.25
0	HBEGF	105.0
0	HBS1L	1661.75
0	HCFC1	5667.5
0	HCG22	1.5
0	HCK	21.25
0	HCLS1	3377.25
0	HCN3	23.25
0	HCRTR1	23.75
0	HDAC10	224.25
0	HDAC2	1429.0
0	HDAC4	667.0
0	HDAC5	426.5
0	HDAC6	844.75
0	HDAC7	2666.25
0	HDAC8	863.0
0	HDAC9	106.0
0	HDC	103.0
0	HDLBP	4996.25
0	HDX	22.25
0	HEATR1	2710.5
0	HEATR3	1137.75
0	HEATR5A	493.0
0	HEATR9	21.75
0	HECTD2	95.75
0	HECTD3	991.25
0	HECTD4	1540.0
0	HECW2	216.0
0	HELB	5086.75
0	HELZ	3678.5
0	HEMGN	52.0
0	HEMK1	1834.25
0	HENMT1	236.5
0	HEPHL1	1.5
0	HERC2P10	136.75
0	HERC3	1984.5
0	HERC5	291.5
0	HERC6	621.25
0	HES1	10.25
0	HES6	23.0
0	HESX1	10.5
0	HEYL	1.0
0	HGSNAT	1265.0
0	HHAT	69.5
0	HHEX	18.0
0	HHLA1	1012.0
0	HHLA2	497.0
0	HIBADH	286.5
0	HIBCH	370.0
0	HIC2	700.25
0	HID1	131.0
0	HIF1AN	2351.5
0	HIF3A	332.0
0	HIGD1A	1363.25
0	HILPDA	199.0
0	HIP1	288.25
0	HIPK1	3918.75
0	HIVEP1	4278.75
0	HIVEP3	10224.5
0	HJURP	253.25
0	HK1	2042.75
0	HK2	2734.0
0	HK3	17.0
0	HKDC1	53.0
0	HLA-A	22364.0
0	HLA-B	18590.0
0	HLA-DMB	149.75
0	HLA-DOA	255.5
0	HLA-DOB	211.5
0	HLA-DPB1	512.5
0	HLA-DQA1	2514.5
0	HLA-DQA2	2.75
0	HLA-DQB1	735.75
0	HLA-DQB2	97.75
0	HLA-DRA	286.5
0	HLA-DRB1	408.5
0	HLA-F	1711.25
0	HLA-G	3.5
0	HLA-J	47.75
0	HLCS	420.25
0	HLF	347.75
0	HLX	35.0
0	HMCN1	22.0
0	HMGA1	18468.5
0	HMGB3	163.5
0	HMGCR	1004.0
0	HMGCS1	1623.0
0	HMGCS2	3.25
0	HMGN1	2618.75
0	HMGN2P46	99.75
0	HMGN3	71.0
0	HMGN5	57.25
0	HMOX1	64.75
0	HMOX2	653.5
0	HMSD	5.25
0	HNF1A	207.25
0	HNF4G	9.5
0	HNRNPA1	26081.0
0	HNRNPA1L2	585.75
0	HNRNPA2B1	57022.0
0	HNRNPC	11548.25
0	HNRNPD	14862.25
0	HNRNPH1	20557.75
0	HNRNPH2	894.75
0	HNRNPH3	12903.75
0	HNRNPL	1879.75
0	HNRNPLL	1275.25
0	HNRNPM	8113.5
0	HNRNPR	4873.75
0	HOMER1	443.25
0	HOMER3	247.5
0	HOOK3	5126.75
0	HOPX	408.75
0	HOXA10	0.5
0	HOXA2	12.5
0	HOXA3	3.25
0	HOXA5	1.75
0	HOXA6	4.75
0	HOXA7	4.0
0	HOXB13	126.0
0	HOXB3	162.0
0	HOXB4	30.0
0	HOXB6	2.75
0	HOXB7	22.75
0	HOXB9	12.0
0	HOXC4	11.75
0	HP1BP3	6935.75
0	HPCAL4	111.75
0	HPD	6.25
0	HPGD	131.25
0	HPGDS	17.25
0	HPS4	1501.0
0	HPX	110.75
0	HRG	275.5
0	HRH1	112.5
0	HRH2	590.25
0	HRH4	163.0
0	HRK	122.75
0	HRNR	26.0
0	HS1BP3	136.25
0	HS3ST1	86.75
0	HS6ST1	129.25
0	HSBP1	424.5
0	HSD11B1	16.75
0	HSD11B2	72.5
0	HSD17B1	665.5
0	HSD17B10	473.5
0	HSD17B11	377.25
0	HSD17B12	1969.25
0	HSD17B4	962.25
0	HSD17B6	44.25
0	HSD3B7	140.0
0	HSDL2	178.25
0	HSF2	227.5
0	HSF5	231.5
0	HSP90AB1	44383.75
0	HSP90AB4P	44.0
0	HSP90B1	26489.75
0	HSPA12A	276.0
0	HSPA12B	51.0
0	HSPA1B	400.75
0	HSPA5	8248.75
0	HSPA6	9.0
0	HSPA7	3.75
0	HSPA8	31440.75
0	HSPA9	9816.75
0	HSPB1	216.75
0	HSPB11	279.75
0	HSPB9	32.0
0	HSPH1	2324.0
0	HTATIP2	337.75
0	HTN1	338.25
0	HTN3	506.5
0	HTR1D	50.25
0	HTR1F	2.5
0	HTR2A	16.0
0	HTR2B	179.25
0	HTR3B	113.25
0	HTR6	38.25
0	HTRA2	422.5
0	HTRA4	201.0
0	HUNK	222.0
0	HUS1	998.25
0	HUS1B	5.5
0	HUWE1	21110.0
0	HVCN1	129.0
0	HYAL1	45.25
0	HYAL2	170.25
0	HYAL3	146.5
0	HYAL4	141.75
0	HYI	197.25
0	HYLS1	190.5
0	HYOU1	4651.5
0	IBTK	1320.0
0	ICA1	131.75
0	ICA1L	745.75
0	ICAM1	1371.5
0	ICAM3	1490.0
0	ICAM4	134.25
0	ICAM5	9.25
0	ICE1	2394.5
0	ICE2	4137.5
0	ICMT	2376.75
0	ID2	2022.0
0	IDE	1525.5
0	IDH1	158.5
0	IDH2	791.75
0	IDH3A	1218.0
0	IDH3B	1330.75
0	IDI2	33.75
0	IDNK	264.5
0	IDO1	21.0
0	IDO2	333.75
0	IDS	3286.75
0	IDUA	288.0
0	IER5	502.5
0	IER5L	7.0
0	IFFO1	505.25
0	IFFO2	1806.5
0	IFI16	3264.25
0	IFI27	73.5
0	IFI27L2	78.75
0	IFI35	305.25
0	IFI44	231.0
0	IFI44L	229.25
0	IFIT1	190.25
0	IFITM10	1.25
0	IFITM2	4432.0
0	IFITM4P	1.75
0	IFITM5	17.0
0	IFNAR1	1078.5
0	IFNAR2	1407.25
0	IFNG	2266.0
0	IFNGR2	224.5
0	IFNLR1	210.0
0	IFNW1	3.5
0	IFT20	832.5
0	IFT27	250.75
0	IFT57	327.5
0	IFT74	411.0
0	IFT81	477.5
0	IGF1	226.0
0	IGF2	1435.0
0	IGF2BP1	75.5
0	IGF2BP2	52.25
0	IGF2BP3	218.0
0	IGF2R	2390.5
0	IGFBP3	21.5
0	IGFBP7	8.5
0	IGFL2	40.0
0	IGFL4	115.5
0	IGLL3P	1.0
0	IGLL5	314.5
0	IGLON5	4.5
0	IGSF1	30.75
0	IGSF11	41.75
0	IGSF22	9.75
0	IGSF9	3.0
0	IGSF9B	475.0
0	IHH	2.75
0	IKBKE	998.75
0	IKBKG	248.25
0	IKZF2	1921.5
0	IKZF4	861.75
0	IL11	197.75
0	IL11RA	1224.75
0	IL12A	17.0
0	IL12B	10.0
0	IL12RB1	1028.75
0	IL13	383.25
0	IL13RA1	55.0
0	IL15RA	685.5
0	IL17A	47.5
0	IL17B	27.25
0	IL17C	3.25
0	IL17F	89.25
0	IL17RA	4278.25
0	IL17RC	83.25
0	IL17RD	214.0
0	IL17RE	101.0
0	IL18	73.25
0	IL18BP	1701.0
0	IL18R1	444.25
0	IL18RAP	141.25
0	IL1A	84.75
0	IL1B	19.0
0	IL1R1	1477.5
0	IL1RAP	641.0
0	IL1RL1	53.25
0	IL1RL2	10.5
0	IL1RN	66.0
0	IL2	4143.5
0	IL21	7.25
0	IL21R	2002.5
0	IL22	81.0
0	IL23A	100.75
0	IL23R	329.5
0	IL26	15.75
0	IL27	4.25
0	IL2RA	17695.5
0	IL3	152.75
0	IL31RA	1.5
0	IL32	5018.25
0	IL36A	1.25
0	IL3RA	159.5
0	IL4	62.0
0	IL4I1	341.75
0	IL5RA	72.5
0	IL6	23.25
0	IL6R	2886.5
0	IL7	15.25
0	IL9	1497.0
0	IL9R	24.5
0	ILDR1	19.0
0	ILDR2	613.0
0	ILK	618.5
0	ILKAP	1032.5
0	IMMP2L	235.5
0	IMMT	2603.75
0	IMP3	441.0
0	IMPA1	368.25
0	IMPAD1	1740.75
0	IMPDH1	446.5
0	IMPDH2	1599.25
0	IMPG2	138.25
0	INAFM2	118.5
0	INCA1	98.5
0	INF2	810.5
0	ING3	426.25
0	INHBA	32.0
0	INHBC	9.25
0	INHBE	75.0
0	INIP	843.75
0	INMT	234.75
0	INO80B	898.75
0	INO80C	682.25
0	INPP1	102.75
0	INPP4A	3424.25
0	INPP4B	11354.25
0	INPP5A	163.0
0	INPP5K	769.75
0	INPPL1	1656.75
0	INSC	16.25
0	INSIG1	732.75
0	INSIG2	323.0
0	INSL3	62.0
0	INSL4	3.5
0	INSL6	134.5
0	INSM1	157.0
0	INTS1	902.5
0	INTS3	2168.5
0	INTS5	175.5
0	INTS6L	484.5
0	INTS8	1556.5
0	INTS9	550.0
0	INTU	1613.25
0	IP6K1	1242.75
0	IPO11	1394.25
0	IPO13	479.5
0	IPO5P1	203.25
0	IPO9	3597.25
0	IPP	380.5
0	IQCA1	2.75
0	IQCF2	2.5
0	IQCG	243.75
0	IQGAP2	3172.5
0	IQSEC2	105.75
0	IQUB	6.5
0	IRAK1	1180.5
0	IRF4	37983.0
0	IRF5	257.75
0	IRF6	101.5
0	IRF7	207.0
0	IRF8	7023.75
0	IRF9	2225.0
0	IRGM	87.75
0	ISCU	619.75
0	ISG15	77.75
0	ISLR2	82.5
0	ISOC1	429.0
0	ISOC2	112.25
0	ITCH	1912.5
0	ITGA1	369.5
0	ITGA10	523.25
0	ITGA2	268.0
0	ITGA2B	47.5
0	ITGA3	544.25
0	ITGA6	2997.25
0	ITGA8	32.25
0	ITGA9	52.5
0	ITGAD	22.0
0	ITGAE	172.25
0	ITGAL	9171.0
0	ITGAM	206.5
0	ITGAV	184.5
0	ITGAX	201.5
0	ITGB1BP2	80.5
0	ITGB2	2657.0
0	ITGB3	4.0
0	ITGB3BP	141.0
0	ITGB4	20.0
0	ITGB5	141.5
0	ITGB6	0.25
0	ITGB7	3692.25
0	ITGB8	659.25
0	ITIH1	24.75
0	ITIH2	18.5
0	ITIH4	163.25
0	ITIH5	328.75
0	ITM2A	1199.5
0	ITM2C	242.0
0	ITPK1	867.25
0	ITPKB	1561.75
0	ITPR1	3258.75
0	ITPRIPL2	340.0
0	ITSN2	5048.0
0	IVD	886.0
0	IVNS1ABP	2903.5
0	IWS1	1568.0
0	JADE1	1824.5
0	JAG1	74.75
0	JAG2	110.25
0	JAK2	702.5
0	JAK3	4314.0
0	JAKMIP2	245.25
0	JAM3	623.5
0	JAZF1	414.75
0	JDP2	40.25
0	JMJD1C	2153.25
0	JMJD8	218.75
0	JPH4	13.0
0	JRKL	196.5
0	JTB	716.0
0	JUP	57.0
0	KALRN	330.5
0	KANK1	502.25
0	KANK2	394.25
0	KANSL1L	407.5
0	KAT2B	1057.5
0	KATNA1	440.0
0	KATNBL1P6	3.25
0	KAZALD1	2.75
0	KBTBD11	203.25
0	KBTBD2	1741.5
0	KBTBD4	338.5
0	KBTBD6	419.5
0	KBTBD7	85.75
0	KBTBD8	247.0
0	KCMF1	1712.0
0	KCNA1	4.5
0	KCNA6	5.25
0	KCNAB2	1447.5
0	KCNB1	1072.0
0	KCNC1	110.25
0	KCNC2	45.5
0	KCNC3	174.0
0	KCNC4	1512.0
0	KCNE5	11.25
0	KCNG1	125.25
0	KCNG3	12.75
0	KCNG4	130.25
0	KCNH2	46.75
0	KCNH3	62.5
0	KCNH4	63.5
0	KCNH5	9.5
0	KCNIP2	42.25
0	KCNIP3	2.5
0	KCNIP4	54.0
0	KCNJ11	64.75
0	KCNJ13	184.75
0	KCNJ15	175.0
0	KCNJ2	24.0
0	KCNJ5	134.5
0	KCNJ6	174.0
0	KCNK17	3.25
0	KCNK2	17.25
0	KCNK3	109.75
0	KCNK5	193.5
0	KCNK7	3.0
0	KCNMA1	35.25
0	KCNMB1	216.25
0	KCNMB4	80.25
0	KCNN1	124.0
0	KCNN3	110.25
0	KCNQ1	215.5
0	KCNQ3	66.0
0	KCNQ4	24.25
0	KCNQ5	259.0
0	KCNRG	248.5
0	KCNV1	172.5
0	KCNV2	10.0
0	KCP	150.75
0	KCTD1	121.5
0	KCTD12	723.5
0	KCTD15	365.75
0	KCTD3	77.25
0	KCTD4	43.75
0	KCTD6	368.75
0	KDELR2	1692.25
0	KDF1	12.25
0	KDM1A	1257.5
0	KDM2A	4071.75
0	KDM3A	3063.5
0	KDM5B	3724.25
0	KDM5C	4458.75
0	KDM6A	1204.75
0	KEAP1	541.75
0	KHDRBS1	5001.0
0	KHDRBS2	1.0
0	KHDRBS3	17.25
0	KHK	29.25
0	KIAA0040	1007.75
0	KIAA0100	5130.0
0	KIAA0232	858.25
0	KIAA0319L	2312.25
0	KIAA0408	9.25
0	KIAA0513	555.5
0	KIAA0556	470.25
0	KIAA0586	759.0
0	KIAA0895	137.75
0	KIAA0895L	695.25
0	KIAA1109	2243.0
0	KIAA1191	1996.0
0	KIAA1211L	2.0
0	KIAA1217	97.0
0	KIAA1257	518.0
0	KIAA1328	16559.5
