GeneName	ILC3_mean
AC003002.3	11.333333333333334
AC003005.1	11.166666666666666
AC003006.1	18.166666666666668
AC003042.2	69.66666666666667
AC003071.1	4.666666666666667
AC003072.1	43.666666666666664
AC003989.1	0.0
AC003989.2	0.6666666666666666
AC004024.1	30.166666666666668
AC004057.1	85.0
AC004076.1	2.6666666666666665
AC004129.2	2.1666666666666665
AC004217.2	0.6666666666666666
AC004223.1	1.1666666666666667
AC004224.1	1.5
AC004381.3	0.16666666666666666
AC004381.4	0.16666666666666666
AC004383.1	2.1666666666666665
AC004386.1	5.5
AC004453.1	9.166666666666666
AC004461.2	1.5
AC004486.1	1.5
AC004552.1	3.3333333333333335
AC004556.3	8.333333333333334
AC004584.2	3.3333333333333335
AC004593.2	0.8333333333333334
AC004678.1	0.3333333333333333
AC004687.2	23.166666666666668
AC004696.1	67.5
AC004706.2	0.5
AC004801.1	32.0
AC004801.2	1.1666666666666667
AC004805.1	0.0
AC004812.1	0.0
AC004832.3	2.8333333333333335
AC004858.1	2.0
AC004865.1	36.666666666666664
AC004884.1	5.833333333333333
AC004890.1	207.66666666666666
AC004890.2	29.0
AC004890.3	1.1666666666666667
AC004898.1	2.6666666666666665
AC004910.1	69.66666666666667
AC004922.1	1352.0
AC004923.1	9.0
AC004951.2	56.5
AC004951.3	7.666666666666667
AC004967.1	41.333333333333336
AC004975.1	16.833333333333332
AC004980.3	32.166666666666664
AC004980.6	187.0
AC004980.7	4.0
AC004987.3	0.6666666666666666
AC004997.1	57.333333333333336
AC005014.1	0.6666666666666666
AC005020.1	1.6666666666666667
AC005041.1	316.3333333333333
AC005070.1	1.1666666666666667
AC005070.2	0.0
AC005077.1	8.0
AC005077.4	0.5
AC005084.1	0.0
AC005086.3	22.333333333333332
AC005086.4	179.0
AC005086.5	13.5
AC005088.1	0.6666666666666666
AC005094.1	0.8333333333333334
AC005099.1	1.6666666666666667
AC005104.2	2.3333333333333335
AC005154.1	0.3333333333333333
AC005154.2	58.0
AC005154.5	34.5
AC005156.1	2.1666666666666665
AC005165.2	1.8333333333333333
AC005176.1	47.833333333333336
AC005183.1	11.0
AC005189.1	2.0
AC005230.1	0.16666666666666666
AC005244.1	2.6666666666666665
AC005252.4	42.0
AC005258.1	1.6666666666666667
AC005262.1	2.5
AC005300.1	4.0
AC005324.3	16.833333333333332
AC005351.1	0.0
AC005410.1	21.333333333333332
AC005476.1	12.333333333333334
AC005515.1	5.0
AC005520.3	23.333333333333332
AC005531.1	87.5
AC005587.1	6.333333333333333
AC005632.4	4.333333333333333
AC005670.2	201.83333333333334
AC005682.1	1.0
AC005702.1	93.33333333333333
AC005702.2	0.6666666666666666
AC005726.1	15.166666666666666
AC005776.1	30.166666666666668
AC005828.6	2.8333333333333335
AC005828.7	2.1666666666666665
AC005832.4	1063.5
AC005833.1	1032.6666666666667
AC005840.1	2.3333333333333335
AC005840.3	0.16666666666666666
AC005865.1	34.666666666666664
AC005912.1	7.333333333333333
AC005972.2	1.1666666666666667
AC006001.3	1520.5
AC006001.4	20.166666666666668
AC006023.2	4.166666666666667
AC006028.1	0.5
AC006030.1	6.833333333333333
AC006033.1	12.833333333333334
AC006042.2	11.0
AC006064.6	53.833333333333336
AC006077.1	0.0
AC006116.8	58.166666666666664
AC006122.1	6.0
AC006144.1	28.5
AC006195.1	3.0
AC006254.1	69.16666666666667
AC006254.3	0.0
AC006270.2	1.6666666666666667
AC006349.1	3.0
AC006445.1	1.6666666666666667
AC006445.2	7.666666666666667
AC006449.4	85.83333333333333
AC006453.3	152.5
AC006480.2	1.8333333333333333
AC006499.1	0.0
AC006504.3	6.833333333333333
AC006509.1	49.166666666666664
AC006518.4	13.666666666666666
AC006518.5	1.1666666666666667
AC006529.1	22.0
AC006539.1	2.8333333333333335
AC006539.2	0.0
AC006946.1	0.0
AC006978.1	222.0
AC006978.2	0.16666666666666666
AC007000.2	41.833333333333336
AC007000.3	17.833333333333332
AC007016.1	2.5
AC007040.2	74.83333333333333
AC007066.1	4.5
AC007068.1	751.5
AC007151.1	4.166666666666667
AC007160.1	2.3333333333333335
AC007161.1	3.5
AC007161.2	0.8333333333333334
AC007182.2	2.6666666666666665
AC007192.1	7.5
AC007204.1	0.0
AC007207.1	0.0
AC007224.1	0.0
AC007225.1	0.0
AC007229.1	3.1666666666666665
AC007238.1	1.5
AC007253.1	0.0
AC007262.1	0.0
AC007279.1	0.8333333333333334
AC007312.1	0.0
AC007318.3	54.666666666666664
AC007325.1	29.833333333333332
AC007325.2	0.0
AC007325.4	11.166666666666666
AC007326.4	745.1666666666666
AC007342.3	77.66666666666667
AC007347.2	17.166666666666668
AC007365.2	2.8333333333333335
AC007386.1	3.0
AC007424.1	18.333333333333332
AC007458.1	0.0
AC007494.1	12.333333333333334
AC007537.1	10.666666666666666
AC007546.3	198.5
AC007551.2	0.0
AC007599.1	0.0
AC007610.4	0.3333333333333333
AC007618.1	2.6666666666666665
AC007619.2	0.0
AC007663.1	0.0
AC007683.1	16.166666666666668
AC007685.1	7.166666666666667
AC007686.1	9.666666666666666
AC007688.2	15.333333333333334
AC007731.2	10.5
AC007738.1	2.3333333333333335
AC007834.2	1.5
AC007842.1	4.333333333333333
AC007906.2	14.5
AC007919.1	2.6666666666666665
AC007954.1	10.833333333333334
AC007956.2	1.8333333333333333
AC008012.1	203.16666666666666
AC008013.2	50.166666666666664
AC008013.3	0.16666666666666666
AC008013.4	0.5
AC008026.1	1.1666666666666667
AC008026.2	1.8333333333333333
AC008038.1	230.83333333333334
AC008040.2	0.16666666666666666
AC008072.1	18.166666666666668
AC008073.3	47.5
AC008105.2	16.0
AC008132.1	101.16666666666667
AC008134.1	1.8333333333333333
AC008147.3	0.6666666666666666
AC008264.1	1.1666666666666667
AC008267.2	54.833333333333336
AC008267.3	6.666666666666667
AC008267.4	8.833333333333334
AC008267.6	8.833333333333334
AC008267.7	1.0
AC008277.2	0.6666666666666666
AC008417.1	9.0
AC008429.4	3.1666666666666665
AC008481.1	4.666666666666667
AC008481.2	11.666666666666666
AC008489.1	1.8333333333333333
AC008494.1	0.0
AC008498.1	0.6666666666666666
AC008507.1	18.0
AC008555.6	0.6666666666666666
AC008565.1	19.0
AC008567.1	30.666666666666668
AC008575.1	0.0
AC008581.2	8.333333333333334
AC008608.1	24.333333333333332
AC008626.1	8.333333333333334
AC008626.2	6.833333333333333
AC008638.2	2.8333333333333335
AC008676.2	0.3333333333333333
AC008676.3	17.5
AC008677.2	2.3333333333333335
AC008687.4	0.0
AC008716.1	1.6666666666666667
AC008750.8	36.0
AC008751.1	16.666666666666668
AC008752.4	1.3333333333333333
AC008753.1	47.0
AC008758.1	126.0
AC008758.4	74.16666666666667
AC008758.6	47.166666666666664
AC008763.2	112.0
AC008764.1	0.16666666666666666
AC008770.2	35.5
AC008799.1	9.5
AC008802.1	11.333333333333334
AC008813.1	3.5
AC008850.2	7.833333333333333
AC008868.1	1.0
AC008878.2	0.0
AC008953.1	0.8333333333333334
AC008958.1	4.666666666666667
AC008982.1	74.5
AC009022.2	15.5
AC009027.1	1.1666666666666667
AC009053.2	454.0
AC009075.2	0.0
AC009078.2	1.0
AC009091.1	0.5
AC009093.3	130.5
AC009093.8	67.66666666666667
AC009093.9	343.0
AC009108.1	4.0
AC009117.1	3.1666666666666665
AC009120.1	64.5
AC009133.6	0.0
AC009153.1	36.666666666666664
AC009163.5	82.33333333333333
AC009220.1	3.0
AC009220.2	40.833333333333336
AC009220.3	1.1666666666666667
AC009237.3	17.0
AC009245.1	1.5
AC009248.1	0.5
AC009268.1	0.0
AC009299.1	0.8333333333333334
AC009303.1	0.5
AC009362.1	1.3333333333333333
AC009452.1	14.0
AC009474.2	7.0
AC009533.1	135.83333333333334
AC009533.3	4.5
AC009542.2	9.5
AC009570.2	16.0
AC009690.1	16.166666666666668
AC009779.4	344.5
AC009879.1	60.333333333333336
AC009879.2	7.0
AC009879.3	25.666666666666668
AC009927.1	3.1666666666666665
AC009948.1	0.3333333333333333
AC009961.2	4.333333333333333
AC009963.2	2.5
AC009977.1	0.0
AC010087.1	0.0
AC010099.1	4.0
AC010132.3	327.8333333333333
AC010182.1	1.1666666666666667
AC010186.2	2895.8333333333335
AC010197.2	25.0
AC010203.1	23.833333333333332
AC010240.3	50.833333333333336
AC010287.1	6.666666666666667
AC010301.1	1.6666666666666667
AC010319.1	277.8333333333333
AC010323.1	3.6666666666666665
AC010325.1	16.666666666666668
AC010326.2	143.5
AC010326.4	282.5
AC010329.2	41.166666666666664
AC010329.3	1.3333333333333333
AC010332.3	55.5
AC010343.1	3.6666666666666665
AC010409.1	2.5
AC010422.3	118.83333333333333
AC010422.6	767.6666666666666
AC010422.8	1404.3333333333333
AC010442.2	0.5
AC010469.1	90.0
AC010469.2	4.333333333333333
AC010522.1	24.333333333333332
AC010531.1	0.0
AC010542.3	5.666666666666667
AC010547.4	23.833333333333332
AC010614.1	2.5
AC010615.1	15.833333333333334
AC010618.1	6.833333333333333
AC010619.2	21.666666666666668
AC010627.1	6.333333333333333
AC010653.1	0.8333333333333334
AC010653.3	1.1666666666666667
AC010655.3	2.0
AC010677.1	0.6666666666666666
AC010683.1	2.0
AC010724.2	2.3333333333333335
AC010867.1	40.166666666666664
AC010886.1	37.833333333333336
AC010970.1	6352.5
AC011043.1	387.8333333333333
AC011043.3	5.166666666666667
AC011247.2	0.0
AC011290.2	1.8333333333333333
AC011295.1	7740.0
AC011295.2	1.1666666666666667
AC011330.1	49.166666666666664
AC011330.3	0.6666666666666666
AC011342.1	26.333333333333332
AC011406.1	0.3333333333333333
AC011416.2	2.3333333333333335
AC011444.4	3.6666666666666665
AC011447.4	0.0
AC011448.1	401.1666666666667
AC011451.2	0.8333333333333334
AC011458.1	2.5
AC011458.2	1.1666666666666667
AC011462.1	332.5
AC011467.4	2.3333333333333335
AC011475.1	310.0
AC011476.11	85.16666666666667
AC011487.1	2.3333333333333335
AC011487.2	52.5
AC011495.1	8.5
AC011497.2	10.0
AC011498.4	25.333333333333332
AC011498.5	6.5
AC011499.1	0.0
AC011503.3	0.16666666666666666
AC011506.1	1.6666666666666667
AC011511.1	28.5
AC011511.4	146.33333333333334
AC011611.5	9.0
AC011816.1	0.5
AC011825.1	1.8333333333333333
AC011891.3	13.333333333333334
AC011921.3	25.833333333333332
AC011933.1	51.333333333333336
AC011939.1	2702.5
AC011979.1	8.333333333333334
AC012065.2	4.5
AC012066.1	0.0
AC012158.1	28.333333333333332
AC012170.1	1.0
AC012184.2	71.16666666666667
AC012186.1	0.0
AC012213.5	12.666666666666666
AC012254.2	303.3333333333333
AC012254.4	9.666666666666666
AC012309.1	170.16666666666666
AC012314.13	434.0
AC012358.3	35.0
AC012433.1	2.6666666666666665
AC012435.2	198.0
AC012441.1	21.5
AC012441.2	13.0
AC012488.2	2.8333333333333335
AC012513.2	4.333333333333333
AC012519.1	3.5
AC012569.1	2.5
AC012618.1	0.6666666666666666
AC012618.2	51.666666666666664
AC012618.3	12.166666666666666
AC012651.1	26.333333333333332
AC013244.2	5.333333333333333
AC013262.1	1.1666666666666667
AC013268.1	0.16666666666666666
AC013271.1	18.0
AC013355.1	0.16666666666666666
AC013356.1	6.333333333333333
AC013394.1	549.5
AC013399.1	3.8333333333333335
AC013404.1	6.833333333333333
AC013429.1	2.1666666666666665
AC013439.1	0.16666666666666666
AC013452.2	2.1666666666666665
AC013467.3	0.5
AC013470.2	14.666666666666666
AC013474.1	39.333333333333336
AC013476.1	1.5
AC013489.1	7.333333333333333
AC013553.1	3.8333333333333335
AC013553.2	0.0
AC015688.4	50.5
AC015720.3	3.6666666666666665
AC015802.6	1395.6666666666667
AC015813.2	107.16666666666667
AC015818.5	5.833333333333333
AC015849.6	0.3333333333333333
AC015910.1	9.833333333333334
AC015911.4	4.666666666666667
AC015911.7	7.666666666666667
AC015911.8	54.166666666666664
AC015912.2	1.5
AC015977.1	1.6666666666666667
AC016027.5	0.0
AC016065.2	60.666666666666664
AC016546.1	2.3333333333333335
AC016559.2	3.1666666666666665
AC016559.3	64.66666666666667
AC016582.1	3.8333333333333335
AC016582.2	30.333333333333332
AC016582.3	329.8333333333333
AC016629.3	102.33333333333333
AC016687.1	3.0
AC016700.1	3.5
AC016734.1	0.6666666666666666
AC016739.1	18.0
AC016769.1	3.8333333333333335
AC016769.3	2.3333333333333335
AC016831.3	0.16666666666666666
AC016894.1	12.0
AC016954.1	4.833333333333333
AC016957.1	1.8333333333333333
AC016999.2	3.1666666666666665
AC017002.2	0.0
AC017007.4	7.666666666666667
AC017083.3	190.66666666666666
AC017099.1	6.0
AC017104.2	7.333333333333333
AC017104.4	1.1666666666666667
AC017104.5	1.8333333333333333
AC018362.3	140.66666666666666
AC018442.1	0.0
AC018442.3	1.6666666666666667
AC018475.1	3.1666666666666665
AC018523.1	18.333333333333332
AC018523.2	5.833333333333333
AC018630.1	1.0
AC018630.2	67.16666666666667
AC018635.1	19.666666666666668
AC018638.1	25.833333333333332
AC018638.2	11.333333333333334
AC018638.3	0.0
AC018638.4	27.666666666666668
AC018638.5	162.33333333333334
AC018638.8	2.1666666666666665
AC018644.1	80.16666666666667
AC018695.1	1.6666666666666667
AC018714.1	6.5
AC018755.2	20.666666666666668
AC018797.1	4.333333333333333
AC018797.2	3.1666666666666665
AC018865.2	1.0
AC018868.1	1.0
AC018868.2	1.1666666666666667
AC018992.1	0.0
AC019072.1	0.16666666666666666
AC019084.1	4.166666666666667
AC019117.4	3.8333333333333335
AC019176.3	1.1666666666666667
AC019181.1	1.5
AC019206.1	3.8333333333333335
AC019257.8	0.0
AC019288.1	0.0
AC020550.1	2.8333333333333335
AC020612.1	7.666666666666667
AC020633.1	0.0
AC020658.1	5.0
AC020688.1	0.0
AC020728.1	2.3333333333333335
AC020779.1	110.5
AC020899.1	9.0
AC020904.1	0.3333333333333333
AC020904.2	8.333333333333334
AC020910.3	0.6666666666666666
AC020910.4	0.16666666666666666
AC020914.5	11.166666666666666
AC020915.1	22.0
AC020915.5	116.33333333333333
AC020917.1	40.333333333333336
AC021006.2	1.6666666666666667
AC021074.1	5.666666666666667
AC021087.2	4.833333333333333
AC021106.1	6.333333333333333
AC021106.2	1.6666666666666667
AC021148.1	1.1666666666666667
AC021171.1	0.5
AC021171.2	30.833333333333332
AC021231.2	0.8333333333333334
AC021443.3	2.0
AC021660.3	0.3333333333333333
AC021723.1	34.833333333333336
AC022001.1	2.0
AC022018.1	15.166666666666666
AC022022.2	2.0
AC022034.2	2.8333333333333335
AC022069.1	1.8333333333333333
AC022080.2	67.66666666666667
AC022137.3	228.33333333333334
AC022149.1	34.666666666666664
AC022182.3	4.5
AC022215.1	0.8333333333333334
AC022336.1	1.0
AC022384.1	0.16666666666666666
AC022400.4	7.333333333333333
AC022400.7	68.83333333333333
AC022414.1	1.0
AC022415.2	280.0
AC022432.1	2.3333333333333335
AC022447.4	4.833333333333333
AC022493.1	0.16666666666666666
AC022493.2	0.3333333333333333
AC022506.1	79.33333333333333
AC022730.2	4.0
AC022748.2	2.0
AC022826.1	38.666666666666664
AC022826.2	40.166666666666664
AC022916.4	2.1666666666666665
AC022968.1	1.8333333333333333
AC022973.2	1.0
AC023050.1	1.0
AC023050.3	5.0
AC023050.5	7.833333333333333
AC023051.2	1.1666666666666667
AC023055.1	877.0
AC023141.4	0.0
AC023194.2	2.1666666666666665
AC023206.1	0.6666666666666666
AC023271.2	4.0
AC023389.3	116.5
AC023424.1	2.3333333333333335
AC023490.5	0.0
AC023491.2	2.8333333333333335
AC023509.5	4.5
AC023512.1	3.0
AC023513.1	0.0
AC023632.1	2.3333333333333335
AC023794.5	30.0
AC023813.2	0.0
AC023825.1	5.166666666666667
AC023906.1	1.5
AC023934.1	0.5
AC024067.1	0.0
AC024270.1	1.0
AC024293.1	6.333333333333333
AC024405.2	1.8333333333333333
AC024451.1	3.1666666666666665
AC024451.2	18.666666666666668
AC024451.3	2.5
AC024558.1	0.5
AC024560.2	5.833333333333333
AC024568.1	72.0
AC024592.3	79.5
AC024937.1	0.6666666666666666
AC024940.2	5.5
AC024940.3	12.333333333333334
AC024940.4	5.5
AC024940.7	28.0
AC025030.1	1.3333333333333333
AC025040.2	2.3333333333333335
AC025165.3	9.666666666666666
AC025165.6	6.666666666666667
AC025181.1	1.3333333333333333
AC025186.1	0.6666666666666666
AC025198.1	3.6666666666666665
AC025271.1	27.5
AC025279.2	11.0
AC025283.1	0.8333333333333334
AC025283.2	13.333333333333334
AC025287.4	0.6666666666666666
AC025423.2	261.1666666666667
AC025449.1	30.833333333333332
AC025458.1	2.6666666666666665
AC025459.1	2.0
AC025518.1	2.0
AC025588.1	2.0
AC025678.1	0.3333333333333333
AC025678.2	0.0
AC025755.1	0.0
AC025884.1	0.3333333333333333
AC025884.2	0.0
AC026111.1	3.1666666666666665
AC026117.1	5.333333333333333
AC026120.1	0.5
AC026150.3	19.333333333333332
AC026271.3	1.3333333333333333
AC026316.1	0.8333333333333334
AC026316.4	34.333333333333336
AC026348.1	1.0
AC026402.1	4.666666666666667
AC026403.1	274.3333333333333
AC026410.1	13.833333333333334
AC026410.2	1.5
AC026412.1	42.666666666666664
AC026412.2	0.6666666666666666
AC026427.2	0.5
AC026436.1	1.1666666666666667
AC026458.1	0.6666666666666666
AC026462.1	1.1666666666666667
AC026464.4	36.833333333333336
AC026464.5	2.0
AC026477.1	5.666666666666667
AC026740.3	0.3333333333333333
AC026786.1	0.0
AC026877.1	184.16666666666666
AC026954.2	48.833333333333336
AC027104.1	0.0
AC027176.2	7.666666666666667
AC027455.1	0.6666666666666666
AC027544.1	1.0
AC027559.1	24.333333333333332
AC027575.1	91.66666666666667
AC027601.1	105.66666666666667
AC027612.2	13.5
AC027644.1	0.8333333333333334
AC027644.2	2.8333333333333335
AC027644.4	256.0
AC027763.1	1.1666666666666667
AC027796.2	1.1666666666666667
AC027796.3	20.666666666666668
AC034102.1	4.666666666666667
AC034105.3	0.8333333333333334
AC034207.1	3.0
AC034236.1	41.666666666666664
AC036176.2	32.0
AC037479.1	1.3333333333333333
AC037487.3	1.6666666666666667
AC040162.1	1296.6666666666667
AC040162.2	4.166666666666667
AC040169.2	0.0
AC040975.1	6.166666666666667
AC040978.1	117.83333333333333
AC044787.1	10.666666666666666
AC044860.1	25.166666666666668
AC046144.1	0.6666666666666666
AC046185.2	51.833333333333336
AC048338.1	2.3333333333333335
AC048338.2	89.83333333333333
AC048351.2	25.0
AC051619.1	26.666666666666668
AC051619.2	9.5
AC055733.1	0.16666666666666666
AC055733.3	3.1666666666666665
AC055811.2	0.0
AC055839.1	15.666666666666666
AC055839.2	8.166666666666666
AC055876.4	7.333333333333333
AC058823.1	3.0
AC060766.1	47.833333333333336
AC060766.5	48.333333333333336
AC060773.1	0.16666666666666666
AC060780.2	15.5
AC060780.3	1.8333333333333333
AC061975.3	3.3333333333333335
AC062037.4	30.0
AC063924.1	0.6666666666666666
AC063950.1	13.166666666666666
AC063952.1	0.8333333333333334
AC063952.2	0.3333333333333333
AC063976.2	46.0
AC063977.1	3.8333333333333335
AC064799.1	2.1666666666666665
AC064847.1	7.166666666666667
AC064862.6	2.1666666666666665
AC067752.1	7.666666666666667
AC067904.2	1.5
AC067942.1	18.333333333333332
AC067968.1	12.666666666666666
AC068044.1	1.8333333333333333
AC068050.1	17.166666666666668
AC068134.3	3.5
AC068279.1	13.833333333333334
AC068446.1	3.1666666666666665
AC068491.1	0.0
AC068522.1	1.6666666666666667
AC068533.4	384.8333333333333
AC068547.1	109.66666666666667
AC068580.4	214.5
AC068587.8	8.0
AC068620.3	55.5
AC068631.3	27.5
AC068647.1	1.1666666666666667
AC068657.2	3.6666666666666665
AC068775.1	225.66666666666666
AC068790.1	0.16666666666666666
AC068790.8	5.0
AC068831.8	74.0
AC068896.3	4.333333333333333
AC068946.1	25.833333333333332
AC068946.2	16.666666666666668
AC069213.3	2.3333333333333335
AC069218.1	3.8333333333333335
AC069236.1	0.0
AC069271.1	2.1666666666666665
AC069282.1	10.333333333333334
AC069304.2	5.666666666666667
AC069304.3	3.8333333333333335
AC069366.1	11.0
AC069368.1	0.3333333333333333
AC069431.2	1.6666666666666667
AC069444.2	2.0
AC069499.2	5.166666666666667
AC069499.3	0.3333333333333333
AC069503.2	1.5
AC069542.2	30.666666666666668
AC072052.1	0.8333333333333334
AC073063.1	9.666666666666666
AC073065.1	118.16666666666667
AC073072.1	10.0
AC073073.1	16.333333333333332
AC073082.1	28.333333333333332
AC073107.1	99.33333333333333
AC073111.2	9.5
AC073111.4	320.3333333333333
AC073135.7	0.16666666666666666
AC073150.1	9.166666666666666
AC073210.1	0.5
AC073210.2	3.5
AC073261.1	3.8333333333333335
AC073264.2	5.333333333333333
AC073264.3	29.833333333333332
AC073325.2	1.8333333333333333
AC073335.1	1.3333333333333333
AC073349.2	0.8333333333333334
AC073358.1	0.0
AC073415.1	1.6666666666666667
AC073476.1	2.0
AC073476.2	1.0
AC073488.3	0.0
AC073488.4	0.0
AC073488.5	0.16666666666666666
AC073488.8	0.0
AC073488.9	0.0
AC073508.2	31.0
AC073522.1	1.0
AC073534.1	0.5
AC073544.1	1.6666666666666667
AC073551.1	24.333333333333332
AC073585.1	32.0
AC073594.1	0.3333333333333333
AC073610.1	5.0
AC073610.2	61.666666666666664
AC073612.1	3.3333333333333335
AC073657.2	3.1666666666666665
AC073861.1	26.0
AC073896.1	89.5
AC073909.1	0.8333333333333334
AC073916.1	0.0
AC074051.3	1.3333333333333333
AC074052.1	1.8333333333333333
AC074085.2	0.16666666666666666
AC074117.2	0.8333333333333334
AC074141.1	49.666666666666664
AC074143.1	0.0
AC074276.1	5.0
AC074276.2	0.0
AC074281.1	0.16666666666666666
AC074367.1	1.3333333333333333
AC078817.1	4.333333333333333
AC078899.2	1.6666666666666667
AC078899.4	3.5
AC078927.1	146.83333333333334
AC079140.1	11.0
AC079140.2	9.166666666666666
AC079140.3	13.166666666666666
AC079140.4	0.0
AC079140.5	2.3333333333333335
AC079150.1	8.0
AC079203.1	9.0
AC079250.1	7.666666666666667
AC079316.1	108.5
AC079328.1	0.6666666666666666
AC079363.1	41.333333333333336
AC079414.2	14.166666666666666
AC079416.2	46.5
AC079447.1	16.666666666666668
AC079594.1	2.0
AC079601.3	3.0
AC079776.1	4.166666666666667
AC079781.1	8.0
AC079781.2	0.16666666666666666
AC079781.3	0.0
AC079781.4	0.6666666666666666
AC079834.1	2.5
AC079880.2	158.5
AC079880.3	0.6666666666666666
AC079905.1	0.0
AC079905.2	0.3333333333333333
AC079922.1	3.3333333333333335
AC079944.1	2.5
AC079944.2	0.3333333333333333
AC080023.2	4.333333333333333
AC080112.3	10.0
AC083798.1	3.6666666666666665
AC083822.1	0.5
AC083829.1	2.0
AC083855.1	0.16666666666666666
AC083873.1	1.6666666666666667
AC083899.1	162.83333333333334
AC083923.1	0.8333333333333334
AC084017.1	211.66666666666666
AC084024.2	14.5
AC084198.3	2.6666666666666665
AC084337.1	4.5
AC084337.2	17.666666666666668
AC084368.1	36.333333333333336
AC084754.1	2.3333333333333335
AC084757.1	0.5
AC084783.1	0.3333333333333333
AC084824.2	27.0
AC084871.1	1.0
AC084879.2	7.0
AC087163.2	4.333333333333333
AC087257.2	93.0
AC087280.1	0.16666666666666666
AC087283.1	15.0
AC087289.3	24.5
AC087312.1	4.166666666666667
AC087343.1	13.166666666666666
AC087359.1	8.833333333333334
AC087385.1	0.6666666666666666
AC087385.2	2.5
AC087477.1	0.8333333333333334
AC087477.6	0.8333333333333334
AC087481.1	2.1666666666666665
AC087481.2	4.333333333333333
AC087498.1	15.5
AC087632.2	28.666666666666668
AC087633.2	2.3333333333333335
AC087650.1	1.5
AC087721.2	299.3333333333333
AC087752.1	0.3333333333333333
AC087752.2	1.0
AC087763.2	1.8333333333333333
AC087854.2	23.833333333333332
AC087879.1	1.5
AC087894.1	71.66666666666667
AC089984.2	103.16666666666667
AC089987.1	5.333333333333333
AC089998.3	0.0
AC090004.1	4.5
AC090013.1	5.333333333333333
AC090018.1	3.8333333333333335
AC090058.1	2.3333333333333335
AC090114.1	5.666666666666667
AC090114.3	60.833333333333336
AC090192.1	1.1666666666666667
AC090241.1	8.5
AC090286.3	30.0
AC090286.4	0.0
AC090287.3	1.6666666666666667
AC090360.1	2.8333333333333335
