GeneName	CD4_mean
C1orf116	3.25
C1orf122	184.0
C1orf127	33.5
C1orf131	1022.0
C1orf141	17.0
C1orf146	8.5
C1orf158	110.75
C1orf159	185.25
C1orf162	322.25
C1orf167	127.0
C1orf174	1514.5
C1orf194	3.5
C1orf198	127.5
C1orf21	66.75
C1orf210	166.5
C1orf216	276.75
C1orf35	557.75
C1orf43	1658.75
C1orf50	641.25
C1orf52	521.0
C1orf53	1.75
C1orf54	32.25
C1orf56	193.0
C1orf61	335.25
C1orf74	116.75
C1orf87	1.25
C1QB	0.0
C1QBP	1542.75
C1QBPP2	9.0
C1QC	0.0
C1QL3	40.75
C1QTNF1	6.25
C1QTNF12	5.75
C1QTNF2	45.0
C1QTNF3	114.25
C1QTNF3-AMACR	47.25
C1QTNF6	438.0
C1QTNF7	18.0
C1QTNF9	30.5
C1QTNF9B	1.25
C1R	124.25
C1RL	452.25
C1S	67.25
C2	282.0
C20orf144	144.5
C20orf173	5.25
C20orf194	250.0
C20orf202	8.5
C20orf203	58.5
C20orf204	82.5
C20orf27	285.75
C20orf96	30.75
C21orf58	82.25
C21orf62	4.5
C21orf91	862.25
C22orf15	48.25
C22orf23	79.5
C22orf39	1687.5
C22orf42	4.0
C22orf46	61.0
C2CD2	424.5
C2CD2L	1075.5
C2CD3	5829.0
C2CD4A	209.0
C2CD4B	0.25
C2CD4D	29.25
C2CD5	1483.25
C2CD6	5.75
C2orf15	184.5
C2orf16	15.75
C2orf27A	8.75
C2orf27AP3	0.25
C2orf42	357.5
C2orf49	432.0
C2orf50	76.5
C2orf66	15.75
C2orf68	1951.25
C2orf69	337.5
C2orf74	198.5
C2orf76	18.75
C2orf80	35.25
C2orf81	48.25
C2orf83	430.0
C2orf88	65.0
C2orf91	115.25
C2orf92	755.25
C3	928.25
C3AR1	59.5
C3orf14	25.5
C3orf18	257.75
C3orf20	9.5
C3orf33	610.75
C3orf38	193.5
C3orf49	35.5
C3orf52	80.25
C3orf62	815.25
C3orf67	119.25
C3orf70	117.5
C3orf86	2.25
C4A	29.0
C4B	66.5
C4B_2	0.0
C4BPA	10.5
C4BPB	804.25
C4orf17	8.0
C4orf19	138.75
C4orf3	774.75
C4orf33	47.0
C4orf36	79.75
C4orf45	1.25
C4orf46	378.5
C4orf47	0.5
C4orf48	41.5
C4orf50	17.25
C5	84.75
C5AR1	287.75
C5AR2	1162.25
C5orf15	1161.0
C5orf22	1424.5
C5orf24	1311.75
C5orf34	36.0
C5orf51	1618.0
C5orf52	0.0
C5orf58	70.25
C5orf60	28.5
C5orf63	135.0
C6orf120	355.0
C6orf132	226.5
C6orf136	248.75
C6orf141	271.25
C6orf163	296.5
C6orf201	38.0
C6orf223	2.25
C6orf226	13.75
C6orf47	423.0
C6orf52	1.75
C6orf62	2045.5
C6orf89	1327.5
C7	92.75
C7orf25	86.0
C7orf26	818.0
C7orf31	100.25
C7orf50	257.25
C7orf57	12.75
C7orf61	21.0
C8G	15.75
C8orf33	865.25
C8orf34	632.0
C8orf37	201.25
C8orf44	287.5
C8orf44-SGK3	6.0
C8orf49	12.75
C8orf58	59.75
C8orf74	6.0
C8orf76	306.75
C8orf82	110.75
C8orf86	242.0
C8orf88	2.0
C9orf116	4.0
C9orf131	142.0
C9orf135	0.0
C9orf152	2.25
C9orf153	36.0
C9orf16	283.0
C9orf24	34.5
C9orf40	114.5
C9orf43	18.5
C9orf64	856.75
C9orf72	736.0
C9orf78	3656.25
C9orf85	546.25
CA1	43.75
CA11	106.5
CA12	25.75
CA13	192.75
CA14	625.5
CA15P1	23.25
CA2	6.25
CA3	0.25
CA5A	0.5
CA5B	2275.0
CA5BP1	277.5
CA6	455.25
CA7	0.75
CA8	15.25
CAAP1	496.75
CAB39	4209.5
CAB39L	48.5
CABIN1	1982.25
CABLES1	103.75
CABLES2	294.25
CABP1	19.0
CABP4	241.75
CABP7	35.75
CABYR	159.0
CACFD1	82.75
CACHD1	129.25
CACNA1A	1999.75
CACNA1B	4.25
CACNA1C	87.0
CACNA1D	326.0
CACNA1E	0.0
CACNA1F	41.75
CACNA1G	19.5
CACNA1H	52.0
CACNA1I	187.75
CACNA2D2	80.5
CACNA2D4	94.5
CACNB1	585.0
CACNB2	419.75
CACNB3	290.0
CACNB4	321.75
CACNG1	0.5
CACNG2	0.0
CACNG4	4.5
CACNG8	333.75
CACTIN	534.25
CACUL1	1843.5
CACYBP	1830.0
CACYBPP1	25.0
CACYBPP2	0.0
CAD	3433.0
CADM1	110.25
CADM2	0.0
CADM4	16.25
CADPS	319.0
CAGE1	23.5
CALB1	620.75
CALCB	11.5
CALCOCO1	2369.5
CALCOCO2	2639.75
CALCRL	275.0
CALD1	80.25
CALHM1	12.25
CALHM2	153.0
CALHM5	11.0
CALHM6	1.0
CALM1	7368.5
CALM2	3044.5
CALM2P2	57.75
CALM2P3	3.25
CALM2P4	0.0
CALM3	2783.75
CALML3	0.0
CALML4	125.25
CALN1	79.75
CALR	7698.75
CALR4P	32.75
CALU	1455.0
CAMK1	774.25
CAMK1D	2499.25
CAMK1G	3.75
CAMK2A	91.75
CAMK2B	4.5
CAMK2D	4417.25
CAMK2G	1531.5
CAMK2N1	126.0
CAMK4	7156.25
CAMKK1	180.5
CAMKK2	1520.25
CAMKMT	189.25
CAMKV	15.0
CAMLG	847.25
CAMP	0.5
CAMSAP1	2815.75
CAMSAP2	217.0
CAMSAP3	18.25
CAMTA1	256.75
CAMTA2	1745.5
CAND1	3020.5
CAND2	149.0
CANT1	425.25
CANX	38732.0
CAP1	5815.25
CAP1P2	1.0
CAP2	2.0
CAP2P1	120.25
CAPG	73.75
CAPN1	1476.25
CAPN10	272.75
CAPN12	46.25
CAPN13	17.0
CAPN14	15.25
CAPN15	1420.25
CAPN2	2451.75
CAPN3	215.5
CAPN5	133.25
CAPN6	0.0
CAPN7	889.75
CAPN8	6.0
CAPNS1	4141.0
CAPRIN1	14751.0
CAPRIN2	589.5
CAPS	744.5
CAPS2	188.25
CAPSL	1.5
CAPZA1	3489.0
CAPZA2	586.0
CAPZB	1338.75
CARD10	0.5
CARD11	1330.25
CARD14	573.0
CARD16	85.75
CARD17	3.25
CARD18	63.0
CARD19	490.75
CARD6	167.0
CARD8	2802.25
CARD9	27.75
CARF	554.0
CARHSP1	1055.25
CARM1	1769.25
CARM1P1	8.25
CARMIL1	158.75
CARMIL2	762.5
CARMIL3	34.75
CARNMT1	720.5
CARNS1	264.25
CARS1	2690.5
CARS2	812.25
CASC1	26.75
CASC3	8658.5
CASC4	3505.25
CASC4P1	2.75
CASD1	412.25
CASK	2992.75
CASKIN1	5.75
CASKIN2	80.75
CASP1	317.0
CASP10	1189.5
CASP12	0.0
CASP14	50.75
CASP16P	328.5
CASP17P	72.25
CASP1P2	6.5
CASP2	5591.75
CASP3	731.75
CASP4	860.0
CASP6	374.0
CASP7	286.0
CASP8	2632.75
CASP8AP2	781.75
CASP9	169.75
CASQ1	28.5
CASR	193.0
CASS4	316.25
CAST	2831.25
CASTOR1	68.0
CASTOR2	58.5
CASTOR3	459.0
CASZ1	500.0
CAT	396.0
CATIP	357.25
CATSPER1	0.25
CATSPER2	468.25
CATSPER2P1	219.0
CATSPER3	11.0
CATSPERB	281.75
CATSPERD	7.25
CATSPERE	17.5
CATSPERG	367.25
CATSPERZ	0.0
CAV1	1.5
CAV2	339.25
CAV3	4.25
CAVIN1	45.25
CAVIN3	15.75
CAVIN4	34.5
CBARP	24.75
CBFA2T2	1855.5
CBFA2T3	34.75
CBFB	8301.0
CBL	5055.75
CBLB	2504.5
CBLL1	3804.25
CBLN3	66.75
CBR1	304.75
CBR3	66.0
CBR4	476.0
CBS	21.25
CBSL	112.75
CBWD1	1506.75
CBWD2	1400.5
CBWD3	1400.0
CBWD4P	0.0
CBWD5	2664.5
CBWD6	153.5
CBX1	4638.0
CBX2	45.75
CBX3	2089.75
CBX3P3	5.25
CBX3P5	3.0
CBX4	359.75
CBX5	9723.0
CBX5P1	9.5
CBX6	5085.0
CBX7	644.75
CBX8	13.75
CBY1	75.0
CBY3	1.75
CC2D1A	918.5
CC2D1B	1667.0
CC2D2A	839.75
CC2D2B	52.75
CCAR1	5668.0
CCAR2	4107.25
CCBE1	285.5
CCDC102A	36.75
CCDC102B	40.25
CCDC103	0.75
CCDC106	19.25
CCDC107	122.5
CCDC112	42.25
CCDC113	125.75
CCDC114	148.25
CCDC115	339.5
CCDC116	9.75
CCDC117	1924.25
CCDC12	614.25
CCDC120	419.0
CCDC121	102.5
CCDC122	2297.5
CCDC124	230.5
CCDC125	1875.25
CCDC126	162.75
CCDC127	588.5
CCDC13	22.75
CCDC130	578.5
CCDC134	61.5
CCDC136	175.0
CCDC137	1716.25
CCDC138	258.25
CCDC14	1734.25
CCDC141	821.25
CCDC142	415.0
CCDC144A	842.25
CCDC144B	1011.75
CCDC144CP	95.0
CCDC144NL	7.75
CCDC146	82.0
CCDC148	75.75
CCDC149	63.25
CCDC15	63.75
CCDC150	458.25
CCDC151	15.25
CCDC152	318.25
CCDC153	52.0
CCDC154	7.75
CCDC155	11.75
CCDC157	339.25
CCDC158	311.0
CCDC159	310.25
CCDC160	9.0
CCDC162P	123.5
CCDC163	358.75
CCDC167	211.25
CCDC168	19.0
CCDC169	136.0
CCDC17	165.75
CCDC170	43.25
CCDC171	284.5
CCDC172	3.25
CCDC173	7.25
CCDC174	627.5
CCDC175	0.5
CCDC18	165.0
CCDC180	857.0
CCDC181	13.0
CCDC183	86.0
CCDC184	16.5
CCDC186	1858.75
CCDC188	11.5
CCDC189	21.75
CCDC190	7.5
CCDC191	181.75
CCDC192	9.5
CCDC194	50.5
CCDC196	31.5
CCDC197	3.25
CCDC198	168.0
CCDC200	352.5
CCDC201	7.75
CCDC22	304.25
CCDC24	129.5
CCDC25	327.25
CCDC27	120.25
CCDC28A	140.75
CCDC28A-AS1	46.25
CCDC28B	236.0
CCDC30	964.0
CCDC32	1156.0
CCDC33	0.25
CCDC34	408.75
CCDC36	1540.5
CCDC38	87.25
CCDC39	68.75
CCDC40	139.25
CCDC43	320.75
CCDC47	2507.25
CCDC50	678.5
CCDC51	71.75
CCDC57	915.0
CCDC58	190.25
CCDC58P5	1.5
CCDC59	2874.75
CCDC6	3345.0
CCDC60	6.25
CCDC61	63.25
CCDC62	191.0
CCDC65	81.5
CCDC66	1656.0
CCDC68	0.5
CCDC69	2448.75
CCDC7	228.0
CCDC71	109.25
CCDC71L	197.75
CCDC73	1.25
CCDC74A	19.75
CCDC74B	2.5
CCDC74BP1	7.5
CCDC77	160.5
CCDC78	35.75
CCDC8	103.5
CCDC80	183.75
CCDC81	222.75
CCDC82	602.5
CCDC83	12.0
CCDC84	1686.75
CCDC85B	90.25
CCDC85C	1027.75
CCDC86	2705.5
CCDC87	4.25
CCDC88A	2378.25
CCDC88B	946.5
CCDC88C	3081.25
CCDC89	10.25
CCDC9	549.5
CCDC90B	2346.5
CCDC91	2234.5
CCDC92	1044.5
CCDC93	890.25
CCDC96	27.75
CCDC97	1144.75
CCDC9B	96.5
CCER2	28.25
CCHCR1	120.75
CCL1	0.0
CCL15	14.75
CCL16	479.5
CCL17	17.75
CCL19	5.0
CCL2	4.5
CCL20	361.0
CCL22	494.5
CCL25	0.0
CCL27	93.75
CCL28	1520.5
CCL3	4627.0
CCL3L1	183.5
CCL3L3	380.75
CCL4	4073.5
CCL4L2	425.0
CCL5	8313.5
CCM2	1055.5
CCN1	4.5
CCN4	5.5
CCN5	94.75
CCNA2	143.0
CCNB1	104.5
CCNB1IP1	588.25
CCNB1IP1P1	7.75
CCNB2	68.25
CCNB2P1	10.25
CCNB3	20.25
CCNB3P1	88.75
CCNC	1995.75
CCND1	275.0
CCND2	42824.75
CCND3	6089.25
CCNDBP1	1141.0
CCNE1	143.0
CCNE2	102.0
CCNF	235.25
CCNG1	311.25
CCNG2	417.0
CCNH	884.25
CCNHP1	2.75
CCNI	4186.75
CCNI2	120.0
CCNJ	422.25
CCNJL	345.25
CCNK	1817.25
CCNL1	6849.25
CCNL2	2897.25
CCNL2P1	34.25
CCNQ	126.5
CCNT1	1542.0
CCNT2	1957.25
CCNY	2114.5
CCNYL1	1029.75
CCNYL2	39.5
CCNYL5	3.75
CCNYL6	50.0
CCNYL7	17.0
CCP110	1099.75
CCPG1	2031.75
CCR1	52.25
CCR10	37.75
CCR12P	360.25
CCR2	95.75
CCR3	47.75
CCR4	3127.0
CCR5	391.0
CCR6	298.5
CCR7	5360.75
CCR8	42.5
CCR9	75.75
CCRL2	40.0
CCS	250.75
CCSAP	393.25
CCSER1	60.75
CCSER2	4883.5
CCT2	4420.5
CCT3	4821.5
CCT4	1473.0
CCT4P2	24.75
CCT5	8704.5
CCT5P1	9.75
CCT6A	5182.0
CCT6B	213.5
CCT6P1	178.0
CCT6P2	0.5
CCT6P3	402.5
CCT7	3640.0
CCT7P1	1.5
CCT8	2689.5
CCT8P1	15.0
CCZ1	788.0
CCZ1B	337.25
CD101	116.25
CD109	894.75
CD14	23.75
CD151	918.75
CD160	214.0
CD163	303.25
CD164	5467.25
CD177	1.75
CD177P1	0.0
CD180	69.5
CD19	2.0
CD1C	6.25
CD2	6794.25
CD200	1146.75
CD200R1	368.75
CD200R1L	0.0
CD209	68.25
CD22	655.75
CD226	4638.0
CD24	319.25
CD244	100.25
CD247	2047.75
CD248	67.0
CD27	1065.75
CD274	1564.5
CD276	52.0
CD28	9913.5
CD2AP	2271.75
CD2BP2	932.25
CD300A	154.0
CD300C	14.5
CD300E	64.5
CD300LB	4.75
CD300LD	39.25
CD300LF	7.5
CD300LG	137.0
CD302	254.5
CD320	608.25
CD33	99.5
CD34	166.25
CD36	172.75
CD37	2238.0
CD38	947.0
CD3D	2946.25
CD3E	10232.25
CD3EAP	3095.75
CD3G	13559.5
CD4	2466.75
CD40	62.75
CD40LG	4241.0
CD44	24542.5
CD46	2587.75
CD47	5966.75
CD48	2008.75
CD5	9881.25
CD52	1138.75
CD53	2783.75
CD55	5221.5
CD58	157.25
CD59	614.0
CD6	4673.25
CD63	1255.5
CD68	940.0
CD69	3695.0
CD7	744.25
CD70	9.5
CD72	83.25
CD74	7384.75
CD79A	12.0
CD79B	32.5
CD80	48.5
CD81	1650.25
CD82	942.0
CD83	380.5
CD84	2153.0
CD86	16.25
CD8A	29.75
CD8B	7.5
CD8B2	27.0
CD9	4.5
CD93	85.5
CD96	3771.75
CD99	1515.25
CD99L2	213.0
CD99P1	766.75
CDADC1	412.0
CDAN1	239.0
CDC123	3374.5
CDC14A	3845.25
CDC14B	156.0
CDC14C	133.0
CDC16	1427.75
CDC20	209.0
CDC20B	182.5
CDC23	814.0
CDC25A	305.25
CDC25B	2871.75
CDC25C	5.25
CDC26	301.5
CDC27	1075.25
CDC34	121.75
CDC37	4620.25
CDC37L1	253.5
CDC37P1	0.25
CDC37P2	0.25
CDC40	757.75
CDC42	6510.0
CDC42BPA	50.0
CDC42BPB	191.5
CDC42BPG	176.5
CDC42EP1	28.0
CDC42EP2	30.0
CDC42EP3	960.75
CDC42EP3P1	9.0
CDC42EP4	6.75
CDC42P1	5.0
CDC42P3	1.75
CDC42P4	7.5
CDC42P5	6.75
CDC42P6	3.75
CDC42SE1	5990.5
CDC42SE2	7620.25
CDC45	750.75
CDC5L	1834.25
CDC6	3505.25
CDC7	564.25
CDC73	2902.5
CDCA2	125.75
CDCA3	116.5
CDCA4	446.75
CDCA4P1	18.25
CDCA4P4	6.75
CDCA5	322.75
CDCA7	810.0
CDCA7L	1410.25
CDCA8	124.75
CDCP1	248.5
CDCP2	3.0
CDH1	183.5
CDH10	23.75
CDH11	3.5
CDH12	15.75
CDH12P2	23.5
CDH13	71.75
CDH15	38.5
CDH16	2.5
CDH17	158.25
CDH18	207.25
CDH19	1.0
CDH2	1.75
CDH20	0.0
CDH23	221.75
CDH24	22.75
CDH26	57.25
CDH3	174.5
CDH4	7.0
CDH6	103.75
CDH7	109.75
CDH8	128.25
CDH9	26.0
CDHR1	13.0
CDHR2	13.5
CDHR3	330.5
CDHR4	113.5
CDHR5	22.0
CDIP1	525.0
CDIPT	1252.25
CDK1	104.75
CDK10	671.5
CDK11A	1198.0
CDK11B	1250.0
CDK12	3888.5
CDK13	3808.25
CDK14	61.25
CDK15	29.25
CDK16	1558.75
CDK17	1277.5
CDK18	56.25
CDK19	324.25
CDK2	1332.25
CDK20	79.0
CDK2AP1	489.75
CDK2AP2	1083.25
CDK2AP2P2	0.5
CDK3	52.5
CDK4	2197.0
CDK4P1	2.5
CDK5	101.0
CDK5R1	783.75
CDK5RAP1	943.75
CDK5RAP2	1464.25
CDK5RAP3	2351.25
CDK6	17407.0
CDK7	571.25
CDK7P1	0.5
CDK8	571.75
CDK9	1120.75
CDKAL1	968.25
CDKL1	330.75
CDKL2	8.0
CDKL3	68.75
CDKL4	2.0
CDKL5	4410.5
CDKN1A	921.25
CDKN1B	10649.0
CDKN1C	1.5
CDKN2A	46.0
CDKN2AIP	584.5
CDKN2AIPNL	289.25
CDKN2B	33.0
CDKN2C	16.75
CDKN2D	781.25
CDKN3	47.25
CDNF	32.25
CDON	313.5
CDPF1	94.5
CDR2	1229.75
CDR2L	2.75
CDRT1	34.0
CDRT15	31.5
CDRT15L2	3.5
CDRT15P1	30.5
CDRT4	92.0
CDS1	5.5
CDS2	1976.25
CDT1	550.5
CDV3	8073.0
CDY4P	27.0
CDYL	807.5
CDYL2	479.5
CDYLP1	9.5
CEACAM1	552.75
CEACAM19	145.75
CEACAM21	254.0
CEACAM22P	204.75
CEACAM3	1.5
CEACAM4	8.0
CEACAM5	64.75
CEACAM6	2.5
CEACAM8	203.75
CEACAMP10	1.5
CEACAMP3	55.0
CEBPA	8.25
CEBPB	71.75
CEBPD	21.0
CEBPE	2.75
CEBPG	1099.25
CEBPZ	1392.25
CEBPZOS	2598.0
CECR2	155.0
CECR7	382.75
CEL	7.25
CELA1	3.5
CELA2A	100.5
CELA2B	2.0
CELA3B	22.5
CELF1	4989.75
CELF2	8059.0
CELF4	32.5
CELF5	28.5
CELF6	79.75
CELP	147.75
CELSR1	57.25
CELSR2	152.0
CELSR3	221.75
CEMIP	226.0
CEMIP2	10372.25
CEMP1	19.0
CEND1	5.0
CENPA	8.5
CENPB	250.25
CENPBD1	440.25
CENPBD1P1	270.75
CENPC	1184.75
CENPCP1	12.75
CENPE	81.75
CENPF	327.5
CENPH	593.5
CENPI	202.75
CENPJ	320.25
CENPK	738.75
CENPL	855.0
CENPM	195.25
CENPN	410.0
CENPNP1	154.25
CENPNP2	3.5
CENPO	577.5
CENPP	367.5
CENPQ	164.75
CENPS	69.25
CENPS-CORT	56.5
CENPT	666.0
CENPU	200.0
CENPUP2	3.5
CENPV	571.75
CENPW	50.0
CENPX	351.5
CEP104	2091.0
CEP112	1104.0
CEP120	2785.5
CEP126	503.0
CEP128	1390.5
CEP131	149.0
CEP135	2079.5
CEP152	1166.5
CEP162	86.5
CEP164	1114.0
CEP164P1	34.5
CEP170	1289.5
CEP170B	127.0
CEP170P1	33.5
CEP19	342.5
CEP192	1089.25
CEP250	1690.25
CEP290	450.25
CEP295	1469.25
CEP295NL	8.0
CEP350	2346.0
CEP41	673.5
CEP44	546.5
CEP55	86.0
CEP57	1021.0
CEP57L1	238.5
CEP63	1176.5
CEP68	1046.0
CEP70	108.75
CEP72	198.75
CEP76	608.0
CEP78	1358.0
CEP83	1598.0
CEP85	650.5
CEP85L	1908.5
CEP89	1337.5
CEP95	1392.0
CEP97	1368.0
CEPT1	793.5
CERCAM	1025.0
CERK	1655.25
CERKL	751.75
CERS1	10.25
CERS2	3628.5
CERS3	33.75
CERS4	287.0
CERS5	2361.5
CERS6	1032.5
CERT1	1629.5
CES2	399.0
CES3	226.0
CES4A	242.75
CETN2	206.75
CETN3	97.25
CETN4P	274.25
CETP	141.75
CFAP100	24.0
CFAP126	0.0
CFAP157	107.5
CFAP20	758.75
CFAP206	25.25
CFAP221	405.25
CFAP298	2107.25
CFAP298-TCP10L	2.5
CFAP299	85.25
CFAP300	265.0
CFAP36	766.75
CFAP410	396.75
CFAP43	1.75
CFAP44	284.25
CFAP45	44.75
CFAP46	5.25
CFAP52	17.25
CFAP53	20.5
CFAP54	1402.25
CFAP57	9.5
CFAP69	713.75
CFAP70	118.0
CFAP73	8.0
CFAP74	506.25
CFAP77	2.5
CFAP97	795.25
CFAP97D1	409.5
CFB	136.0
CFD	26.25
CFDP1	1437.5
CFH	35.75
CFHR1	122.0
CFHR2	842.25
CFHR3	2.75
CFI	432.25
CFL1	2566.25
CFL1P1	94.0
CFL1P2	0.5
CFL1P5	13.0
CFL1P8	4.75
CFL2	783.25
CFLAR	13142.0
CFP	502.0
CFTR	18.25
CGA	7.25
CGAS	1239.25
CGB7	7.5
CGGBP1	1169.25
CGN	28.0
CGNL1	81.25
CGREF1	72.75
CGRRF1	102.25
CH25H	4.0
CHAC1	331.0
CHAC2	291.75
CHADL	26.75
CHAF1A	1053.25
CHAF1B	1388.25
CHAMP1	499.25
CHAT	4.25
CHCHD1	120.25
CHCHD10	541.5
CHCHD2	1483.0
CHCHD2P11	10.25
CHCHD2P6	0.5
CHCHD3	592.75
CHCHD4	149.25
CHCHD4P2	0.0
CHCHD4P5	6.5
CHCHD5	234.75
CHCHD6	64.75
CHCHD7	851.75
CHD1	1738.0
CHD1L	765.0
CHD2	11724.75
CHD3	23592.5
CHD4	8100.0
CHD5	18.5
CHD6	2711.25
CHD7	4382.5
CHD8	4085.25
CHD9	631.25
CHDH	194.75
CHEK1	1151.5
CHEK2	1107.75
CHEK2P2	0.75
CHERP	1762.5
CHFR	1840.0
CHGA	32.0
CHGB	378.5
CHI3L1	40.25
CHI3L2	121.75
CHIAP2	4.25
CHIC1	582.75
CHIC2	266.0
CHID1	1086.5
CHIT1	24.75
CHKA	263.0
CHKB	926.0
CHKB-CPT1B	108.0
CHL1	0.0
CHM	562.75
CHML	1261.75
CHMP1A	979.25
CHMP1B	1431.0
CHMP1B2P	22.0
CHMP2A	1921.5
CHMP2B	301.0
CHMP3	868.0
CHMP4A	896.5
CHMP4B	1480.75
CHMP4BP1	58.0
CHMP4C	199.75
CHMP5	501.0
CHMP6	104.25
CHMP7	1605.5
CHN1	83.25
CHN2	140.75
CHODL	16.0
CHORDC1	9541.25
CHORDC1P3	51.25
CHORDC1P4	41.25
CHP1	2956.25
CHP2	169.0
CHPF	286.25
CHPF2	696.0
CHPT1	481.0
CHRAC1	3697.75
CHRD	62.0
CHRDL1	20.0
CHRDL2	2.75
CHRFAM7A	13.75
CHRM2	29.75
CHRM3	34.75
CHRM4	6.0
CHRM5	82.5
CHRNA1	11.0
CHRNA10	57.75
CHRNA2	74.5
CHRNA3	16.0
CHRNA5	314.0
CHRNA6	26.25
CHRNA7	489.0
CHRNA9	0.0
CHRNB1	345.75
CHRNB2	103.5
CHRNB3	1.75
CHRNB4	243.25
CHRND	12.75
CHRNE	16.5
CHRNG	12.75
CHST1	1.75
CHST10	202.5
CHST11	2341.0
CHST12	2174.75
CHST14	103.5
CHST15	17.75
CHST2	110.0
CHST3	25.0
CHST4	10.75
CHST5	66.25
CHST7	82.0
CHST9	41.0
CHSY1	3684.75
CHTF18	283.75
CHTF8	768.25
CHTOP	4719.75
CHUK	533.25
CHURC1	1047.0
CHURC1-FNTB	143.75
CIAO1	2079.75
CIAO2A	310.75
CIAO2B	451.25
CIAO3	352.0
CIAPIN1	661.0
CIART	195.5
CIB1	506.0
CIB2	21.5
CIB3	0.75
CIC	1601.5
CICP14	139.5
CICP16	14.5
CICP18	6.75
CICP20	3.0
CICP22	12.25
CICP26	3.75
CICP27	120.25
CICP5	2.75
CIDEB	1069.0
CIDEC	0.5
CIDECP1	667.5
CIITA	1256.5
CILK1	499.5
CILP	2.5
CINP	537.5
CIP2A	296.25
CIPC	585.75
CIR1	1546.75
CIRBP	3274.0
CISD1	521.5
CISD2	157.25
CISD3	281.5
CISH	3611.0
CIT	385.0
CITED2	2163.25
CITED4	35.25
CIZ1	1917.75
CKAP2	316.5
CKAP2L	163.0
CKAP4	301.75
CKAP5	1426.0
CKB	25.0
CKLF	337.5
CKLF-CMTM1	25.75
CKMT1B	30.5
CKMT2	45.25
CKS1B	334.0
CKS2	75.5
CLASP1	3268.25
CLASP2	2176.5
CLASRP	506.25
CLBA1	259.5
CLC	74.5
CLCA1	0.0
CLCA4	0.0
CLCC1	2807.0
CLCF1	80.5
CLCN2	451.0
CLCN3	1264.25
CLCN3P1	21.0
CLCN4	4.5
CLCN5	315.0
CLCN6	413.75
CLCN7	278.5
CLDN11	187.5
CLDN12	116.25
CLDN14	3.0
CLDN15	170.25
CLDN16	52.5
CLDN18	30.5
CLDN19	13.75
CLDN2	19.75
CLDN20	83.75
CLDN4	68.75
CLDN5	6.75
CLDN6	11.25
CLDN7	23.25
CLDN9	0.75
CLDND1	8477.5
CLDND2	46.0
CLEC10A	0.0
CLEC11A	15.5
CLEC12A	7.0
CLEC12B	0.0
CLEC16A	1374.0
CLEC17A	18.75
CLEC18A	57.5
CLEC18B	2.0
CLEC18C	4.25
CLEC19A	245.75
CLEC1A	45.75
CLEC1B	0.25
CLEC2A	0.75
CLEC2B	514.5
CLEC2D	6874.25
CLEC3A	64.25
CLEC3B	6.25
CLEC4A	13.5
CLEC4C	26.25
CLEC4D	1.0
CLEC4E	96.25
CLEC4M	56.75
CLEC4O	3.75
CLEC7A	528.0
CLEC9A	4.25
CLECL1	77.5
CLGN	0.0
CLHC1	116.25
CLIC1	2328.25
CLIC1P1	3.25
CLIC2	26.75
CLIC3	0.5
CLIC4	192.0
CLIC5	336.0
CLIC6	8.5
CLINT1	5665.5
CLIP1	9147.0
CLIP2	197.5
CLIP3	90.75
CLIP4	1854.25
CLK1	1997.25
CLK2	1622.25
CLK3	1712.5
CLK3P2	5.25
CLK4	1296.25
CLMN	348.5
CLMP	104.5
CLN3	1748.75
CLN5	2352.5
CLN6	2626.0
CLN8	839.25
CLNK	195.75
CLNS1A	1313.0
CLOCK	1085.75
CLP1	141.5
CLPB	3399.25
CLPP	839.5
CLPTM1	1072.0
CLPTM1L	3937.0
CLPX	1959.0
CLRN1	3.75
CLSPN	648.75
CLSTN1	1937.5
CLSTN2	56.25
CLSTN3	1036.0
CLTA	1268.75
CLTB	314.25
CLTC	6961.25
CLTCL1	7.5
CLTRN	17.25
CLU	139.25
CLUAP1	772.75
CLUH	3488.0
CLUHP3	1345.25
CLUHP5	0.25
CLUL1	58.5
CLVS1	93.0
CLYBL	62.0
CMAHP	659.25
CMAS	584.0
CMBL	802.75
CMC1	233.0
CMC2	1193.25
CMC4	7.5
CMIP	1083.5
CMKLR1	9.5
CMPK1	489.75
CMPK2	130.0
CMSS1	1999.0
CMTM1	47.25
CMTM2	1.25
CMTM3	294.5
CMTM4	102.75
CMTM6	789.25
CMTM7	617.5
CMTM8	56.0
CMTR1	837.0
CMTR2	282.5
CMYA5	6.75
CNBD2	158.75
CNBP	3555.25
CNDP1	181.25
CNDP2	2569.0
CNEP1R1	748.0
CNFN	2.0
CNGA1	70.5
CNGA4	3.0
CNGB1	53.0
CNGB3	3.75
CNIH1	241.0
CNIH2	9.25
CNIH3	69.0
CNIH4	386.75
CNKSR1	66.5
CNKSR2	1563.25
CNKSR3	1372.25
CNMD	4.25
CNN1	92.5
CNN2	7685.0
CNN2P1	5.0
CNN2P4	2.25
CNN2P9	2.25
CNN3	23.75
CNNM1	80.25
CNNM2	1315.75
CNNM3	628.25
CNNM4	287.0
CNOT1	5543.5
CNOT10	811.25
CNOT11	1210.75
CNOT2	2271.75
CNOT3	2894.0
CNOT4	2659.5
CNOT6	1142.5
CNOT6L	7363.25
CNOT7	2493.0
CNOT8	1624.75
CNOT9	3990.75
CNP	1345.0
