GeneName	CD4_mean
RPL14P6	1.75
RPL15	12810.25
RPL15P1	1.5
RPL15P13	0.25
RPL15P14	3.5
RPL15P18	11.5
RPL15P2	1.0
RPL15P20	1.0
RPL15P21	0.25
RPL15P3	4.25
RPL15P4	9.25
RPL15P5	1.25
RPL17	3969.0
RPL17-C18orf32	116.0
RPL17P10	0.0
RPL17P20	0.25
RPL17P22	2.75
RPL17P25	3.5
RPL17P26	0.75
RPL17P3	2.0
RPL17P33	0.75
RPL17P34	1.25
RPL17P36	1.0
RPL17P40	2.0
RPL17P50	6.5
RPL18	16826.0
RPL18A	24131.0
RPL18AP15	1.5
RPL18AP16	2.75
RPL18AP2	48.0
RPL18AP3	1.75
RPL18AP7	77.25
RPL18AP8	0.25
RPL18P10	10.25
RPL18P13	2.0
RPL19	19137.25
RPL19P11	1.75
RPL19P13	0.25
RPL19P14	5.75
RPL19P16	5.5
RPL19P20	1.25
RPL19P21	4.5
RPL19P4	2.25
RPL19P5	1.5
RPL21	8444.75
RPL21P1	15.75
RPL21P10	7.5
RPL21P104	0.75
RPL21P106	0.0
RPL21P107	0.5
RPL21P11	1.25
RPL21P110	1.75
RPL21P111	0.5
RPL21P116	0.5
RPL21P119	3.75
RPL21P12	0.0
RPL21P120	0.5
RPL21P121	21.0
RPL21P123	41.25
RPL21P127	0.5
RPL21P129	1.5
RPL21P13	0.5
RPL21P131	1.75
RPL21P132	2.5
RPL21P134	0.25
RPL21P135	70.75
RPL21P136	4.5
RPL21P17	0.25
RPL21P18	1.75
RPL21P2	0.75
RPL21P28	6.25
RPL21P3	1.0
RPL21P30	4.0
RPL21P31	0.0
RPL21P32	1.5
RPL21P33	0.25
RPL21P34	4.25
RPL21P38	0.75
RPL21P39	1.75
RPL21P4	1.5
RPL21P40	0.75
RPL21P41	0.5
RPL21P42	0.5
RPL21P43	0.0
RPL21P44	14.0
RPL21P5	3.75
RPL21P65	20.75
RPL21P66	0.25
RPL21P7	2.5
RPL21P71	0.25
RPL21P75	1.5
RPL21P8	18.25
RPL21P88	2.25
RPL21P89	5.25
RPL21P90	0.25
RPL21P91	0.0
RPL21P92	0.0
RPL21P93	2.25
RPL22	3383.5
RPL22L1	150.75
RPL22P1	123.25
RPL22P19	4.75
RPL22P21	2.5
RPL22P23	3.0
RPL22P24	3.0
RPL22P3	31.0
RPL23	10614.5
RPL23A	5800.25
RPL23AP1	112.5
RPL23AP11	4.25
RPL23AP12	0.5
RPL23AP15	0.25
RPL23AP17	2.75
RPL23AP18	57.0
RPL23AP19	0.0
RPL23AP2	12.5
RPL23AP22	2.0
RPL23AP23	7.25
RPL23AP3	5.25
RPL23AP30	5.25
RPL23AP32	5.25
RPL23AP34	34.0
RPL23AP35	14.75
RPL23AP36	0.75
RPL23AP37	2.25
RPL23AP38	0.5
RPL23AP40	2.75
RPL23AP42	0.0
RPL23AP43	1.5
RPL23AP44	0.0
RPL23AP45	0.0
RPL23AP46	2.5
RPL23AP47	6.5
RPL23AP48	1.0
RPL23AP49	2.0
RPL23AP50	8.0
RPL23AP52	4.75
RPL23AP53	67.0
RPL23AP55	49.75
RPL23AP57	1.25
RPL23AP58	15.0
RPL23AP6	8.75
RPL23AP61	0.75
RPL23AP63	6.75
RPL23AP64	77.75
RPL23AP65	0.25
RPL23AP66	2.5
RPL23AP67	7.0
RPL23AP7	58.5
RPL23AP70	6.5
RPL23AP72	4.0
RPL23AP74	1.5
RPL23AP75	0.75
RPL23AP77	0.25
RPL23AP78	2.25
RPL23AP8	0.25
RPL23AP81	4.75
RPL23AP82	209.0
RPL23AP83	1.25
RPL23AP86	1.75
RPL23AP87	202.25
RPL23AP89	2.75
RPL23AP90	2.5
RPL23AP91	0.25
RPL23AP92	3.0
RPL23AP95	2.0
RPL23AP96	0.0
RPL23AP97	3.0
RPL23P2	17.5
RPL23P8	1.0
RPL24	4377.25
RPL24P2	2.25
RPL24P4	0.5
RPL24P8	2.25
RPL26	833.0
RPL26L1	345.0
RPL26P15	3.0
RPL26P19	10.5
RPL26P27	6.0
RPL26P28	7.75
RPL26P29	5.5
RPL26P30	20.5
RPL26P35	22.25
RPL26P6	10.0
RPL26P9	9.75
RPL27	5265.0
RPL27A	5895.5
RPL27AP	0.25
RPL27AP5	0.75
RPL27AP8	0.25
RPL27P12	6.5
RPL27P7	5.0
RPL27P8	4.5
RPL28	17644.5
RPL29	2421.5
RPL29P11	6.0
RPL29P12	8.75
RPL29P14	57.5
RPL29P2	7.0
RPL29P23	0.0
RPL29P24	5.0
RPL29P25	53.75
RPL29P3	0.5
RPL29P30	2.25
RPL3	37951.0
RPL30	8526.25
RPL30P11	16.0
RPL30P13	1.75
RPL30P14	1.0
RPL30P2	2.0
RPL30P4	1.5
RPL30P7	1.0
RPL31	15758.25
RPL31P1	1.0
RPL31P11	6.75
RPL31P15	2.75
RPL31P17	1.75
RPL31P2	9.0
RPL31P3	0.0
RPL31P35	1.0
RPL31P41	1.0
RPL31P45	0.25
RPL31P47	3.0
RPL31P49	11.25
RPL31P52	19.0
RPL31P58	11.0
RPL31P60	3.0
RPL31P61	15.0
RPL31P63	4.75
RPL31P7	12.5
RPL32	5117.25
RPL32P1	10.0
RPL32P26	0.75
RPL32P29	25.5
RPL32P3	364.0
RPL32P31	1.0
RPL32P33	0.75
RPL34	5250.25
RPL34P1	1.5
RPL34P18	3.5
RPL34P20	5.5
RPL34P21	13.0
RPL34P22	6.0
RPL34P23	0.25
RPL34P26	1.5
RPL34P27	1.25
RPL34P31	1.25
RPL34P34	1.25
RPL34P6	0.5
RPL35	5996.25
RPL35A	3848.0
RPL35AP23	12.75
RPL35AP24	11.75
RPL35AP30	0.25
RPL35AP32	7.25
RPL35P1	0.75
RPL35P2	1.25
RPL35P3	46.0
RPL35P4	1.75
RPL35P5	6.5
RPL35P6	2.25
RPL35P9	1.75
RPL36	3960.5
RPL36A	1002.75
RPL36A-HNRNPH2	133.5
RPL36AL	2911.75
RPL36AP13	12.25
RPL36AP15	29.0
RPL36AP21	1.75
RPL36AP39	1.25
RPL36AP40	0.75
RPL36AP43	1.25
RPL36AP48	6.75
RPL36AP51	0.25
RPL36P20	0.25
RPL37	11967.25
RPL37A	6560.0
RPL37AP1	3.75
RPL37AP8	0.25
RPL37P1	0.75
RPL37P15	0.5
RPL37P2	7.0
RPL37P23	4.25
RPL37P6	2.0
RPL38	6678.5
RPL38P2	3.25
RPL38P4	11.25
RPL38P5	7.25
RPL39	1179.25
RPL39L	78.5
RPL39P3	20.25
RPL39P34	0.5
RPL39P36	0.5
RPL39P38	0.0
RPL39P40	0.0
RPL39P5	0.0
RPL3L	84.75
RPL3P1	11.0
RPL3P10	0.0
RPL3P11	0.0
RPL3P12	0.5
RPL3P2	112.0
RPL3P3	1.25
RPL3P4	0.75
RPL3P5	1.25
RPL3P6	35.75
RPL3P7	6.75
RPL3P8	0.25
RPL3P9	2.25
RPL4	28856.0
RPL41	63205.0
RPL41P1	166.75
RPL41P2	21.0
RPL4P1	11.5
RPL4P2	2.25
RPL4P3	4.75
RPL4P4	43.25
RPL4P5	1.0
RPL4P6	32.75
RPL4P7	40.25
RPL5	15304.5
RPL5P1	4.0
RPL5P10	1.0
RPL5P11	4.75
RPL5P12	5.5
RPL5P13	38.25
RPL5P14	1.5
RPL5P15	1.5
RPL5P17	4.25
RPL5P18	12.75
RPL5P22	4.25
RPL5P23	24.0
RPL5P24	6.25
RPL5P25	1.75
RPL5P26	0.5
RPL5P27	1.5
RPL5P28	1.75
RPL5P29	2.0
RPL5P3	2.5
RPL5P30	12.0
RPL5P33	1.0
RPL5P34	22.0
RPL5P35	6.5
RPL5P4	95.75
RPL5P5	3.75
RPL5P6	4.25
RPL5P7	3.5
RPL5P8	13.75
RPL5P9	5.0
RPL6	23146.75
RPL6P2	14.25
RPL6P24	26.25
RPL6P25	1.25
RPL6P27	63.25
RPL6P29	0.75
RPL6P30	1.75
RPL6P4	1.75
RPL6P6	11.75
RPL6P8	0.25
RPL6P9	0.0
RPL7	8743.25
RPL7A	11013.0
RPL7AP10	30.25
RPL7AP11	8.75
RPL7AP14	1.75
RPL7AP2	3.0
RPL7AP22	5.75
RPL7AP26	3.5
RPL7AP28	3.0
RPL7AP3	7.0
RPL7AP30	3.5
RPL7AP31	2.75
RPL7AP33	2.5
RPL7AP34	0.75
RPL7AP38	0.5
RPL7AP4	2.25
RPL7AP49	0.0
RPL7AP50	0.75
RPL7AP53	3.5
RPL7AP6	5.0
RPL7AP60	15.25
RPL7AP65	10.25
RPL7AP66	6.25
RPL7AP7	0.75
RPL7AP73	3.75
RPL7AP8	1.0
RPL7L1	6611.25
RPL7L1P1	1.25
RPL7L1P10	1.5
RPL7L1P12	1.75
RPL7L1P3	17.25
RPL7L1P9	1.0
RPL7P1	16.5
RPL7P10	0.25
RPL7P11	24.0
RPL7P12	0.5
RPL7P13	0.5
RPL7P14	3.75
RPL7P16	1.0
RPL7P17	14.0
RPL7P18	3.5
RPL7P19	0.0
RPL7P2	2.75
RPL7P20	0.5
RPL7P21	14.5
RPL7P23	3.75
RPL7P24	0.25
RPL7P25	16.75
RPL7P26	3.0
RPL7P27	0.0
RPL7P32	29.75
RPL7P33	0.25
RPL7P36	0.5
RPL7P37	1.5
RPL7P38	0.75
RPL7P4	1.5
RPL7P41	15.0
RPL7P42	4.5
RPL7P44	0.5
RPL7P45	0.0
RPL7P46	7.0
RPL7P47	0.5
RPL7P48	1.5
RPL7P49	28.0
RPL7P50	2.25
RPL7P51	0.0
RPL7P52	24.25
RPL7P53	0.0
RPL7P56	1.25
RPL7P57	23.25
RPL7P58	0.25
RPL7P59	0.75
RPL7P6	6.0
RPL7P60	1.0
RPL7P7	14.75
RPL7P8	0.25
RPL7P9	5.0
RPL8	10824.5
RPL8P2	0.75
RPL9	4272.0
RPL9P14	1.25
RPL9P18	1.75
RPL9P2	1.5
RPL9P28	1.5
RPL9P29	3.5
RPL9P3	2.75
RPL9P30	22.0
RPL9P32	41.0
RPL9P33	0.0
RPL9P5	0.0
RPL9P7	1.5
RPLP0	7973.0
RPLP0P2	227.0
RPLP0P6	1.25
RPLP1	8925.75
RPLP1P11	3.25
RPLP1P13	7.25
RPLP1P6	6.25
RPLP2	22394.0
RPLP2P1	2.0
RPN1	2812.25
RPN2	1523.25
RPP14	706.75
RPP21	691.25
RPP25	111.0
RPP25L	56.5
RPP30	947.25
RPP38	550.0
RPP40	65.5
RPRD1A	530.25
RPRD1B	1136.25
RPRD2	2132.75
RPRM	6.25
RPRML	1.75
RPS10	7132.25
RPS10-NUDT3	8305.25
RPS10P14	1.5
RPS10P16	6.75
RPS10P18	1.75
RPS10P2	2.75
RPS10P3	1.5
RPS10P5	15.75
RPS10P7	912.5
RPS11	16230.0
RPS11P5	94.75
RPS11P7	2.25
RPS12	7762.0
RPS12P17	8.5
RPS12P20	3.5
RPS12P23	6.75
RPS12P26	4.75
RPS12P27	152.25
RPS12P3	76.25
RPS12P31	4.75
RPS12P4	3.25
RPS12P5	0.75
RPS13	13908.0
RPS13P2	5.25
RPS13P3	3.5
RPS13P4	3.75
RPS13P5	0.75
RPS14	5172.75
RPS14P4	25.25
RPS14P5	2.0
RPS14P8	2.25
RPS15	16677.0
RPS15A	8172.5
RPS15AP1	3.75
RPS15AP10	21.25
RPS15AP11	9.5
RPS15AP12	2.5
RPS15AP13	1.5
RPS15AP16	10.75
RPS15AP24	14.75
RPS15AP29	13.25
RPS15AP30	4.0
RPS15AP36	2.5
RPS15AP6	3.0
RPS15P4	5.25
RPS15P5	4.5
RPS15P9	1.75
RPS16	8641.5
RPS16P5	43.25
RPS17	2309.5
RPS17P13	9.5
RPS17P2	1.0
RPS17P5	4.5
RPS18	7075.0
RPS18P1	4.5
RPS18P12	5.75
RPS18P13	3.0
RPS18P9	708.75
RPS19	5223.0
RPS19BP1	594.5
RPS19P1	1.5
RPS19P3	17.0
RPS19P7	0.25
RPS2	15859.25
RPS20	4294.0
RPS20P13	0.25
RPS20P14	1.0
RPS20P15	24.75
RPS20P2	0.75
RPS20P22	215.0
RPS20P31	17.5
RPS20P33	2.75
RPS20P4	8.75
RPS21	1684.25
RPS21P1	3.75
RPS21P4	3.25
RPS23	6940.75
RPS23P1	1.75
RPS23P2	0.75
RPS23P6	0.5
RPS23P7	1.25
RPS23P8	2.0
RPS24	5260.75
RPS24P12	2.5
RPS24P14	4.25
RPS24P16	1.5
RPS24P17	2.0
RPS24P6	1.25
RPS25	15667.75
RPS25P9	24.0
RPS26	4579.0
RPS26P11	1.5
RPS26P13	1.0
RPS26P15	2.75
RPS26P19	0.0
RPS26P2	2.25
RPS26P20	13.25
RPS26P21	20.75
RPS26P28	1.0
RPS26P3	1.5
RPS26P31	11.0
RPS26P34	0.5
RPS26P38	1.25
RPS26P39	13.25
RPS26P40	0.0
RPS26P42	23.25
RPS26P43	0.75
RPS26P47	6.0
RPS26P52	2.25
RPS26P54	2.0
RPS26P55	1.0
RPS26P56	1.25
RPS26P6	0.0
RPS26P8	0.0
RPS27	7741.75
RPS27A	6106.5
RPS27AP1	0.75
RPS27AP11	0.75
RPS27AP12	13.25
RPS27AP15	0.25
RPS27AP16	3.0
RPS27AP17	1.5
RPS27AP2	0.75
RPS27AP3	3.75
RPS27AP5	2.0
RPS27AP7	12.25
RPS27AP8	1.0
RPS27AP9	0.25
RPS27L	898.25
RPS27P14	1.25
RPS27P15	1.25
RPS27P20	0.5
RPS27P21	11.25
RPS27P23	2.75
RPS27P25	4.5
RPS27P29	2.25
RPS28	1214.5
RPS28P7	118.5
RPS29	2960.0
RPS29P14	7.0
RPS29P16	8.0
RPS29P17	0.75
RPS29P19	0.25
RPS29P20	0.5
RPS29P21	8.25
RPS29P3	0.25
RPS29P5	2.25
RPS29P9	0.0
RPS2P1	3.5
RPS2P15	9.25
RPS2P2	4.75
RPS2P24	0.75
RPS2P28	9.75
RPS2P32	10.75
RPS2P35	4.75
RPS2P36	0.0
RPS2P39	4.75
RPS2P4	2.25
RPS2P41	18.5
RPS2P44	144.75
RPS2P45	155.25
RPS2P46	4.0
RPS2P48	3.75
RPS2P5	126.75
RPS2P7	2.5
RPS3	27392.5
RPS3A	11080.75
RPS3AP10	0.0
RPS3AP11	0.5
RPS3AP12	16.25
RPS3AP13	1.0
RPS3AP14	4.25
RPS3AP16	2.0
RPS3AP18	1.5
RPS3AP19	1.25
RPS3AP20	21.0
RPS3AP21	0.75
RPS3AP22	0.0
RPS3AP25	0.75
RPS3AP26	1.25
RPS3AP27	13.0
RPS3AP28	3.0
RPS3AP29	2.0
RPS3AP3	4.25
RPS3AP30	7.75
RPS3AP33	0.0
RPS3AP34	10.75
RPS3AP36	0.25
RPS3AP37	2.75
RPS3AP38	4.75
RPS3AP39	0.0
RPS3AP4	0.0
RPS3AP40	1.5
RPS3AP43	1.25
RPS3AP44	2.25
RPS3AP47	2.25
RPS3AP48	0.5
RPS3AP49	1.0
RPS3AP5	9.75
RPS3AP54	0.25
RPS3AP6	2.25
RPS3AP7	2.75
RPS3AP8	0.0
RPS3AP9	0.5
RPS3P2	104.25
RPS3P6	5.5
RPS3P7	6.0
RPS4X	15284.5
RPS4XP1	15.25
RPS4XP11	1.25
RPS4XP13	3.0
RPS4XP14	36.25
RPS4XP15	0.75
RPS4XP16	9.75
RPS4XP17	10.75
RPS4XP19	0.75
RPS4XP2	1.5
RPS4XP21	1.25
RPS4XP22	84.75
RPS4XP3	0.0
RPS4XP5	14.5
RPS4XP6	6.0
RPS4XP7	1.5
RPS4XP8	1.0
RPS4XP9	1.0
RPS4Y1	948.75
RPS5	10113.25
RPS5P2	10.25
RPS5P3	2.0
RPS6	18709.0
RPS6KA1	1079.0
RPS6KA2	254.5
RPS6KA3	3577.0
RPS6KA4	160.75
RPS6KA5	5529.5
RPS6KA6	143.75
RPS6KB1	3858.0
RPS6KB2	1282.5
RPS6KC1	166.5
RPS6KL1	340.25
RPS6P12	0.0
RPS6P16	33.5
RPS6P20	446.5
RPS6P21	0.25
RPS6P22	0.75
RPS6P25	47.5
RPS6P8	3.25
RPS7	9099.25
RPS7P1	7.5
RPS7P10	5.75
RPS7P11	19.75
RPS7P14	1.25
RPS7P15	8.75
RPS7P3	16.0
RPS7P4	3.25
RPS7P7	13.25
RPS7P8	1.0
RPS8	16012.0
RPS8P10	3.25
RPS8P3	1.25
RPS8P4	0.5
RPS9	8577.0
RPS9P1	5.5
RPSA	9454.5
RPSAP11	1.0
RPSAP12	1.75
RPSAP13	3.0
RPSAP14	2.0
RPSAP15	1.5
RPSAP16	8.5
RPSAP17	1.25
RPSAP18	5.75
RPSAP19	1.25
RPSAP2	1.0
RPSAP21	26.5
RPSAP28	1.75
RPSAP29	1.0
RPSAP3	1.75
RPSAP31	3.5
RPSAP36	39.75
RPSAP4	0.75
RPSAP41	11.75
RPSAP44	0.75
RPSAP45	0.25
RPSAP46	4.75
RPSAP47	2.75
RPSAP48	62.75
RPSAP49	0.75
RPSAP5	1.25
RPSAP52	1.0
RPSAP53	13.75
RPSAP54	1.5
RPSAP57	0.0
RPSAP58	1.25
RPSAP6	25.0
RPSAP61	2.25
RPSAP69	2.25
RPSAP8	2.75
RPSAP9	5.5
RPTOR	2137.5
RPUSD1	262.75
RPUSD2	271.25
RPUSD3	1070.25
RPUSD4	1252.5
RRAD	5.0
RRAGA	992.75
RRAGB	274.0
RRAGC	774.0
RRAGD	159.25
RRAS	37.75
RRAS2	328.5
RRBP1	466.5
RREB1	2791.5
RRH	5.5
RRM1	2726.25
RRM2	748.25
RRM2B	175.5
RRM2P2	3.25
RRN3	507.0
RRN3P1	512.5
RRN3P3	415.25
RRNAD1	250.25
RRP1	1353.0
RRP12	2000.75
RRP15	5829.75
RRP1B	3552.0
RRP36	236.25
RRP7A	1088.5
RRP7BP	2348.25
RRP8	1029.25
RRP9	473.5
RRS1	566.5
RSAD1	1101.5
RSAD2	217.5
RSBN1	1929.5
RSBN1L	2042.75
RSC1A1	212.5
RSF1	1955.25
RSKR	4227.0
RSL1D1	7682.0
RSL24D1	2482.5
RSL24D1P6	6.5
RSL24D1P8	7.0
RSPH1	5.25
RSPH10B	319.25
RSPH10B2	15.0
RSPH14	3.0
RSPH3	602.0
RSPH4A	37.5
RSPH6A	9.0
RSPH9	84.0
RSPO2	0.25
RSPO4	6.75
RSPRY1	512.75
RSRC1	718.0
RSRC2	3420.25
RSRP1	1624.75
RSU1	1582.0
RSU1P1	0.0
RSU1P2	22.25
RSU1P3	0.0
RTBDN	68.25
RTCA	2636.5
RTCB	908.25
RTEL1	338.5
RTEL1-TNFRSF6B	131.0
RTEL1P1	8.25
RTF1	2618.75
RTF2	1351.75
RTKN	10.25
RTKN2	613.25
RTL10	440.75
RTL5	15.25
RTL6	184.75
RTL8A	218.75
RTL8B	20.75
RTL8C	216.25
RTN2	15.5
RTN3	1455.5
RTN4	943.5
RTN4IP1	192.0
RTN4R	35.25
RTN4RL1	82.25
RTN4RL2	23.5
RTP4	27.75
RTRAF	648.25
RTTN	2727.25
RUBCN	3310.75
RUBCNL	9.0
RUFY1	699.25
RUFY2	404.75
RUFY3	262.0
RUNDC1	759.75
RUNDC3A	118.0
RUNDC3B	130.25
RUNX1	4233.5
RUNX1T1	27.75
RUNX2	6535.5
RUNX3	5459.5
RUSC1	538.0
RUSC2	33.25
RUVBL1	2853.5
RUVBL2	1563.0
RWDD1	1206.75
RWDD2A	161.25
RWDD2B	383.25
RWDD3	48.75
RWDD4	514.75
RWDD4P1	8.5
RXFP1	1.5
RXFP4	52.5
RXRA	234.0
RXRB	2462.0
RXYLT1	667.5
RYBP	2573.0
RYK	1121.25
RYKP1	19.0
RYR1	362.75
RYR3	793.25
S100A1	30.75
S100A10	1114.0
S100A11	3460.75
S100A12	0.75
S100A13	17.5
S100A14	0.0
S100A16	0.0
S100A2	2.0
S100A4	228.5
S100A5	13.5
S100A6	431.5
S100A7	0.0
S100A7A	0.0
S100A8	5.75
S100A9	4.75
S100B	28.0
S100P	5.5
S100PBP	1848.5
S100Z	8.75
S1PR1	3297.0
S1PR2	190.5
S1PR3	334.0
S1PR4	225.75
S1PR5	50.0
SAA1	3.5
SAA2	190.5
SAAL1	953.75
SACM1L	1821.5
SACS	3045.5
SAE1	1508.0
SAFB	4795.5
SAFB2	2467.25
SAG	661.0
SALL2	74.75
SALL4	60.0
SAMD1	370.5
SAMD10	481.75
SAMD11	0.0
SAMD11P1	8.5
SAMD12	4693.5
SAMD13	5.0
SAMD14	34.25
SAMD15	49.5
SAMD3	575.25
SAMD4A	281.75
SAMD4B	2697.5
SAMD5	200.25
SAMD7	9.5
SAMD8	1835.0
SAMD9	290.75
SAMD9L	550.25
SAMHD1	10999.0
SAMM50	1638.0
SAMSN1	2374.0
SAP130	1268.75
SAP18	852.25
SAP18P3	1.5
SAP25	82.75
SAP30	39.5
SAP30BP	724.75
SAP30L	273.0
SAPCD1	44.0
SAPCD2	43.75
SAR1A	4859.0
SAR1B	1972.25
SARAF	7251.5
SARDH	115.5
SARM1	599.5
SARNP	224.25
SARS1	1496.75
SARS2	119.75
SART1	685.5
SART3	3865.25
SASH1	118.5
SASH3	1628.0
SASS6	320.0
SAT1	465.0
SAT2	149.25
SATB1	12114.0
SATB2	155.25
SATL1	834.5
SAV1	402.75
SAXO1	72.0
SAXO2	46.0
SAYSD1	357.5
SBDS	1453.25
SBDSP1	137.5
SBF1	1206.0
SBF2	1552.0
SBK1	828.25
SBNO1	3525.75
SBNO2	1196.25
SBSPON	560.25
SC5D	438.0
SCAF1	374.5
SCAF11	3835.25
SCAF4	5884.0
SCAF8	1735.25
SCAI	2333.25
SCAMP1	613.25
SCAMP2	2938.5
SCAMP3	1742.25
SCAMP4	1844.75
SCAMP5	54.0
SCAND1	127.0
SCAND2P	1723.0
SCAP	1505.5
SCAPER	823.25
SCARA5	0.0
SCARB1	1159.25
SCARB2	1289.25
SCARF1	81.75
SCARF2	8.5
SCART1	76.0
SCCPDH	484.5
SCD	1671.5
SCD5	1899.0
SCEL	0.0
SCFD1	969.0
SCFD2	1076.25
SCG3	93.5
SCG5	3.25
SCGB2B2	92.5
SCGB3A1	12.25
SCGB3A2	430.5
SCHIP1	104.0
SCIMP	808.5
SCIN	503.5
SCLT1	1448.0
SCLY	1886.0
SCMH1	1163.75
SCML1	174.75
SCML2	143.75
SCML2P2	3.25
SCML4	1846.75
SCN11A	213.5
SCN1A	77.25
SCN1B	232.5
SCN2A	84.5
SCN2B	66.75
SCN3B	167.25
SCN4A	6.5
SCN4B	3.75
SCN5A	4.5
SCN7A	78.0
SCN8A	146.75
SCN9A	196.5
SCNM1	1136.5
SCNN1A	107.75
SCNN1D	78.25
SCNN1G	16.0
SCO1	1817.75
SCO2	142.0
SCOC	205.5
SCP2	1081.0
SCPEP1	352.75
SCRG1	551.75
SCRIB	187.25
SCRN1	112.75
SCRN2	62.0
SCRN3	483.75
SCT	0.0
SCTR	9.75
SCUBE1	50.25
SCUBE2	85.0
SCUBE3	260.5
SCX	6.0
SCYGR4	150.5
SCYL1	610.0
SCYL2	873.5
SCYL2P1	89.5
SCYL3	569.75
SDAD1	479.75
SDAD1P1	330.25
SDC1	6.25
SDC2	8.25
SDC3	38.5
SDC4	874.75
SDCBP	1094.25
SDCBP2	10.25
SDCBPP1	3.0
SDCCAG8	1353.75
SDE2	2367.5
SDF2	371.0
SDF2L1	326.25
SDF4	697.5
SDHA	2202.75
SDHAF1	43.0
SDHAF2	307.75
SDHAF3	109.5
SDHAF4	216.25
SDHAP1	493.75
SDHAP2	272.75
SDHAP3	36.75
SDHB	541.75
SDHC	1194.25
SDHCP2	0.5
SDHCP3	8.5
SDHD	1006.0
SDHDP6	0.0
SDK1	33.75
SDK2	1295.25
SDR16C5	0.0
SDR16C6P	10.75
SDR39U1	471.25
SDR42E1	367.0
SDR42E2	9.5
SDS	99.5
SDSL	16.0
SEBOX	33.75
SEC11A	1432.5
SEC11C	363.75
SEC13	1567.0
SEC13P1	8.5
SEC14L1	876.5
SEC14L1P1	69.25
SEC14L2	2829.0
SEC14L3	40.5
SEC14L4	256.0
SEC14L5	52.0
SEC14L6	245.5
SEC16A	5315.75
SEC16B	1.5
SEC1P	30.5
SEC22A	260.25
SEC22B	2433.5
SEC22B3P	28.5
SEC22B4P	492.75
SEC22C	951.0
SEC23A	1217.5
SEC23B	997.25
SEC23IP	3859.75
SEC24A	3227.5
SEC24B	2485.5
SEC24C	1889.0
SEC24D	2403.75
SEC31A	5075.25
SEC31B	1000.25
SEC61A1	3488.25
SEC61A2	890.75
SEC61B	288.75
SEC61G	177.0
SEC62	1159.0
SEC63	4627.25
SEC63P1	12.25
SECISBP2	2354.0
SECISBP2L	617.75
SECTM1	678.5
SEH1L	7571.0
SEL1L	4642.25
SEL1L3	651.5
SELE	4.25
SELENBP1	14.25
SELENOF	1278.0
SELENOH	790.5
SELENOI	1893.25
SELENOK	591.25
SELENOKP2	0.0
SELENOM	133.75
SELENON	1791.75
SELENOO	410.0
SELENOP	44.75
SELENOS	346.75
SELENOT	1558.5
SELENOTP1	0.25
SELENOV	6.0
SELENOW	662.5
SELL	4288.25
SELP	53.25
SELPLG	5435.75
SEM1	2162.0
SEMA3A	5.5
SEMA3B	26.75
SEMA3C	42.5
SEMA3D	45.5
SEMA3E	28.0
SEMA3G	79.25
SEMA4A	560.75
SEMA4B	289.0
SEMA4C	631.75
SEMA4D	16480.75
SEMA4F	312.75
SEMA4G	65.0
SEMA5A	263.75
SEMA5B	104.75
SEMA6A	235.25
SEMA6B	463.25
SEMA6C	73.75
SEMA6D	8.0
SEMA7A	2612.25
SENP1	1561.0
SENP2	2568.5
SENP3	736.5
SENP3-EIF4A1	55.75
SENP5	3684.0
SENP6	2797.0
SENP7	2538.0
SENP8	542.25
SEPHS1	1114.0
SEPHS1P1	4.5
SEPHS2	692.75
SEPSECS	322.75
SEPTIN1	1886.5
SEPTIN10	8.75
SEPTIN11	2671.75
SEPTIN12	8.0
SEPTIN14	193.75
SEPTIN14P19	5.0
SEPTIN14P2	0.75
SEPTIN14P21	5.0
SEPTIN14P4	0.5
SEPTIN2	5096.75
SEPTIN3	145.25
SEPTIN4	122.75
SEPTIN6	3925.5
SEPTIN7	1974.25
SEPTIN7P1	31.75
SEPTIN7P2	841.75
SEPTIN7P6	11.75
SEPTIN7P9	1.25
SEPTIN8	693.5
SEPTIN9	8565.75
SERAC1	1410.0
SERBP1	42077.75
SERBP1P1	7.5
SERBP1P3	15.0
SERBP1P5	6.25
SERF1A	48.0
SERF1B	325.25
SERF2	2495.75
SERGEF	357.0
SERHL	9.25
SERHL2	191.25
SERINC1	2795.25
SERINC2	10.75
SERINC3	4061.5
SERINC5	4391.5
SERP1	2997.25
SERP2	4.25
SERPINA1	10.0
SERPINA10	265.5
SERPINA11	0.0
SERPINA5	0.0
SERPINA9	0.0
SERPINB1	438.75
SERPINB10	200.5
SERPINB11	20.5
SERPINB13	0.0
SERPINB2	11.75
SERPINB5	9.25
SERPINB6	1130.5
SERPINB8	632.75
SERPINB9	3567.0
SERPINC1	6.0
SERPIND1	62.0
SERPINE1	97.5
SERPINE2	597.25
SERPINE3	18.5
SERPINF1	207.5
SERPING1	0.75
SERPINH1	290.25
SERPINI1	19.0
SERPINI2	0.0
SERTAD1	329.0
SERTAD2	1514.25
SERTAD3	56.0
SESN1	282.0
SESN2	188.5
SESN3	4049.75
SESTD1	110.5
SET	5027.25
SETBP1	63.5
SETD1A	1441.0
SETD1B	3351.25
SETD2	7468.5
SETD3	1773.0
SETD4	463.25
SETD5	11738.25
SETD6	1596.0
SETD7	1985.25
SETD9	56.0
SETDB1	1418.75
SETDB2	1140.0
SETMAR	387.5
SETP10	10.75
SETP11	2.5
SETP16	0.0
SETP17	3.75
